,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
AnnualSum,8.271644381880595e7,1.0298805859698282e8,-958439.1987117962,0.0,0.0,0.0,11.646276820150266,1.4371913314485236,1.1478728228751421e7,-3.2477853377491003e6,-9.079620837641804e7,6.159738525709482e8,1.817803273462108e9,-1.1122817178033805e7,0.0,0.0,0.0,11.675233971126158,1.4518617013591506,2.802532817591149e7,-5.063542046409948e6,-6.384022227267499e8,2.487657044755966e7,3.817009259979991e8,-31669.758878707846,0.0,0.0,0.0,10.987852851890802,1.3504982734697308,5.449929434835003e6,-1.0676782702204778e6,-2.6962210842130408e7,4.011506018630316e7,4.025016622597757e7,-55575.09799555853,0.0,0.0,0.0,10.544466838037224,1.3425626034809293,-1.5550776003341768e7,-3.331364165397459e6,-2.059161816201221e7,5.373019126495903e8,1.1216498096196401e8,-6.249666735139795e6,0.0,0.0,0.0,11.660567700028563,1.4431131750523107,-4.662987107137682e7,-5.436405140189097e6,-4.8307121892097974e8,1.075290170651196e7,1.3767049959247315e8,-71607.54935329166,0.0,0.0,0.0,9.431839343587185,1.27160936246538,-427261.44608283654,-136758.52998987265,-1.0201388131877797e7,4.1052539133647144e8,9.913682588738357e8,-4.0585656428015064e6,0.0,0.0,0.0,11.665911530699471,1.4478121347843433,6.463859303357158e6,-1.197615784884229e6,-4.155491045687199e8,1.4833070572234228e8,4.37384949348741e8,-1.07267567387749e6,0.0,0.0,0.0,11.647471127327231,1.4352772531066387,1.6791043377849046e7,-2.7423612426127624e6,-1.6248105400673005e8,1.615061470600545e8,1.225327376298228e7,-10285.80259450093,0.0,0.0,0.0,11.651229772317304,1.4371188668675055,-2.1608014738368135e7,-2.3010837422305844e6,-1.2586443247586405e8,1.3452652793770304e8,1.2404023213036858e7,-13936.223985907805,0.0,0.0,0.0,11.680837047377583,1.4452643888628143,1.600703473846544e7,-3.2190275579795125e6,-1.42167081595128e8
t1,9389.903835266961,1475.0942218493801,-0.891880139825907,0.0,0.0,-0.0,0.0011532634930049473,0.0001407282264322964,1454.7311383562783,-109.20254361134766,-10736.483988736547,68085.39126332974,913.9503471567069,-3852.449597434064,0.0,0.0,-0.0,0.0011536633846085586,0.0001431821810352657,3077.808070213667,-233.82173066732912,-67075.63663908049,4285.007154526431,655.4621801702905,-10.154997886968417,0.0,0.0,-0.0,0.0011089989133313014,0.00012285740146919728,-1465.9111421553712,-158.415516609251,-2647.194398069452,8279.141348764586,440.78362538898017,-23.65475746279733,0.0,0.0,-0.0,0.0010478155343220212,0.00013030358732475788,-5795.584277255179,-434.8221395573777,-2021.7190859227676,69642.24397860322,738.6177484039274,-578.3877517034407,0.0,0.0,-0.0,0.001154758937362595,0.00014262647381731923,-1432.8450690877564,-108.63170793920348,-67522.7016669395,1198.7432573245135,113.61263837372152,-36.089674652582126,0.0,0.0,-0.0,0.0009463710434339172,0.0001156102580120857,1.108998781689463,-0.14342886851900255,-1160.6814638348144,47286.1898331302,153.1033123451318,-3.6920468614839694,0.0,0.0,-0.0,0.0011523819342755446,0.00014220594043005033,-2.5450581841275355,-0.32817717833975696,-47279.854164892335,16803.045931787725,1148.038035486523,-1.606872109438604,0.0,0.0,-0.0,0.0011476678661146585,0.00014022950962531023,-701.4881355126959,-54.73999260004841,-16037.247255683827,14087.100730842942,3333.7791146802288,-0.6416968694638063,0.0,0.0,-0.0,0.0011583231514970837,0.00014405001973960975,1794.0299532910788,-134.62256511831305,-15748.671133325854,14694.84690067943,1973.9352334400553,-0.8894420312486645,0.0,0.0,-0.0,0.0011537426693513232,0.00014282151295855165,3070.6955215524167,-253.64088063117458,-17512.415814067306
t2,9389.896408518216,1476.936157243259,-0.9890060791618337,0.0,0.0,-0.0,0.0011529346888694701,0.00014055128656790712,1055.9137893767377,-79.29307301746708,-10366.481887287488,71758.20568499083,870.7801301554783,-8110.191998225254,0.0,0.0,-0.0,0.0011536557670204285,0.00014320963658915882,2249.474021641291,-173.48703248205948,-65722.29933498517,4165.756971658284,583.734467978204,-8.858689101200206,0.0,0.0,-0.0,0.0011065492065403225,0.00012242654463812314,-1376.1826048395278,-165.1509377358694,-2612.532101508102,7465.0780275274865,419.8862941478739,-17.43155313841771,0.0,0.0,-0.0,0.0010444361215981703,0.00012999276253134598,-5068.984131020175,-380.32617199607716,-1995.2467459224204,68362.40111572786,718.0146668429852,-1550.5866973747973,0.0,0.0,-0.0,0.0011545814553619214,0.00014256432891700932,-1032.8790577744985,-80.11390623377265,-65698.72014533459,1178.0625103189989,160.04945338553642,-25.071327924402958,0.0,0.0,-0.0,0.000944613121010904,0.00011599986626397494,1.4141184971847576,-0.16578946670585845,-1151.8463905593298,46926.478846836246,172.22026413133028,-3.58951256183337,0.0,0.0,-0.0,0.0011524394219647144,0.00014222465185346114,-2.646082958905893,-0.32567246292560303,-46919.9612749811,16364.726176105389,1130.6831437642,-1.3620611664867657,0.0,0.0,-0.0,0.0011549845879985905,0.0001436734043484232,-690.8792548185769,-54.21689055511628,-15609.232858348038,13863.15348391093,3335.3705928180457,-0.6420037925512874,0.0,0.0,-0.0,0.0011582391449034652,0.00014421095432937345,2006.8398659668567,-150.5835925093713,-15721.442858055661,14834.439249198751,1955.0344795919782,-0.9436372322320238,0.0,0.0,-0.0,0.0011538749661987684,0.00014285654951928274,2857.9293359296144,-269.60489095684653,-17423.151480403412
t3,9389.884696645207,1477.1635721148107,-1.1525423579872123,0.0,0.0,-0.0,0.0011526193423275514,0.00014036435610272543,771.6056648749401,-57.97084360213152,-10103.073193199994,73252.68437599123,847.3901476452843,-9411.197434724289,0.0,0.0,-0.0,0.0011536970545621475,0.0001432452188005005,1719.7385028983522,-182.3209895686706,-65376.98686266296,4139.217735574658,566.6428040305062,-10.122834078568275,0.0,0.0,-0.0,0.0011088685985904145,0.00012237172872347742,-1304.2302234951637,-170.55494522724044,-2651.224897830579,7356.726288830626,414.1959307102743,-23.42934044644547,0.0,0.0,-0.0,0.0010476018672074014,0.00012980609175725885,-4935.039921480134,-370.2807399394913,-2024.7972638197975,67002.84848799465,712.6643829566117,-2283.763704844951,0.0,0.0,-0.0,0.001154430216677397,0.00014251510342777414,-753.5668397523647,-58.50655248655944,-63906.874979146036,1161.0262247558678,142.18288782699108,-30.911956113647747,0.0,0.0,-0.0,0.0009405791069675919,0.00011734051046777078,4.400551751709281,-0.4043818172778301,-1131.4378797410363,46097.56453184037,171.09931241896197,-3.4114415036972665,0.0,0.0,-0.0,0.0011523657343620486,0.00014219322079077226,-4.856225979147033,-0.5995194952695423,-46088.62948142168,16002.731893421562,1119.373991167673,-1.4779192739297073,0.0,0.0,-0.0,0.0011553267657165825,0.00014379290950491475,-362.87056972322995,-78.81762516221914,-15549.477610956297,13800.537998483413,3334.7406330137637,-0.6486386561207471,0.0,0.0,-0.0,0.0011582699043306021,0.00014425104890577916,2053.5391537446285,-154.08609198339502,-15701.994102898117,14926.855228185748,1958.2063511494416,-0.9923551277269097,0.0,0.0,-0.0,0.0011540236120575393,0.00014289174634799225,2811.279907160409,-273.11024483857307,-17465.331328534747
t4,9413.48871151296,1590.44079959827,-1.246670004629829,0.0,0.0,-0.0,0.001152486595386982,0.00014027988780086054,621.5470922611877,-46.71620150135955,-9987.61063395766,73543.36843264336,853.4138165671948,-9403.697237673829,0.0,0.0,-0.0,0.0011537539463115224,0.0001432564280486023,1516.759408510121,-327.84765594143386,-65326.66264653615,4185.562401532953,579.8930974453028,-10.214541695172025,0.0,0.0,-0.0,0.0011098037490606166,0.00012252884071734487,-1338.1878431802618,-168.00089773062527,-2666.0646911665754,8266.036026447793,417.25250436146865,-24.015109618543853,0.0,0.0,-0.0,0.001049680644994477,0.00013008401207405718,-5769.710510805989,-432.8825672966166,-2036.1307331093487,66630.0221461587,716.2875168516734,-2431.02828480819,0.0,0.0,-0.0,0.0011543830287365755,0.00014250834517715743,-605.6669957067306,-46.92875717325037,-63546.25124559899,1115.050075869864,181.1457054097665,-27.99239744071794,0.0,0.0,-0.0,0.0009322226323082617,0.00012085422922732102,0.2142594273730758,-0.07006424482753366,-1082.2237441196357,44088.13531892565,171.03114390883334,-3.307598745396908,0.0,0.0,-0.0,0.0011523062740426476,0.00014214422850601917,-0.34891805933401354,-0.304924291769256,-44083.913098377416,14909.270004628595,1136.5302952003656,-1.4480714544138675,0.0,0.0,-0.0,0.0011554801167452096,0.000143803099732303,710.6319284818634,-159.5543885605834,-15446.522159444168,13798.37698344381,3335.857234528552,-0.6553239870319763,0.0,0.0,-0.0,0.0011582904275527991,0.0001441796333085953,2189.204786465626,-164.26134814590742,-15825.291925365911,15265.07088993278,1996.5752188683598,-1.0440399004190075,0.0,0.0,-0.0,0.0011542636263038965,0.00014296504157577665,2675.5567926061444,-283.2835058922746,-17657.606672192214
t5,9413.498400440032,2160.4656178308896,-1.1860717200628095,0.0,0.0,-0.0,0.0011530082076578296,0.00014060806914320437,1019.3214039553658,-76.54687901422795,-10354.893187958649,73177.92277754021,934.1077029235822,-8013.695797412641,0.0,0.0,-0.0,0.001153810674101498,0.00014326664736649444,2800.619649974533,-214.44802775690098,-67748.67734901332,4301.4553650102025,638.9591763448673,-10.42746902216272,0.0,0.0,-0.0,0.0011160089240558244,0.0001242548060030924,-1327.8711650388088,-168.76787505265267,-2791.3401753865255,8244.545393227707,426.67652762487285,-18.438827265679215,0.0,0.0,-0.0,0.0010589938422808276,0.0001293970798565902,-5665.902017271044,-425.0972598299018,-2131.8063042665135,68531.0437599017,759.6749497635393,-830.5978172896988,0.0,0.0,-0.0,0.0011545489187454185,0.00014255312142274137,-997.5987868729352,-77.13893224302205,-66625.63280927067,1079.506662012135,184.9514978780807,-34.152067796262244,0.0,0.0,-0.0,0.0009251735188618284,0.00012345607093830924,6.6670482197962455,-0.566591427996559,-1043.5609522276018,42531.43055459835,189.34747820206994,-5.639174415291321,0.0,0.0,-0.0,0.0011522786940170737,0.00014211886495116361,-7.809751081678917,-0.7673537378958958,-42509.001091819635,16638.430592247827,1154.8234978185667,-1.224456677352712,0.0,0.0,-0.0,0.0011554316786620375,0.00014379065853212779,-692.1315624934796,-54.29600191067909,-15877.195049551829,14607.003061009176,3340.243611526176,-0.6942765441686042,0.0,0.0,-0.0,0.0011503843655133563,0.00014065653080850445,1788.994705090259,-134.24655787106337,-16263.659705727829,15550.87707702035,2205.45054909195,-1.0908358779896365,0.0,0.0,-0.0,0.0011543336400689943,0.0001430286591732607,3075.7104755179926,-253.26641372454768,-18373.696864409478
t6,9413.327401434946,3948.6353481929245,-2.311889077366798,0.0,0.0,-0.0,0.0011536072601882386,0.00014091124793257998,1990.4085423975157,-149.42064037666282,-11247.968210795892,74502.07845444857,36699.16515903246,-0.9900781976291315,0.0,0.0,-0.0,0.0011547833228660862,0.0001434292592669434,1746.500110736227,-132.2036571061093,-76085.40677120659,4348.410641472178,2814.3871361077126,-0.9086929633737155,0.0,0.0,-0.0,0.0011347860673354801,0.00013045107989998232,-920.5923059915075,-159.03283218185527,-3270.493529536308,7582.681909019867,565.6893996825783,-1.2660852339082078,0.0,0.0,-0.0,0.0010921822743936566,0.00012722596041125786,-4728.828201762169,-354.7866802353083,-2497.7459873357743,69536.3295495055,10549.1489848209,-1.1011033171179958,0.0,0.0,-0.0,0.0011554916863777377,0.0001426872140195337,20.298886086754564,-1.7650221803001114,-72474.69725248357,1045.0638729668997,230.60071246148328,-1.518016537042924,0.0,0.0,-0.0,0.0009275899436411481,0.0001225366158634415,23.812622616558254,-1.826790913331012,-1055.3498199734697,43114.45546191408,194.9646320916746,-6.751651686587664,0.0,0.0,-0.0,0.0011522725814550852,0.00014208356470829742,-39.372825330573846,-3.0889041494991085,-42989.215480296385,20647.907466835903,1177.169325405669,-3.6438021747655163,0.0,0.0,-0.0,0.0011478970925492917,0.0001408994198453094,-2688.2315936968985,-202.0468318631074,-17737.82511252134,15833.445533762217,3347.2956930238324,-0.6198676886145181,0.0,0.0,-0.0,0.0011503294097793804,0.00014041971553032382,1744.2611946758927,-130.89812824115978,-17448.859902740547,17515.92472089973,3160.9769388900895,-0.9233855336301068,0.0,0.0,-0.0,0.0011547607331961445,0.0001432142011525211,2851.743570268201,-229.8498656785283,-20138.39770291546
t7,9501.112216989828,510543.8342817823,-0.5947534665166598,0.0,0.0,-0.0,0.0011547338645864832,0.00014124242376330106,1599.3271782856375,-120.03052261359679,-11809.653879691057,81993.46821719153,56053.54284323302,-1.6097125396089222,0.0,0.0,-0.0,0.0011550252222205558,0.00014353873426517193,361.61460846496806,-128.1187502988079,-82043.9796023213,4335.1813795959115,4079.7399663268106,-1.297458017287612,0.0,0.0,-0.0,0.001144347032427041,0.0001359786029102921,-421.73194855656214,-121.62055537280581,-3792.9382271404206,7210.335750225288,595.4334902029121,-1.3392157623022012,0.0,0.0,-0.0,0.001117402253082235,0.0001263289455534142,-4009.7041614371615,-300.8573668956244,-2896.748199012555,69536.38430536237,318561.21958016034,-1.2842360831066926,0.0,0.0,-0.0,0.0011556089312372562,0.00014274024546363881,341.43322213629415,-108.02851644047395,-74703.56416716917,1026.716766335311,289.5194840810087,-2.602553615588391,0.0,0.0,-0.0,0.0009488818948071276,0.00011356069136168285,185.4121294586639,-13.948555749467122,-1181.172390633217,49174.99252602542,1220.3450740578714,-9.738958252419335,0.0,0.0,-0.0,0.001152676310633901,0.00014228971295417072,-808.4442956092328,-60.77508554303568,-48114.543129782316,21871.810787847557,12752.806002824887,-0.4501952561649561,0.0,0.0,-0.0,0.001149169377269535,0.0001412907079083362,-1344.5966865758162,-161.76984633774512,-20575.32372637759,17086.638499386743,3427.797171124279,-0.6305946346089399,0.0,0.0,-0.0,0.001150522175429284,0.00014049635078413432,1736.463415730974,-130.316351519445,-18694.73659228168,19188.788384185787,3405.285594553395,-0.9455296809003642,0.0,0.0,-0.0,0.0011550242683371092,0.00014330340799836733,2360.226538102235,-191.89370228057,-21339.56301021992
t8,9598.275700411812,514346.87647180125,-0.581724089351599,0.0,0.0,-0.0,0.001154735419395534,0.00014123388813502285,1182.3986444234445,-88.76105151432826,-11806.579065420121,91743.66828204425,63210.598199329805,-1.8029926529236082,0.0,0.0,-0.0,0.0011551436531913747,0.00014359030141798307,-5959.279625078743,-604.2614457996323,-85007.1280414771,4300.559673426566,122405.46253544824,-1.035457479413631,0.0,0.0,-0.0,0.001146350609853926,0.0001374108882789042,-340.2860366020457,-115.54159115097914,-3965.443611774809,7357.441942616032,588.7270470211267,-1.3716708331613374,0.0,0.0,-0.0,0.0011230341392950542,0.00012652212432381706,-4023.694723621496,-301.90409382041304,-3028.4942580952948,69436.51575330182,391383.73319716414,-1.3495688193015059,0.0,0.0,-0.0,0.001155631232998322,0.00014276120680648718,1440.0119385429814,-525.2955291337288,-75365.71374164558,1011.3750622895494,16502.8014133296,-0.48136328309556287,0.0,0.0,-0.0,0.0009749085468370065,0.00010374404671370083,347.6423864527155,-26.110511247330685,-1339.0864576521387,51995.76915657341,313817.10930735787,-1.0305162351932096,0.0,0.0,-0.0,0.001155552798328294,0.00014254233217837888,2650.672587399141,-251.01379064471513,-54547.10390125489,21843.344861830406,11667.416998477429,-0.48470922787803095,0.0,0.0,-0.0,0.0011496178394429558,0.00014139826449285922,687.4626001629622,-366.3923178067977,-22487.491923767175,17771.20648751523,3431.1057588503268,-0.6366519299559735,0.0,0.0,-0.0,0.001150675261841157,0.0001406206037182446,1733.3564880328395,-130.0874914268415,-19376.415677149187,19713.241491241177,3422.9941496581328,-0.966427987666338,0.0,0.0,-0.0,0.0011553276885302244,0.0001433665029236847,2281.7157402882,-185.63573417481092,-21791.770215816796
