Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,2,2,2,3,3,1,2,3,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,6.2727600891321345e-12,0.0,0.0,0.0,6.2727600891321345e-12
t1,13070.597136551463,0.0,3308.381663261218,0.0,0.0,0.0,52.12957643445973,0.0,0.0,0.0,16431.108376247143
t2,13071.06768094249,0.0,3308.4951737883894,0.0,0.0,0.0,69.35254801705547,0.0,0.0,0.0,16448.915402747934
t3,13071.281396291626,0.0,3308.551929051975,0.0,0.0,0.0,58.927070644737995,0.0,0.0,0.0,16438.760395988338
t4,13071.380912001716,0.0,3308.581797426371,0.0,0.0,0.0,74.64257644797623,0.0,0.0,0.0,16454.605285876063
t5,13071.22962611919,0.0,3308.589302443582,0.0,0.0,0.0,83.27777319907189,0.0,0.0,0.0,16463.096701761842
t6,13070.688461857762,0.0,3308.4971012144183,0.0,0.0,0.0,85.62749116434176,0.0,0.0,0.0,16464.81305423652
t7,13069.316225166653,0.0,3308.184449653826,0.0,0.0,0.0,67.90643860748251,0.0,0.0,0.0,16445.407113427962
t8,13068.067478156407,0.0,3307.874397750904,0.0,0.0,0.0,52.672320199564254,0.0,0.0,0.0,16428.614196106875
t9,13067.396716434607,0.0,3307.708336053746,0.0,0.0,0.0,46.72372290016269,0.0,0.0,0.0,16421.828775388516
t10,13066.929724596717,0.0,3307.591672456375,0.0,0.0,0.0,44.32446031677121,0.0,0.0,0.0,16418.845857369863
t11,13066.592414131368,0.0,3307.5012844439975,0.0,0.0,0.0,67.85005229415809,0.0,0.0,0.0,16441.943750869523
t12,13066.38638253045,0.0,3307.445580203812,0.0,0.0,0.0,83.7434008679271,0.0,0.0,0.0,16457.57536360219
t13,13066.27378731423,0.0,3307.4151005252193,0.0,0.0,0.0,93.14577281427893,0.0,0.0,0.0,16466.834660653727
t14,13066.16032640183,0.0,3307.4129854583775,0.0,0.0,0.0,87.15590434923433,0.0,0.0,0.0,16460.72921620944
t15,13066.16032640183,0.0,3307.4129854583775,0.0,0.0,0.0,94.52377224755172,0.0,0.0,0.0,16468.097084107758
t16,13066.16032640183,0.0,3307.4129854583775,0.0,0.0,0.0,108.28741299276058,0.0,0.0,0.0,16481.86072485297
t17,13066.16032640183,0.0,3307.4129854583775,0.0,0.0,0.0,121.2995126690402,0.0,0.0,0.0,16494.872824529248
t18,13066.263663419208,0.0,3307.4129854583775,0.0,0.0,0.0,114.2031128905171,0.0,0.0,0.0,16487.8797617681
t19,13066.63184995449,0.0,3307.4981313737985,0.0,0.0,0.0,116.77366975671711,0.0,0.0,0.0,16490.903651085006
t20,13066.926534612812,0.0,3307.57170301178,0.0,0.0,0.0,119.30218921213799,0.0,0.0,0.0,16493.80042683673
t21,13066.822456719361,0.0,3307.5166866164623,0.0,0.0,0.0,110.3278373873359,0.0,0.0,0.0,16484.66698072316
t22,13067.26534995473,0.0,3307.579930213833,0.0,0.0,0.0,106.4556350132538,0.0,0.0,0.0,16481.30091518182
t23,13068.524393168365,0.0,3307.8632772337537,0.0,0.0,0.0,123.1572834144279,0.0,0.0,0.0,16499.544953816545
t24,13069.73913279113,0.0,3308.166302467322,0.0,0.0,0.0,113.99104984261685,0.0,0.0,0.0,16491.896485101068
t25,13070.478916874961,0.0,3308.3396223252284,0.0,0.0,0.0,97.5714123862281,0.0,0.0,0.0,16476.389951586418
t26,13070.963550638804,0.0,3308.4594389927984,0.0,0.0,0.0,100.05374920484499,0.0,0.0,0.0,16479.47673883645
t27,13071.177620297618,0.0,3308.516194256384,0.0,0.0,0.0,96.56773887509655,0.0,0.0,0.0,16476.2615534291
t28,13071.265857862094,0.0,3308.5382657477785,0.0,0.0,0.0,92.64126473766125,0.0,0.0,0.0,16472.445388347533
t29,13071.083245964492,0.0,3308.509822671391,0.0,0.0,0.0,97.99792516563177,0.0,0.0,0.0,16477.590993801514
t30,13070.541872690415,0.0,3308.4044835826253,0.0,0.0,0.0,93.71527137563073,0.0,0.0,0.0,16472.66162764867
