,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t125,7650.283259441686,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-918.4091639776717,-9.025136596107535,-2.4592060202462633,-6720.389752847661,2078.730524388103,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-159.5617964706626,-1919.1687279174403,53.18795774930352,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,918.4091639776717,-9.025136596107535,-46.23416666666665,-916.337818464201
t126,7666.877293991237,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-911.9558884662882,-8.961720751332747,-17.1628767230182,-6728.796808050598,2044.3525711875745,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-123.08179647066275,-1921.2707747169118,46.14866353800404,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,911.9558884662882,-8.961720751332747,-31.75416666666666,-917.388664586293
t127,8194.02454538821,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-982.5793287559645,-9.655731896366213,-8.5028767230182,-7193.28660801286,2118.852542954012,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-64.10179647066273,-2054.7507464833493,20.070001718879585,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,982.5793287559645,-9.655731896366213,-12.554166666666653,-980.4394319118113
t128,9109.785037854146,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1098.625026270997,-10.796104088350578,-0.0,-8000.3639074948,2318.54459977471,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2284.9248710254737,2.9493525488223193,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1098.625026270997,-10.796104088350578,-0.0,-1090.7782747314686
t129,10091.591923735228,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1215.4588727784735,-11.94422136019029,-0.0,-8864.188829596564,2531.9153699633703,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-2531.9153699633703,4.958388987486534,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1215.4588727784735,-11.94422136019029,-0.0,-1208.4730404057696
t130,10762.713267585475,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1298.322935518067,-12.758520165631476,-0.0,-9451.631811901776,2733.698842670323,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2700.0791139210864,2.7729303323239747,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1298.322935518067,-12.758520165631476,-0.0,-1288.3373456847596
t131,11118.198579357451,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1338.1522772853089,-13.14992006023352,-0.0,-9766.89638201191,2824.0868550475957,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2790.4671262983593,6.419679465455121,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1338.1522772853089,-13.14992006023352,-0.0,-1331.4220366905306
t132,11246.24671479859,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1351.5228935631205,-13.281312083543428,-0.0,-9881.442509151924,2821.9978282904312,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-2821.9978282904312,8.94314704233316,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1351.5228935631205,-13.281312083543428,-0.0,-1347.18472852191
t133,11239.506940726405,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1346.9300171369568,-13.236178238258564,-0.0,-9879.34074535119,2855.6175570396676,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2821.9978282904312,13.490889623211773,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1346.9300171369568,-13.236178238258564,-0.0,-1347.18472852191
t134,11140.5344207437,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1337.3763419209456,-13.142295002766977,-0.0,-9790.015783819987,2830.39299544601,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2796.7732666967736,10.340528138628025,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1337.3763419209456,-13.142295002766977,-0.0,-1334.5745750568065
t135,11044.040801163985,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1321.9522005270294,-12.990723145235778,-0.0,-9709.097877491718,2807.270480651824,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2773.6507519025877,14.053790332001304,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1321.9522005270294,-12.990723145235778,-0.0,-1323.0152677137949
t136,11020.443038192097,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1319.3971835191612,-12.965615188558255,-0.0,-9688.080239484376,2800.96434025341,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2767.3446115041734,14.48200713900785,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1319.3971835191612,-12.965615188558255,-0.0,-1320.9135754696108
t137,11058.458378175621,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1326.8635767172614,-13.038986863336907,-0.0,-9718.555814595022,2809.3725274512954,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2775.752798702059,11.292370104054104,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1326.8635767172614,-13.038986863336907,-0.0,-1325.1169599579787
t138,11068.669310337295,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1314.0807231945396,-12.913370739657413,-0.0,-9741.675216403099,2786.6032519514665,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3.4932894512570463,-2783.1099625002093,27.10214586937237,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1314.0807231945396,-12.913370739657413,-0.0,-1328.2694983242545
t139,10915.841160985592,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1280.333856462063,-12.581742861912673,-0.0,-9622.925561661616,2782.0459190581664,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2748.42619030893,43.7038467706326,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1280.333856462063,-12.581742861912673,-0.0,-1311.455960370783
t140,10700.99681319102,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1246.572961265027,-12.249977127519884,-0.0,-9442.173874798473,2714.6720865337907,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-17.746042811911057,-2696.9260437218795,52.96351542516048,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1246.572961265027,-12.249977127519884,-0.0,-1287.2864995626676
t141,10797.245415789615,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1265.831232161534,-12.439226682362133,-7.442876723018127,-9511.532080222702,2766.817284787521,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-49.92179647066272,-2716.8954883168585,53.586275848990056,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1265.831232161534,-12.439226682362133,-10.234166666666654,-1296.7441146614954
t142,10685.279788882644,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1252.2365077081122,-12.305632365154777,-13.242876723018199,-9407.494772086358,2763.50862959492,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-76.04179647066273,-2687.466833124258,66.22640639800917,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1252.2365077081122,-12.305632365154777,-23.074166666666656,-1283.0831150742997
t143,9946.704309187548,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1177.6962700283707,-11.57313115180414,-18.301024554495374,-8739.133883452878,2624.8623708430177,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-128.68179647066273,-2496.1805743723553,62.41053024239813,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1177.6962700283707,-11.57313115180414,-36.87416666666665,-1191.659502452298
t144,9024.64651313449,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1072.159926237096,-10.536033574897585,-18.301024554495374,-7923.649528768001,2421.7261995014214,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-157.8217964706628,-2263.904403030759,59.92067084835047,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1072.159926237096,-10.536033574897585,-41.27474999999999,-1080.2698135105488
t145,8316.696794768377,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1003.8179942318444,-9.864442637239776,-18.301024554495374,-7284.713333344798,2258.948127947405,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-177.9217964706627,-2081.0263314767426,55.110200448977054,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1003.8179942318444,-9.864442637239776,-56.014166666666654,-993.049585376915
t146,7858.938547975357,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-948.044713145638,-9.316362870661628,-18.301024554495374,-6883.2764474045625,2136.266577376211,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-169.8017964706627,-1966.4647809055482,52.0314034198228,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,948.044713145638,-9.316362870661628,-52.35416666666666,-938.4055870281325
t147,7605.457980231955,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-934.3002841383412,-9.181297418255742,-18.301024554495374,-6643.675374120862,2079.290056393389,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-1898.1482599227259,41.26453718986261,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,934.3002841383412,-9.181297418255742,-60.55416666666665,-905.8293572432813
t148,7447.405829419709,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-917.234016878086,-9.01358851545866,-18.301024554495374,-6502.857199471669,2039.351167203431,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-1858.209370732768,37.03701922757305,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,917.234016878086,-9.01358851545866,-59.394166666666656,-885.8632809235337
t149,7415.159626808879,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-913.399308958537,-8.975905134088407,-18.301024554495374,-6474.483388161758,2015.5719566058092,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-166.82179647066272,-1848.7501601351466,29.521505399476048,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,913.399308958537,-8.975905134088407,-51.23416666666666,-882.7107425572578
t150,7345.86132046665,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-895.7674823455875,-8.802638522797688,-18.301024554495374,-6422.990175043769,1970.9776290095092,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-136.94179647066272,-1834.0358325388463,28.384142546490857,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,895.7674823455875,-8.802638522797688,-39.99416666666666,-875.354819702614
t151,7612.318563320178,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-920.3548897728379,-9.04425709464861,-14.0228767230182,-6668.896539729672,2007.0119971801166,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-101.5065734592408,-1905.5054237208758,22.46542959803451,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,920.3548897728379,-9.04425709464861,-24.794166666666655,-908.9818956095571
t152,8274.756044826823,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-990.3113493928462,-9.73171387166527,-5.7628767230181985,-7268.950104839292,2124.8640343484626,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-48.041796470663186,-2076.8222378777996,16.862424278216984,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,990.3113493928462,-9.73171387166527,-6.494166666666658,-990.9478931327311
t153,9131.330979646315,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1087.7009789293206,-10.688754310813545,-0.0,-8032.94124640618,2328.003810372332,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2294.3840816230954,17.969434601329485,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1087.7009789293206,-10.688754310813545,-0.0,-1094.9816592198365
t154,9800.85283867308,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1173.1437437389302,-11.52839382422607,-0.0,-8616.180701109924,2495.116530930313,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2461.4968021810764,13.230614584122371,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1173.1437437389302,-11.52839382422607,-0.0,-1174.8459644988266
t155,10208.559946707966,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1223.0604777227697,-12.018921750455114,-0.0,-8973.480547234742,2597.065800704678,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2563.4460719554418,12.143330142742517,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1223.0604777227697,-12.018921750455114,-0.0,-1223.1848861150572
t156,10438.164203730188,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1247.5025735673603,-12.259112356499571,-0.0,-9178.40251780633,2654.8720876901434,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2621.252358940907,16.314270200679754,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1247.5025735673603,-12.259112356499571,-0.0,-1251.5577314115405
t157,10513.313264652035,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1236.586589202385,-12.151841813217764,-0.0,-9264.574833636432,2680.096649283801,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2646.4769205345647,38.6822913653849,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1236.586589202385,-12.151841813217764,-0.0,-1263.1170387545521
t158,10457.450479069901,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1228.0969165009485,-12.06841444904071,-0.0,-9217.285148119912,2666.4333450872364,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2632.813616338,40.783459970092665,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1228.0969165009485,-12.06841444904071,-0.0,-1256.8119620220004
t159,10392.437330893521,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1191.814127823184,-11.71186626033765,-0.0,-9188.911336809999,2658.025157889351,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2624.4054291401144,72.50631597078647,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1191.814127823184,-11.71186626033765,-0.0,-1252.6085775336326
t160,10400.482347856583,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1171.683158967263,-11.51404076940963,-0.0,-9217.285148119912,2666.4333450872364,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2632.813616338,96.64284382414718,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1171.683158967263,-11.51404076940963,-0.0,-1256.8119620220004
t161,10506.310905668133,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1169.2943556286655,-11.49056618174469,-0.0,-9325.525983857724,2697.9640470793083,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2664.344318330072,113.72001828436733,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1169.2943556286655,-11.49056618174469,-0.0,-1271.5238077312881
t162,10638.621514951297,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1187.926621817707,-11.673664036216035,-0.0,-9439.021229097372,2729.4947490713803,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2695.875020322144,111.03354178117664,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1187.926621817707,-11.673664036216035,-0.0,-1287.2864995626676
t163,10605.114190204804,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1178.6804422786586,-11.582802537218543,-0.0,-9414.850945388927,2723.1886086729655,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2689.5688799237296,117.03632145495183,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1178.6804422786586,-11.582802537218543,-0.0,-1284.1339611963917
t164,10533.82773238308,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1177.5151736654993,-11.571351531700078,-4.5028767230182005,-9340.238330462864,2709.1102083996775,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-40.56179647066274,-2668.548411929015,111.37584450833937,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1177.5151736654993,-11.571351531700078,-3.6941666666666606,-1273.625499975472
t165,10775.777186570787,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1223.8901623212917,-12.027074997533916,-10.462876723018198,-9529.397072528944,2797.8324017862,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-75.68179647066276,-2722.150605315537,103.8968862485884,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1223.8901623212917,-12.027074997533916,-16.914166666666652,-1298.8458069056794
t166,10672.30964070343,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1233.8543538475517,-12.124992345401822,-15.682876723018198,-9410.647417787459,2794.8196529946563,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-106.30179647066274,-2688.5178565239935,89.80792023881648,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1233.8543538475517,-12.124992345401822,-28.45416666666665,-1283.0831150742997
t167,9772.337719264558,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1145.5149797328068,-11.256888073938343,-18.301024554495374,-8597.264826903318,2600.44348165306,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-144.20179647066274,-2456.2416851823978,78.18034726244062,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1145.5149797328068,-11.256888073938343,-39.69416666666665,-1172.7442722546425
t168,8800.064969191391,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1044.3664222996367,-10.262908937907223,-18.301024554495374,-7727.134613399351,2367.9909359156923,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-160.84179647066273,-2207.14913944503,67.83846764109454,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1044.3664222996367,-10.262908937907223,-48.99416666666666,-1052.9478143361575
