Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000,1,1.0,1.0,2000,5,168,2190.0,1,10720.724015574237,67090.27981380365,2656.7868458360995,2029.0450438273529,67186.63722388075,1157.7072896812829,47158.70247546957,16029.29450324769,15708.726509700997,17455.08430005867
,2,0.9,0.04,1800,,,1347.6923076923078,2,10351.265036361,65736.64706481065,2621.9989460060665,2002.476777914336,65371.73376519505,1148.8948557322624,46799.73178873333,15601.492355089507,15681.56729569943,17366.11219674439
,3,0.55,0.024,1100,,,1179.2307692307693,3,10088.242997155485,65391.259207876086,2660.831950629052,2032.1343758960245,63588.8067174016,1128.5386404552341,45970.53023125521,15541.766739883495,15662.167869986773,17408.153958013252
,4,0.2,0.003,400,,,2526.9230769230767,4,9972.94992420278,65340.92400555032,2675.725517855831,2043.5089134623247,63229.977829309144,1079.4506129993504,43970.95080941586,15438.86234321917,15785.152962252092,17599.79983759932
,,,,,,,1516.1538461538462,5,10339.693347963355,67763.46745417509,2801.454953829267,2139.5311772988407,66294.03313048522,1040.88689210994,42400.07441704634,15869.321665822297,16222.40887508896,18313.545719624177
,,,,,,,,6,11231.457435264663,76102.01685440606,3282.34458149385,2506.796889653005,72113.98643720629,1052.6455516144931,42879.05828598201,17729.029056089308,17404.602953338454,20072.46934429981
,,,,,,,,7,11792.318611609313,82061.8904920049,3806.68242433746,2907.2449369193755,74331.76015064484,1178.1457097525906,47991.25260173525,20565.120575345467,18647.31962543904,21269.702320030283
,,,,,,,,8,11789.248310826259,85025.685811347,3979.8129043153476,3039.4683947117855,74990.6141678868,1335.6551317838557,54407.330335801234,22476.34054265244,19327.269712713834,21720.429106019852
,,,,,,,,9,11985.747280080748,86053.32719998375,4016.21884645952,3067.272393253792,74226.21535924068,1428.2701800211157,58179.9639772052,23465.285758760147,19517.384140709844,21804.512628557575
,,,,,,,,10,12210.547585799635,88827.31168321385,4112.970168144071,3141.1634497607965,73141.27305034312,1494.191727559851,60865.24955951692,23876.541043094065,19466.17693758435,22099.76900715913
,,,,,,,,11,12288.328421944936,90903.89656185471,4066.8559750922514,3105.945052467665,72197.27946671912,1484.8120597889751,60483.17287602302,23939.044610211666,19097.587729018214,22035.23979790129
,,,,,,,,12,11989.486250403706,90634.84286897359,3970.5824841956596,3032.4189228355426,70422.88250819997,1469.5895976202041,59863.092522378705,23707.086948962435,18734.81835416716,21906.181369559297
,,,,,,,,13,11818.573094259335,90056.64843198279,3973.8185668391457,3034.89039107071,67901.66918058238,1451.2929882529752,59117.78808359022,23744.589089233,18562.163407312117,21850.451593907666
,,,,,,,,14,11664.034858906663,88857.47947190874,3916.3780805655397,2991.021860412672,65169.15398612009,1419.0625200784045,57804.894020290005,23539.02182076108,18426.367387314967,21733.125743707293
,,,,,,,,15,11628.214726570948,87970.8879316163,3814.441442561857,2913.1706650904925,63331.355766007866,1401.9848419784885,57109.24217603713,23447.34993903113,18621.331681741278,21755.613201522585
,,,,,,,,16,11437.18768934266,85368.32011929387,3782.4117955797474,2888.708937560573,61568.560650726155,1379.1605618310862,56179.50512308391,23265.274374060373,18736.557005721963,21490.665996221956
,,,,,,,,17,11683.834817787214,86881.57518616163,4152.134364128562,3171.073985693503,63274.796608927405,1426.078012337146,58090.667041585475,23548.623844908445,19061.49749643248,22340.300655205443
,,,,,,,,18,12367.487432333963,90076.41320829876,4234.654499324554,3234.0963815286404,71606.53791697609,1534.4053746232157,62503.33498374258,23697.243420009378,19403.89746828396,22403.852156169025
,,,,,,,,19,12189.410247716296,87759.3730528505,3977.3858418365353,3037.6147942797074,70552.36305091271,1618.5387666624895,65930.47204791744,23174.991448235174,19160.434589571734,21897.395594527832
,,,,,,,,20,11767.73583290129,84084.46584433285,3766.139101432808,2876.281132291318,68016.89079266158,1586.973391867833,64644.67027684237,22366.793214888512,19025.425487741242,21478.424061331618
,,,,,,,,21,11142.418842955829,79857.91986224652,3496.7351295659323,2670.5315458591817,64874.11549072561,1489.4958762202602,60673.966114540985,21008.382509923886,18614.157538606407,20590.658493908933
,,,,,,,,22,11387.019107555263,76831.51297272791,3187.6891319190017,2434.5064956270608,67779.1083427794,1371.8575937868372,55882.021874271064,19295.784961386405,17972.03633547215,19521.03787685435
,,,,,,,,23,11357.339576785653,70943.27748616118,2892.39648997267,2208.9851762147364,66923.01921712025,1232.1219416430495,50189.95090992727,17797.08849695354,17141.740648913572,18378.088597283077
,,,,,,,,24,11157.040409539195,70348.7038862668,2853.6178478162137,2179.369098101512,66315.42421412493,1173.7542364049773,47812.367838317354,17107.194052945357,16912.07691911886,18320.844429612658
,,,,,,,,25,10710.788712864562,67667.32688323571,2754.06127439635,2103.3356092364957,65868.04007085541,1149.6755741109982,46831.53400183182,16233.219761607523,16675.409862693257,18053.86078977473
,,,,,,,,26,10360.774945195337,66552.46870414249,2720.8914158880602,2078.003076944865,64313.38456521872,1140.4115115852985,46454.16644906546,15829.030074366108,16565.803079410758,17965.866404581026
,,,,,,,,27,10151.99480290087,66905.14962765072,2727.3635841522214,2082.946009445615,62697.99091700407,1114.3126923985612,45391.042413415715,15745.69199824333,16640.49090041133,18003.99730319391
,,,,,,,,28,10081.672939262216,66731.8297930972,2741.4097473175716,2093.673365812519,62212.37743652239,1066.2266606913036,43432.27886209322,15639.782481358552,16719.32094661725,18103.655000850526
,,,,,,,,29,10382.856908651172,69575.436093526,2915.642055917281,2226.738313977937,65058.15715158971,1018.2056757621503,41476.164936332054,16015.844864116867,17145.40085110923,18871.0922980324
,,,,,,,,30,11382.021549533461,77984.0246455665,3383.5489641491818,2584.0888469418983,70477.7130418827,1021.6147163836093,41615.03073078562,17850.32364920246,18656.87894829362,20707.172494148286
,,,,,,,,31,11932.046983228769,83845.62606968291,3877.086437102974,2961.013989277067,72377.54901097571,1140.2835721640924,46448.9549238809,20596.48595308422,19960.429340733914,21858.817303894546
,,,,,,,,32,11898.273734799663,86099.53126175112,4055.0710440232797,3096.944646941238,73886.98952235587,1305.6473022785763,53184.9744876745,22529.929405352166,20529.802667439297,22299.766938157325
,,,,,,,,33,12056.905707873319,86964.2746512429,4082.577754432082,3117.9521135428117,73470.64291299324,1415.5166706490684,57660.4553472212,23409.146152559773,20563.751672438586,22421.003641187366
,,,,,,,,34,12307.351609944013,89430.48756906867,4146.197602497494,3166.539952146888,72755.30455969795,1500.1447463099842,61107.743154194664,23667.84214233631,20311.296692088566,22524.710742683692
,,,,,,,,35,12342.148305341798,91199.68015727458,4096.038303660325,3128.232221792689,72130.92148620014,1515.4057429020256,61729.393221373764,23578.94819246691,19914.578312238227,22498.312432038736
,,,,,,,,36,12078.102829198351,90953.85303392902,4001.382854085478,3055.9418277667446,70627.33498433632,1523.1284166447138,62043.97295375669,23446.996228580323,19496.520562103535,22226.507560971982
,,,,,,,,37,11972.689326128559,90043.97805151723,4020.7993578855644,3070.7706252689945,68651.14397850898,1522.5713579254734,62021.28143785833,23395.604418981482,19172.550038677793,22139.490884072537
,,,,,,,,38,11730.135925374245,88490.32964056288,3977.1122263201614,3037.4058274155454,66092.40721576246,1503.7818101711512,61255.897369393766,23399.771316772312,19145.390834678365,22091.582833732868
,,,,,,,,39,11697.38609382158,87569.38162257969,3856.568106665858,2945.343701401809,64301.68031956687,1489.3380584230867,60667.53746851068,23401.160292728106,19002.805013681358,22161.97834188783
,,,,,,,,40,11494.018060188642,84513.55366182163,3845.534619916427,2936.917191599218,62802.57989463675,1465.0372209560455,59677.65341060962,23238.303082472346,19017.61694903423,22097.379857124964
,,,,,,,,41,11792.860231729872,85897.81636238609,4199.885791442899,3207.5427733061733,64699.535114251245,1498.9589033859743,61059.43837062108,23388.31163352908,19537.52172416892,23049.674633805487
