Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,6773,29310,22263,28688,41276,60217,51738,93397,70637,24394
,,,,,,,,6774,28491,22250,28553,43945,66266,54561,101132,79535,27356
,,,,,,,,6775,28316,22940,29234,49063,73136,59837,109819,85412,31146
,,,,,,,,6776,28965,24790,31157,51368,75076,63546,114874,86213,33314
,,,,,,,,6777,30693,27852,33318,51946,75258,64626,116954,86706,34252
,,,,,,,,6778,33887,30387,34285,53841,75504,65080,119726,87144,34819
,,,,,,,,6779,35693,31017,34940,56261,75336,65658,122883,87084,35175
,,,,,,,,6780,36607,30719,36077,58434,74904,66456,125708,86786,35341
,,,,,,,,6781,37567,30417,37204,60443,74738,67352,127686,86607,35441
,,,,,,,,6782,38595,30059,38292,62779,74238,68207,129363,85952,35413
,,,,,,,,6783,39220,29828,39474,64680,73461,68679,131272,85372,35255
,,,,,,,,6784,39476,29765,40335,66012,73156,68958,132670,85419,35324
,,,,,,,,6785,40176,29787,41146,66959,73417,69434,132574,85969,35750
,,,,,,,,6786,40605,29891,41764,66288,74462,69304,132432,87995,36752
,,,,,,,,6787,40733,29985,41658,64842,77418,69482,132633,91753,37960
,,,,,,,,6788,40025,29901,40919,65159,78292,70792,133228,90784,37089
,,,,,,,,6789,38977,30126,41014,63610,75947,70261,129363,86763,34983
,,,,,,,,6790,40025,30975,40855,60344,71724,67782,121660,80765,32278
,,,,,,,,6791,41263,30713,39344,55587,66867,63664,111796,74762,29098
,,,,,,,,6792,40273,29159,37067,50617,63078,59128,102778,70329,26417
,,,,,,,,6793,37954,26985,34376,46863,60918,55780,95787,67873,24750
,,,,,,,,6794,34916,24863,32036,44686,59361,53502,91551,66610,23787
,,,,,,,,6795,32105,23303,30376,43446,59028,52378,89738,66684,23350
,,,,,,,,6796,30490,22377,29250,43023,59558,52335,89417,68174,23453
,,,,,,,,6797,29331,21979,28622,43527,62271,52965,92336,73168,24641
,,,,,,,,6798,28661,21966,28471,46239,68534,55752,100560,82588,27666
,,,,,,,,6799,28514,22592,29216,51580,75311,60580,109654,88150,31367
,,,,,,,,6800,29115,24357,31183,53968,77070,64169,114921,88629,33233
,,,,,,,,6801,30968,27299,33556,54581,76996,65190,116859,88456,34060
,,,,,,,,6802,33385,29875,34371,56519,76623,65943,119381,87820,34388
,,,,,,,,6803,34769,30667,34925,59125,76206,67174,121526,86863,34461
,,,,,,,,6804,35818,30627,35879,61508,75792,68692,123960,86063,34378
,,,,,,,,6805,36823,30431,36886,63543,75280,69568,126182,85738,34307
,,,,,,,,6806,37746,30089,37678,65799,74774,70753,128606,84806,34200
,,,,,,,,6807,37986,29774,38173,67631,73823,71331,131178,84016,33921
,,,,,,,,6808,37826,29611,38757,69281,73128,71992,132797,83877,33934
,,,,,,,,6809,38122,29530,39025,69869,73109,72430,133155,84201,34281
,,,,,,,,6810,38197,29484,39293,68865,73658,72202,131926,86133,35267
,,,,,,,,6811,37910,29395,39157,67279,76897,72136,131916,90615,36937
,,,,,,,,6812,37203,29250,38734,67568,77804,73318,132596,89849,36608
,,,,,,,,6813,36866,29643,39235,66217,75137,72427,128999,85964,34757
,,,,,,,,6814,38396,30419,39240,63150,71150,69757,121090,80479,32243
,,,,,,,,6815,39448,30315,38070,58651,66538,65456,111938,75184,29359
,,,,,,,,6816,38787,29000,36009,53652,62536,61069,103168,70654,26692
,,,,,,,,6817,36754,27021,33085,49457,60087,57125,96253,68016,24911
,,,,,,,,6818,33805,25052,30924,46972,58602,54906,91556,66442,23972
,,,,,,,,6819,31312,23525,29441,45514,57947,53601,89131,66420,23511
,,,,,,,,6820,29833,22653,28490,44730,58448,53143,88692,67918,23587
,,,,,,,,6821,29087,22229,27957,44844,60915,53246,91205,72020,24687
,,,,,,,,6822,28572,22101,27867,47262,66717,55626,98383,80778,27604
,,,,,,,,6823,28427,22680,28538,52281,73144,60202,106867,86512,31306
,,,,,,,,6824,28883,24340,30245,54298,75130,63392,112154,87166,33347
,,,,,,,,6825,30531,27001,32086,54997,75324,64985,114810,87072,34171
,,,,,,,,6826,32967,29362,33000,57467,75280,66009,118331,87162,34741
,,,,,,,,6827,34667,30315,33540,60645,74866,67655,121721,86591,35053
,,,,,,,,6828,35833,30375,34227,63441,74109,68963,124507,85788,34985
,,,,,,,,6829,37165,30436,34851,65899,73494,70106,127164,85034,34791
,,,,,,,,6830,38058,30244,35338,68531,72672,70964,129593,83929,34547
,,,,,,,,6831,38161,30113,35837,70467,71576,71099,131998,82499,34066
,,,,,,,,6832,37844,29912,36067,71992,70685,71430,133238,82238,33846
,,,,,,,,6833,38071,29832,36282,72812,70276,71417,133199,82335,34133
,,,,,,,,6834,37931,29934,36641,71487,70556,70895,131408,83770,35118
,,,,,,,,6835,37701,29852,36583,68307,73035,70392,129677,86772,36511
,,,,,,,,6836,37068,29754,36171,67061,73654,70436,128177,86100,36033
,,,,,,,,6837,36743,29936,36517,64887,71784,69005,123764,83542,34466
,,,,,,,,6838,38115,30176,36421,62236,68870,66578,117480,79855,32462
,,,,,,,,6839,38944,29555,35511,58802,64652,63570,109868,74827,29885
,,,,,,,,6840,37870,28276,33946,54746,60819,59744,102065,70656,27502
,,,,,,,,6841,36021,26641,31954,51067,58114,56434,95545,67986,25829
,,,,,,,,6842,33898,24855,30151,48300,56505,54004,90840,66676,24852
,,,,,,,,6843,31591,23438,28691,46461,55786,52406,88050,66697,24366
,,,,,,,,6844,29475,22430,27699,45356,55674,51589,86554,66784,24243
,,,,,,,,6845,28015,21776,27090,44794,56552,51322,86943,68647,24684
,,,,,,,,6846,27330,21534,26862,45262,58821,52018,89306,72399,25863
,,,,,,,,6847,26997,21650,27064,46726,61767,53621,93077,76270,27567
,,,,,,,,6848,27178,22378,27858,48342,64507,55233,97991,79203,29482
,,,,,,,,6849,28046,23506,28721,50576,66899,58009,103695,80399,31184
,,,,,,,,6850,29345,24809,29411,54246,68134,60894,109850,79920,31904
,,,,,,,,6851,30191,26129,30515,57580,68399,63480,114030,78689,31886
,,,,,,,,6852,31559,27275,31672,60293,68055,65507,117317,77290,31511
,,,,,,,,6853,32882,28123,32509,62388,67245,66660,120156,75968,30967
,,,,,,,,6854,33795,28311,33017,63937,66418,67492,122375,74492,30479
,,,,,,,,6855,34119,28128,33289,65044,65744,67940,124477,73777,30142
,,,,,,,,6856,34251,27775,33521,65613,65908,68523,126099,74348,30284
,,,,,,,,6857,34515,27642,34049,65500,66527,68501,126468,75351,31024
,,,,,,,,6858,34871,27713,34599,64591,67731,68268,125019,78420,32638
,,,,,,,,6859,35215,27827,35007,63253,69814,67908,124739,81616,34211
,,,,,,,,6860,35187,27848,35127,63682,69617,68141,124885,80869,33679
,,,,,,,,6861,35150,28168,35846,62418,67640,66960,121638,78465,32305
,,,,,,,,6862,36618,28446,35880,60327,64769,64874,116203,74622,30611
,,,,,,,,6863,37877,27956,34976,57416,61187,61952,109116,70162,28496
,,,,,,,,6864,36897,26854,33471,53627,57949,58626,101713,66354,26442
,,,,,,,,6865,35361,25349,31624,50219,55567,55247,95442,63440,24821
,,,,,,,,6866,33078,23816,29841,47432,53713,53064,90758,61660,23717
,,,,,,,,6867,30898,22480,28523,45319,52724,51237,87929,60792,23108
,,,,,,,,6868,29415,21623,27516,44022,52279,50361,86361,60803,22810
,,,,,,,,6869,28272,21109,26876,43328,52565,49756,86193,61557,22923
,,,,,,,,6870,27407,20840,26593,43063,53832,50189,87595,63518,23586
,,,,,,,,6871,26852,20890,26696,43321,56120,51101,90517,65673,24780
,,,,,,,,6872,27324,21416,27202,43973,58483,52454,95228,68858,26523
,,,,,,,,6873,27678,22372,27850,45811,61035,54845,101943,71383,28540
,,,,,,,,6874,28203,23470,28385,49147,63003,57886,108558,72755,30033
,,,,,,,,6875,29058,24747,29380,52164,63918,60133,113411,73408,30816
,,,,,,,,6876,29775,25980,30668,55099,64439,61765,117503,73682,31191
,,,,,,,,6877,31352,26806,31757,58119,64674,63501,121701,73646,31263
,,,,,,,,6878,32771,27151,32762,60179,64283,65016,125088,73366,31096
,,,,,,,,6879,33754,27194,33688,61366,64052,66187,126966,73734,30886
,,,,,,,,6880,34558,27256,34668,62628,64244,67063,128249,74672,31004
,,,,,,,,6881,35599,27387,35733,63738,65303,67832,129085,76245,31709
,,,,,,,,6882,36739,27672,36979,63827,66926,68380,129476,79464,33257
,,,,,,,,6883,37726,27926,37589,62309,69880,68455,130830,83168,34781
,,,,,,,,6884,38186,28261,37937,62273,70282,69343,132396,82369,34297
,,,,,,,,6885,38427,28969,38332,60184,67684,68327,128436,78357,32488
,,,,,,,,6886,39704,29423,38000,56987,64236,65585,120838,73806,30115
,,,,,,,,6887,40616,28840,36641,52679,60384,61730,111607,68681,27570
,,,,,,,,6888,39212,27348,34560,48146,57092,57351,102736,64429,25391
,,,,,,,,6889,36943,25449,32181,44477,54986,54017,96029,61610,23981
,,,,,,,,6890,33922,23758,30148,42108,53961,51750,91472,60661,23284
,,,,,,,,6891,31232,22274,28589,40617,53590,50630,88974,60181,22877
,,,,,,,,6892,29989,21492,27719,39915,54439,50144,88267,61337,23049
,,,,,,,,6893,28930,21116,27207,40236,57088,50828,90899,65769,24185
,,,,,,,,6894,28322,20967,27190,42639,63082,53195,98361,74397,27256
,,,,,,,,6895,28208,21439,27903,47248,70178,58309,107793,80991,31076
,,,,,,,,6896,28780,23034,29882,49065,72880,61708,114155,83083,33106
,,,,,,,,6897,30276,25639,32243,49429,73508,63058,117848,84594,34089
,,,,,,,,6898,33274,28066,33168,51176,74356,63853,122913,86218,35012
,,,,,,,,6899,35052,29077,33877,53550,74832,65600,128234,87098,35618
,,,,,,,,6900,36718,29343,34997,55572,74921,66882,133007,87646,35870
,,,,,,,,6901,38420,29426,36193,57371,74877,68553,137007,87727,35983
,,,,,,,,6902,40133,29535,37359,59312,74674,69958,139906,87123,36012
,,,,,,,,6903,41504,29528,38443,60760,74138,71007,141635,86914,35789
,,,,,,,,6904,42452,29568,39463,61849,73745,71801,142423,86552,35838
,,,,,,,,6905,43894,29466,40397,62389,73567,71895,141856,87142,36239
,,,,,,,,6906,44862,29459,40989,61471,74319,71181,139879,89386,37153
,,,,,,,,6907,45362,29611,41225,59973,76992,70805,139254,91368,37937
,,,,,,,,6908,45505,30258,41103,60900,77679,71438,139174,90051,37197
,,,,,,,,6909,44775,31219,41416,59446,75069,70485,133747,85684,35291
,,,,,,,,6910,44904,31616,40852,56179,70671,67522,124611,79951,32491
,,,,,,,,6911,45245,30777,39221,51573,65548,63075,113935,73566,29335
,,,,,,,,6912,43220,29047,36563,46680,61640,58263,104026,68950,26700
,,,,,,,,6913,40357,26802,33589,43083,59042,54360,96320,65878,24974
,,,,,,,,6914,36418,24734,31075,40901,57465,52015,91522,64160,23865
,,,,,,,,6915,33143,22961,29217,39509,56825,50599,88924,63832,23289
,,,,,,,,6916,31252,22088,28578,39030,57361,49967,88363,64993,23286
,,,,,,,,6917,29640,21538,27879,39486,59801,50547,91067,69547,24296
,,,,,,,,6918,29088,21343,27666,41978,65805,52988,99177,78828,27196
,,,,,,,,6919,29039,21713,28344,46981,72414,57821,108603,84935,30859
,,,,,,,,6920,29616,23164,30164,49316,74544,61267,114051,86221,32836
,,,,,,,,6921,31503,25967,32573,49418,74329,62361,116209,86051,33427
,,,,,,,,6922,33991,28283,33368,50646,74365,63006,118648,86075,33874
,,,,,,,,6923,35771,29108,33970,52237,74868,64299,121956,86160,34268
,,,,,,,,6924,36998,29270,34861,53432,74756,65464,124881,85859,34384
,,,,,,,,6925,38637,29338,35994,54682,74889,66956,127643,85546,34287
,,,,,,,,6926,40496,29324,37227,55918,74782,68351,129894,85185,34253
,,,,,,,,6927,42077,29179,37998,56388,74120,68760,131486,84665,33986
,,,,,,,,6928,43367,29029,39033,56737,73527,69253,132290,84369,33912
,,,,,,,,6929,44883,28729,39848,56945,73325,69563,131911,84791,34246
,,,,,,,,6930,46224,28610,40567,56653,73752,69047,130420,87147,35431
,,,,,,,,6931,46803,28489,40901,56382,76920,69331,130986,90853,36887
,,,,,,,,6932,46952,28949,40977,57911,77578,70433,132771,90171,36634
,,,,,,,,6933,45981,29870,41299,57048,74889,69897,128333,86075,35050
,,,,,,,,6934,45474,30586,40692,54516,70662,67374,119618,80663,32380
,,,,,,,,6935,45484,30400,39159,50974,65903,63353,110918,75023,29509
,,,,,,,,6936,43726,29141,36842,46645,61623,58446,101904,70610,26905
,,,,,,,,6937,40896,26853,33754,43404,59061,54573,94681,67371,25097
,,,,,,,,6938,37012,24773,31202,41585,57020,52161,90493,65887,24037
,,,,,,,,6939,33857,23290,29555,40614,56218,50976,88211,65546,23653
,,,,,,,,6940,31634,22552,28139,40246,56597,50570,88000,66969,23764
,,,,,,,,6941,30193,22139,27569,40810,59161,51092,90991,71947,24961
,,,,,,,,6942,29068,22229,27473,43486,64949,53640,99157,80976,28076
,,,,,,,,6943,28710,22835,28222,48822,71354,58548,108335,86885,31858
,,,,,,,,6944,29432,24778,30185,51238,73472,61977,113748,87385,33702
,,,,,,,,6945,31300,28046,32602,51433,73976,63392,115183,86998,34280
,,,,,,,,6946,34259,30563,33563,53279,74544,64104,117251,86692,34415
,,,,,,,,6947,35682,31253,34087,56065,75043,65912,120166,86212,34426
,,,,,,,,6948,37058,30756,34845,58888,75189,67667,122188,86065,34309
,,,,,,,,6949,38741,30381,36023,61748,75394,69047,123608,85988,34226
,,,,,,,,6950,40469,29850,36935,64939,75083,70658,124647,85648,34068
,,,,,,,,6951,42068,29293,37778,67673,74305,71731,125637,85132,33784
,,,,,,,,6952,43618,28939,38757,70025,73874,72218,126570,85293,33778
,,,,,,,,6953,45724,28684,39640,71491,74207,72642,127307,85919,34184
,,,,,,,,6954,47542,28644,40411,71031,75619,72293,128098,88652,35603
,,,,,,,,6955,48573,28720,40681,68563,78121,72355,129399,91416,37103
,,,,,,,,6956,48442,28849,40258,67947,77370,72672,130243,89941,36327
,,,,,,,,6957,47101,29629,40684,65382,74411,71754,126387,85605,34431
,,,,,,,,6958,46735,30604,40362,61418,69895,68688,118750,79220,31771
,,,,,,,,6959,46522,30332,38962,56161,64909,64086,109295,73204,28547
,,,,,,,,6960,44340,29053,36613,50646,60969,59417,100401,68418,26053
,,,,,,,,6961,41467,27071,33821,46597,58434,55904,93951,65615,24498
,,,,,,,,6962,37670,25111,31492,44191,56829,53753,90238,64144,23593
,,,,,,,,6963,34143,23898,29828,42686,56103,52591,88039,63725,23201
,,,,,,,,6964,31790,22828,28894,41890,56397,52127,87780,65047,23320
,,,,,,,,6965,30222,22504,28219,42144,58766,52612,90616,69745,24532
,,,,,,,,6966,29629,22596,28174,44386,64629,55028,98379,78691,27588
,,,,,,,,6967,29773,23270,29065,49027,71196,59979,107691,84652,31389
,,,,,,,,6968,30411,25142,30854,50732,74004,63436,113267,85526,33301
,,,,,,,,6969,32128,28397,33410,50447,74657,64533,115542,85924,33964
,,,,,,,,6970,35509,30973,34293,51810,75253,65141,118936,86331,34314
,,,,,,,,6971,37551,31644,34633,53293,75302,65915,122745,86273,34559
,,,,,,,,6972,38677,31163,35464,54653,75269,66691,126485,86254,33874
,,,,,,,,6973,40004,30564,36477,56010,75101,67250,129511,86327,34144
,,,,,,,,6974,41292,30027,37028,57571,74578,67653,132362,85877,34046
,,,,,,,,6975,42193,29466,37755,58773,73869,67597,134243,85189,34358
,,,,,,,,6976,43007,29162,38571,59711,73218,67927,135584,85299,33583
,,,,,,,,6977,44484,29028,39420,60206,73487,67734,135933,86192,34648
,,,,,,,,6978,45386,28958,40006,59466,74915,67676,134886,88908,35878
,,,,,,,,6979,45853,29025,40054,57929,77707,67619,134928,91562,37138
,,,,,,,,6980,45389,29178,39776,58301,77273,68499,135561,89927,36373
,,,,,,,,6981,44046,29785,40030,56919,74622,68128,131533,85745,34467
,,,,,,,,6982,44315,30501,39718,53980,70468,65781,123454,79817,31907
,,,,,,,,6983,44543,30035,38282,49666,65682,62009,113701,73697,28884
,,,,,,,,6984,42658,28723,36180,44978,61770,57561,104017,69037,26340
,,,,,,,,6985,40382,26811,33562,41709,59463,54204,96692,66788,24741
,,,,,,,,6986,37113,24795,31275,39782,57882,52195,92347,65013,23821
,,,,,,,,6987,33990,23207,29669,38603,57121,51042,89843,64368,23381
,,,,,,,,6988,31896,22407,28697,38163,57436,50885,89333,65442,23448
,,,,,,,,6989,30459,21938,28112,38539,59674,51194,91424,69321,24507
,,,,,,,,6990,29652,21831,27992,41149,64909,54014,98800,77571,27410
,,,,,,,,6991,29377,22300,28738,46120,71272,58792,107564,84420,31359
,,,,,,,,6992,29939,23778,30471,48238,74244,61967,113694,86998,33705
,,,,,,,,6993,31965,26432,32659,48385,74979,63358,116423,87863,34955
,,,,,,,,6994,34716,28915,33384,49495,75450,64159,120140,88547,35666
,,,,,,,,6995,36466,29805,33853,50838,75659,64736,123240,88619,36086
,,,,,,,,6996,37621,29829,34695,52064,75328,65129,125882,88172,36140
,,,,,,,,6997,39287,29902,35739,53228,74868,65337,128033,88011,36041
,,,,,,,,6998,40850,29799,36446,54619,74124,65045,129551,87411,35887
,,,,,,,,6999,41534,29506,37249,55905,73122,65180,130732,86473,35591
,,,,,,,,7000,42142,29432,38338,57143,72501,65489,131260,86163,35537
,,,,,,,,7001,43109,29305,39378,58156,72506,65853,130552,86024,35807
,,,,,,,,7002,43785,29336,39982,57908,73331,65467,128580,87450,36733
,,,,,,,,7003,43922,29449,40137,56030,75211,65325,127569,88758,37230
,,,,,,,,7004,43138,29512,39419,55218,74398,65374,126813,86759,35961
,,,,,,,,7005,41580,29740,39194,53103,72010,64004,122443,83060,34110
,,,,,,,,7006,41761,29813,38342,50756,68677,62044,116580,78170,31936
,,,,,,,,7007,41574,29169,37032,47940,64454,59704,109407,72776,29319
,,,,,,,,7008,39958,27995,35133,44472,60512,56160,101736,67899,26733
,,,,,,,,7009,37898,26461,32964,41564,57923,53461,95160,64790,24924
,,,,,,,,7010,35892,24801,30928,39653,56179,51543,90845,62857,23915
,,,,,,,,7011,33049,23303,29284,38444,55195,50398,88209,61815,23283
,,,,,,,,7012,31131,22396,28171,37828,54961,49818,87090,61855,23025
,,,,,,,,7013,29722,21915,27512,37922,55656,50126,87567,63192,23273
,,,,,,,,7014,29009,21664,27121,38815,57812,51234,90107,66336,24268
,,,,,,,,7015,28907,21926,27327,40595,60903,53327,93945,70001,25970
,,,,,,,,7016,29034,22756,27872,42043,63563,55459,99121,73389,27966
,,,,,,,,7017,29847,24162,28964,44170,65677,57869,104723,76206,29992
,,,,,,,,7018,31222,25810,29698,46546,66954,59348,109548,77394,31380
,,,,,,,,7019,32109,27395,31001,48838,67152,59948,112744,77401,32003
,,,,,,,,7020,33349,28546,32294,50777,66453,60052,114589,76646,32150
,,,,,,,,7021,34347,28954,33593,52869,65513,60156,116054,75897,31916
,,,,,,,,7022,35312,28853,34514,55048,64620,60599,117143,74847,31504
,,,,,,,,7023,35676,28486,35360,57244,63798,61083,118331,74227,31096
,,,,,,,,7024,35760,28052,36171,59387,63647,62076,118874,74366,30967
,,,,,,,,7025,35616,27894,37043,60961,64044,63146,119254,74951,31424
,,,,,,,,7026,35940,28070,37856,61457,65547,63650,118089,77594,32752
,,,,,,,,7027,36129,28359,38129,60467,68699,63723,117934,80816,34047
,,,,,,,,7028,35817,28508,37909,60781,68660,64365,118069,79632,33158
,,,,,,,,7029,35726,29070,38119,59238,66701,63408,114130,76884,31563
,,,,,,,,7030,37304,29751,37673,57045,64050,61324,108749,73369,29779
,,,,,,,,7031,37710,29374,36433,54151,60652,58490,102096,69149,27631
,,,,,,,,7032,36601,28286,34756,50503,57659,55462,95336,65472,25512
,,,,,,,,7033,35013,26880,32766,47543,55413,52631,89875,62949,23928
,,,,,,,,7034,32978,25194,31002,45508,54211,50705,86141,61438,22862
,,,,,,,,7035,31109,23934,29672,44033,53401,49386,83909,60778,22239
,,,,,,,,7036,29307,23139,28656,42892,53288,48675,83047,60989,21958
,,,,,,,,7037,28308,22665,27964,42443,53800,48499,83413,62266,22132
,,,,,,,,7038,27466,22506,27522,42747,55279,49061,85561,64676,22839
,,,,,,,,7039,27360,22782,27372,43519,57811,50404,88969,67641,23999
,,,,,,,,7040,27353,23558,27810,44652,59717,51929,94107,70526,25568
,,,,,,,,7041,27797,24882,28464,46941,61437,54431,100360,72537,27474
,,,,,,,,7042,28672,26446,29018,50918,62256,57019,104707,72798,28772
,,,,,,,,7043,29280,28011,30367,55043,62401,59189,106601,72594,29393
,,,,,,,,7044,30742,29057,31853,58760,62500,61085,107719,72359,29762
,,,,,,,,7045,32044,29438,33181,62142,62388,63189,109626,71841,29924
,,,,,,,,7046,33082,29149,34432,65028,62162,65268,111449,71412,29875
,,,,,,,,7047,33247,28644,35249,67400,61884,67080,113565,71416,29858
,,,,,,,,7048,33498,28228,35875,69275,62287,68729,115558,72219,30193
,,,,,,,,7049,33357,27965,36654,70199,63476,70040,116957,73886,31125
,,,,,,,,7050,33624,28117,37405,69660,65933,70611,117427,77844,32882
,,,,,,,,7051,33880,28604,37839,67769,70337,71190,119300,82159,34531
,,,,,,,,7052,33853,29141,37965,67940,70686,72469,121014,81398,33688
,,,,,,,,7053,34213,30103,38612,65576,67961,71454,117444,77927,31894
,,,,,,,,7054,36637,30945,38296,62212,64539,68208,110130,73653,29588
,,,,,,,,7055,37523,30545,37088,57721,60761,64108,102113,68942,27027
,,,,,,,,7056,36479,29254,34918,52862,57554,59357,94153,65550,24829
,,,,,,,,7057,34551,27296,32570,49088,55693,55638,88436,63654,23443
,,,,,,,,7058,32430,25454,30519,46605,54546,53418,85289,62932,22788
,,,,,,,,7059,29971,23963,29089,44813,54245,51805,83730,63101,22440
,,,,,,,,7060,28816,23336,28122,44116,55007,51288,84029,64645,22615
,,,,,,,,7061,27895,23060,27661,44648,57703,51736,87652,69634,23783
,,,,,,,,7062,27377,23134,27617,47494,63944,54400,96157,79210,26842
,,,,,,,,7063,27369,23959,28415,52486,70780,59498,105953,85654,30645
,,,,,,,,7064,28151,25927,30198,55160,73367,63155,112304,86829,32497
,,,,,,,,7065,30038,29289,32717,55342,74024,64480,114108,86854,33228
,,,,,,,,7066,32949,32257,33792,57785,75087,65979,116706,87244,33839
,,,,,,,,7067,35114,33292,34311,60989,75680,68009,119332,86753,34290
,,,,,,,,7068,36100,33274,35037,64170,76090,70259,122071,86644,34449
,,,,,,,,7069,37370,33334,35985,66490,76252,71652,124370,86753,34477
,,,,,,,,7070,38239,33137,36912,68703,76198,73019,126713,86430,34482
,,,,,,,,7071,38304,32811,37660,69547,75546,73442,128873,85976,34270
,,,,,,,,7072,38322,32513,38122,70168,75058,73811,130456,85770,34164
,,,,,,,,7073,38443,32311,38663,70250,75190,74255,130996,86503,34448
,,,,,,,,7074,38204,32178,39048,69106,76419,73649,130392,89053,35698
,,,,,,,,7075,37775,32405,39081,67316,78854,73386,131436,91384,36905
,,,,,,,,7076,37719,33366,39387,67899,78281,74290,132691,89906,36309
,,,,,,,,7077,37931,34387,40250,65972,75378,73289,127865,85634,34484
,,,,,,,,7078,39824,34409,39865,62241,71126,70090,119511,79869,31764
,,,,,,,,7079,40219,33645,38263,57492,66021,65581,109770,73676,28788
,,,,,,,,7080,39239,31970,36212,52133,61513,60445,100653,68415,26195
,,,,,,,,7081,37145,29628,33485,48266,58805,56642,93313,65716,24451
,,,,,,,,7082,34219,27188,31104,45728,56881,53854,88902,63674,23421
,,,,,,,,7083,31284,25292,29246,44038,55866,52221,86537,63099,22910
,,,,,,,,7084,29672,24526,28459,43248,56032,51383,86381,64227,23053
,,,,,,,,7085,28686,24173,27981,43510,58389,51701,89365,68325,24126
,,,,,,,,7086,27944,24188,27914,46014,64229,54219,97496,77588,27198
,,,,,,,,7087,27668,24785,28677,51155,71020,59226,107120,84056,31101
,,,,,,,,7088,28303,26684,30581,53367,73849,62817,112583,85099,32937
,,,,,,,,7089,30039,29963,32979,53462,74413,64312,114044,85851,33647
,,,,,,,,7090,33334,32732,33892,55601,75272,65454,117013,86768,34150
,,,,,,,,7091,35112,33525,34330,58685,75823,67407,120360,87173,34597
,,,,,,,,7092,35801,33164,35025,61524,76278,69289,123401,87479,34779
,,,,,,,,7093,36507,32684,35775,64114,76424,71407,126288,88191,34852
,,,,,,,,7094,37321,32228,36599,66576,76496,73521,128756,88151,34873
,,,,,,,,7095,37563,31757,37211,68431,76142,74828,131114,87831,34723
,,,,,,,,7096,37472,31412,37782,69907,75652,75560,132757,87659,34848
,,,,,,,,7097,37540,31029,38219,70902,75859,76733,133323,88130,35337
,,,,,,,,7098,37355,30780,38255,69947,76863,76113,132539,90167,36593
,,,,,,,,7099,37043,30979,38058,67727,78840,75790,133157,92390,37420
,,,,,,,,7100,37057,31891,38354,68121,78324,76200,133912,90323,36580
,,,,,,,,7101,37167,33257,39457,66324,75536,75165,129331,85607,34778
,,,,,,,,7102,39427,34003,39323,62849,70992,72088,121181,79743,31995
,,,,,,,,7103,40119,33309,38081,57669,65804,66660,110737,73533,28867
,,,,,,,,7104,39033,31735,35971,52191,61425,61861,101027,68394,26324
,,,,,,,,7105,37091,29371,33253,48216,58604,57482,93913,65027,24643
,,,,,,,,7106,33725,27018,30818,45599,56650,54535,89530,63358,23569
,,,,,,,,7107,31066,25380,29355,43995,55725,52965,87397,62951,23137
,,,,,,,,7108,29229,24568,28327,42908,55855,51990,87229,63759,23148
,,,,,,,,7109,28386,24154,27830,43200,58163,52311,90176,67760,24256
,,,,,,,,7110,28036,24196,27910,45601,64138,54892,98352,76307,27256
,,,,,,,,7111,27894,24920,28691,50804,71015,59824,108110,83139,31286
,,,,,,,,7112,28277,26866,30628,53137,73619,63277,113935,84104,33313
,,,,,,,,7113,29971,30242,32976,53223,74285,64749,115529,85421,34158
,,,,,,,,7114,33235,33011,33856,55166,75286,66006,118593,86360,34574
,,,,,,,,7115,34975,33633,34224,58078,76465,68229,122055,87374,34765
,,,,,,,,7116,35671,33270,34658,60713,77293,70282,125765,88285,34782
,,,,,,,,7117,36533,32837,35296,63393,78177,72415,129548,89372,34775
,,,,,,,,7118,37156,32424,35800,66265,78906,74493,132795,90175,34714
,,,,,,,,7119,37454,31907,36262,69108,78771,75661,135404,90163,34514
,,,,,,,,7120,37459,31520,36817,70987,78713,76489,137036,90529,34606
,,,,,,,,7121,37773,31291,37310,71855,78673,76873,138383,90653,35342
,,,,,,,,7122,37946,31337,37791,70940,79245,76392,137094,92406,36808
,,,,,,,,7123,37858,31651,38099,68795,81836,76078,136877,94595,37759
,,,,,,,,7124,37514,32167,38269,68502,80730,76095,136612,92207,36631
,,,,,,,,7125,37279,33207,38864,66389,77481,74721,131099,87679,34494
,,,,,,,,7126,39418,33624,38695,62784,72530,71270,122720,80942,31795
,,,,,,,,7127,39916,33040,37655,57937,67211,66686,112782,74472,28621
,,,,,,,,7128,38781,31513,35492,52717,62757,61862,102873,69704,26053
,,,,,,,,7129,36883,29223,33217,48805,59736,57861,95384,66501,24469
,,,,,,,,7130,33833,27034,31058,46640,57833,55443,91190,64402,23545
,,,,,,,,7131,31109,25377,29563,45050,56747,53808,88590,63265,23117
,,,,,,,,7132,29212,24550,28810,44227,56825,52927,88127,63679,23196
,,,,,,,,7133,28327,24139,28505,44633,59055,53328,90940,67769,24321
,,,,,,,,7134,28067,24157,28642,47370,64612,55443,99263,76440,27341
,,,,,,,,7135,27992,24849,29422,52513,71452,60423,108724,83471,31274
,,,,,,,,7136,28582,26885,31314,54939,73984,64128,114327,84843,33244
