ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
0.05306,1,21196,16974,14906,34981,53195,34475,51899,38971,19417
,2,21196,16974,14906,34981,53195,34475,51899,38971,19417
,3,21196,16974,14906,34981,53195,34475,51899,38971,19417
,4,21196,16974,14906,34981,53195,34475,51899,38971,19417
,5,21196,16974,14906,34981,53195,34475,51899,38971,19417
,6,21196,16974,14906,34981,53195,34475,51899,38971,19417
,7,21196,16974,14906,34981,53195,34475,51899,38971,19417
,8,21196,16974,14906,34981,53195,34475,51899,38971,19417
,9,21196,16974,14906,34981,53195,34475,51899,38971,19417
,10,21196,16974,14906,34981,53195,34475,51899,38971,19417
,11,21196,16974,14906,34981,53195,34475,51899,38971,19417
,12,21196,16974,14906,34981,53195,34475,51899,38971,19417
,13,21196,16974,14906,34981,53195,34475,51899,38971,19417
,14,21196,16974,14906,34981,53195,34475,51899,38971,19417
,15,21196,16974,14906,34981,53195,34475,51899,38971,19417
,16,21196,16974,14906,34981,53195,34475,51899,38971,19417
,17,21196,16974,14906,34981,53195,34475,51899,38971,19417
,18,21196,16974,14906,34981,53195,34475,51899,38971,19417
,19,21196,16974,14906,34981,53195,34475,51899,38971,19417
,20,21196,16974,14906,34981,53195,34475,51899,38971,19417
,21,21196,16974,14906,34981,53195,34475,51899,38971,19417
,22,21196,16974,14906,34981,53195,34475,51899,38971,19417
,23,21196,16974,14906,34981,53195,34475,51899,38971,19417
,24,21196,16974,14906,34981,53195,34475,51899,38971,19417
,25,21196,16974,14906,34981,53195,34475,51899,38971,19417
,26,21196,16974,14906,34981,53195,34475,51899,38971,19417
,27,21196,16974,14906,34981,53195,34475,51899,38971,19417
,28,21196,16974,14906,34981,53195,34475,51899,38971,19417
,29,21196,16974,14906,34981,53195,34475,51899,38971,19417
,30,21196,16974,14906,34981,53195,34475,51899,38971,19417
,31,21196,16974,14906,34981,53195,34475,51899,38971,19417
,32,21196,16974,14906,34981,53195,34475,51899,38971,19417
,33,21196,16974,14906,34981,53195,34475,51899,38971,19417
,34,21196,16974,14906,34981,53195,34475,51899,38971,19417
,35,21196,16974,14906,34981,53195,34475,51899,38971,19417
,36,21196,16974,14906,34981,53195,34475,51899,38971,19417
,37,21196,16974,14906,34981,53195,34475,51899,38971,19417
,38,21196,16974,14906,34981,53195,34475,51899,38971,19417
,39,21196,16974,14906,34981,53195,34475,51899,38971,19417
,40,21196,16974,14906,34981,53195,34475,51899,38971,19417
,41,21196,16974,14906,34981,53195,34475,51899,38971,19417
,42,21196,16974,14906,34981,53195,34475,51899,38971,19417
,43,21196,16974,14906,34981,53195,34475,51899,38971,19417
,44,21196,16974,14906,34981,53195,34475,51899,38971,19417
,45,21196,16974,14906,34981,53195,34475,51899,38971,19417
,46,21196,16974,14906,34981,53195,34475,51899,38971,19417
,47,21196,16974,14906,34981,53195,34475,51899,38971,19417
,48,21196,16974,14906,34981,53195,34475,51899,38971,19417
,49,21196,16974,14906,34981,53195,34475,51899,38971,19417
,50,21196,16974,14906,34981,53195,34475,51899,38971,19417
,51,21196,16974,14906,34981,53195,34475,51899,38971,19417
,52,21196,16974,14906,34981,53195,34475,51899,38971,19417
,53,21196,16974,14906,34981,53195,34475,51899,38971,19417
,54,21196,16974,14906,34981,53195,34475,51899,38971,19417
,55,21196,16974,14906,34981,53195,34475,51899,38971,19417
,56,21196,16974,14906,34981,53195,34475,51899,38971,19417
,57,21196,16974,14906,34981,53195,34475,51899,38971,19417
,58,21196,16974,14906,34981,53195,34475,51899,38971,19417
,59,21196,16974,14906,34981,53195,34475,51899,38971,19417
,60,21196,16974,14906,34981,53195,34475,51899,38971,19417
,61,21196,16974,14906,34981,53195,34475,51899,38971,19417
,62,21196,16974,14906,34981,53195,34475,51899,38971,19417
,63,21196,16974,14906,34981,53195,34475,51899,38971,19417
,64,21196,16974,14906,34981,53195,34475,51899,38971,19417
,65,21196,16974,14906,34981,53195,34475,51899,38971,19417
,66,21196,16974,14906,34981,53195,34475,51899,38971,19417
,67,21196,16974,14906,34981,53195,34475,51899,38971,19417
,68,21196,16974,14906,34981,53195,34475,51899,38971,19417
,69,21196,16974,14906,34981,53195,34475,51899,38971,19417
,70,21196,16974,14906,34981,53195,34475,51899,38971,19417
,71,21196,16974,14906,34981,53195,34475,51899,38971,19417
,72,21196,16974,14906,34981,53195,34475,51899,38971,19417
,73,21196,16974,14906,34981,53195,34475,51899,38971,19417
,74,21196,16974,14906,34981,53195,34475,51899,38971,19417
,75,21196,16974,14906,34981,53195,34475,51899,38971,19417
,76,21196,16974,14906,34981,53195,34475,51899,38971,19417
,77,21196,16974,14906,34981,53195,34475,51899,38971,19417
,78,21196,16974,14906,34981,53195,34475,51899,38971,19417
,79,21196,16974,14906,34981,53195,34475,51899,38971,19417
,80,21196,16974,14906,34981,53195,34475,51899,38971,19417
,81,21196,16974,14906,34981,53195,34475,51899,38971,19417
,82,21196,16974,14906,34981,53195,34475,51899,38971,19417
,83,21196,16974,14906,34981,53195,34475,51899,38971,19417
,84,21196,16974,14906,34981,53195,34475,51899,38971,19417
,85,21196,16974,14906,34981,53195,34475,51899,38971,19417
,86,21196,16974,14906,34981,53195,34475,51899,38971,19417
,87,21196,16974,14906,34981,53195,34475,51899,38971,19417
,88,21196,16974,14906,34981,53195,34475,51899,38971,19417
,89,21196,16974,14906,34981,53195,34475,51899,38971,19417
,90,21196,16974,14906,34981,53195,34475,51899,38971,19417
,91,21196,16974,14906,34981,53195,34475,51899,38971,19417
,92,21196,16974,14906,34981,53195,34475,51899,38971,19417
,93,21196,16974,14906,34981,53195,34475,51899,38971,19417
,94,21196,16974,14906,34981,53195,34475,51899,38971,19417
,95,21196,16974,14906,34981,53195,34475,51899,38971,19417
,96,21196,16974,14906,34981,53195,34475,51899,38971,19417
,97,21196,16974,14906,34981,53195,34475,51899,38971,19417
,98,21196,16974,14906,34981,53195,34475,51899,38971,19417
,99,21196,16974,14906,34981,53195,34475,51899,38971,19417
,100,21196,16974,14906,34981,53195,34475,51899,38971,19417
,101,21196,16974,14906,34981,53195,34475,51899,38971,19417
,102,21196,16974,14906,34981,53195,34475,51899,38971,19417
,103,21196,16974,14906,34981,53195,34475,51899,38971,19417
,104,21196,16974,14906,34981,53195,34475,51899,38971,19417
,105,21196,16974,14906,34981,53195,34475,51899,38971,19417
,106,21196,16974,14906,34981,53195,34475,51899,38971,19417
,107,21196,16974,14906,34981,53195,34475,51899,38971,19417
,108,21196,16974,14906,34981,53195,34475,51899,38971,19417
,109,21196,16974,14906,34981,53195,34475,51899,38971,19417
,110,21196,16974,14906,34981,53195,34475,51899,38971,19417
,111,21196,16974,14906,34981,53195,34475,51899,38971,19417
,112,21196,16974,14906,34981,53195,34475,51899,38971,19417
,113,21196,16974,14906,34981,53195,34475,51899,38971,19417
,114,21196,16974,14906,34981,53195,34475,51899,38971,19417
,115,21196,16974,14906,34981,53195,34475,51899,38971,19417
,116,21196,16974,14906,34981,53195,34475,51899,38971,19417
,117,21196,16974,14906,34981,53195,34475,51899,38971,19417
,118,21196,16974,14906,34981,53195,34475,51899,38971,19417
,119,21196,16974,14906,34981,53195,34475,51899,38971,19417
,120,21196,16974,14906,34981,53195,34475,51899,38971,19417
,121,21196,16974,14906,34981,53195,34475,51899,38971,19417
,122,21196,16974,14906,34981,53195,34475,51899,38971,19417
,123,21196,16974,14906,34981,53195,34475,51899,38971,19417
,124,21196,16974,14906,34981,53195,34475,51899,38971,19417
,125,21196,16974,14906,34981,53195,34475,51899,38971,19417
,126,21196,16974,14906,34981,53195,34475,51899,38971,19417
,127,21196,16974,14906,34981,53195,34475,51899,38971,19417
,128,21196,16974,14906,34981,53195,34475,51899,38971,19417
,129,21196,16974,14906,34981,53195,34475,51899,38971,19417
,130,21196,16974,14906,34981,53195,34475,51899,38971,19417
,131,21196,16974,14906,34981,53195,34475,51899,38971,19417
,132,21196,16974,14906,34981,53195,34475,51899,38971,19417
,133,21196,16974,14906,34981,53195,34475,51899,38971,19417
,134,21196,16974,14906,34981,53195,34475,51899,38971,19417
,135,21196,16974,14906,34981,53195,34475,51899,38971,19417
,136,21196,16974,14906,34981,53195,34475,51899,38971,19417
,137,21196,16974,14906,34981,53195,34475,51899,38971,19417
,138,21196,16974,14906,34981,53195,34475,51899,38971,19417
,139,21196,16974,14906,34981,53195,34475,51899,38971,19417
,140,21196,16974,14906,34981,53195,34475,51899,38971,19417
,141,21196,16974,14906,34981,53195,34475,51899,38971,19417
,142,21196,16974,14906,34981,53195,34475,51899,38971,19417
,143,21196,16974,14906,34981,53195,34475,51899,38971,19417
,144,21196,16974,14906,34981,53195,34475,51899,38971,19417
,145,21196,16974,14906,34981,53195,34475,51899,38971,19417
,146,21196,16974,14906,34981,53195,34475,51899,38971,19417
,147,21196,16974,14906,34981,53195,34475,51899,38971,19417
,148,21196,16974,14906,34981,53195,34475,51899,38971,19417
,149,21196,16974,14906,34981,53195,34475,51899,38971,19417
,150,21196,16974,14906,34981,53195,34475,51899,38971,19417
,151,21196,16974,14906,34981,53195,34475,51899,38971,19417
,152,21196,16974,14906,34981,53195,34475,51899,38971,19417
,153,21196,16974,14906,34981,53195,34475,51899,38971,19417
,154,21196,16974,14906,34981,53195,34475,51899,38971,19417
,155,21196,16974,14906,34981,53195,34475,51899,38971,19417
,156,21196,16974,14906,34981,53195,34475,51899,38971,19417
,157,21196,16974,14906,34981,53195,34475,51899,38971,19417
,158,21196,16974,14906,34981,53195,34475,51899,38971,19417
,159,21196,16974,14906,34981,53195,34475,51899,38971,19417
,160,21196,16974,14906,34981,53195,34475,51899,38971,19417
,161,21196,16974,14906,34981,53195,34475,51899,38971,19417
,162,21196,16974,14906,34981,53195,34475,51899,38971,19417
,163,21196,16974,14906,34981,53195,34475,51899,38971,19417
,164,21196,16974,14906,34981,53195,34475,51899,38971,19417
,165,21196,16974,14906,34981,53195,34475,51899,38971,19417
,166,21196,16974,14906,34981,53195,34475,51899,38971,19417
,167,21196,16974,14906,34981,53195,34475,51899,38971,19417
,168,21196,16974,14906,34981,53195,34475,51899,38971,19417
,169,21196,16974,14906,34981,53195,34475,51899,38971,19417
,170,21196,16974,14906,34981,53195,34475,51899,38971,19417
,171,21196,16974,14906,34981,53195,34475,51899,38971,19417
,172,21196,16974,14906,34981,53195,34475,51899,38971,19417
,173,21196,16974,14906,34981,53195,34475,51899,38971,19417
,174,21196,16974,14906,34981,53195,34475,51899,38971,19417
,175,21196,16974,14906,34981,53195,34475,51899,38971,19417
,176,21196,16974,14906,34981,53195,34475,51899,38971,19417
,177,21196,16974,14906,34981,53195,34475,51899,38971,19417
,178,21196,16974,14906,34981,53195,34475,51899,38971,19417
,179,21196,16974,14906,34981,53195,34475,51899,38971,19417
,180,21196,16974,14906,34981,53195,34475,51899,38971,19417
,181,21196,16974,14906,34981,53195,34475,51899,38971,19417
,182,21196,16974,14906,34981,53195,34475,51899,38971,19417
,183,21196,16974,14906,34981,53195,34475,51899,38971,19417
,184,21196,16974,14906,34981,53195,34475,51899,38971,19417
,185,21196,16974,14906,34981,53195,34475,51899,38971,19417
,186,21196,16974,14906,34981,53195,34475,51899,38971,19417
,187,21196,16974,14906,34981,53195,34475,51899,38971,19417
,188,21196,16974,14906,34981,53195,34475,51899,38971,19417
,189,21196,16974,14906,34981,53195,34475,51899,38971,19417
,190,21196,16974,14906,34981,53195,34475,51899,38971,19417
,191,21196,16974,14906,34981,53195,34475,51899,38971,19417
,192,21196,16974,14906,34981,53195,34475,51899,38971,19417
,193,21196,16974,14906,34981,53195,34475,51899,38971,19417
,194,21196,16974,14906,34981,53195,34475,51899,38971,19417
,195,21196,16974,14906,34981,53195,34475,51899,38971,19417
,196,21196,16974,14906,34981,53195,34475,51899,38971,19417
,197,21196,16974,14906,34981,53195,34475,51899,38971,19417
,198,21196,16974,14906,34981,53195,34475,51899,38971,19417
,199,21196,16974,14906,34981,53195,34475,51899,38971,19417
,200,21196,16974,14906,34981,53195,34475,51899,38971,19417
,201,21196,16974,14906,34981,53195,34475,51899,38971,19417
,202,21196,16974,14906,34981,53195,34475,51899,38971,19417
,203,21196,16974,14906,34981,53195,34475,51899,38971,19417
,204,21196,16974,14906,34981,53195,34475,51899,38971,19417
,205,21196,16974,14906,34981,53195,34475,51899,38971,19417
,206,21196,16974,14906,34981,53195,34475,51899,38971,19417
,207,21196,16974,14906,34981,53195,34475,51899,38971,19417
,208,21196,16974,14906,34981,53195,34475,51899,38971,19417
,209,21196,16974,14906,34981,53195,34475,51899,38971,19417
,210,21196,16974,14906,34981,53195,34475,51899,38971,19417
,211,21196,16974,14906,34981,53195,34475,51899,38971,19417
,212,21196,16974,14906,34981,53195,34475,51899,38971,19417
,213,21196,16974,14906,34981,53195,34475,51899,38971,19417
,214,21196,16974,14906,34981,53195,34475,51899,38971,19417
,215,21196,16974,14906,34981,53195,34475,51899,38971,19417
,216,21196,16974,14906,34981,53195,34475,51899,38971,19417
,217,21196,16974,14906,34981,53195,34475,51899,38971,19417
,218,21196,16974,14906,34981,53195,34475,51899,38971,19417
,219,21196,16974,14906,34981,53195,34475,51899,38971,19417
,220,21196,16974,14906,34981,53195,34475,51899,38971,19417
,221,21196,16974,14906,34981,53195,34475,51899,38971,19417
,222,21196,16974,14906,34981,53195,34475,51899,38971,19417
,223,21196,16974,14906,34981,53195,34475,51899,38971,19417
,224,21196,16974,14906,34981,53195,34475,51899,38971,19417
,225,21196,16974,14906,34981,53195,34475,51899,38971,19417
,226,21196,16974,14906,34981,53195,34475,51899,38971,19417
,227,21196,16974,14906,34981,53195,34475,51899,38971,19417
,228,21196,16974,14906,34981,53195,34475,51899,38971,19417
,229,21196,16974,14906,34981,53195,34475,51899,38971,19417
,230,21196,16974,14906,34981,53195,34475,51899,38971,19417
,231,21196,16974,14906,34981,53195,34475,51899,38971,19417
,232,21196,16974,14906,34981,53195,34475,51899,38971,19417
,233,21196,16974,14906,34981,53195,34475,51899,38971,19417
,234,21196,16974,14906,34981,53195,34475,51899,38971,19417
,235,21196,16974,14906,34981,53195,34475,51899,38971,19417
,236,21196,16974,14906,34981,53195,34475,51899,38971,19417
,237,21196,16974,14906,34981,53195,34475,51899,38971,19417
,238,21196,16974,14906,34981,53195,34475,51899,38971,19417
,239,21196,16974,14906,34981,53195,34475,51899,38971,19417
,240,21196,16974,14906,34981,53195,34475,51899,38971,19417
,241,21196,16974,14906,34981,53195,34475,51899,38971,19417
,242,21196,16974,14906,34981,53195,34475,51899,38971,19417
,243,21196,16974,14906,34981,53195,34475,51899,38971,19417
,244,21196,16974,14906,34981,53195,34475,51899,38971,19417
,245,21196,16974,14906,34981,53195,34475,51899,38971,19417
,246,21196,16974,14906,34981,53195,34475,51899,38971,19417
,247,21196,16974,14906,34981,53195,34475,51899,38971,19417
,248,21196,16974,14906,34981,53195,34475,51899,38971,19417
,249,21196,16974,14906,34981,53195,34475,51899,38971,19417
,250,21196,16974,14906,34981,53195,34475,51899,38971,19417
,251,21196,16974,14906,34981,53195,34475,51899,38971,19417
,252,21196,16974,14906,34981,53195,34475,51899,38971,19417
,253,21196,16974,14906,34981,53195,34475,51899,38971,19417
,254,21196,16974,14906,34981,53195,34475,51899,38971,19417
,255,21196,16974,14906,34981,53195,34475,51899,38971,19417
,256,21196,16974,14906,34981,53195,34475,51899,38971,19417
,257,21196,16974,14906,34981,53195,34475,51899,38971,19417
,258,21196,16974,14906,34981,53195,34475,51899,38971,19417
,259,21196,16974,14906,34981,53195,34475,51899,38971,19417
,260,21196,16974,14906,34981,53195,34475,51899,38971,19417
,261,21196,16974,14906,34981,53195,34475,51899,38971,19417
,262,21196,16974,14906,34981,53195,34475,51899,38971,19417
,263,21196,16974,14906,34981,53195,34475,51899,38971,19417
,264,21196,16974,14906,34981,53195,34475,51899,38971,19417
,265,21196,16974,14906,34981,53195,34475,51899,38971,19417
,266,21196,16974,14906,34981,53195,34475,51899,38971,19417
,267,21196,16974,14906,34981,53195,34475,51899,38971,19417
,268,21196,16974,14906,34981,53195,34475,51899,38971,19417
,269,21196,16974,14906,34981,53195,34475,51899,38971,19417
,270,21196,16974,14906,34981,53195,34475,51899,38971,19417
,271,21196,16974,14906,34981,53195,34475,51899,38971,19417
,272,21196,16974,14906,34981,53195,34475,51899,38971,19417
,273,21196,16974,14906,34981,53195,34475,51899,38971,19417
,274,21196,16974,14906,34981,53195,34475,51899,38971,19417
,275,21196,16974,14906,34981,53195,34475,51899,38971,19417
,276,21196,16974,14906,34981,53195,34475,51899,38971,19417
,277,21196,16974,14906,34981,53195,34475,51899,38971,19417
,278,21196,16974,14906,34981,53195,34475,51899,38971,19417
,279,21196,16974,14906,34981,53195,34475,51899,38971,19417
,280,21196,16974,14906,34981,53195,34475,51899,38971,19417
,281,21196,16974,14906,34981,53195,34475,51899,38971,19417
,282,21196,16974,14906,34981,53195,34475,51899,38971,19417
,283,21196,16974,14906,34981,53195,34475,51899,38971,19417
,284,21196,16974,14906,34981,53195,34475,51899,38971,19417
,285,21196,16974,14906,34981,53195,34475,51899,38971,19417
,286,21196,16974,14906,34981,53195,34475,51899,38971,19417
,287,21196,16974,14906,34981,53195,34475,51899,38971,19417
,288,21196,16974,14906,34981,53195,34475,51899,38971,19417
,289,21196,16974,14906,34981,53195,34475,51899,38971,19417
,290,21196,16974,14906,34981,53195,34475,51899,38971,19417
,291,21196,16974,14906,34981,53195,34475,51899,38971,19417
,292,21196,16974,14906,34981,53195,34475,51899,38971,19417
,293,21196,16974,14906,34981,53195,34475,51899,38971,19417
,294,21196,16974,14906,34981,53195,34475,51899,38971,19417
,295,21196,16974,14906,34981,53195,34475,51899,38971,19417
,296,21196,16974,14906,34981,53195,34475,51899,38971,19417
,297,21196,16974,14906,34981,53195,34475,51899,38971,19417
,298,21196,16974,14906,34981,53195,34475,51899,38971,19417
,299,21196,16974,14906,34981,53195,34475,51899,38971,19417
,300,21196,16974,14906,34981,53195,34475,51899,38971,19417
,301,21196,16974,14906,34981,53195,34475,51899,38971,19417
,302,21196,16974,14906,34981,53195,34475,51899,38971,19417
,303,21196,16974,14906,34981,53195,34475,51899,38971,19417
,304,21196,16974,14906,34981,53195,34475,51899,38971,19417
,305,21196,16974,14906,34981,53195,34475,51899,38971,19417
,306,21196,16974,14906,34981,53195,34475,51899,38971,19417
,307,21196,16974,14906,34981,53195,34475,51899,38971,19417
,308,21196,16974,14906,34981,53195,34475,51899,38971,19417
,309,21196,16974,14906,34981,53195,34475,51899,38971,19417
,310,21196,16974,14906,34981,53195,34475,51899,38971,19417
,311,21196,16974,14906,34981,53195,34475,51899,38971,19417
,312,21196,16974,14906,34981,53195,34475,51899,38971,19417
,313,21196,16974,14906,34981,53195,34475,51899,38971,19417
,314,21196,16974,14906,34981,53195,34475,51899,38971,19417
,315,21196,16974,14906,34981,53195,34475,51899,38971,19417
,316,21196,16974,14906,34981,53195,34475,51899,38971,19417
,317,21196,16974,14906,34981,53195,34475,51899,38971,19417
,318,21196,16974,14906,34981,53195,34475,51899,38971,19417
,319,21196,16974,14906,34981,53195,34475,51899,38971,19417
,320,21196,16974,14906,34981,53195,34475,51899,38971,19417
,321,21196,16974,14906,34981,53195,34475,51899,38971,19417
,322,21196,16974,14906,34981,53195,34475,51899,38971,19417
,323,21196,16974,14906,34981,53195,34475,51899,38971,19417
,324,21196,16974,14906,34981,53195,34475,51899,38971,19417
,325,21196,16974,14906,34981,53195,34475,51899,38971,19417
,326,21196,16974,14906,34981,53195,34475,51899,38971,19417
,327,21196,16974,14906,34981,53195,34475,51899,38971,19417
,328,21196,16974,14906,34981,53195,34475,51899,38971,19417
,329,21196,16974,14906,34981,53195,34475,51899,38971,19417
,330,21196,16974,14906,34981,53195,34475,51899,38971,19417
,331,21196,16974,14906,34981,53195,34475,51899,38971,19417
,332,21196,16974,14906,34981,53195,34475,51899,38971,19417
,333,21196,16974,14906,34981,53195,34475,51899,38971,19417
,334,21196,16974,14906,34981,53195,34475,51899,38971,19417
,335,21196,16974,14906,34981,53195,34475,51899,38971,19417
,336,21196,16974,14906,34981,53195,34475,51899,38971,19417
,337,21196,16974,14906,34981,53195,34475,51899,38971,19417
,338,21196,16974,14906,34981,53195,34475,51899,38971,19417
,339,21196,16974,14906,34981,53195,34475,51899,38971,19417
,340,21196,16974,14906,34981,53195,34475,51899,38971,19417
,341,21196,16974,14906,34981,53195,34475,51899,38971,19417
,342,21196,16974,14906,34981,53195,34475,51899,38971,19417
,343,21196,16974,14906,34981,53195,34475,51899,38971,19417
,344,21196,16974,14906,34981,53195,34475,51899,38971,19417
,345,21196,16974,14906,34981,53195,34475,51899,38971,19417
,346,21196,16974,14906,34981,53195,34475,51899,38971,19417
,347,21196,16974,14906,34981,53195,34475,51899,38971,19417
,348,21196,16974,14906,34981,53195,34475,51899,38971,19417
,349,21196,16974,14906,34981,53195,34475,51899,38971,19417
,350,21196,16974,14906,34981,53195,34475,51899,38971,19417
,351,21196,16974,14906,34981,53195,34475,51899,38971,19417
,352,21196,16974,14906,34981,53195,34475,51899,38971,19417
,353,21196,16974,14906,34981,53195,34475,51899,38971,19417
,354,21196,16974,14906,34981,53195,34475,51899,38971,19417
,355,21196,16974,14906,34981,53195,34475,51899,38971,19417
,356,21196,16974,14906,34981,53195,34475,51899,38971,19417
,357,21196,16974,14906,34981,53195,34475,51899,38971,19417
,358,21196,16974,14906,34981,53195,34475,51899,38971,19417
,359,21196,16974,14906,34981,53195,34475,51899,38971,19417
,360,21196,16974,14906,34981,53195,34475,51899,38971,19417
,361,21196,16974,14906,34981,53195,34475,51899,38971,19417
,362,21196,16974,14906,34981,53195,34475,51899,38971,19417
,363,21196,16974,14906,34981,53195,34475,51899,38971,19417
,364,21196,16974,14906,34981,53195,34475,51899,38971,19417
,365,21196,16974,14906,34981,53195,34475,51899,38971,19417
,366,21196,16974,14906,34981,53195,34475,51899,38971,19417
,367,21196,16974,14906,34981,53195,34475,51899,38971,19417
,368,21196,16974,14906,34981,53195,34475,51899,38971,19417
,369,21196,16974,14906,34981,53195,34475,51899,38971,19417
,370,21196,16974,14906,34981,53195,34475,51899,38971,19417
,371,21196,16974,14906,34981,53195,34475,51899,38971,19417
,372,21196,16974,14906,34981,53195,34475,51899,38971,19417
,373,21196,16974,14906,34981,53195,34475,51899,38971,19417
,374,21196,16974,14906,34981,53195,34475,51899,38971,19417
,375,21196,16974,14906,34981,53195,34475,51899,38971,19417
,376,21196,16974,14906,34981,53195,34475,51899,38971,19417
,377,21196,16974,14906,34981,53195,34475,51899,38971,19417
,378,21196,16974,14906,34981,53195,34475,51899,38971,19417
,379,21196,16974,14906,34981,53195,34475,51899,38971,19417
,380,21196,16974,14906,34981,53195,34475,51899,38971,19417
,381,21196,16974,14906,34981,53195,34475,51899,38971,19417
,382,21196,16974,14906,34981,53195,34475,51899,38971,19417
,383,21196,16974,14906,34981,53195,34475,51899,38971,19417
,384,21196,16974,14906,34981,53195,34475,51899,38971,19417
,385,21196,16974,14906,34981,53195,34475,51899,38971,19417
,386,21196,16974,14906,34981,53195,34475,51899,38971,19417
,387,21196,16974,14906,34981,53195,34475,51899,38971,19417
,388,21196,16974,14906,34981,53195,34475,51899,38971,19417
,389,21196,16974,14906,34981,53195,34475,51899,38971,19417
,390,21196,16974,14906,34981,53195,34475,51899,38971,19417
,391,21196,16974,14906,34981,53195,34475,51899,38971,19417
,392,21196,16974,14906,34981,53195,34475,51899,38971,19417
,393,21196,16974,14906,34981,53195,34475,51899,38971,19417
,394,21196,16974,14906,34981,53195,34475,51899,38971,19417
,395,21196,16974,14906,34981,53195,34475,51899,38971,19417
,396,21196,16974,14906,34981,53195,34475,51899,38971,19417
,397,21196,16974,14906,34981,53195,34475,51899,38971,19417
,398,21196,16974,14906,34981,53195,34475,51899,38971,19417
,399,21196,16974,14906,34981,53195,34475,51899,38971,19417
,400,21196,16974,14906,34981,53195,34475,51899,38971,19417
,401,21196,16974,14906,34981,53195,34475,51899,38971,19417
,402,21196,16974,14906,34981,53195,34475,51899,38971,19417
,403,21196,16974,14906,34981,53195,34475,51899,38971,19417
,404,21196,16974,14906,34981,53195,34475,51899,38971,19417
,405,21196,16974,14906,34981,53195,34475,51899,38971,19417
,406,21196,16974,14906,34981,53195,34475,51899,38971,19417
,407,21196,16974,14906,34981,53195,34475,51899,38971,19417
,408,21196,16974,14906,34981,53195,34475,51899,38971,19417
,409,21196,16974,14906,34981,53195,34475,51899,38971,19417
,410,21196,16974,14906,34981,53195,34475,51899,38971,19417
,411,21196,16974,14906,34981,53195,34475,51899,38971,19417
,412,21196,16974,14906,34981,53195,34475,51899,38971,19417
,413,21196,16974,14906,34981,53195,34475,51899,38971,19417
,414,21196,16974,14906,34981,53195,34475,51899,38971,19417
,415,21196,16974,14906,34981,53195,34475,51899,38971,19417
,416,21196,16974,14906,34981,53195,34475,51899,38971,19417
,417,21196,16974,14906,34981,53195,34475,51899,38971,19417
,418,21196,16974,14906,34981,53195,34475,51899,38971,19417
,419,21196,16974,14906,34981,53195,34475,51899,38971,19417
,420,21196,16974,14906,34981,53195,34475,51899,38971,19417
,421,21196,16974,14906,34981,53195,34475,51899,38971,19417
,422,21196,16974,14906,34981,53195,34475,51899,38971,19417
,423,21196,16974,14906,34981,53195,34475,51899,38971,19417
,424,21196,16974,14906,34981,53195,34475,51899,38971,19417
,425,21196,16974,14906,34981,53195,34475,51899,38971,19417
,426,21196,16974,14906,34981,53195,34475,51899,38971,19417
,427,21196,16974,14906,34981,53195,34475,51899,38971,19417
,428,21196,16974,14906,34981,53195,34475,51899,38971,19417
