Time_Index,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3,Price_mmbtu_z4,Price_mmbtu_z5,Price_mmbtu_z6,Price_mmbtu_z7,Price_mmbtu_z8,Price_mmbtu_z9
1859,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1860,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1861,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1862,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1863,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1864,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1865,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1866,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1867,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1868,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1869,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1870,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1871,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1872,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1873,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1874,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1875,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1876,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1877,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1878,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1879,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1880,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1881,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1882,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1883,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1884,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1885,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1886,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1887,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1888,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1889,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1890,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1891,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1892,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1893,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1894,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1895,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1896,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1897,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1898,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1899,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1900,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1901,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1902,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1903,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1904,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1905,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1906,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1907,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1908,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1909,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1910,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1911,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1912,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1913,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1914,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1915,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1916,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1917,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1918,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1919,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1920,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1921,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1922,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1923,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1924,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1925,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1926,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1927,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1928,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1929,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1930,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1931,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1932,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1933,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1934,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1935,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1936,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1937,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1938,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1939,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1940,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1941,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1942,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1943,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1944,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1945,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1946,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1947,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1948,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1949,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1950,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1951,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1952,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1953,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1954,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1955,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1956,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1957,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1958,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1959,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1960,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1961,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1962,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1963,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1964,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1965,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1966,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1967,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1968,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1969,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1970,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1971,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1972,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1973,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1974,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1975,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1976,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1977,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1978,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1979,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1980,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1981,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1982,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1983,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1984,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1985,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1986,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1987,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1988,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1989,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1990,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1991,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1992,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1993,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1994,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1995,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1996,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1997,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1998,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
1999,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2000,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2001,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2002,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2003,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2004,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2005,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2006,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2007,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2008,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2009,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2010,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2011,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2012,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2013,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2014,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2015,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2016,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2017,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2018,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2019,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2020,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2021,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2022,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2023,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2024,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2025,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2026,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2027,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2028,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2029,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2030,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2031,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2032,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2033,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2034,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2035,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2036,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2037,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2038,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2039,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2040,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2041,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2042,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2043,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2044,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2045,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2046,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2047,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2048,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2049,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2050,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2051,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2052,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2053,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2054,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2055,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2056,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2057,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2058,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2059,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2060,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2061,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2062,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2063,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2064,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2065,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2066,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2067,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2068,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2069,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2070,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2071,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2072,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2073,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2074,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2075,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2076,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2077,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2078,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2079,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2080,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2081,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2082,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2083,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2084,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2085,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2086,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2087,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2088,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2089,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2090,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2091,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2092,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2093,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2094,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2095,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2096,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2097,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2098,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2099,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2100,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2101,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2102,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2103,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2104,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2105,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2106,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2107,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2108,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2109,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2110,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2111,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2112,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2113,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2114,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2115,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2116,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2117,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2118,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2119,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2120,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2121,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2122,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2123,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2124,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2125,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2126,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2127,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2128,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2129,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2130,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2131,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2132,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2133,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2134,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2135,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2136,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2137,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2138,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2139,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2140,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2141,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2142,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2143,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2144,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2145,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2146,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2147,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2148,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2149,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2150,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2151,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2152,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2153,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2154,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2155,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2156,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2157,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2158,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2159,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2160,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2161,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2162,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2163,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2164,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2165,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2166,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2167,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2168,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2169,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2170,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2171,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2172,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2173,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2174,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2175,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2176,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2177,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2178,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2179,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2180,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2181,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2182,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2183,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2184,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2185,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2186,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2187,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2188,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2189,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2190,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2191,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2192,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2193,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2194,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2195,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2196,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2197,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2198,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2199,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2200,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2201,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2202,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2203,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2204,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2205,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2206,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2207,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2208,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2209,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2210,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2211,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2212,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2213,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
2214,4.82,4.56,3.89,3.93,4.39,4.41,3.68,3.58,4.4
