Biomass_Supply,Zone,Emissions_tonne_per_tonne,Cost_per_tonne,Max_tonne_per_hr
CA_Herb,1,0,110.94,130
NW_Herb,2,0,106.84,32.88
SW_Herb,3,0,117.09,179.08
TX_Herb,4,0,108.14,7122.04
NCEN_Herb,5,0,125.22,11334.29
CEN_Herb,6,0,114.21,16629.42
SE_Herb,7,0,124.46,5660.9
MIDAT_Herb,8,0,123.48,1228.52
NE_Herb,9,0,123.29,161.95
