Time_Index,Price_mmbtu_global,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3,Price_mmbtu_z4,Price_mmbtu_z5,Price_mmbtu_z6,Price_mmbtu_z7,Price_mmbtu_z8,Price_mmbtu_z9
100,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
101,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
102,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
103,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
104,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
105,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
106,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
107,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
108,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
109,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
110,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
111,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
112,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
113,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
114,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
115,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
116,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
117,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
118,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
119,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
120,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
121,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
122,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
123,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
124,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
125,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
126,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
127,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
128,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
129,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
130,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
131,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
132,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
133,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
134,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
135,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
136,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
137,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
138,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
139,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
140,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
141,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
142,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
143,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
144,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
145,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
146,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
147,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
148,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
149,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
150,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
151,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
152,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
153,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
154,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
155,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
156,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
157,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
158,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
159,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
160,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
161,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
162,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
163,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
164,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
165,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
166,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
167,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
168,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
169,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
170,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
171,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
172,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
173,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
174,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
175,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
176,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
177,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
178,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
179,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
180,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
181,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
182,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
183,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
184,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
185,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
186,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
187,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
188,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
189,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
190,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
191,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
192,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
193,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
194,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
195,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
196,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
197,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
198,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
199,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
200,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
201,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
202,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
203,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
204,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
205,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
206,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
207,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
208,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
209,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
210,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
211,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
212,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
213,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
214,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
215,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
216,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
217,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
218,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
219,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
220,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
221,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
222,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
223,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
224,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
225,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
226,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
227,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
228,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
229,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
230,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
231,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
232,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
233,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
234,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
235,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
236,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
237,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
238,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
239,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
240,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
241,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
242,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
243,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
244,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
245,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
246,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
247,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
248,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
249,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
250,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
251,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
252,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
253,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
254,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
255,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
256,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
257,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
258,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
259,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
260,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
261,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
262,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
263,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
264,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
265,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
266,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
267,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
268,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
269,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
270,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
271,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
272,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
273,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
274,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
275,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
276,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
277,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
278,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
279,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
280,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
281,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
282,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
283,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
284,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
285,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
286,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
287,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
288,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
289,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
290,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
291,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
292,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
293,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
294,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
295,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
296,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
297,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
298,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
299,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
300,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
301,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
302,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
303,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
304,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
305,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
306,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
307,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
308,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
309,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
310,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
311,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
312,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
313,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
314,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
315,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
316,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
317,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
318,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
319,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
320,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
321,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
322,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
323,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
324,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
325,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
326,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
327,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41
