Global_conventional_jetfuel_price_per_mmbtu,Conventional_jetfuel_co2_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Bio_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,,922,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,923,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,924,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,925,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,926,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,927,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,928,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,929,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,930,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,931,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,932,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,933,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,934,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,935,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,936,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,937,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,938,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,939,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,940,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,941,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,942,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,943,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,944,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,945,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,946,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,947,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,948,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,949,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,950,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,951,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,952,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,953,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,954,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,955,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,956,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,957,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,958,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,959,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,960,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,961,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,962,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,963,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,964,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,965,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,966,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,967,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,968,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,969,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,970,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,971,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,972,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,973,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,974,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,975,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,976,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,977,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,978,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,979,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,980,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,981,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,982,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,983,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,984,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,985,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,986,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,987,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,988,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,989,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,990,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,991,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,992,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,993,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,994,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,995,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,996,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,997,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,998,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,999,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1000,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1001,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1002,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1003,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1004,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1005,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1006,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1007,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1008,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1009,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1010,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1011,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1012,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1013,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1014,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1015,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1016,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1017,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1018,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1019,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1020,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1021,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1022,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1023,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1024,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1025,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1026,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1027,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1028,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1029,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1030,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1031,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1032,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1033,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1034,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1035,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1036,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1037,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1038,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1039,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1040,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1041,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1042,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1043,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1044,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1045,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1046,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1047,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1048,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1049,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1050,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1051,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1052,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1053,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1054,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1055,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1056,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1057,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1058,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1059,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1060,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1061,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1062,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1063,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1064,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1065,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1066,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1067,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1068,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1069,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1070,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1071,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1072,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1073,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1074,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1075,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1076,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1077,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1078,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1079,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1080,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1081,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1082,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1083,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1084,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1085,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1086,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1087,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1088,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1089,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1090,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1091,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1092,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1093,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1094,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1095,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1096,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1097,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1098,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1099,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1100,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1101,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1102,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1103,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1104,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1105,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1106,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1107,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1108,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1109,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1110,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1111,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1112,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1113,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1114,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1115,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1116,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1117,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1118,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1119,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1120,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1121,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1122,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1123,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1124,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1125,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1126,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1127,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1128,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1129,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1130,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1131,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1132,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1133,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1134,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1135,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1136,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1137,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1138,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1139,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1140,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1141,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1142,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1143,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1144,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1145,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1146,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1147,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1148,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1149,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1150,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1151,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1152,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1153,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1154,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1155,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1156,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1157,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1158,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1159,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1160,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1161,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1162,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1163,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1164,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1165,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1166,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1167,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1168,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1169,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1170,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1171,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1172,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1173,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1174,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1175,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1176,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1177,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1178,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1179,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1180,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1181,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1182,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1183,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1184,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1185,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1186,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1187,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1188,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1189,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1190,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1191,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1192,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1193,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1194,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1195,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1196,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1197,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1198,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1199,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1200,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1201,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1202,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1203,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1204,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1205,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1206,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1207,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1208,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1209,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1210,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1211,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1212,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1213,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1214,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1215,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1216,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1217,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1218,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1219,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1220,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1221,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1222,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1223,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1224,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1225,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1226,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1227,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1228,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1229,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1230,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1231,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1232,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1233,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1234,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1235,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1236,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1237,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1238,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1239,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1240,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1241,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1242,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1243,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1244,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1245,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1246,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1247,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1248,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1249,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1250,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1251,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1252,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1253,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1254,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1255,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1256,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1257,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1258,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1259,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1260,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1261,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1262,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1263,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1264,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1265,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1266,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1267,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1268,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1269,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1270,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1271,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1272,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1273,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1274,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1275,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1276,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1277,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1278,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1279,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1280,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1281,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1282,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1283,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1284,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1285,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1286,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1287,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1288,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1289,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1290,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1291,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1292,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1293,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1294,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1295,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1296,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1297,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1298,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1299,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1300,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1301,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1302,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1303,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1304,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1305,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1306,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1307,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1308,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1309,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1310,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1311,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1312,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1313,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1314,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1315,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1316,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1317,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1318,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1319,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1320,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1321,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1322,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1323,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1324,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1325,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1326,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1327,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1328,54187,16401,29348,27810,30573,11486,59290,32442,33624
,,,,1329,54187,16401,29348,27810,30573,11486,59290,32442,33624
