Global_conventional_diesel_price_per_mmbtu,Conventional_diesel_co2_per_mmbtu,Syn_diesel_co2_per_mmbtu,Bio_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,,196,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,197,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,198,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,199,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,200,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,201,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,202,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,203,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,204,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,205,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,206,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,207,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,208,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,209,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,210,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,211,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,212,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,213,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,214,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,215,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,216,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,217,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,218,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,219,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,220,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,221,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,222,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,223,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,224,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,225,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,226,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,227,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,228,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,229,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,230,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,231,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,232,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,233,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,234,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,235,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,236,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,237,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,238,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,239,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,240,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,241,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,242,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,243,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,244,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,245,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,246,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,247,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,248,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,249,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,250,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,251,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,252,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,253,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,254,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,255,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,256,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,257,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,258,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,259,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,260,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,261,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,262,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,263,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,264,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,265,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,266,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,267,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,268,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,269,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,270,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,271,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,272,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,273,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,274,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,275,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,276,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,277,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,278,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,279,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,280,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,281,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,282,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,283,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,284,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,285,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,286,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,287,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,288,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,289,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,290,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,291,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,292,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,293,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,294,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,295,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,296,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,297,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,298,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,299,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,300,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,301,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,302,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,303,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,304,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,305,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,306,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,307,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,308,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,309,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,310,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,311,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,312,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,313,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,314,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,315,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,316,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,317,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,318,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,319,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,320,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,321,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,322,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,323,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,324,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,325,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,326,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,327,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,328,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,329,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,330,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,331,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,332,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,333,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,334,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,335,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,336,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,337,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,338,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,339,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,340,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,341,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,342,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,343,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,344,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,345,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,346,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,347,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,348,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,349,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,350,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,351,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,352,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,353,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,354,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,355,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,356,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,357,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,358,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,359,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,360,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,361,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,362,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,363,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,364,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,365,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,366,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,367,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,368,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,369,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,370,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,371,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,372,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,373,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,374,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,375,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,376,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,377,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,378,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,379,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,380,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,381,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,382,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,383,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,384,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,385,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,386,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,387,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,388,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,389,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,390,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,391,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,392,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,393,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,394,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,395,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,396,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,397,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,398,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,399,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,400,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,401,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,402,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,403,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,404,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,405,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,406,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,407,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,408,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,409,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,410,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,411,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,412,27102,16618,20744,36449,50779,41476,69613,44748,28273
