Global_conventional_diesel_price_per_mmbtu,Conventional_diesel_co2_per_mmbtu,Syn_diesel_co2_per_mmbtu,Bio_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,,1229,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1230,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1231,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1232,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1233,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1234,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1235,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1236,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1237,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1238,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1239,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1240,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1241,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1242,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1243,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1244,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1245,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1246,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1247,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1248,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1249,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1250,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1251,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1252,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1253,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1254,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1255,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1256,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1257,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1258,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1259,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1260,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1261,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1262,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1263,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1264,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1265,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1266,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1267,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1268,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1269,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1270,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1271,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1272,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1273,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1274,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1275,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1276,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1277,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1278,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1279,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1280,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1281,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1282,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1283,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1284,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1285,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1286,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1287,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1288,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1289,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1290,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1291,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1292,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1293,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1294,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1295,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1296,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1297,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1298,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1299,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1300,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1301,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1302,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1303,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1304,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1305,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1306,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1307,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1308,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1309,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1310,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1311,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1312,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1313,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1314,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1315,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1316,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1317,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1318,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1319,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1320,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1321,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1322,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1323,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1324,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1325,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1326,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1327,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1328,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1329,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1330,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1331,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1332,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1333,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1334,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1335,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1336,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1337,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1338,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1339,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1340,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1341,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1342,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1343,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1344,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1345,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1346,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1347,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1348,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1349,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1350,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1351,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1352,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1353,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1354,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1355,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1356,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1357,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1358,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1359,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1360,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1361,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1362,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1363,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1364,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1365,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1366,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1367,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1368,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1369,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1370,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1371,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1372,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1373,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1374,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1375,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1376,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1377,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1378,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1379,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1380,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1381,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1382,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1383,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1384,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1385,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1386,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1387,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1388,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1389,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1390,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1391,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1392,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1393,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1394,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1395,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1396,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1397,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1398,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1399,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1400,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1401,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1402,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1403,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1404,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1405,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1406,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1407,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1408,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1409,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1410,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1411,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1412,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1413,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1414,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1415,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1416,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1417,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1418,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1419,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1420,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1421,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1422,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1423,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1424,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1425,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1426,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1427,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1428,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1429,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1430,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1431,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1432,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1433,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1434,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1435,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1436,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1437,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1438,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1439,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1440,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1441,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1442,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1443,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1444,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1445,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1446,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1447,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1448,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1449,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1450,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1451,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1452,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1453,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1454,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1455,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1456,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1457,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1458,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1459,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1460,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1461,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1462,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1463,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1464,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1465,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1466,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1467,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1468,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1469,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1470,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1471,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1472,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1473,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1474,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1475,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1476,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1477,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1478,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1479,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1480,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1481,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1482,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1483,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1484,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1485,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1486,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1487,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1488,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1489,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1490,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1491,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1492,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1493,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1494,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1495,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1496,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1497,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1498,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1499,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1500,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1501,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1502,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1503,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1504,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1505,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1506,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1507,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1508,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1509,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1510,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1511,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1512,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1513,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1514,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1515,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1516,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1517,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1518,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1519,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1520,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1521,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1522,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1523,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1524,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1525,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1526,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1527,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1528,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1529,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1530,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1531,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1532,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1533,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1534,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1535,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1536,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1537,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1538,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1539,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1540,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1541,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1542,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1543,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1544,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1545,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1546,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1547,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1548,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1549,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1550,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1551,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1552,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1553,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1554,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1555,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1556,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1557,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1558,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1559,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1560,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1561,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1562,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1563,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1564,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1565,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1566,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1567,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1568,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1569,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1570,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1571,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1572,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1573,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1574,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1575,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1576,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1577,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1578,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1579,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1580,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1581,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1582,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1583,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1584,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1585,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1586,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1587,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1588,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1589,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1590,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1591,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1592,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1593,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1594,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1595,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1596,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1597,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1598,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1599,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1600,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1601,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1602,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1603,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1604,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1605,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1606,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1607,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1608,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1609,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1610,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1611,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1612,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1613,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1614,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1615,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1616,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1617,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1618,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1619,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1620,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1621,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1622,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1623,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1624,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1625,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1626,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1627,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1628,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1629,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1630,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1631,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1632,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1633,27102,16618,20744,36449,50779,41476,69613,44748,28273
,,,,1634,27102,16618,20744,36449,50779,41476,69613,44748,28273
