Conventional_jetfuel_co2_per_mmbtu,Conventional_jetfuel_price_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,651,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,652,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,653,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,654,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,655,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,656,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,657,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,658,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,659,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,660,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,661,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,662,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,663,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,664,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,665,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,666,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,667,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,668,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,669,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,670,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,671,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,672,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,673,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,674,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,675,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,676,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,677,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,678,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,679,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,680,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,681,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,682,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,683,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,684,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,685,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,686,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,687,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,688,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,689,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,690,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,691,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,692,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,693,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,694,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,695,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,696,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,697,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,698,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,699,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,700,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,701,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,702,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,703,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,704,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,705,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,706,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,707,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,708,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,709,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,710,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,711,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,712,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,713,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,714,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,715,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,716,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,717,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,718,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,719,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,720,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,721,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,722,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,723,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,724,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,725,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,726,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,727,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,728,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,729,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,730,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,731,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,732,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,733,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,734,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,735,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,736,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,737,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,738,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,739,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,740,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,741,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,742,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,743,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,744,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,745,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,746,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,747,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,748,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,749,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,750,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,751,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,752,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,753,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,754,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,755,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,756,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,757,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,758,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,759,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,760,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,761,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,762,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,763,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,764,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,765,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,766,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,767,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,768,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,769,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,770,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,771,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,772,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,773,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,774,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,775,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,776,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,777,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,778,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,779,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,780,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,781,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,782,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,783,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,784,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,785,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,786,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,787,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,788,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,789,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,790,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,791,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,792,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,793,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,794,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,795,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,796,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,797,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,798,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,799,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,800,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,801,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,802,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,803,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,804,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,805,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,806,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,807,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,808,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,809,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,810,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,811,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,812,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,813,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,814,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,815,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,816,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,817,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,818,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,819,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,820,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,821,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,822,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,823,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,824,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,825,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,826,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,827,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,828,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,829,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,830,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,831,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,832,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,833,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,834,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,835,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,836,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,837,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,838,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,839,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,840,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,841,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,842,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,843,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,844,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,845,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,846,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,847,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,848,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,849,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,850,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,851,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,852,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,853,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,854,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,855,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,856,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,857,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,858,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,859,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,860,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,861,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,862,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,863,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,864,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,865,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,866,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,867,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,868,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,869,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,870,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,871,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,872,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,873,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,874,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,875,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,876,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,877,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,878,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,879,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,880,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,881,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,882,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,883,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,884,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,885,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,886,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,887,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,888,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,889,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,890,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,891,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,892,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,893,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,894,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,895,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,896,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,897,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,898,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,899,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,900,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,901,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,902,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,903,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,904,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,905,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,906,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,907,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,908,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,909,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,910,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,911,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,912,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,913,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,914,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,915,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,916,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,917,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,918,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,919,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,920,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,921,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,922,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,923,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,924,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,925,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
,,,926,54205.1,16428.15,29331.34,27805.81,30551.77,11484.77,59244.77,32395.61,33613.87
