Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,2225,41716,35027,40568,71668,80431,79066,167053,91529,36116
,,,,,,,,2226,41686,34501,40682,71025,79936,78594,165181,90812,36283
,,,,,,,,2227,41359,34166,40763,69364,79769,77730,162017,92212,36944
,,,,,,,,2228,41119,34436,41036,68114,81921,77644,159811,96464,38361
,,,,,,,,2229,40947,34643,41418,68517,81891,78045,157456,93457,37778
,,,,,,,,2230,40976,35231,42852,65836,77430,76288,148094,87082,35071
,,,,,,,,2231,42970,36021,42846,60764,71468,71287,134568,79851,31706
,,,,,,,,2232,43594,35375,40947,54896,66604,65336,121380,74823,28905
,,,,,,,,2233,41567,33191,37870,50576,63501,60707,111089,71680,27107
,,,,,,,,2234,38051,30719,35130,47822,61402,57872,104716,69726,25978
,,,,,,,,2235,35028,28929,33612,46301,60505,56135,100857,69162,25523
,,,,,,,,2236,33280,28162,32626,45587,60764,55171,99200,70194,25638
,,,,,,,,2237,32056,27788,32190,45899,63236,55643,100906,75078,26909
,,,,,,,,2238,31350,27799,32211,48663,68879,58007,108482,83894,30043
,,,,,,,,2239,31306,28639,33208,54543,74472,63401,117072,88912,33697
,,,,,,,,2240,32074,30870,35643,56989,76970,66586,123059,90823,35670
,,,,,,,,2241,34172,34268,38218,56643,78167,67778,127552,91950,36362
,,,,,,,,2242,37157,36938,38858,57702,79170,68586,133712,93172,36615
,,,,,,,,2243,38998,37909,38901,59088,79684,69663,140138,93719,36778
,,,,,,,,2244,40258,37810,39196,60504,79729,70917,146888,93836,36761
,,,,,,,,2245,41064,37542,39581,61756,79882,71568,153283,94185,36696
,,,,,,,,2246,41724,36862,39722,63583,79675,72503,159059,93896,36591
,,,,,,,,2247,41816,36190,39891,65615,79013,73562,164140,93171,36310
,,,,,,,,2248,41885,35637,40182,67776,78277,74402,167078,92700,36228
,,,,,,,,2249,42239,35151,40476,69915,77756,75111,168569,92146,36439
,,,,,,,,2250,42109,34805,40710,70520,77193,75454,166896,91319,36611
,,,,,,,,2251,41870,34609,40841,69343,77225,74864,163063,92290,37235
,,,,,,,,2252,41114,34510,40763,67188,79628,74349,159591,95770,38166
,,,,,,,,2253,40539,34634,40586,67536,79381,74993,156526,92785,37176
,,,,,,,,2254,40478,35476,41779,65057,75458,73409,147801,86726,34623
,,,,,,,,2255,42633,36365,42056,59889,70005,68745,135057,79753,31383
,,,,,,,,2256,43703,35816,40222,53943,65524,63307,121821,74521,28600
,,,,,,,,2257,41833,33572,37259,49693,62920,59022,111500,71482,26996
,,,,,,,,2258,38653,31201,34617,47051,60980,56431,105012,69831,26093
,,,,,,,,2259,35841,29438,32955,45410,60233,54994,101115,69323,25722
,,,,,,,,2260,34256,28486,31977,44682,60671,54531,99323,70837,25884
,,,,,,,,2261,32886,28182,31515,45041,63295,54884,101335,75615,27161
,,,,,,,,2262,32043,28262,31615,47733,69023,57541,108557,84352,30201
,,,,,,,,2263,31927,29202,32606,53510,74482,62729,117436,89682,33878
,,,,,,,,2264,32949,31510,35015,55605,77154,66561,123021,91760,36040
,,,,,,,,2265,35183,35008,37449,56265,78507,68313,126745,92820,36899
,,,,,,,,2266,37855,37784,38419,57786,79194,69110,131840,93298,37326
,,,,,,,,2267,39886,38459,38796,60012,79269,70193,136890,92915,37426
,,,,,,,,2268,40987,38118,39231,62278,78905,71469,141497,91983,37283
,,,,,,,,2269,41585,37582,39877,64680,78449,72285,145378,91532,37051
,,,,,,,,2270,41987,36748,40283,67521,78100,73086,148347,90626,36768
,,,,,,,,2271,41878,35764,40405,70190,77048,73965,150599,89671,36257
,,,,,,,,2272,41628,35187,40771,72499,76122,74899,151652,89006,35980
,,,,,,,,2273,41783,34723,41320,74248,75690,75379,151762,88955,36063
,,,,,,,,2274,41478,34394,41574,74570,75373,75224,149868,88556,36207
,,,,,,,,2275,41110,34245,41698,72569,75510,74338,146336,90551,36819
,,,,,,,,2276,40475,33969,41201,69359,77411,73635,144213,94442,37815
,,,,,,,,2277,39770,33980,40824,68763,78122,73830,142370,92481,37140
,,,,,,,,2278,39859,34613,41923,65901,74603,72443,135916,87287,34908
,,,,,,,,2279,42138,35452,41920,61254,69470,68112,125272,80846,31914
,,,,,,,,2280,43305,35264,40228,55710,65043,63070,114467,76045,29237
,,,,,,,,2281,41711,33351,37322,50615,62425,58735,105875,73211,27584
,,,,,,,,2282,38692,31165,34795,47623,60759,56040,100385,71917,26622
,,,,,,,,2283,35873,29424,33177,45736,60041,54509,96836,71810,26193
,,,,,,,,2284,34299,28446,31996,44616,60386,53804,95418,73075,26276
,,,,,,,,2285,32981,28227,31431,44287,62450,54085,96881,77128,27298
,,,,,,,,2286,32406,28337,31431,45546,66822,55796,102312,83615,29510
,,,,,,,,2287,32330,29225,32203,48474,70776,59210,109444,87332,32251
,,,,,,,,2288,33270,31381,34100,49933,73183,62211,116137,89272,34432
,,,,,,,,2289,35216,34575,36034,52172,74736,64383,122322,89947,35651
,,,,,,,,2290,37743,37491,37265,55273,75150,66065,128137,89981,36126
,,,,,,,,2291,39497,38398,38108,58034,74792,67324,131641,88893,36110
,,,,,,,,2292,40694,38141,38920,60273,73695,68007,132953,87320,35783
,,,,,,,,2293,41018,37397,39441,62422,72677,68222,133291,85949,35417
,,,,,,,,2294,40873,36282,39666,64642,71874,68811,133286,84631,35020
,,,,,,,,2295,40595,35367,39697,66845,70800,69197,133452,83542,34401
,,,,,,,,2296,39987,34562,39772,68885,70062,69883,134038,83073,34082
,,,,,,,,2297,39982,34037,40014,70258,69993,70577,134595,83220,34283
,,,,,,,,2298,39711,33591,40191,70324,69614,70718,133686,82846,34425
,,,,,,,,2299,39450,33290,40264,68466,69559,69887,130449,84029,34939
,,,,,,,,2300,38988,32940,39743,65559,71546,68796,129212,87999,35852
,,,,,,,,2301,38522,32692,39046,65306,72381,69113,129192,86932,35307
,,,,,,,,2302,38473,32954,40023,62983,69956,68213,125110,83303,33542
,,,,,,,,2303,40393,33902,40423,59371,65936,65077,117126,78428,31106
,,,,,,,,2304,41550,33990,39067,54687,62089,61020,108589,74264,28714
,,,,,,,,2305,40285,32718,36802,50305,59671,57339,101213,71793,27127
,,,,,,,,2306,37747,31019,34683,47529,58278,54887,96673,70489,26178
,,,,,,,,2307,35093,29447,33097,45649,57799,53340,93813,70442,25695
,,,,,,,,2308,33078,28714,32067,44435,57700,52502,92822,71084,25590
,,,,,,,,2309,31747,28477,31490,44055,58766,52279,93696,73213,26009
,,,,,,,,2310,31384,28732,31425,44419,60941,53143,96991,76715,27018
,,,,,,,,2311,31007,29245,31781,45832,62841,54744,101251,79559,28511
,,,,,,,,2312,31255,30443,32703,46530,65362,56515,106534,82533,30632
,,,,,,,,2313,31823,32269,33433,49419,68090,59439,112881,84017,32453
,,,,,,,,2314,32811,34249,34612,53406,69586,62465,117492,83955,33352
,,,,,,,,2315,33851,35814,35948,56657,69460,64256,119770,82751,33473
,,,,,,,,2316,35380,36045,36897,59272,68864,65529,120626,81304,33229
,,,,,,,,2317,36571,35312,37402,61655,67918,66437,120688,79542,32838
,,,,,,,,2318,37258,34051,37617,63891,66988,67071,121143,77969,32341
,,,,,,,,2319,37347,32654,37584,66011,66377,67289,121724,77166,31920
,,,,,,,,2320,37199,31549,37714,67840,66208,68042,122915,77164,31970
,,,,,,,,2321,37129,30698,37981,68997,66588,68745,124117,77783,32545
,,,,,,,,2322,37042,30247,38509,69238,67127,69241,124374,78431,33256
,,,,,,,,2323,36956,30280,39044,67733,67624,68775,123777,80565,34177
,,,,,,,,2324,36838,30194,39067,65353,69861,68110,124095,84831,35177
,,,,,,,,2325,36810,30194,38935,65223,70174,68615,125147,83549,34516
,,,,,,,,2326,37113,30874,39953,63044,67755,67680,121021,79961,32794
,,,,,,,,2327,39430,31822,40379,59228,63760,64549,113258,75141,30505
,,,,,,,,2328,40892,31810,39095,54528,59876,60695,104692,70809,28161
,,,,,,,,2329,39417,30415,36854,50425,57218,56854,96976,68009,26419
,,,,,,,,2330,36886,28674,34575,47196,55514,54057,92045,66755,25366
,,,,,,,,2331,34239,27130,33072,45054,54765,52374,89166,66354,24735
,,,,,,,,2332,31942,26151,31875,43604,54485,51345,88085,66713,24548
,,,,,,,,2333,30634,25649,31220,42926,55148,51246,88611,68545,24850
,,,,,,,,2334,29781,25579,30918,43064,56956,52001,90817,70958,25506
,,,,,,,,2335,29449,25918,31150,44023,58729,53463,94677,73424,26669
,,,,,,,,2336,29504,26817,31858,44874,61115,55463,99927,76375,28537
,,,,,,,,2337,30076,28297,32186,47799,63421,58854,107469,77919,30359
,,,,,,,,2338,30946,30095,33232,51162,64073,61169,112050,77475,31347
,,,,,,,,2339,31552,31827,34400,53635,64214,62131,113478,76935,31615
,,,,,,,,2340,33045,32571,35410,55870,63838,62523,114209,76329,31698
,,,,,,,,2341,34001,32336,36050,57783,62760,62943,116065,75073,31469
,,,,,,,,2342,34437,31544,36559,59163,61575,63180,117538,73599,30748
,,,,,,,,2343,34735,30722,36878,59867,60685,63100,119473,72565,29888
,,,,,,,,2344,34933,29914,37205,60219,60490,63332,121343,72269,29650
,,,,,,,,2345,35120,29221,37615,60473,60909,63836,122759,72457,29818
,,,,,,,,2346,35145,28895,38043,60665,61742,64652,122958,73225,30350
,,,,,,,,2347,35274,28590,38255,60079,62997,64874,121742,74910,31510
,,,,,,,,2348,35249,28437,38247,59489,66823,65680,123066,81444,33240
,,,,,,,,2349,35230,28467,38297,60830,68493,67428,125296,80922,33243
,,,,,,,,2350,35685,29233,39623,59463,66168,66810,120352,77151,31517
,,,,,,,,2351,38057,30602,40184,55633,62577,63376,110774,72633,29079
,,,,,,,,2352,39640,30581,38583,50750,59354,58762,101158,68757,26912
,,,,,,,,2353,38217,28839,35996,46976,57495,55305,93874,66796,25539
,,,,,,,,2354,35748,26773,33675,44726,56648,53532,89857,66132,24859
,,,,,,,,2355,33053,25124,32185,43279,56573,52368,87944,66211,24530
,,,,,,,,2356,31672,24272,31201,42760,57745,52441,87962,68126,24733
,,,,,,,,2357,30427,23998,30689,43381,60863,53254,91534,73325,25961
,,,,,,,,2358,29839,24131,30654,45916,67168,56152,99489,81804,28671
,,,,,,,,2359,29988,25031,31671,50740,72789,61291,109460,86876,32174
,,,,,,,,2360,30770,27086,33770,52790,75773,64811,116386,89737,34697
,,,,,,,,2361,32626,30475,36016,54399,77433,66719,120292,91295,35923
,,,,,,,,2362,35716,33431,37487,56940,78660,68715,124261,92631,36620
,,,,,,,,2363,38227,34628,38532,59698,79506,70360,128239,92947,37081
,,,,,,,,2364,40146,34340,39616,62024,79663,71731,131259,92730,37121
,,,,,,,,2365,41419,33948,40656,64135,79530,73227,133942,92413,37053
,,,,,,,,2366,42337,33508,41593,66379,79321,74609,136917,91762,36859
,,,,,,,,2367,42795,33036,42263,68082,78435,75928,139860,90734,36379
,,,,,,,,2368,42854,32592,42971,69657,77508,76803,142290,90222,36112
,,,,,,,,2369,43234,32264,43503,70940,76832,77145,144188,89904,36131
,,,,,,,,2370,43071,31972,43892,70584,76440,76531,144238,89437,36256
,,,,,,,,2371,42689,31561,44105,68979,76752,75999,141809,91264,36702
,,,,,,,,2372,42393,31726,44175,67584,78979,75909,141727,95087,37907
,,,,,,,,2373,41944,31860,43898,68637,79632,76886,141277,92754,37283
,,,,,,,,2374,41217,32389,44461,65966,75425,75195,133471,86434,34680
,,,,,,,,2375,43216,33087,44451,60187,70084,69850,121498,79438,31408
,,,,,,,,2376,44370,32449,42150,54016,65811,63834,109644,74813,28556
,,,,,,,,2377,41934,29997,38531,49393,63430,59220,101071,72210,26825
,,,,,,,,2378,38373,27531,35441,46543,61838,56561,95855,70721,25843
,,,,,,,,2379,35140,25660,33493,45062,61370,55211,92759,70547,25398
,,,,,,,,2380,33685,24724,32426,44332,62291,54532,92689,72393,25543
,,,,,,,,2381,32272,24416,31696,44628,65067,54945,95828,77825,26727
,,,,,,,,2382,31423,24389,31638,47224,71522,57614,104486,87058,29414
,,,,,,,,2383,31280,25172,32475,52759,77429,63225,114484,92280,32823
,,,,,,,,2384,31810,27238,34311,54626,79656,66750,120866,93668,35035
,,,,,,,,2385,33664,30458,36480,55328,80414,67939,123665,94002,35873
,,,,,,,,2386,36507,33390,37801,57628,80686,69150,126581,94518,36281
,,,,,,,,2387,38986,34489,38683,60498,80892,70760,129960,94800,36621
,,,,,,,,2388,40592,34335,39696,63213,80727,72238,132950,94515,36662
,,,,,,,,2389,41900,33959,40858,66092,80462,74127,136298,94264,36656
,,,,,,,,2390,42734,33434,41703,69255,80141,75777,139366,93708,36604
,,,,,,,,2391,42947,32949,42523,72025,79254,77100,142102,92755,36283
,,,,,,,,2392,42669,32533,43206,74363,78382,77928,144495,92552,36124
,,,,,,,,2393,42859,32263,43777,75862,77863,78658,145793,92415,36219
,,,,,,,,2394,42482,32065,44191,75490,78058,78477,144679,92707,36316
,,,,,,,,2395,41853,31828,44369,73269,78431,77331,142464,94628,36751
,,,,,,,,2396,41810,32136,44481,71012,80998,77047,142621,98699,37860
,,,,,,,,2397,41875,32351,44426,71360,82090,77978,142865,96488,37284
,,,,,,,,2398,41805,32932,45075,68394,78127,76299,135480,90422,34689
,,,,,,,,2399,43606,33413,44819,62475,72600,70982,123597,83725,31468
,,,,,,,,2400,44188,32734,42653,55974,68480,64963,112093,79193,28709
,,,,,,,,2401,41907,30234,38940,51078,66199,60515,104164,76398,26988
,,,,,,,,2402,38270,27633,35786,48077,64842,57632,99175,75202,25920
,,,,,,,,2403,34910,25766,33867,46211,64407,56427,96720,75204,25532
,,,,,,,,2404,33348,24873,32556,45234,65093,55638,96134,77048,25699
,,,,,,,,2405,32351,24373,31926,45409,68109,56398,99229,82512,26877
,,,,,,,,2406,31584,24311,31859,47913,74765,59120,107819,92019,29605
,,,,,,,,2407,31494,24825,32491,53554,80180,64504,118016,97371,33094
,,,,,,,,2408,32328,26715,34472,55324,82122,68131,124022,98603,35536
,,,,,,,,2409,34312,29913,36641,56254,82405,69944,126721,98670,36590
,,,,,,,,2410,37295,32787,38142,58736,82076,70539,129113,98219,36974
,,,,,,,,2411,39596,34034,38793,61790,81494,71590,131646,97572,37088
,,,,,,,,2412,40752,34060,39437,64588,80768,72474,133729,96653,36985
,,,,,,,,2413,41716,33934,40337,67375,80281,73536,135996,96327,36774
,,,,,,,,2414,42427,33816,40844,70411,79748,74638,138224,95241,36545
,,,,,,,,2415,42396,33609,41197,72667,78614,75020,139922,94258,36154
,,,,,,,,2416,42281,33503,41348,74497,77847,75250,141188,93887,36013
,,,,,,,,2417,42120,33374,41520,75426,77468,75433,142547,94335,36249
,,,,,,,,2418,41744,33383,41825,74980,77279,74714,142558,94754,36562
,,,,,,,,2419,41430,33427,41938,73015,77743,74270,140974,97024,37171
,,,,,,,,2420,40684,33466,41428,70216,79856,74111,141512,100630,37996
,,,,,,,,2421,40011,33477,40766,70291,81036,74945,141929,98406,37062
,,,,,,,,2422,40472,33747,42016,67527,77513,74040,136087,92690,34575
,,,,,,,,2423,42621,34246,42374,61796,72203,69456,125779,86179,31426
,,,,,,,,2424,43644,33380,40509,55600,68272,64169,115391,81701,28685
,,,,,,,,2425,41693,31216,37563,51037,66017,59854,108185,79156,27015
,,,,,,,,2426,38403,28724,34830,48265,64935,57641,104329,78065,26077
,,,,,,,,2427,35242,26937,33156,46625,64529,56490,102645,78206,25732
,,,,,,,,2428,33629,25886,32138,45896,65337,56050,103139,79935,25865
,,,,,,,,2429,32274,25483,31550,46523,68503,56698,107066,85559,27055
,,,,,,,,2430,31558,25499,31570,49252,74908,59487,116457,94701,29749
,,,,,,,,2431,31482,26281,32580,55039,80217,65278,127205,99163,33099
,,,,,,,,2432,32152,28447,34653,57469,81886,68775,132639,99276,35340
,,,,,,,,2433,34281,31957,36818,57639,81858,69846,133455,98233,36218
,,,,,,,,2434,37388,34765,38016,58968,81337,70088,133409,97336,36591
,,,,,,,,2435,39487,35461,38424,60958,80651,70629,133561,95931,36673
,,,,,,,,2436,40849,34942,38912,62930,79908,71018,133645,94911,36611
,,,,,,,,2437,41815,34353,39478,64777,79520,71613,134200,94278,36591
,,,,,,,,2438,42314,33792,39529,66702,79189,72246,135536,93171,36480
,,,,,,,,2439,42097,33248,39784,68293,78222,72668,136637,91780,36104
,,,,,,,,2440,41546,32986,39885,69706,77378,72726,137337,90994,35917
,,,,,,,,2441,41237,32923,40180,70847,76738,73283,137657,90907,36121
,,,,,,,,2442,41145,32785,40362,70663,76541,73155,137292,90534,36339
,,,,,,,,2443,41039,32620,40464,69329,76846,73044,136237,92169,36853
,,,,,,,,2444,40803,32360,39963,67643,79219,73406,137102,96931,37668
,,,,,,,,2445,40284,32278,39401,68817,79956,75127,138478,95051,36871
,,,,,,,,2446,41165,32704,41197,66898,75869,74238,133260,89112,34534
,,,,,,,,2447,43442,33462,41620,62034,70768,69216,123782,82803,31511
,,,,,,,,2448,43903,33254,40068,56422,66451,64016,113393,78304,28774
,,,,,,,,2449,41945,31448,37205,52018,64054,60066,106101,75784,27122
,,,,,,,,2450,38636,29022,34619,48923,62523,57189,102291,74862,26238
,,,,,,,,2451,35399,27367,32942,47180,61978,56004,100470,74752,25848
,,,,,,,,2452,33480,26458,32081,46129,62562,55433,100829,76582,26006
,,,,,,,,2453,32331,26212,31584,46426,65299,56035,104883,81927,27209
,,,,,,,,2454,31498,26357,31662,49126,71565,58783,113854,91067,29734
,,,,,,,,2455,31436,27327,32643,54645,76948,64039,124209,95775,32995
,,,,,,,,2456,32233,29582,34761,56945,79324,67422,129779,96268,35204
,,,,,,,,2457,33962,33014,37003,57891,80109,68875,130831,95525,36026
,,,,,,,,2458,37019,35869,38133,60170,80361,70576,131539,94564,36389
,,,,,,,,2459,39098,36461,38387,62405,80340,72087,132366,93813,36451
,,,,,,,,2460,40588,35892,38917,64197,79907,73304,132831,92666,36229
,,,,,,,,2461,41586,35023,39243,65901,79544,74257,133389,91746,36037
,,,,,,,,2462,42299,34091,39335,67995,79030,75345,134481,90881,35804
,,,,,,,,2463,42301,33272,39418,69582,77763,75750,135368,89658,35313
,,,,,,,,2464,42147,32518,39459,70758,76814,76269,136811,88978,34978
,,,,,,,,2465,42019,32469,39932,71549,76194,76293,137335,88282,34871
,,,,,,,,2466,41846,32048,39561,71155,75566,75555,136585,87316,34683
,,,,,,,,2467,41627,31782,39441,69598,75355,74464,134249,87832,34867
,,,,,,,,2468,40724,31473,38899,67709,76633,73570,133627,91256,35607
,,,,,,,,2469,40162,31163,38804,68227,76588,73720,133520,89764,35160
,,,,,,,,2470,40219,31403,39934,66553,73177,72179,128901,84805,33251
,,,,,,,,2471,41880,32016,40197,63071,68330,68923,120641,78902,30663
,,,,,,,,2472,42972,31921,38890,58730,64022,64555,111175,73971,28116
,,,,,,,,2473,41581,30466,36608,54922,61191,60496,103850,71060,26406
,,,,,,,,2474,38926,28605,34442,52134,59416,57755,98857,69699,25398
,,,,,,,,2475,35961,26997,32953,50308,58387,55889,95917,69023,24830
,,,,,,,,2476,34027,26085,31776,49218,58097,54953,95193,69432,24744
,,,,,,,,2477,32558,25676,31197,48813,59201,54554,95906,71591,25156
,,,,,,,,2478,31680,25692,31111,49543,61530,55588,99053,74715,26048
,,,,,,,,2479,31334,26166,31326,51299,63926,57010,103477,77800,27519
,,,,,,,,2480,31445,27246,32217,53011,66659,59225,108303,81130,29577
,,,,,,,,2481,32411,28961,32888,55710,69640,62277,114035,83282,31333
,,,,,,,,2482,32797,30910,34071,59163,71315,65815,119445,84221,32371
,,,,,,,,2483,34285,32500,35500,62157,71759,68329,122617,84182,32697
,,,,,,,,2484,35882,33091,36472,64599,71592,70366,124221,83573,32615
,,,,,,,,2485,36828,33010,37160,66189,70916,71513,125216,82692,32326
,,,,,,,,2486,37319,32269,37094,67103,69837,72143,126270,81950,31961
,,,,,,,,2487,37110,31421,36809,67558,69161,72392,127643,81535,31617
,,,,,,,,2488,36714,30623,36449,67559,69163,72706,129300,81803,31662
,,,,,,,,2489,36233,30099,36336,67606,69497,73561,131135,82446,32044
,,,,,,,,2490,35702,29918,36534,67172,70035,73617,131723,82847,32602
,,,,,,,,2491,35564,29961,36938,66368,70459,73428,130569,84172,33283
,,,,,,,,2492,35277,29920,37029,65612,72147,72532,130100,86889,33988
,,,,,,,,2493,35274,29759,37161,66488,71845,72984,130539,84766,33500
,,,,,,,,2494,35994,30012,38404,65196,69032,71783,126381,80408,31737
,,,,,,,,2495,38242,30752,38740,62461,64703,68431,118090,75145,29426
,,,,,,,,2496,40101,30883,37701,58697,60884,64112,108884,70390,27200
,,,,,,,,2497,38890,29438,35804,54703,58160,59990,101122,67207,25544
,,,,,,,,2498,36492,27741,33954,52140,56240,57335,95660,65140,24453
,,,,,,,,2499,34082,26284,32681,50359,55114,55548,92113,63934,23805
,,,,,,,,2500,32141,25405,31731,48849,54877,54507,90325,63726,23551
,,,,,,,,2501,30952,24977,31208,48042,55356,53825,89817,64438,23689
,,,,,,,,2502,30210,24877,30928,48249,56333,54010,91345,66066,24165
,,,,,,,,2503,29965,25168,31207,49232,57876,55092,93942,68110,25087
,,,,,,,,2504,30064,25945,31769,49742,60454,56526,98988,72319,26913
,,,,,,,,2505,30793,27298,32199,52303,63835,59719,107441,76175,29138
,,,,,,,,2506,30952,28980,33081,55146,66362,63071,115012,78684,30767
,,,,,,,,2507,31851,30886,34342,57824,67952,65638,120153,80248,31691
,,,,,,,,2508,33434,31799,35178,59814,69234,67523,124364,81243,32262
,,,,,,,,2509,34453,32040,35897,60942,69993,69440,128774,82126,32486
,,,,,,,,2510,34912,31684,36220,61597,69967,70327,132591,82814,32432
,,,,,,,,2511,35045,31103,36157,61970,70076,70545,132720,83645,32367
,,,,,,,,2512,34611,30483,36135,62380,70782,71386,138671,85210,32652
,,,,,,,,2513,34703,30088,36313,63001,72023,72132,141402,86954,33356
,,,,,,,,2514,34856,30106,36800,63720,73094,72737,142579,87826,34092
,,,,,,,,2515,34989,30167,37330,63399,73994,72360,141673,89391,34747
,,,,,,,,2516,35018,30341,37510,62480,76009,71907,141774,93657,35518
,,,,,,,,2517,35187,30549,37712,63416,75638,73027,141525,91494,34875
,,,,,,,,2518,36126,31136,39292,61850,72203,71991,135893,85742,32673
,,,,,,,,2519,38341,31895,39749,57765,67559,68010,125006,79265,29902
,,,,,,,,2520,40090,31575,38234,52389,63755,63044,113230,73860,27502
,,,,,,,,2521,38577,29622,35687,48378,61168,58983,104664,70448,25906
,,,,,,,,2522,35880,27388,33553,45867,59748,56627,99226,68650,25040
,,,,,,,,2523,33123,25639,31921,44333,59006,55286,95881,67890,24507
,,,,,,,,2524,31507,24843,31171,43588,59626,54713,94580,68965,24636
,,,,,,,,2525,30325,24430,30669,44007,62224,55438,97313,73591,25850
,,,,,,,,2526,29755,24597,30864,46610,68328,58104,105605,82177,28570
,,,,,,,,2527,29870,25347,32034,52066,74441,63629,115284,88199,31766
,,,,,,,,2528,30713,27444,34377,54306,77886,67212,121295,92475,34459
,,,,,,,,2529,32970,30637,36606,54667,79711,68265,126251,95601,36379
,,,,,,,,2530,35862,33347,37664,56124,81112,69322,131735,98741,37906
,,,,,,,,2531,38605,34616,38431,57361,82035,70686,136936,101190,39149
,,,,,,,,2532,39710,34723,38900,58352,82303,71900,141808,103119,39997
,,,,,,,,2533,40605,34781,39451,59023,82294,72233,145756,104889,40725
,,,,,,,,2534,41338,34557,39763,59701,82245,72876,149372,106104,41211
,,,,,,,,2535,41781,34288,39973,59938,81495,72626,152124,106572,41346
,,,,,,,,2536,41810,33792,40104,59901,80832,72359,153989,106978,41280
,,,,,,,,2537,41759,33332,40074,60133,80400,72432,154801,106658,41020
,,,,,,,,2538,41761,32938,40265,60167,79796,72126,154249,104951,40317
,,,,,,,,2539,41664,32827,40509,59695,79297,71864,152089,103637,39789
,,,,,,,,2540,41571,33048,40719,59520,80780,72300,151707,106405,40356
,,,,,,,,2541,41311,33307,40817,61340,81339,73316,150576,103769,39768
,,,,,,,,2542,41059,33701,42033,59703,77053,72222,142459,95268,36753
,,,,,,,,2543,42887,34309,42296,55185,71219,67864,129369,86622,33143
,,,,,,,,2544,44293,33807,40660,49958,66577,62287,116878,79864,30053
,,,,,,,,2545,42244,31600,37798,46300,63861,58290,107465,75540,27946
,,,,,,,,2546,38146,29081,34659,44039,62147,55859,101484,72790,26620
,,,,,,,,2547,34784,27310,32885,42707,61179,54718,98045,71341,25885
,,,,,,,,2548,32985,26393,31860,42217,61603,54277,96310,72062,25815
,,,,,,,,2549,31725,26032,31523,42791,64067,55126,98745,76300,26879
,,,,,,,,2550,30761,26166,31547,45760,70429,58298,106969,84723,29447
,,,,,,,,2551,30662,27018,32550,51590,76006,64006,116496,90074,32595
,,,,,,,,2552,31323,29303,34592,53209,78552,67416,122668,93092,35159
,,,,,,,,2553,33323,32861,36800,53811,79392,68539,126830,94572,36707
,,,,,,,,2554,36160,35607,37757,55346,79952,68870,132224,96159,37723
,,,,,,,,2555,38779,36391,38333,57337,80310,69603,137789,96917,38482
,,,,,,,,2556,40083,35936,39095,59065,80262,69947,143290,97570,38831
,,,,,,,,2557,41101,35557,39759,60736,80270,70701,147894,98298,39168
,,,,,,,,2558,42268,35164,40444,62963,80248,70984,151711,98666,39514
,,,,,,,,2559,43042,34671,41027,64855,79452,71381,154527,98373,39553
,,,,,,,,2560,43172,34371,41838,66795,78739,71381,156192,98076,39525
,,,,,,,,2561,43422,34069,42252,68398,78098,72023,157159,97188,39412
,,,,,,,,2562,43423,33982,42821,68663,77255,71950,155404,95486,38919
,,,,,,,,2563,43251,33899,43205,67319,77014,72009,152075,95098,38461
,,,,,,,,2564,42965,34425,43285,65331,78975,71566,151129,98186,38935
,,,,,,,,2565,42494,34866,43112,65796,80147,72960,149756,95630,38366
,,,,,,,,2566,41999,35138,43791,63347,75975,71852,141257,88158,35450
,,,,,,,,2567,43434,35619,43768,58109,70221,67416,127915,80379,31936
,,,,,,,,2568,44743,34861,41721,52323,65832,62152,115598,74928,28881
,,,,,,,,2569,42420,32355,38278,47884,63083,58035,106682,71629,26894
,,,,,,,,2570,38596,29474,35232,45264,61409,55644,101274,69686,25612
,,,,,,,,2571,35145,27699,33456,43813,60592,54375,98234,69039,25070
,,,,,,,,2572,32860,26679,32298,43128,61109,53901,97198,70240,25031
,,,,,,,,2573,31840,26254,31618,43607,63812,54512,99773,74817,26160
,,,,,,,,2574,30961,26174,31491,46206,70091,57311,107723,83798,28774
,,,,,,,,2575,30886,26807,32424,51729,75712,62458,117704,89128,31827
,,,,,,,,2576,31617,29001,34605,53485,78404,65769,123512,91211,34082
,,,,,,,,2577,33738,32348,36777,54341,79300,66823,127216,92326,35292
,,,,,,,,2578,36415,35029,37887,55884,79865,67302,131113,92767,35926
,,,,,,,,2579,38761,35800,38507,57695,80206,68095,134460,93295,36239
,,,,,,,,2580,40342,35498,39448,59372,80207,69156,137651,93161,36364
,,,,,,,,2581,41421,34964,40414,61130,80229,70187,140346,93228,36383
,,,,,,,,2582,42611,34444,41287,63370,80071,71533,142482,92762,36391
,,,,,,,,2583,43229,33950,42058,65441,79466,72236,143848,92115,36159
,,,,,,,,2584,43445,33568,42788,67658,78939,73415,145014,92045,35950
,,,,,,,,2585,44287,33281,43891,69935,78708,74834,145642,92288,36058
,,,,,,,,2586,44294,33238,44798,70794,78473,75590,145089,92322,36134
,,,,,,,,2587,44181,33086,45146,69849,78227,75487,143581,93339,36505
