Conventional_diesel_co2_per_mmbtu,Conventional_diesel_price_per_mmbtu,Syn_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9
,,,1901,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1902,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1903,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1904,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1905,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1906,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1907,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1908,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1909,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1910,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1911,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1912,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1913,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1914,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1915,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1916,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1917,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1918,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1919,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1920,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1921,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1922,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1923,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1924,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1925,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1926,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1927,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1928,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1929,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1930,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1931,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1932,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1933,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1934,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1935,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1936,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1937,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1938,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1939,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1940,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1941,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1942,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1943,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1944,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1945,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1946,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1947,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1948,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1949,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1950,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1951,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1952,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1953,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1954,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1955,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1956,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1957,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1958,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1959,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1960,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1961,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1962,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1963,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1964,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1965,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1966,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1967,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1968,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1969,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1970,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1971,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1972,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1973,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1974,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1975,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1976,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1977,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1978,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1979,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1980,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1981,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1982,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1983,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1984,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1985,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1986,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1987,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1988,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1989,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1990,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1991,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1992,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1993,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1994,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1995,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1996,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1997,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1998,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,1999,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2000,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2001,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2002,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2003,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2004,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2005,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2006,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2007,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2008,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2009,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2010,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2011,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2012,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2013,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2014,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2015,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2016,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2017,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2018,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2019,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2020,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2021,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2022,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2023,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2024,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2025,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2026,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2027,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2028,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2029,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2030,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2031,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2032,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2033,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2034,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2035,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2036,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2037,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2038,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2039,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2040,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2041,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2042,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2043,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2044,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2045,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2046,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2047,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2048,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2049,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2050,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2051,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2052,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2053,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2054,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2055,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2056,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2057,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2058,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2059,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2060,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2061,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2062,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2063,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2064,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2065,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2066,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2067,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2068,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2069,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2070,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2071,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2072,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2073,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2074,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2075,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2076,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2077,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2078,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2079,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2080,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2081,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2082,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2083,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2084,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2085,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2086,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2087,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2088,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2089,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2090,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2091,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2092,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2093,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2094,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2095,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2096,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2097,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2098,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2099,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2100,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2101,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2102,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2103,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2104,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2105,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2106,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2107,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2108,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2109,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2110,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2111,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2112,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2113,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2114,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2115,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2116,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2117,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2118,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2119,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2120,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2121,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2122,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2123,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2124,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2125,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2126,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2127,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2128,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2129,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2130,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2131,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2132,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2133,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2134,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2135,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2136,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2137,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2138,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2139,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2140,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2141,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2142,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2143,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2144,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2145,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2146,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2147,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2148,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2149,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2150,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2151,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2152,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2153,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2154,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2155,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2156,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2157,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2158,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2159,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2160,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2161,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2162,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2163,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2164,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2165,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2166,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2167,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2168,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2169,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2170,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2171,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2172,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2173,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2174,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2175,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2176,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2177,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2178,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2179,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2180,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2181,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
,,,2182,6926.5,4158,3979.5,9383.8,9975.8,10402.4,15693.6,8816.3,3150.1
