,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,198.00026919062245,26912.697947907283,2.388251614098059,11.85002873625355,5902.334015018765,374.4563837766879,36260.47515245905,32940.78061945996,7.220332490704049,2656.961809673855
t1,0.24349555648246507,33.10295605262461,0.002923580204225733,0.014472340580881227,7.267107106374343,0.46853012239169994,44.97870530906384,40.64410181476005,0.008595256361549928,3.1649384879170595
t2,0.24349797918456276,33.102957221140194,0.002925554321489523,0.014474014679709645,7.267109277378637,0.4685225140155604,44.978707053707346,40.64410331695012,0.008596496676219872,3.164940159188315
t3,0.2434991785338898,33.10295825609113,0.0029266522696423224,0.014475141826879522,7.267110486392869,0.46851953814363906,44.97870829561513,40.644104437620875,0.008597566750863468,3.1649412377313144
t4,0.24349936844020534,33.10295839846761,0.002926661744014327,0.014475122681575378,7.2671109404838035,0.468517877782913,44.978708377570705,40.64410444437392,0.008597700233261854,3.1649412296929875
t5,0.2434986571952409,33.102958039046264,0.0029258150570798014,0.014474350907464708,7.267111218738505,0.4685154343904742,44.978707299375166,40.6441031393945,0.008597106591293393,3.164940723520434
t6,0.24349461359851257,33.10295850512005,0.002925064471501015,0.014472869777345646,7.267108969784443,0.4685041387274524,44.97870268959647,40.64409762073704,0.008597909256475517,3.16494181397146
t7,0.2434883801338727,33.102952843911076,0.0029151040451934956,0.014467828889852081,7.267100346070378,0.4684775018154091,44.97869339258129,40.644092644216784,0.00859568599319488,3.1649400958192846
t8,0.2433920060481027,33.1028917243935,0.002908772895160087,0.014424479711851023,7.266986712702068,0.23426802417857975,31.485236083427207,40.643980410857516,0.00859374071644368,3.164939093201847
t9,0.24336694561520017,33.10289361915561,0.0028842561341013537,0.014426455395825686,7.266956290157711,0.09374357350880015,8.996628930048907,40.64398024720212,0.008597547202317769,3.164932142002474
t10,0.24336213052886363,33.102895012781865,0.0028745344547485697,0.01442843039408155,7.2669530730486835,0.09370214665684226,8.99576709573535,40.643982134659666,0.008599539016301299,3.164926226208298
t11,0.24335801901280757,33.102893230373496,0.0028715974231596727,0.014427272592262461,7.266948053731133,0.09370275470281669,8.995767224934928,40.643981134568584,0.008599007182543862,3.164925090611859
t12,0.24335994859833185,33.10289435858237,0.002871662205011334,0.014427940349714778,7.266948954053867,0.09370247195693439,8.995768024813945,40.64397989438147,0.008598893905762761,3.1649291984710333
t13,0.24335811231587584,33.10289428299965,0.002871365107728559,0.014427689293586387,7.266947073568649,0.09369631204668318,8.995766084517802,40.643978353665055,0.008598658580169513,3.1649291785125238
t14,0.24335621349744632,33.102893250594995,0.002870708013149185,0.014426793551551246,7.266945058878005,0.09370824521100746,8.99579387863515,40.64397649935078,0.008597749481937818,3.1649283383841835
t15,0.24335338356487624,33.1028938936281,0.0028709897021572395,0.014426652903907917,7.266941852385853,0.09372963732439203,8.995816173690969,40.643973342399455,0.008596301150320916,3.1649275966217942
t16,0.24338052995785886,33.102927654812106,0.002893068203724276,0.014449114649430795,7.266976392675008,0.09373532177799625,8.995810523229778,40.64397308129353,0.008597627732880713,3.164936088132271
t17,0.24335431113760575,33.10289472499769,0.0028727299530544887,0.014428913094743824,7.26694768353663,0.09371074081139678,8.995812915279581,40.643974089118906,0.00859886804122411,3.1649254751854463
t18,0.2433128868215616,33.10287239872234,0.0028584215714633097,0.014414879747103848,7.266903103636175,0.09368402119574401,8.99570033214321,40.64397517117664,0.008599298058947965,3.16491965188017
t19,0.2433555680768673,33.10289076955081,0.002872781599067773,0.014426959178705807,7.266950497400272,0.09368747555897451,8.99568546073267,40.64397033542528,0.008597585265772758,3.1649248848353198
t20,0.2433854905245065,33.10289451766599,0.002912133270792826,0.014433307374379025,7.266978046201826,0.09368212137209198,8.995694227916527,40.643967289961125,0.00859718011381922,3.1649419294189425
t21,0.243406146899651,33.10289829441772,0.0029150567189911167,0.014461610554284953,7.266999718704247,0.09882176045563958,23.192688773663342,40.64396650550248,0.008596421988240966,3.164940628959459
t22,0.24340687718070836,33.102898895667344,0.0029147689582293564,0.014460205820610727,7.267002304543102,0.3329013327190087,44.97847072750993,40.643966406263935,0.008595908119820831,3.164939969873423
t23,0.24340687977663356,33.102898410081,0.0029143314289476986,0.014460400801994892,7.2670039841841625,0.4683009471712747,44.9785794314944,40.64396694722291,0.008595281642969584,3.164939295166013
