,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,721.2243152771982,103213.89823068948,7.023464993465929,15.766999081897566,22621.736536033863,1435.5181849101875,139045.54039598597,126369.34319108377,2.9769095983934615,10196.502581999643
t1,0.932281496904374,126.83692921210583,0.008082457402104906,-0.002050361303648919,27.87833604533094,1.7964886900694101,172.51754522722302,155.9270756351709,0.031649225065505354,12.145927918664848
t2,0.9319540663770058,126.83526214431748,0.009721073777860197,-0.002049157164398581,27.87830304559115,1.7964818897997565,172.5175698069927,155.92688101468747,0.031696689155384476,12.145929968875741
t3,0.931956074954533,126.83526202564393,0.009724751593082823,-0.0020469955405042,27.878305318171382,1.7964788481437521,172.51757331483398,155.92688208197154,0.03169880578436524,12.145932114428925
t4,0.931970946848336,126.83531830445132,0.009724841723275372,-0.00204641352576717,27.878312046420948,1.7964769159015774,172.51751330234464,155.92688928529859,0.03169779355536701,12.145932669493098
t5,0.9319700273130068,126.83531287133937,0.009724242629509045,-0.002047092433530656,27.8783120519997,1.7964745578679564,172.51751467533043,155.92688882131532,0.03169673425901591,12.145931748434771
t6,0.9329742831509853,126.94572186912386,-0.06579575237983444,-0.0020499686314235308,27.878518497590953,1.7961517691832352,172.51514729586566,155.92748147286312,0.03082991275779112,12.14593301980529
t7,0.9330550523449992,126.9786910566685,-0.0024646197080837595,0.05443341791528591,27.873117598538542,1.7960574003487373,172.50566332782466,155.91395688245547,-0.1522715997749411,12.145927864012583
t8,0.8871862222426863,126.97863423769842,-0.05597346358699766,0.05440847894628837,27.872950468405193,0.8985157330295751,120.79180788915161,155.91384134019398,-0.08208035418488524,12.145920539444694
t9,0.9328788383055525,126.96615907402025,0.007837150146802504,0.054406057863961875,27.87754417413581,0.35956508566905027,34.51433765967044,155.8972872978929,-0.10564812685236707,12.1459256135284
t10,0.9328280303476749,126.96396284988887,0.009653492539089772,0.05440856845317357,27.878358447544965,0.35943810110939933,34.51118887445318,155.89732953431104,-0.10731731728064146,12.145919743315746
t11,0.9328397997366491,126.96396038985833,0.009674072859480194,0.05440691415875243,27.87835147065357,0.35943931278789915,34.51119460524879,155.89730249833408,-0.10734028266217535,12.145918375855697
