,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,106.4246972847555,14478.338708763511,1.1918752020823107,6.282600405125198,3175.230195671379,201.39582945838427,19507.235291871457,17721.315686190836,3.781606098255606,1429.306509364121
t1,0.13087391833101936,17.808535583163696,0.001456760542829674,0.007670383340692333,3.909421600582336,0.2519888959982046,24.197424939193734,21.86550598495283,0.004501933858425805,1.702569911564869
t2,0.13087457229346103,17.808535897863152,0.00145731974754573,0.00767084339038594,3.909422157291158,0.2519873464924306,24.197425482036035,21.865506440858734,0.004502232345848483,1.702570326872314
t3,0.13087495046589284,17.80853624329227,0.0014576713934019324,0.0076712178976244775,3.909422563215696,0.2519866810367673,24.19742592903693,21.865506811005037,0.004502591659297381,1.7025706842129846
t4,0.1308750408895665,17.808536313976667,0.0014577134285373966,0.007671251379505291,3.9094227316847805,0.2519862756847432,24.197426021395103,21.865506857721297,0.0045026719321357885,1.7025707430531116
t5,0.1308748556182591,17.808536201283925,0.0014574904540102067,0.0076710320762261195,3.9094227763670975,0.2519857466651302,24.197425727352588,21.86550652472664,0.004502479688840977,1.7025705853549815
t6,0.130873733595028,17.808536304573256,0.0014573014052864422,0.007670610995210095,3.9094221263485123,0.25198317326385467,24.197424462625257,21.865505059898943,0.0045026868911651995,1.70257090762849
t7,0.1308725789120906,17.80853480852371,0.0014545797950585408,0.00766930439558214,3.9094204197730016,0.2519760184497727,24.1974244860288,21.86550422237789,0.004501954801705166,1.702570302236427
t8,0.1308466275933831,17.80851757120264,0.0014529744615031665,0.007657327742952353,3.9093890585691407,0.1260195329226807,16.938310117349822,21.86547437376155,0.004501357713905977,1.7025699991356482
t9,0.13084032391396605,17.808518625985094,0.001446600894859005,0.007658182074425343,3.90938110596839,0.05042565762426,4.839953150190176,21.86547541720045,0.004502512506019893,1.7025682192718035
t10,0.13083922100861708,17.808519132969472,0.0014441730186649472,0.00765882119375654,3.909380748289924,0.05040662433456519,4.839506811521702,21.865475969645964,0.004503150267307347,1.7025666973409606
t11,0.1308380534533356,17.80851862701589,0.0014434116602986488,0.0076585097051712035,3.909379361512204,0.05040686945962887,4.839507506870183,21.865475643696247,0.0045030359210744405,1.7025664110716898
t12,0.1308386551122071,17.808518945781476,0.0014434514136142218,0.007658691515739894,3.9093797341259737,0.050406781801835845,4.839508027345902,21.865475331093176,0.00450300362646603,1.702567554286616
t13,0.13083806393678296,17.80851890034276,0.0014433771622148904,0.007658607381863184,3.909379109025321,0.05040398834180604,4.839506872829312,21.86547495690517,0.0045029250042202115,1.7025675163700498
t14,0.13083752365926798,17.80851856561976,0.0014431820710820388,0.007658319348700401,3.9093784922734036,0.05040944383360982,4.839518794714513,21.86547450286669,0.004502634003765476,1.7025672411861608
t15,0.13083625320974282,17.808518503937545,0.001443123158648539,0.007658129261322246,3.9093768897428176,0.05041940844172949,4.839530412023994,21.865473687150097,0.004502178900303119,1.7025669406382262
t16,0.13084451749791165,17.808528369488915,0.0014492620195286153,0.007664505533637353,3.9093878872922785,0.05042243072410159,4.839526918930959,21.865473683568464,0.004502592390104429,1.7025694160929097
t17,0.13083715041305927,17.808518897461447,0.001443737708383156,0.007658879310548801,3.909379167171189,0.05041065242022323,4.8395284845921305,21.865473996644162,0.004502971873502432,1.7025665036621795
t18,0.13082395331796826,17.808512603183367,0.0014398738540966575,0.007655031174221402,3.9093635850958934,0.05039922742544069,4.8394816330018156,21.86547433151958,0.004503088200250154,1.7025649205013151
t19,0.13083750916946116,17.80851792474262,0.0014435894278080625,0.0076583496372604936,3.9093798477153565,0.0504012809659284,4.839476547999205,21.86547296867439,0.004502553643905769,1.7025662456170947
t20,0.13084561078719908,17.80851880909125,0.001454065799233778,0.007659868140110049,3.909387633359807,0.050397716875974635,4.839478230007186,21.865472042130776,0.004502421245516434,1.7025709274043088
t21,0.13085074560080737,17.80851972158608,0.0014546248879642792,0.007667547570296893,3.9093933130213157,0.053153364083220855,12.477107520125664,21.865471562790933,0.004502200753480535,1.702570482628396
t22,0.13085076525543338,17.808519862123248,0.001454534618117367,0.007667043723597862,3.90939382817105,0.17907894000580835,24.19734900536111,21.865471503577496,0.004502039896406062,1.7025702684429298
t23,0.13085066014415256,17.808519683064,0.0014544108277130233,0.007667084319835452,3.9093940186211857,0.25191903451369163,24.197390212794865,21.865471470395565,0.004501853801685493,1.702570039891555
t24,0.13085185181214254,17.80851969039584,0.0014542972474502994,0.007667729227955466,3.9094014984795415,0.25190668420399004,24.197424167931473,21.865475971399842,0.004501712770447058,1.7025698662931137
t25,0.13087318321440777,17.80853532801058,0.0014564656124191934,0.0076699588492609196,3.909421179669949,0.251933183775489,24.197425166528586,21.86550460186145,0.004501802194966457,1.7025699042387712
t26,0.1308740474978882,17.808535832259434,0.0014565503002826152,0.007670467563430376,3.909422014232683,0.25193502252271577,24.197425103023598,21.865506274959085,0.004501598963604257,1.702569648417384
t27,0.13087423728765615,17.80853599590995,0.0014563783914057138,0.007670370367549324,3.9094223087154676,0.25195987050940816,24.19742494936056,21.86550653235137,0.00450151244878355,1.7025695451013436
t28,0.13087437218794115,17.808536157039576,0.0014562827532353074,0.007670367974350649,3.9094224595562914,0.2519886299011067,24.197424845235908,21.865506654418446,0.004501528729304526,1.7025695570744743
t29,0.13087287577580667,17.80853519234776,0.0014553763412576148,0.0076693381886059325,3.909420856540649,0.25199073785658754,24.197424683032004,21.865504704488714,0.004501374444473871,1.702569444251901
t30,0.130851726303343,17.808520434632307,0.0014531739571702817,0.00765977159234508,3.909401657123182,0.2519906239751761,24.19742465471466,21.86547730164414,0.004501303230831861,1.7025693547453649
