region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MA,MA_natural_gas_combined_cycle,1,1,1,7.588443363059223e8,0.0,1.1936134078867008e8,0.0,5.07728321875e6,2.5743971070456173e7,0.0,0.0,0.0,5.8200745e9,0.0,0.0,0.0,4.911047584708566e9,0.0,5.820074496e9,5.820074516092364e9,-20.09236431121826
MA,MA_solar_pv,1,1,2,6.895849536272554e8,0.0,1.516601844085265e8,0.0,0.0,0.0,0.0,0.0,0.0,8.412451e8,0.0,0.0,0.0,0.0,0.0,8.4124512e8,8.41245138035782e8,-18.035781979560852
CT,CT_natural_gas_combined_cycle,2,1,3,1.98884947136809e8,0.0,2.9492143995913967e7,0.0,1.1514413596875e6,5.80558667420118e6,0.0,0.0,0.0,1.3405888e9,0.0,0.0,0.0,1.1052546966744452e9,0.0,1.3405888e9,1.3405888158410568e9,-15.841056823730469
CT,CT_onshore_wind,2,1,4,1.1924981616505161e8,0.0,5.3006052545381226e7,0.0,5468.412890625001,0.0,0.0,0.0,0.0,1.7226134e8,0.0,0.0,0.0,0.0,0.0,1.72261344e8,1.7226133712332344e8,6.876676559448242
CT,CT_solar_pv,2,1,5,2.430069956930115e8,0.0,5.344444594608319e7,0.0,0.0,0.0,0.0,0.0,0.0,2.9645146e8,0.0,0.0,0.0,0.0,0.0,2.96451456e8,2.964514416390947e8,14.360905289649963
ME,ME_natural_gas_combined_cycle,3,1,6,7.642791142195432e7,0.0,1.903802912805899e7,0.0,545126.02734375,2.180504118734208e6,0.0,0.0,0.0,5.0671453e8,0.0,0.0,0.0,4.0852296594662917e8,0.0,5.06714528e8,5.0671453664272046e8,-8.642720460891724
ME,ME_onshore_wind,3,1,7,1.6382367676172787e8,0.0,7.281895014907873e7,0.0,10674.243750000001,0.0,0.0,0.0,0.0,2.366533e8,0.0,0.0,0.0,0.0,0.0,2.36653296e8,2.366533011545566e8,-5.154556602239609
MA,MA_battery,1,0,8,463431.40351576265,1.1430156482744394e6,115834.18710220885,285677.69069969316,21.03709716796875,0.0,24.854794211958872,0.0,200613.81,2.2086188e6,0.0,0.0,0.0,0.0,0.0,2.20861875e6,2.208618633983484e6,0.11601651599630713
CT,CT_battery,2,0,9,2.3592773907602383e6,5.565393374773917e6,589698.878052051,1.3909772185017765e6,134.72451782226562,0.0,159.17357556518812,0.0,605990.5,1.0511631e7,0.0,0.0,0.0,0.0,0.0,1.0511631e7,1.051163126018137e7,-0.2601813692599535
ME,ME_battery,3,0,10,4.0869315902927397e6,2.2020179574446056e7,1.0215242102983538e6,5.503576490065605e6,938.249267578125,0.0,1108.5175609680182,0.0,6.190801e6,3.882506e7,0.0,0.0,0.0,0.0,0.0,3.882506e7,3.88250596319313e7,0.36806870251893997
