Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,2,2,2,3,3,1,2,3,0
AnnualSum,1.4302206e6,283040.44,322532.6,54684.13,104412.805,121139.12,106742.44,140.24731,898.16345,6254.995,2.4300655e6
t1,8347.462983075788,0.0,2024.1066967522602,313.50179684601267,0.0,553.9270644343478,543.2909860202776,0.0,0.0,0.0,11782.289527128687
t2,7950.2296247370205,0.0,2030.8117313635455,193.28623506326844,0.0,553.9270644343478,488.64698767149497,0.0,0.0,0.0,11216.901643269677
t3,7752.663827468004,0.0,1922.2657413913014,245.07696144978325,0.0,553.9270644343478,671.0631094503201,0.0,0.0,0.0,11144.996704193758
t4,7692.763559147079,0.0,1910.2011458276174,240.32518261769545,0.0,553.9270644343478,453.96906564245984,0.0,0.0,0.0,10851.186017669197
t5,7846.192316600676,0.0,1941.476610929874,253.19270030433967,0.0,553.9270644343478,683.6732629154237,0.0,0.0,0.0,11278.46195518466
t6,7655.856630529916,696.8607620477071,1858.0694099974141,270.541266615428,211.09986378490214,553.9270644343478,667.2814165768091,0.0,0.0,0.0,11913.636413986524
t7,8628.715806469285,927.2613620286776,2225.8205615878423,77.34153060862789,379.1820765151211,553.9270644343478,814.6456839432923,0.0,0.0,0.0,13606.894085587193
t8,8674.159711096665,1965.2766966797867,2132.487645389141,134.59094554764707,725.3174806968432,568.7438583669739,631.8882155178433,0.0,0.0,208.68727483112437,15041.151828126025
t9,8128.032014314742,3094.6438481654554,1892.3007273269343,219.77404594274836,1046.3829955221938,719.9710449109555,560.5253342528518,0.0,0.0,208.68727483112437,15870.317285267005
t10,7652.976103309042,3977.441936513595,1658.7985162889768,245.45571825015284,1370.8671316234131,804.4488582473352,531.7423653873467,0.0,0.0,208.68727483112437,16450.417904450984
t11,7510.915624831083,4435.817867002052,1345.4908178117246,437.1969100008082,1582.8216507272823,566.3575202865463,813.9692404759984,0.0,0.0,208.68727483112437,16901.25690596662
t12,7668.3837698814505,4473.813755419967,1166.0056578193314,617.6883697652931,1637.519591141184,553.9270644343478,1004.6352227382538,0.0,0.0,56.7229014733669,17178.696332673193
t13,7738.386258458809,4511.001220680054,1027.8763322972698,880.4919402998573,1629.8276932704794,553.9270644343478,1117.4316214597297,0.0,0.0,0.0,17458.94213090055
t14,7889.312109749175,4464.112677526031,1027.8763322972698,974.6756825978086,1593.0775145548891,553.9270644343478,1045.573626952874,0.0,0.0,44.15734255523056,17592.712350667625
t15,8052.856046372964,4301.61962280261,1027.8763322972698,981.6668925234775,1542.6528507358232,553.9270644343478,1089.7309695081037,0.0,0.0,0.0,17550.329778674593
t16,8831.447912243413,3530.3839302347296,1223.852938994289,889.5549520922503,1370.8671316234131,553.9270644343478,1090.7818156301958,0.0,0.0,0.0,17490.81574525264
t17,9827.909478124455,2546.5329471580944,1592.6284832152671,869.4981120395573,1025.3014976543357,553.9270644343478,1092.8835078743798,0.0,0.0,0.0,17508.681090500435
t18,10922.682666116774,1350.875096730532,2062.6389221559675,806.6993688729486,589.7121700873785,553.9270644343478,1098.7958285229818,0.0,0.0,0.0,17385.33111692093
t19,11291.10162878656,666.1406820502444,2632.897662962455,446.03663264668205,289.7281531298859,553.9270644343478,1035.0869711593211,0.0,0.0,0.0,16914.918795169502
t20,11603.124408347436,73.56650736234495,2562.953793143858,619.3225155099907,112.81450210367241,553.9270644343478,1209.0963239614105,23.085329537083457,0.0,0.0,16757.890444400142
t21,11603.124408347436,0.0,2809.15321615181,500.6519222020119,0.0,553.9270644343478,1216.4522468160542,23.663776731809776,0.0,0.0,16706.97263468347
t22,11342.47639912205,0.0,2541.517974990533,651.623565992623,0.0,553.9270644343478,952.0701275140552,0.0,0.0,0.0,16041.615132053606
t23,10241.152167537317,0.0,2590.7903165545267,287.044204507911,0.0,553.9270644343478,801.7991320549031,0.0,0.0,0.0,14474.712885089006
t24,9180.812330066905,0.0,2185.5042858163642,389.6354961221831,0.0,553.9270644343478,657.8332133283027,0.0,0.0,0.0,12967.7123897681
t25,8494.586449127182,0.0,1850.1278188355084,529.5216107521932,0.0,553.9270644343478,771.9443371711493,0.0,0.0,0.0,12200.107280320382
t26,8074.233688980339,0.0,1555.4497685394433,704.3829934783854,0.0,553.9270644343478,506.5113717470585,0.0,0.0,0.0,11394.504887179575
t27,7877.718773611689,0.0,1540.789169875594,662.2883285565055,0.0,553.9270644343478,479.1893725726672,0.0,0.0,0.0,11113.912709050806
t28,7798.902631084156,0.0,1934.2466367925704,246.75937024507877,0.0,553.9270644343478,677.3681861828718,0.0,0.0,0.0,11211.203888739024
t29,7971.247262744362,0.0,2097.398255665871,131.95482775962182,0.0,553.9270644343478,492.85037215986284,0.0,0.0,0.0,11247.377782764068
t30,7980.108543268216,474.5443936450163,2155.506719343469,176.68592945051674,35.895523396623034,553.9270644343478,766.6901065606896,0.0,0.0,0.0,12143.358280098875
t31,8695.646014227661,971.7246357092157,2335.7547491594523,87.82219820168068,290.29792334253074,553.9270644343478,624.6608660343247,0.0,0.0,98.32480686368035,13658.158257972893
t32,8901.32048001349,1832.695298796,2183.4474324305056,252.634181767201,582.5900424293183,880.3429781503373,333.9500953216755,0.0,0.0,208.68727483112437,15175.667783739655
t33,8775.250683725544,2523.0886755810834,2096.173675894621,197.79313341638132,886.5624508753244,1168.622498806641,194.89828605081354,0.0,0.0,136.17133035839674,15978.560734708804
t34,8520.978751977553,3129.406043952058,1825.6052003454902,412.28816175649735,1043.5341444589696,1168.622498806641,231.89041890855822,0.0,0.0,147.51811911688287,16479.84333932265
t35,8411.417975721228,3538.4681618130094,1727.8528110142408,451.5913528798481,1187.1162380454618,1168.622498806641,359.91477783481673,0.0,0.0,60.476758952211185,16905.46057506746
t36,8300.00676103191,3811.715189158862,1520.3501723710876,558.0534211426902,1334.4018380141451,1038.4395187486186,499.7323903211025,0.0,0.0,71.85904896578745,17134.558339754203
t37,8295.717412163584,3888.5153891525188,1464.6111613366077,565.3009342292179,1403.9138039568122,1044.3611557316153,576.1782635248128,0.0,0.0,0.0,17238.59812009517
t38,8477.118838564595,3841.6268459984967,1616.196841817852,529.0408450581541,1326.425055037118,787.391270493265,851.0125328387269,0.0,0.0,0.0,17428.812229808205
t39,8504.526225144813,3785.845648108367,1865.6084533312776,520.2106292726245,1077.435472111336,698.6471375557378,936.6041274099781,0.0,0.0,0.0,17388.877692934133
t40,9155.616967954635,3081.7090776402083,2055.6490363194825,493.6859441907304,897.1031998092535,638.6773384166293,987.1163114502588,0.0,0.0,0.0,17309.5578757812
t41,10083.92511959512,2143.938214559767,2489.4359482165664,247.40328122002126,702.2417870847285,553.9270644343478,892.1813907858024,0.0,0.0,177.5835024025541,17290.63630829891
t42,10880.79471495188,1240.9295472659285,2562.7314028076216,385.2107181980293,460.659216923329,1150.6827980704136,458.2973138430029,0.0,0.0,0.0,17139.305712060206
t43,11603.124408347436,233.6342926122823,2531.7837565832333,788.0086667373719,23.64546382475962,553.9270644343478,1155.5077361475733,0.0,0.0,0.0,16889.631388687005
t44,11603.124408347436,0.0,2739.8622433166356,562.5857312390359,0.0,553.9270644343478,1101.9438024764045,23.085329537083457,0.0,0.0,16584.528579350947
t45,11603.124408347436,0.0,2979.7442690837725,341.6221266671425,0.0,553.9270644343478,1013.0192025953897,23.663776731809776,0.0,0.0,16515.1008478599
t46,11310.949942111034,0.0,2685.2808595522,498.40147083333403,0.0,553.9270644343478,947.8667430256874,0.0,0.0,0.0,15996.426079956604
t47,10271.627742647963,0.0,2287.2545677886856,600.039163871373,0.0,553.9270644343478,806.002516543271,0.0,0.0,0.0,14518.851055285642
