Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,383.98458568926884
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,383.98458568926884
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,575.9768785339032
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,575.9768785339032
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,767.9691713785377
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,881.0735890582218
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,978.9356972724307
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,752.1017028907738
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,525.2677085091169
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,298.43371412746
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,71.5997197458031
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,0.0,9.944392057360815
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,79.5824550655044,47.99711147307669
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,183.96248432183157,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,247.41679446847678,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,247.41679446847678,0.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,247.41679446847678,0.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,247.41679446847678,18.974233049258544
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,247.41679446847678,18.974233049258544
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.72149644761932,247.41679446847678,210.96652589389296
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.673470251262188e-12,247.41679446847678,402.9588187385274
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,402.9588187385274
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,402.9588187385274
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,402.9588187385274
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,594.9511115831618
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,594.9511115831618
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,594.9511115831618
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,786.9434044277963
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,786.9434044277963
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,978.9356972724307
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,872.0609072032138
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,645.2269128215569
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,497.21459721460394
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,336.8688155658182
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,271.1332080090669
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,193.0255460897327
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,193.0255460897327
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,193.0255460897327
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,193.0255460897327
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27289675791777,247.41679446847678,193.0255460897327
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.043571351184166,247.41679446847678,0.0
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,247.41679446847678,0.0
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81424594444916,247.41679446847678,120.45488811243791
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.72149644761932,247.41679446847678,210.96652589389296
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,210.96652589389296
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,210.96652589389296
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.41679446847678,210.96652589389296
