Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.172651021454521e6,-1.8682588374872832e6
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-271.73913043478257,-1.8682588374872832e6
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-271.73913043478257,-1.8682588374872832e6
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-271.73913043478257,-1.8682588374872832e6
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.425797805139626e6,-3.748732303230766e6,-271.73913043478257
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-271.73913043478257
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.7887565039771858e6
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.7887565039771858e6
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.7887565039771858e6
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.8682629263761719e6
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.8682629263761719e6
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.8682629263761719e6
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.8682629263761719e6
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.748732303230766e6,-1.8682629263761719e6
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.755952444609599e6,-3.7487323032307657e6,-1.8682629263761719e6
