Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,2,2,2,3,3,1,2,3,0
AnnualSum,0.0,3794.514,0.0,714.606,149.67143,0.0,18254.195,0.0,0.0,0.0,22912.986
t1,3245.9290108461682,0.0,975.3691924340433,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,703.6631989423047,5094.459835879428
t2,3643.1623691849354,0.0,967.6994819752599,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,5541.655315935962
t3,3840.7281664539523,0.0,1076.6610692472923,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,5848.182700477011
t4,3900.628434774877,0.0,1088.6875339217306,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,5920.109433472374
t5,3747.1996773212795,0.0,1057.5153248650763,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,5735.508466962123
t6,3937.5680892376786,0.0,1254.4665659475424,0.0,0.0,22.709134109979537,0.0,23.666760695416087,12.86770518382157,761.2950311188549,6012.573286293293
t7,2969.2782300977688,0.0,817.178330474137,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,37.17780472545314,3993.1327989542706
t8,2928.783072553684,0.0,917.257280859491,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,4776.833818188942
t9,3475.2267522319016,0.0,1162.918633588532,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,0.0,4807.643819477345
t10,3950.3241210374144,0.0,1401.4688190950467,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,63.529337045410784,5584.820710834783
t11,4092.40612568066,0.0,1719.477899490047,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,0.0,5981.382458827618
t12,3934.939764986145,0.0,2024.3501534376433,0.0,0.0,22.709134109979537,0.0,23.666760695416087,0.0,761.2950311188549,6766.960844348039
t13,3864.939022799621,0.0,2041.308713322251,2.463611405631923,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,6839.50481230327
t14,3714.0109695382034,0.0,2041.308713322251,86.38778260093102,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,6772.500930237152
t15,3550.4594019457672,0.0,2041.308713322251,0.0,0.0,22.709134109979537,0.0,23.666760695416087,123.12253885151615,761.2950311188549,6522.5615800437845
t16,2771.83131744801,0.0,1841.5830032245333,0.0,0.0,22.709134109979537,713.4874962206704,23.666760695416087,123.12253885151615,761.2950311188549,6257.69528166898
t17,1775.3235481398879,0.0,1467.4900471821018,0.0,0.0,22.709134109979537,2100.240938677838,23.666760695416087,123.12253885151615,761.2950311188549,6273.8479987755945
t18,680.4942098857355,0.0,990.4758954178869,0.0,0.0,22.709134109979537,572.9483706600295,23.666760695416087,123.12253885151615,761.2950311188549,3174.7119407394184
t19,309.54014507963075,0.0,412.846693796057,0.0,0.0,22.709134109979537,1527.0848527838625,23.666760695416087,123.12253885151615,761.2950311188549,3180.2651564353173
t20,0.0,0.0,453.33956639955977,0.0,0.0,22.709134109979537,1211.6851186319545,0.5739140847390409,123.12253885151615,761.2950311188549,2572.725303196604
t21,0.0,0.0,191.824468668186,0.0,0.0,22.709134109979537,217.01719375977882,0.0,123.12253885151615,761.2950311188549,1315.9683665083155
t22,250.91559479990792,0.0,460.67118941049284,0.0,0.0,22.709134109979537,608.0072921169722,23.666760695416087,123.12253885151615,761.2950311188549,2250.3875411031395
t23,1352.239826384639,0.0,408.47326234571256,0.0,0.0,22.709134109979537,2595.7076910439137,23.666760695416087,123.12253885151615,761.2950311188549,5287.214244550031
t24,2412.579663855051,0.0,814.5825420852207,0.0,0.0,22.709134109979537,969.9567343314793,23.666760695416087,123.12253885151615,761.2950311188549,5127.9124050475175
