Resource,Small_Electrolyzer_1.0,Large_SMR_1.0,Large_SMR_wCCS_90pct_1.0,Above_ground_storage_1.0,Small_Electrolyzer_2.0,Large_SMR_2.0,Large_SMR_wCCS_90pct_2.0,Above_ground_storage_2.0,Small_Electrolyzer_3.0,Large_SMR_3.0,Large_SMR_wCCS_90pct_3.0,Above_ground_storage_3.0,Small_Electrolyzer_4.0,Large_SMR_4.0,Large_SMR_wCCS_90pct_4.0,Above_ground_storage_4.0,Small_Electrolyzer_5.0,Large_SMR_5.0,Large_SMR_wCCS_90pct_5.0,Above_ground_storage_5.0,Small_Electrolyzer_6.0,Large_SMR_6.0,Large_SMR_wCCS_90pct_6.0,Above_ground_storage_6.0,Small_Electrolyzer_7.0,Large_SMR_7.0,Large_SMR_wCCS_90pct_7.0,Above_ground_storage_7.0,Small_Electrolyzer_8.0,Large_SMR_8.0,Large_SMR_wCCS_90pct_8.0,Above_ground_storage_8.0,Small_Electrolyzer_9.0,Large_SMR_9.0,Large_SMR_wCCS_90pct_9.0,Above_ground_storage_9.0,Small_Electrolyzer_10.0,Large_SMR_10.0,Large_SMR_wCCS_90pct_10.0,Above_ground_storage_10.0,Total
Zone,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,0
AnnualSum,0.0,0.0,0.0,27632.139,0.0,0.0,0.0,77754.5,0.0,0.0,0.0,30871.996,0.0,0.0,0.0,32235.102,0.0,0.0,0.0,35501.8,0.0,0.0,0.0,31288.418,0.0,0.0,0.0,79763.9,0.0,0.0,0.0,23527.229,0.0,0.0,0.0,59563.188,0.0,0.0,0.0,32241.467,430379.75
t1,0.0,0.0,0.0,1.6635438209392777,0.0,0.0,0.0,1.6350493880499892,0.0,0.0,0.0,2.361421547319697,0.0,0.0,0.0,11.854741873997494,0.0,0.0,0.0,1.312748932934007,0.0,0.0,0.0,1.7985316443852215,0.0,0.0,0.0,0.9946468094318223,0.0,0.0,0.0,1.47821384590999,0.0,0.0,0.0,1.4819504532449277,0.0,0.0,0.0,1.4840160982755852,26.06486441448801
t2,0.0,0.0,0.0,2.05733100880626,0.0,0.0,0.0,1.6780523220826495,0.0,0.0,0.0,2.165726564920028,0.0,0.0,0.0,2.126002485004721,0.0,0.0,0.0,1.4600764869420468,0.0,0.0,0.0,2.0444381553823434,0.0,0.0,0.0,1.0833988136749433,0.0,0.0,0.0,2.105131896030954,0.0,0.0,0.0,1.5086928892452787,0.0,0.0,0.0,1.4981239587916784,17.726974580880903
t3,0.0,0.0,0.0,2.1185761177752664,0.0,0.0,0.0,1.6681981824028793,0.0,0.0,0.0,2.179298909227134,0.0,0.0,0.0,2.144370020167578,0.0,0.0,0.0,1.4840375048344763,0.0,0.0,0.0,2.164873806593349,0.0,0.0,0.0,1.130722252960682,0.0,0.0,0.0,2.1224058591502697,0.0,0.0,0.0,1.5170807946219735,0.0,0.0,0.0,1.4996753567100543,18.02923880444366
t4,0.0,0.0,0.0,2.2377244513209886,0.0,0.0,0.0,3.1702104944405756,0.0,0.0,0.0,2.2290648362519634,0.0,0.0,0.0,10.274549430796714,0.0,0.0,0.0,2.275590047568666,0.0,0.0,0.0,2.9045285935237946,0.0,0.0,0.0,1.9180923197592064,0.0,0.0,0.0,2.281378557315867,0.0,0.0,0.0,1.5359952972735615,0.0,0.0,0.0,1.6580232075646244,30.48515723581597
t5,0.0,0.0,0.0,2.2143044678419606,0.0,0.0,0.0,5.58032044698278,0.0,0.0,0.0,2.2560577979846395,0.0,0.0,0.0,4.328516015174437,0.0,0.0,0.0,2.933091716170628,0.0,0.0,0.0,3.0082946504385837,0.0,0.0,0.0,3.3591467064671447,0.0,0.0,0.0,2.271632427367137,0.0,0.0,0.0,1.541821100741524,0.0,0.0,0.0,1.7770713576045392,29.270256686773365
t6,0.0,0.0,0.0,1.8208987625755884,0.0,0.0,0.0,5.750032479037347,0.0,0.0,0.0,1.994454787561125,0.0,0.0,0.0,2.2833221619558697,0.0,0.0,0.0,2.4704991473484923,0.0,0.0,0.0,2.563267068820605,0.0,0.0,0.0,4.419531579640617,0.0,0.0,0.0,1.9930662405624537,0.0,0.0,0.0,1.5223403574144063,0.0,0.0,0.0,1.7931238112776595,26.610536396194167
t7,0.0,0.0,0.0,1.7022188471585755,0.0,0.0,0.0,6.643074902532433,0.0,0.0,0.0,1.9746705285711028,0.0,0.0,0.0,2.1846538813494334,0.0,0.0,0.0,2.582519681524932,0.0,0.0,0.0,2.2710655040698042,0.0,0.0,0.0,5.648676917796987,0.0,0.0,0.0,1.6112358235500166,0.0,0.0,0.0,1.546889564037206,0.0,0.0,0.0,1.9995178748085025,28.164523525398995
t8,0.0,0.0,0.0,1.7188303939984149,0.0,0.0,0.0,4.908240111073418,0.0,0.0,0.0,1.9848480178106536,0.0,0.0,0.0,2.1206482104208386,0.0,0.0,0.0,2.578146539937837,0.0,0.0,0.0,1.5238364887560991,0.0,0.0,0.0,4.755557138442905,0.0,0.0,0.0,1.6515078045667648,0.0,0.0,0.0,1.551843180190819,0.0,0.0,0.0,1.9802058442505175,24.77366372944827
