Resource,Small_Electrolyzer_1.0,Large_SMR_1.0,Large_SMR_wCCS_90pct_1.0,Above_ground_storage_1.0,Small_Electrolyzer_2.0,Large_SMR_2.0,Large_SMR_wCCS_90pct_2.0,Above_ground_storage_2.0,Small_Electrolyzer_3.0,Large_SMR_3.0,Large_SMR_wCCS_90pct_3.0,Above_ground_storage_3.0,Small_Electrolyzer_4.0,Large_SMR_4.0,Large_SMR_wCCS_90pct_4.0,Above_ground_storage_4.0,Small_Electrolyzer_5.0,Large_SMR_5.0,Large_SMR_wCCS_90pct_5.0,Above_ground_storage_5.0,Small_Electrolyzer_6.0,Large_SMR_6.0,Large_SMR_wCCS_90pct_6.0,Above_ground_storage_6.0,Small_Electrolyzer_7.0,Large_SMR_7.0,Large_SMR_wCCS_90pct_7.0,Above_ground_storage_7.0,Small_Electrolyzer_8.0,Large_SMR_8.0,Large_SMR_wCCS_90pct_8.0,Above_ground_storage_8.0,Small_Electrolyzer_9.0,Large_SMR_9.0,Large_SMR_wCCS_90pct_9.0,Above_ground_storage_9.0,Small_Electrolyzer_10.0,Large_SMR_10.0,Large_SMR_wCCS_90pct_10.0,Above_ground_storage_10.0
Zone,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10
t1,0.0,0.0,0.0,17.568857215571462,0.0,0.0,0.0,215.5694073650975,0.0,0.0,0.0,17.42058231642104,0.0,0.0,0.0,19.679257450626018,0.0,0.0,0.0,29.111272662946757,0.0,0.0,0.0,14.503706786208188,0.0,0.0,0.0,211.81963288284243,0.0,0.0,0.0,17.38667765126434,0.0,0.0,0.0,18.4684343216585,0.0,0.0,0.0,18.94936417286417
t2,0.0,0.0,0.0,17.51329182868405,0.0,0.0,0.0,206.08266686089252,0.0,0.0,0.0,17.470116059398023,0.0,0.0,0.0,17.5539061188542,0.0,0.0,0.0,27.06075070837081,0.0,0.0,0.0,14.222532118186773,0.0,0.0,0.0,192.86124222689196,0.0,0.0,0.0,17.447165937582998,0.0,0.0,0.0,18.47477733179241,0.0,0.0,0.0,18.330135175245605
t3,0.0,0.0,0.0,17.559666889701045,0.0,0.0,0.0,196.9501181058756,0.0,0.0,0.0,17.554476198630102,0.0,0.0,0.0,15.500049239839885,0.0,0.0,0.0,24.51896183922499,0.0,0.0,0.0,14.023596779292168,0.0,0.0,0.0,174.22574997725388,0.0,0.0,0.0,17.52157319546532,0.0,0.0,0.0,18.48064110833403,0.0,0.0,0.0,17.70417062135657
t4,0.0,0.0,0.0,17.788216797594053,0.0,0.0,0.0,197.68583569300785,0.0,0.0,0.0,17.72174767586529,0.0,0.0,0.0,20.09068779267194,0.0,0.0,0.0,24.90494050892149,0.0,0.0,0.0,14.536761820805255,0.0,0.0,0.0,173.65013975790777,0.0,0.0,0.0,17.81641401845773,0.0,0.0,0.0,18.50698220636328,0.0,0.0,0.0,17.509537477443125
t5,0.0,0.0,0.0,18.05501566487318,0.0,0.0,0.0,201.20523079573985,0.0,0.0,0.0,17.945527822257205,0.0,0.0,0.0,20.45511429972842,0.0,0.0,0.0,26.253331769833245,0.0,0.0,0.0,15.213867087130025,0.0,0.0,0.0,175.31696709152982,0.0,0.0,0.0,18.1151852521382,0.0,0.0,0.0,18.50877293561641,0.0,0.0,0.0,17.59168707974654
t6,0.0,0.0,0.0,17.942669924049135,0.0,0.0,0.0,205.20499036050393,0.0,0.0,0.0,17.840637152772388,0.0,0.0,0.0,19.486905928010874,0.0,0.0,0.0,27.33049812826181,0.0,0.0,0.0,15.441155130250817,0.0,0.0,0.0,178.2805117845767,0.0,0.0,0.0,18.242235072106087,0.0,0.0,0.0,18.478940734918936,0.0,0.0,0.0,17.642367601762967
t7,0.0,0.0,0.0,17.755891104381703,0.0,0.0,0.0,210.23554182315243,0.0,0.0,0.0,17.749016222840517,0.0,0.0,0.0,18.84492654512761,0.0,0.0,0.0,28.621708846127618,0.0,0.0,0.0,15.537232704291327,0.0,0.0,0.0,182.71103165752436,0.0,0.0,0.0,18.089956605602158,0.0,0.0,0.0,18.529651985432444,0.0,0.0,0.0,18.068779966144994
t8,0.0,0.0,0.0,17.639030977593652,0.0,0.0,0.0,213.70025702515974,0.0,0.0,0.0,17.714042827301437,0.0,0.0,0.0,18.356426239374514,0.0,0.0,0.0,29.732683053161413,0.0,0.0,0.0,14.996692597539445,0.0,0.0,0.0,186.375822659259,0.0,0.0,0.0,18.03594863089266,0.0,0.0,0.0,18.582828754139545,0.0,0.0,0.0,18.46262794070998
t9,0.0,0.0,0.0,17.600260014368423,0.0,0.0,0.0,217.50756551869566,0.0,0.0,0.0,17.72213305883033,0.0,0.0,0.0,18.045726426343563,0.0,0.0,0.0,30.800759262900367,0.0,0.0,0.0,14.699043338704701,0.0,0.0,0.0,191.1806121471016,0.0,0.0,0.0,18.09822906175715,0.0,0.0,0.0,18.63504270429173,0.0,0.0,0.0,18.856082118733163
