,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,95375.00149390918,0.0,0.0,27632.13883707919,-27632.138837079136,0.0,-39970.32165343708,0.0,4056.641242214143,-51348.03765335869,599654.5654583442,0.0,0.0,77754.50044155764,-77754.5004415557,0.0,305591.12075199827,0.0,13788.867313700874,-891456.8179517433,77154.40736729336,0.0,0.0,30871.9968616526,-30871.996861652733,0.0,-51166.03565259839,0.0,7656.7658223431845,-18331.6049474525,79927.40650251767,0.0,0.0,32235.102025034612,-32235.10202503466,0.0,-60520.36038811689,0.0,5406.80566423908,-14000.239505262361,222345.22199171342,0.0,0.0,35501.799865094916,-35501.79986509499,0.0,138038.35482046063,0.0,2778.103180721433,-357605.47268655297,93055.65539171176,0.0,0.0,31288.418784113655,-31288.41878411857,0.0,-68617.32782750984,0.0,6947.898420340371,-17490.428198957008,584104.4874419661,0.0,0.0,79763.89857676912,-79763.89857676903,0.0,141834.86504598733,0.0,13474.37298049695,-712464.9785625569,97800.90063497885,0.0,0.0,23527.228674145215,-23527.2286741451,0.0,70639.70673412783,0.0,8387.774920522288,-160052.83150368533,550848.2044387925,0.0,0.0,59563.18676900502,-59563.18676900492,0.0,-481765.33404742065,0.0,6274.405293114972,-62808.46415335781,89635.74673388357,0.0,0.0,32241.467403041708,-32241.467403041755,0.0,45935.332216505805,0.0,6209.064109516515,-129362.01389597334
t1,11.517195418542233,0,0,2.0881060511449254,-1.6635438209392777,0.0,1.139370327480055,0,0.863368338362102,-12.21775953,79.26978629143227,0,0,11.199385552646284,-1.6350493880499892,0.0,123.80775872118755,0,0.5285164693525328,-212.1133646,9.641397508250263,0,0,2.124738979837883,-2.361421547319697,0.0,-4.3372582538690985,0,0.7056318380358011,-4.361824741,11.2764494580078,0,0,5.669448410596962,-11.854741873997494,0.0,-1.5746651815092472,0,0.18527168623294943,-3.331219019,26.541873553496355,0,0,3.2823225078985785,-1.312748932934007,0.0,57.01386391148404,0,0.4366128720797089,-85.08869806,10.875601154350148,0,0,2.2733614265885174,-1.7985316443852215,0.0,-6.179021839675737,0,1.009733965012422,-4.161675024,79.25629192659252,0,0,20.22837628499642,-0.9946468094318223,0.0,73.9078826358014,0,2.87388353009298,-169.5240204,12.044509232678918,0,0,2.118370056544183,-1.47821384590999,0.0,26.681756646362228,0,1.2834280318100173,-38.08299395,7.858496033409825,0,0,1.5517386725323457,-1.4819504532449277,0.0,8.867453930528182,0,1.8510830053598974,-14.94465507,11.560295154483931,0,0,2.186755317301867,-1.4840160982755852,0.0,20.053889748430347,0,1.5365076540751228,-30.78041636
t2,11.531893265122395,0,0,2.112896395693562,-2.05733100880626,0.0,1.262276281402264,0,0.6319752955463624,-12.21775953,79.31409743716677,0,0,11.164792826293128,-1.6780523220826495,0.0,123.68229974187592,0,0.36977297538741916,-212.1133646,9.632034448560006,0,0,2.1161928219446358,-2.165726564920028,0.0,-4.435060779875316,0,0.7856150768449981,-4.361824741,9.894325430996693,0,0,4.251353816775108,-2.126002485004721,0.0,-8.385835346394192,0,0.3026222895074028,-3.331219019,26.561512178666298,0,0,3.510598441518298,-1.4600764869420468,0.0,56.843680525473545,0,0.36701649085065174,-85.08869806,10.88335223016349,0,0,2.3256128234179614,-2.0444381553823434,0.0,-6.189207834064222,0,0.8136439322699595,-4.161675024,79.29387531548977,0,0,20.041789469625883,-1.0833988136749433,0.0,74.11428971626745,0,2.842535179842189,-169.5240204,12.078030188621774,0,0,2.0446436097132232,-2.105131896030954,0.0,26.691271387869804,0,0.6258192323092376,-38.08299395,7.859405948507154,0,0,1.5023498791114924,-1.5086928892452787,0.0,8.94381859732633,0,1.852226357834684,-14.94465507,11.559875398002768,0,0,2.1173529564100484,-1.4981239587916784,0.0,20.157834393570578,0,1.556522321326331,-30.78041636
t3,11.532168870867434,0,0,2.0722010567582694,-2.1185761177752664,0.0,1.3215252436023368,0,0.5895594155876047,-12.21775953,79.24791590325957,0,0,10.800746937419808,-1.6681981824028793,0.0,124.09001747442777,0,0.3571174248418039,-212.1133646,9.6296059036596,0,0,2.094938769995058,-2.179298909227134,0.0,-4.376747481087804,0,0.8066734344746274,-4.361824741,9.866771196963631,0,0,4.198226899181895,-2.144370020167578,0.0,-8.288314630968772,0,0.3010943181438379,-3.331219019,26.500111266511926,0,0,4.025826373980298,-1.4840375048344763,0.0,56.41044434460649,0,0.3636463123988602,-85.08869806,10.88490651348272,0,0,2.3638091454879535,-2.164873806593349,0.0,-6.1938585389222345,0,0.728308181589808,-4.161675024,79.21623617665438,0,0,19.766214502598743,-1.130722252960682,0.0,74.32499086742536,0,2.652698785851784,-169.5240204,12.075974768439927,0,0,2.0479986012679485,-2.1224058591502697,0.0,26.637821080352,0,0.5563945330442543,-38.08299395,7.8591716197828125,0,0,1.5112170180803504,-1.5170807946219735,0.0,8.944752471409789,0,1.8534051367852233,-14.94465507,11.533365249050979,0,0,2.125639910599087,-1.4996753567100543,0.0,20.19196799452943,0,1.5708813296038902,-30.78041636
t4,11.530440564710819,0,0,2.0091745434279797,-2.2377244513209886,0.0,-0.9668386019094495,0,0.5608443230429343,-9.774207624,79.0132867319628,0,0,2.4344929073083197,-3.1702104944405756,0.0,91.77904420702234,0,0.365921543986795,-169.6906917,9.628524920093007,0,0,2.0617933590167747,-2.2290648362519634,0.0,-5.160886198462288,0,0.8109073435305192,-3.489459793,11.359462604154148,0,0,5.68391087796466,-10.274549430796714,0.0,-3.9153950950387335,0,0.1884536334180576,-2.664975215,26.32517948957517,0,0,1.8896113778721642,-2.275590047568666,0.0,42.50846903534328,0,0.3767112973568413,-68.07095845,10.90575028885895,0,0,2.391363552010708,-2.9045285935237946,0.0,-6.560000629346268,0,0.5032444911339673,-3.329340019,78.93803354677829,0,0,2.49370253910534,-1.9180923197592064,0.0,58.30263082073765,0,2.1970581789955634,-135.6192163,12.066525054903954,0,0,1.9865377343234545,-2.281378557315867,0.0,19.216482064340205,0,0.5217710283862599,-30.46639516,7.857342109098051,0,0,1.509654199244312,-1.5359952972735615,0.0,5.984534161151663,0,1.8598110043551679,-11.95572406,11.46852258295497,0,0,1.8526563514780696,-1.6580232075646244,0.0,14.570373707905464,0,1.609196236908479,-24.62433309
t5,11.52084175290771,0,0,1.947505600562831,-2.2143044678419606,0.0,-3.281647418932453,0,0.641739640830486,-7.330655718,78.78048712673237,0,0,2.0609253442507565,-5.58032044698278,0.0,52.430891668912274,0,0.42396478504603646,-127.2680188,9.626319789130333,0,0,2.0322776515927257,-2.2560577979846395,0.0,-5.942697715882764,0,0.8427469739904793,-2.617094845,10.66374758726118,0,0,3.9640895081179557,-4.328516015174437,0.0,-8.06114012562718,0,0.2394494347120012,-1.998731412,26.133760946901372,0,0,1.5847004552588775,-2.933091716170628,0.0,26.635607004351726,0,0.36775774247580373,-51.05321884,10.903542318952882,0,0,2.3311893841138165,-3.0082946504385837,0.0,-7.229518745866544,0,0.4999131848965267,-2.497005014,78.54263138825101,0,0,1.6923193728450987,-3.3591467064671447,0.0,26.98994276566219,0,2.1513345124249583,-101.7144122,12.045400880663358,0,0,1.9728611936866691,-2.271632427367137,0.0,11.689056606490345,0,0.5858897756078587,-22.84979637,7.854533958480418,0,0,1.5400303714883923,-1.541821100741524,0.0,2.9732316478923444,0,1.8591817242545543,-8.966793045,11.393861314191852,0,0,1.6949217553011269,-1.7770713576045392,0.0,8.786262629932837,0,1.6297244239554787,-18.46824981
t6,11.500410511367019,0,0,1.9332445033996344,-1.8208987625755884,0.0,-5.754822998120311,0,0.9708293342058149,-4.887103812,78.55840536250605,0,0,1.7502729142732687,-5.750032479037347,0.0,11.146167611241594,0,0.8594674511180962,-84.84534585,9.618666953526539,0,0,2.0993454570459424,-1.994454787561125,0.0,-6.897332208842441,0,1.0814954103039618,-1.744729896,9.760360248524016,0,0,3.2515305336734155,-2.2833221619558697,0.0,-9.042537808472824,0,0.3535430959028417,-1.332487608,25.954132851648453,0,0,1.3933327889199292,-2.4704991473484923,0.0,9.61473087325774,0,0.4562180286123778,-34.03547923,10.886662103929593,0,0,2.335979025699814,-2.563267068820605,0.0,-8.364473814271506,0,0.6302301296721204,-1.664670009,78.14348136785827,0,0,1.4559868865937329,-4.419531579640617,0.0,-4.738161826521625,0,2.63216659042387,-67.80960815,12.011992769002719,0,0,1.8660164205945664,-1.9930662405624537,0.0,4.2621887573830435,0,0.9139340185526135,-15.23319758,7.852603246012118,0,0,1.5521725581118826,-1.5223403574144063,0.0,-0.038845525967003525,0,1.865727782877285,-5.97786203,11.32048609009863,0,0,1.7424432892612307,-1.7931238112776595,0.0,2.699054583157248,0,1.656693503374146,-12.31216654
t7,11.48565341306824,0,0,1.8889976668262936,-1.7022188471585755,0.0,-9.199672447609778,0,1.2509837242614514,-1.221775953,78.37745660431436,0,0,1.61252343988417,-6.643074902532433,0.0,-49.96929111145617,0,2.166277462343702,-21.21133646,9.617071388292883,0,0,2.0662914585010537,-1.9746705285711028,0.0,-8.010366166838644,0,1.2621435695201497,-0.436182474,9.723908379574691,0,0,2.826633264233357,-2.1846538813494334,0.0,-9.623859055537972,0,0.4089066970543852,-0.333121902,25.80111706346934,0,0,1.2913089636584294,-2.582519681524932,0.0,-15.391681944802261,0,0.6093544869355075,-8.508869806,10.869662743728515,0,0,2.174987930029908,-2.2710655040698042,0.0,-9.483286787051073,0,0.8741307727722092,-0.416167502,77.77699639002984,0,0,1.2181570448442613,-5.648676917796987,0.0,-53.2540775806322,0,3.1399967885798366,-16.95240204,11.974013759257584,0,0,1.763514290053907,-1.6112358235500166,0.0,-6.389453844284471,0,1.92853887861224,-3.808299395,7.849583798662508,0,0,1.496178313523993,-1.546889564037206,0.0,-4.429569389710695,0,1.8748375435735027,-1.494465507,11.252646033393255,0,0,1.5731055104282052,-1.9995178748085025,0.0,-6.052619361652095,0,1.6955725634953276,-3.078041636
t8,11.480594561352012,0,0,1.8356905207864687,-1.7188303939984149,0.0,-9.104423328897258,0,1.2712552983774525,-1.221775953,78.279404838067,0,0,1.4435249090661018,-4.908240111073418,0.0,-50.640019575514884,0,2.96333349267831,-21.21133646,9.616123055624417,0,0,2.0198214133497316,-1.9848480178106536,0.0,-7.851761380938116,0,1.3631524883601571,-0.436182474,9.70800497696596,0,0,2.6091485161739354,-2.1206482104208386,0.0,-9.39624159926761,0,0.46714167358689895,-0.333121902,25.726053480392714,0,0,1.4671723329040427,-2.578146539937837,0.0,-15.43525688134621,0,0.6709524781472862,-8.508869806,10.844273226684034,0,0,2.064376595507981,-1.5238364887560991,0.0,-8.590559943084708,0,2.378085780486375,-0.416167502,77.59445142696376,0,0,1.0907661367082429,-4.755557138442905,0.0,-54.012249851806295,0,2.965008425558032,-16.95240204,11.963839677340658,0,0,1.7055157792762667,-1.6515078045667648,0.0,-6.024044485530429,0,2.1855036636546727,-3.808299395,7.848419232344307,0,0,1.4986664114837174,-1.551843180190819,0.0,-4.414646737884279,0,1.886130110888283,-1.494465507,11.217995478717494,0,0,1.5863578696855312,-1.9802058442505175,0.0,-6.037437637270974,0,1.7086681230160392,-3.078041636
