Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
t59,0.0,0.0,4.54065616382987,8.224355215209333e-7,12.188766085327819,8.553698178372196e-8,2.6872898522318394e-7,3.853191904544507e-6,31.999999981202997,1.9999999887186422,0.0,0.0,1.2275875938477988e-7,1.984583483027465e-7,1.6717196892947533e-7,0.0,3.319445515329926e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t60,0.0,0.0,4.540656164603528,8.251562644914518e-7,12.188766086233471,8.626553514187754e-8,2.6957268533101523e-7,3.849377842728564e-6,31.9999999826019,1.9999999887351567,0.0,0.0,1.231655205056933e-7,1.9943531295280145e-7,1.6738856645437272e-7,0.0,3.3202579203504e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t61,0.0,0.0,4.540656166726347,8.319242850763926e-7,12.1887660887175,8.781284020118157e-8,2.7194339663384086e-7,3.853547927556251e-6,31.999999980436776,1.9999999887528104,0.0,0.0,1.2409523432376784e-7,2.015398388130021e-7,1.7009691507433858e-7,0.0,3.32130469809523e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t62,0.0,0.0,4.54065617068471,8.443599838036243e-7,12.188766093906523,9.033802484990236e-8,2.7600938578263985e-7,3.865719176693707e-6,31.999999982463034,1.9999999887718019,0.0,0.0,1.2563883131632705e-7,2.0498149496930358e-7,1.727640663701777e-7,0.0,3.322566584088877e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t63,0.0,0.0,4.540656177600905,8.670421534658752e-7,12.188766106804078,9.416482012582903e-8,2.820696489799716e-7,3.886125414340191e-6,31.999999982053712,1.9999999887922488,0.0,0.0,1.279485420386537e-7,2.102589221002313e-7,1.7533179813936252e-7,0.0,3.3240400658196236e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t64,0.0,0.0,4.540656191734865,9.184700781299118e-7,50.36872528202176,1.000126961699472e-7,2.9057302240685363e-7,3.915412234823052e-6,31.999999980556083,1.9999999888139168,0.0,0.0,1.3128546346169247e-7,2.1829554200327486e-7,1.809874329195004e-7,0.0,3.325590878130817e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t65,0.0,0.0,4.540656208106499,9.666946095848066e-7,53.53860881556203,1.0550777395925572e-7,2.9842752313503354e-7,3.941789775787556e-6,31.999999981089193,1.9999999888322333,0.0,0.0,1.342091126319979e-7,2.2610572114814537e-7,1.8611348540931703e-7,0.0,3.326997537952941e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t66,0.0,0.0,4.540656225140469,1.0136073304164387e-6,57.80044383744013,1.1075472763673463e-7,3.0569847629223766e-7,3.965104366628926e-6,31.999999980850962,1.999999988847136,0.0,0.0,1.3692250722210128e-7,2.333978196359464e-7,1.9048773131229743e-7,0.0,3.328151922059506e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t67,0.0,0.0,4.540656244239859,1.058228854843783e-6,59.99998912894415,1.1572414702757774e-7,3.1250273052710217e-7,3.984025463469503e-6,31.999999981188957,1.99999998885878,0.0,0.0,1.397195205846469e-7,2.409036570376376e-7,1.9770726110855744e-7,0.0,3.329062402686369e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,4.540656245672967,1.0637878168747383e-6,59.999989131225114,1.167846559765462e-7,3.1306549610912813e-7,3.969144508293178e-6,31.99999997987468,1.9999999888587339,0.0,0.0,1.4044619837664298e-7,2.4224408651613786e-7,1.9919273262818847e-7,0.0,3.329316124203229e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,4.540656241667108,1.0568894541143766e-6,59.99998912898119,1.1490176740762244e-7,3.076682889265259e-7,3.908689642185214e-6,31.99999997977581,1.9999999888470006,0.0,0.0,1.3953389584443163e-7,2.403912737490078e-7,1.9524984144412405e-7,0.0,3.328797003792034e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,3.3020870803152205,9.67917052692945e-7,53.09692851312038,1.0731437184426183e-7,2.929886446552133e-7,3.7595755136407474e-6,31.999999979650593,1.9999999888235,0.0,0.0,1.3607296515199364e-7,2.31938556408507e-7,1.8772357440896337e-7,0.0,3.3274332737966256e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,7.457905603093376e-6,8.710471139902255e-7,32.94053339244266,9.897296943323355e-8,2.765586089386419e-7,3.580966572671934e-6,31.999999979920602,1.9999999887964734,0.0,0.0,1.3226877370432029e-7,2.2226045082180394e-7,1.7965216163679635e-7,0.0,3.325690892622897e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t72,0.0,0.0,7.238842380432459e-6,7.598375278484223e-7,10.571968168002527,8.969208347988603e-8,2.580540513064637e-7,3.377116342257163e-6,31.999999979745226,1.9999999887668318,0.0,0.0,1.2775071405778926e-7,2.1018381027582405e-7,1.7009901557620835e-7,0.0,3.323636804703548e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t73,0.0,0.0,7.102169270613952e-6,5.360558355628541e-7,0.32744184315012465,7.757569545936326e-8,2.3518148039416894e-7,3.132027358246619e-6,31.99999997994005,1.9999999887332136,0.0,0.0,1.210983980150144e-7,1.886218097152414e-7,1.6243921586673787e-7,0.0,3.3212602097919265e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,1.514853548295241e-7,2.5068515951323086e-7,6.352347487577588e-8,6.080123865330884e-8,2.064845046640342e-7,2.831011897222479e-6,31.999999979927797,1.9999999886967277,0.0,0.0,1.1081678859510352e-7,1.5657869373464863e-7,1.533385285678661e-7,0.0,3.318758543514721e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t75,0.0,0.0,1.348057237500236e-7,2.1592641655953813e-7,5.650369257039586e-8,5.427983254104161e-8,1.8994208055724248e-7,2.667900339357247e-6,31.9999999798423,1.9999999886680253,0.0,0.0,1.0448457477536355e-7,1.4170090423900364e-7,1.4524644786865636e-7,0.0,3.316537506956113e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t76,0.0,0.0,1.2680290903034714e-7,1.995266791689283e-7,5.2704564332293964e-8,5.053944397191167e-8,1.7902550934956922e-7,2.5628281392097753e-6,31.99999997981003,1.9999999886470932,0.0,0.0,1.0015789735065339e-7,1.3278363283214861e-7,1.409644083691906e-7,0.0,3.314630172077155e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t77,0.0,0.0,1.2186318336835728e-7,1.8964698093084644e-7,5.030935632587795e-8,4.814480998134848e-8,1.714779337840631e-7,2.4914108731682524e-6,31.99999998005502,1.9999999886331399,0.0,0.0,9.715642598237897e-8,1.2690972925837092e-7,1.36993141458635e-7,0.0,3.31311546745532e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t78,0.0,0.0,1.1872029194676201e-7,1.8357877131113171e-7,4.8825437211070564e-8,4.6636552689407036e-8,1.6640163837274534e-7,2.4435616580780416e-6,31.999999980042897,1.9999999886268027,0.0,0.0,9.522736748077782e-8,1.2315737193547207e-7,1.3319198956101566e-7,0.0,3.312079252171108e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t79,0.0,0.0,1.1699944908457276e-7,1.8067897690624202e-7,4.817084758541458e-8,4.597815020230514e-8,1.637917810603788e-7,2.4161587213931642e-6,31.99999998011127,1.9999999886282942,0.0,0.0,9.447650666796829e-8,1.214533699741016e-7,1.3239716705843234e-7,0.0,3.3115078378687686e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t80,0.0,0.0,1.1611825354535674e-7,1.7939794865060103e-7,4.7952786633479686e-8,4.571244305961733e-8,1.6251028098218526e-7,2.402414551357958e-6,31.99999997999023,1.9999999886366444,0.0,0.0,9.421368888148303e-8,1.2072784452752636e-7,1.312476992743199e-7,0.0,3.311330623591174e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t81,0.0,0.0,1.1597137638066652e-7,1.7954280529113188e-7,4.8116080497028244e-8,4.5796483500869746e-8,1.624633127244957e-7,2.401046107177395e-6,31.99999997999586,1.999999988651658,0.0,0.0,9.440226017817978e-8,1.2088462920075276e-7,1.3031153010897116e-7,0.0,3.311586799163482e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t82,0.0,0.0,1.1654609302769447e-7,1.8111181724555044e-7,4.863641456368603e-8,4.623422637165004e-8,1.6358520808042846e-7,2.411885565964812e-6,31.999999979967978,1.9999999886735051,0.0,0.0,9.499772988002706e-8,1.2185086724314612e-7,1.3168694757201885e-7,0.0,3.312268690961351e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t83,0.0,0.0,1.1790861728265276e-7,1.8425480956702498e-7,4.956316827985178e-8,4.7061799035227214e-8,1.6595901343530045e-7,2.4355790870932864e-6,31.99999998000222,1.9999999887021949,0.0,0.0,9.603770149401998e-8,1.2372342850995623e-7,1.328202852503152e-7,0.0,3.313500608460322e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t84,0.0,0.0,1.2019669584229772e-7,1.8926611919818501e-7,5.098007242469527e-8,4.83578297323926e-8,1.6978294576985376e-7,2.473720457282823e-6,31.9999999799947,1.9999999887381639,0.0,0.0,9.760679408187548e-8,1.2663874913837177e-7,1.3413184314921725e-7,0.0,3.315304832697832e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t85,0.0,0.0,1.2368792822987926e-7,1.967272617861218e-7,5.304470122692141e-8,5.026523932012083e-8,1.754185862561626e-7,2.529367027140155e-6,31.99999998011814,1.9999999887813686,0.0,0.0,9.983552245218958e-8,1.3088224604295565e-7,1.380318719011561e-7,0.0,3.317678950988285e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t86,0.0,0.0,1.2896069946947966e-7,2.0784953570416025e-7,5.607213592161633e-8,5.304811789876391e-8,1.8349626284362556e-7,2.6081060842242767e-6,31.999999980177083,1.9999999888320004,0.0,0.0,1.0296569334655725e-7,1.370536214196067e-7,1.4209961314710554e-7,0.0,3.3206111774290385e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t87,0.0,0.0,1.3737291184297507e-7,2.2552727110774866e-7,6.07853175727945e-8,5.725612151640532e-8,1.952707099538777e-7,2.7209524167326124e-6,31.999999980155845,1.999999988890816,0.0,0.0,1.0737436294704211e-7,1.463058633480547e-7,1.4659533326612538e-7,0.0,3.324066710053623e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t88,0.0,0.0,1.5366591337439303e-7,2.6039382597539234e-7,6.944750677007988e-8,6.439980403117452e-8,2.1378658580800284e-7,2.8932273062749455e-6,31.999999980304562,1.9999999889581124,0.0,0.0,1.1390412151235149e-7,1.6210760072688147e-7,1.5488777837186336e-7,0.0,3.328049996395722e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t89,0.0,0.0,2.375800245497028e-6,6.152009535393381e-7,36.16005901742575,8.27368375967836e-8,2.497496220584344e-7,3.2068386373015944e-6,31.99999998038215,1.9999999890341877,0.0,0.0,1.247564598618973e-7,2.027807319620944e-7,1.6488543869033155e-7,0.0,3.3324474889707116e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t90,0.0,0.0,3.635168830328395e-6,7.500182686247497e-7,51.10613392081364,9.598478855317593e-8,2.769446859943498e-7,3.4561066665138264e-6,31.999999980422896,1.9999999891063258,0.0,0.0,1.3145009567362863e-7,2.212297341100755e-7,1.730457134182801e-7,0.0,3.336780844981905e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t91,0.0,0.0,4.103558693308723e-6,9.055030346794685e-7,51.1267858948196,1.0804633489541992e-7,3.017961287289368e-7,3.660940822335676e-6,31.999999980228257,1.999999989175999,0.0,0.0,1.3727021547280574e-7,2.3716483130649976e-7,1.838116661787517e-7,0.0,3.3409215295281235e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,4.105004277714375e-6,9.097041258174948e-7,51.126785896120616,1.0966280222355523e-7,3.0660701010892544e-7,3.710544259698809e-6,31.99999998039677,1.9999999892283005,0.0,0.0,1.3781763757677025e-7,2.374001701382824e-7,1.8463875793372146e-7,0.0,3.3441780771092114e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,4.1052269656181905e-6,9.108713763137592e-7,51.12678589632224,1.1052568663731801e-7,3.097303349849391e-7,3.7488840547063177e-6,31.999999980474595,1.9999999892752007,0.0,0.0,1.3812283852275786e-7,2.371855848043241e-7,1.8385194710364498e-7,0.0,3.3471200368305496e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,4.104206488010935e-6,9.089972786866733e-7,51.126785895358054,1.1071076408634414e-7,3.114326422149521e-7,3.7770556217473893e-6,31.999999980212674,1.9999999893166778,0.0,0.0,1.3821087505907755e-7,2.3670580663538894e-7,1.844941960179965e-7,0.0,3.3496665102960085e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t95,0.0,0.0,4.101695034468733e-6,9.037398261558919e-7,51.12678589272172,1.101764180959155e-7,3.115217614313532e-7,3.7957903038818123e-6,31.999999979992776,1.999999989353025,0.0,0.0,1.3784809780221057e-7,2.3599113131824644e-7,1.8380684580577502e-7,0.0,3.351799493859512e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t96,0.0,0.0,4.09760383362481e-6,8.945536307196735e-7,51.12678588829549,1.0892461159340454e-7,3.100535855124671e-7,3.805688174806916e-6,31.99999998004944,1.9999999893842995,0.0,0.0,1.371397579637016e-7,2.3423678704802248e-7,1.816877808952897e-7,0.0,3.3535024685257036e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,4.091006237886305e-6,8.799433562567069e-7,51.12678587880956,1.0687343703476041e-7,3.0706830280235407e-7,3.8070463858502247e-6,31.999999980169083,1.9999999894106508,0.0,0.0,1.3604349157209913e-7,2.3152192871992735e-7,1.8089395707089182e-7,0.0,3.3547602304496767e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t98,0.0,0.0,4.084571943963554e-6,8.649126051853205e-7,51.12678586949871,1.0478514089307356e-7,3.038379384810331e-7,3.8052202889723476e-6,31.99999997993598,1.9999999894345017,0.0,0.0,1.3515541768738116e-7,2.2928569854563922e-7,1.7928273492908817e-7,0.0,3.3557805914274786e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t99,0.0,0.0,4.078357615332228e-6,8.49436340002519e-7,51.12678586021848,1.0261857658601395e-7,3.0030460602059676e-7,3.8001621313613803e-6,31.99999998001004,1.9999999894559224,0.0,0.0,1.3439866018257938e-7,2.274382589617714e-7,1.767900874509958e-7,0.0,3.3565779639197787e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,4.072348514889729e-6,8.333919082707255e-7,51.12678585094666,1.0033119409677096e-7,2.9641658258824113e-7,3.791978841415425e-6,31.99999997995027,1.9999999894749898,0.0,0.0,1.3365374153373992e-7,2.258332243764433e-7,1.7611028643727667e-7,0.0,3.357125761911185e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t101,0.0,0.0,4.066520297109919e-6,8.166253019911761e-7,51.12678584161814,9.787162503822769e-8,2.9210078470807e-7,3.7808466957891043e-6,31.999999979962436,1.9999999894917289,0.0,0.0,1.3281045109366462e-7,2.2427917147881804e-7,1.7427926853422912e-7,0.0,3.3574603500318086e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,4.057130473985801e-6,7.87605013607848e-7,51.126785813038154,9.416446844527098e-8,2.857360643154097e-7,3.761072870769877e-6,31.999999979447825,1.9999999895039562,0.0,0.0,1.3089893363325722e-7,2.2025003262663692e-7,1.709411825553741e-7,0.0,3.357542551690449e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,4.040063406316407e-6,7.236413413035775e-7,16.02061458456253,8.859913338653546e-8,2.7690134583409955e-7,3.731869772436022e-6,31.99999997991586,1.999999989511604,0.0,0.0,1.2737234577890163e-7,2.113667900452174e-7,1.6873494475668427e-7,0.0,3.357418888411769e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t104,0.0,0.0,4.0317143938070664e-6,6.991611010307374e-7,16.02061456131895,8.51449428381137e-8,2.7076296921539015e-7,3.712704406920171e-6,31.999999980021315,1.9999999895217495,0.0,0.0,1.2497740808189693e-7,2.058357349146855e-7,1.6618015755919052e-7,0.0,3.35740339141418e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,4.026961317393925e-6,6.863794213589282e-7,16.020614554591553,8.299766150692865e-8,2.6668626494024094e-7,3.7024906726970935e-6,31.999999979969335,1.9999999895342682,0.0,0.0,1.2336698097678106e-7,2.0225963813114026e-7,1.6379872484796813e-7,0.0,3.357551906123181e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t106,0.0,0.0,4.0242754495571935e-6,6.796170515118675e-7,16.020614551493168,8.18224305146344e-8,2.643762992913379e-7,3.700895988827872e-6,31.99999997987964,1.9999999895490723,0.0,0.0,1.2239913838319933e-7,2.0014559610062393e-7,1.6380847068958714e-7,0.0,3.357900447859781e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t107,0.0,0.0,4.0230741822046756e-6,6.769963816002109e-7,16.0206145502101,8.146158796628637e-8,2.6367825767340127e-7,3.707846694560313e-6,31.999999980064516,1.9999999895663172,0.0,0.0,1.2199982396558765e-7,1.9928414379065921e-7,1.635194070108672e-7,0.0,3.358516681283628e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t108,0.0,0.0,4.023159474229095e-6,6.779305763786032e-7,16.020614550278083,8.186527149246488e-8,2.6456482875705843e-7,3.723551927454008e-6,31.999999979776042,1.9999999895859812,0.0,0.0,1.2212459497033397e-7,1.9958228543449886e-7,1.6315508211426632e-7,0.0,3.359455990163295e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t109,0.0,0.0,4.024561258021762e-6,6.825462228676955e-7,16.02061455178151,8.306108305338728e-8,2.671315643157325e-7,3.748497748063285e-6,31.999999980488244,1.9999999896080773,0.0,0.0,1.227987368022541e-7,2.010909248427624e-7,1.651844259954063e-7,0.0,3.3607142906523304e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t110,0.0,0.0,4.027603324758297e-6,6.918032539106355e-7,16.020614555645203,8.51629008459023e-8,2.7158810829002464e-7,3.783500282682618e-6,31.9999999798662,1.9999999896325293,0.0,0.0,1.241413132221247e-7,2.0414294294277436e-7,1.672513710069647e-7,0.0,3.3622870466328206e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t111,0.0,0.0,4.033301966178699e-6,7.092146476815153e-7,16.02061456592542,8.842918892516948e-8,2.783837482022957e-7,3.829878142484191e-6,31.999999980049655,1.9999999896594596,0.0,0.0,1.263106004697097e-7,2.0916741045422374e-7,1.6911932936649498e-7,0.0,3.364122050771664e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t112,0.0,0.0,4.04458963757957e-6,7.474321966166554e-7,19.77822448527797,9.348673214579955e-8,2.880871642618732e-7,3.889666706567534e-6,31.999999979762443,1.9999999896887657,0.0,0.0,1.29440947071728e-7,2.1683976200515865e-7,1.736394293058024e-7,0.0,3.366154285347276e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t113,0.0,0.0,4.072664755058438e-6,9.395464902872805e-7,40.84394439348471,1.0327678873519707e-7,3.035827261696456e-7,3.969424767601018e-6,31.999999980149237,1.9999999897213336,0.0,0.0,1.3473288000820903e-7,2.3165873173522052e-7,1.7911614237482564e-7,0.0,3.368439673916831e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t114,0.0,0.0,4.079431458648363e-6,9.641237223138605e-7,40.84394440938436,1.0840880806269851e-7,3.128978459526958e-7,4.024988595906784e-6,31.999999980554115,1.9999999897470027,0.0,0.0,1.3721443898988273e-7,2.361966275169172e-7,1.8211422478610275e-7,0.0,3.370375990065857e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t115,0.0,0.0,4.081952493864777e-6,9.751340159696643e-7,40.84394441308038,1.1152427631929085e-7,3.1895147564312595e-7,4.065188519718752e-6,31.99999997995439,1.9999999897666263,0.0,0.0,1.386343729087304e-7,2.386169696997489e-7,1.859259568300075e-7,0.0,3.371957059004552e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t116,0.0,0.0,4.082030529190374e-6,9.793665942448612e-7,40.84394441396647,1.1320847930413309e-7,3.222301206871352e-7,4.0920138721342635e-6,31.999999980215673,1.9999999897802814,0.0,0.0,1.392657515244477e-7,2.3947904936031566e-7,1.8711705760195097e-7,0.0,3.373186776549911e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t117,0.0,0.0,4.080033667358345e-6,9.78608045092605e-7,40.84394441320413,1.137594812658044e-7,3.234292956633795e-7,4.107115247719618e-6,31.999999980422217,1.9999999897882108,0.0,0.0,1.394707783606918e-7,2.395797690851395e-7,1.8630447401943702e-7,0.0,3.374027187599159e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t118,0.0,0.0,4.074901098693887e-6,9.724456437516544e-7,40.8439444102888,1.1322419723433551e-7,3.2270934950339955e-7,4.111056672369382e-6,31.999999980308456,1.9999999897904432,0.0,0.0,1.3937745104224697e-7,2.3911874753353705e-7,1.8656738500287292e-7,0.0,3.374473823752124e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,4.060796645901331e-6,9.575236812271238e-7,40.84394440121096,1.1145143413636587e-7,3.1943943982164344e-7,4.103801314540964e-6,31.99999998050623,1.999999989786877,0.0,0.0,1.3841706309795256e-7,2.3702091110532406e-7,1.850292641805135e-7,0.0,3.374431636253563e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
