,Capture,Capture,Capture
t61,3407.1994916218296,967.001931359698,8.832979091087012
t62,3407.1994916218296,967.001931359698,8.832979091087012
t63,3407.1994916218296,967.001931359698,8.832979091087012
t64,3407.1994916218296,967.001931359698,8.832979091087012
t65,3407.1994916218296,967.001931359698,8.832979091087012
t66,3407.1994916218296,967.001931359698,8.832979091087012
t67,3407.1994916218296,967.001931359698,8.832979091087012
t68,3407.1994916218296,967.001931359698,8.832979091087012
t69,3407.1994916218296,906.672706486959,8.832979091087012
t70,3407.1994916218296,967.001931359698,8.832979091087012
t71,3407.1994916218296,967.001931359698,8.832979091087012
t72,3407.1994916218296,967.001931359698,8.832979091087012
t73,3407.1994916218296,967.001931359698,8.832979091087012
t74,3407.1994916218296,967.001931359698,8.832979091087012
t75,3407.1994916218296,967.001931359698,8.832979091087012
t76,3407.1994916218296,967.001931359698,8.832979091087012
t77,3407.1994916218296,967.001931359698,8.832979091087012
t78,3407.1994916218296,967.001931359698,8.832979091087012
t79,3407.1994916218296,967.001931359698,8.832979091087012
t80,3407.1994916218296,967.001931359698,8.832979091087012
t81,3407.1994916218296,967.001931359698,8.832979091087012
t82,3407.1994916218296,967.001931359698,8.832979091087012
t83,3407.1994916218296,967.001931359698,8.832979091087012
t84,3407.1994916218296,967.001931359698,8.832979091087012
t85,3407.1994916218296,967.001931359698,8.832979091087012
t86,3407.1994916218296,967.001931359698,8.832979091087012
t87,3407.1994916218296,967.001931359698,8.832979091087012
t88,3407.1994916218296,967.001931359698,8.832979091087012
t89,3407.1994916218296,967.001931359698,8.832979091087012
t90,3407.1994916218296,967.001931359698,8.832979091087012
t91,3407.1994916218296,967.001931359698,8.832979091087012
t92,3407.1994916218296,967.001931359698,8.832979091087012
t93,3407.1994916218296,967.001931359698,8.832979091087012
t94,3407.1994916218296,967.001931359698,8.832979091087012
t95,3407.1994916218296,967.001931359698,8.832979091087012
t96,3407.1994916218296,967.001931359698,8.832979091087012
t97,3407.1994916218296,967.001931359698,8.832979091087012
t98,3407.1994916218296,967.001931359698,8.832979091087012
t99,3407.1994916218296,967.001931359698,8.832979091087012
t100,3407.1994916218296,967.001931359698,8.832979091087012
t101,3407.1994916218296,967.001931359698,8.832979091087012
t102,3407.1994916218296,967.001931359698,8.832979091087012
t103,3407.1994916218296,967.001931359698,8.832979091087012
t104,3407.1994916218296,967.001931359698,8.832979091087012
t105,3407.1994916218296,967.001931359698,8.832979091087012
t106,3407.1994916218296,967.001931359698,8.832979091087012
t107,3407.1994916218296,967.001931359698,8.832979091087012
t108,3407.1994916218296,967.001931359698,8.832979091087012
t109,3407.1994916218296,967.001931359698,8.832979091087012
t110,3407.1994916218296,967.001931359698,8.832979091087012
t111,3407.1994916218296,967.001931359698,8.832979091087012
t112,3407.1994916218296,967.001931359698,8.832979091087012
t113,3407.1994916218296,967.001931359698,8.832979091087012
t114,3407.1994916218296,967.001931359698,8.832979091087012
t115,3407.1994916218296,967.001931359698,8.832979091087012
t116,3407.1994916218296,967.001931359698,8.832979091087012
t117,3407.1994916218296,967.001931359698,8.832979091087012
t118,3407.1994916218296,967.001931359698,8.832979091087012
t119,3407.1994916218296,967.001931359698,8.832979091087012
t120,3407.1994916218296,967.001931359698,8.832979091087012
t121,3407.1994916218296,967.001931359698,8.832979091087012
t122,3407.1994916218296,967.001931359698,8.832979091087012
t123,3407.1994916218296,967.001931359698,8.832979091087012
t124,3407.1994916218296,967.001931359698,8.832979091087012
t125,3407.1994916218296,967.001931359698,8.832979091087012
t126,3407.1994916218296,967.001931359698,8.832979091087012
t127,3407.1994916218296,967.001931359698,8.832979091087012
t128,3407.1994916218296,967.001931359698,8.832979091087012
t129,3407.1994916218296,967.001931359698,8.832979091087012
t130,3407.1994916218296,967.001931359698,0.0
t131,3407.1994916218296,967.001931359698,8.832979091087012
t132,3407.1994916218296,967.001931359698,8.832979091087012
t133,3407.1994916218296,967.001931359698,8.832979091087012
t134,3407.1994916218296,967.001931359698,8.832979091087012
t135,3407.1994916218296,967.001931359698,8.832979091087012
t136,3407.1994916218296,967.001931359698,8.832979091087012
t137,3407.1994916218296,967.001931359698,8.832979091087012
t138,3407.1994916218296,967.001931359698,8.832979091087012
t139,3407.1994916218296,967.001931359698,8.832979091087012
t140,3407.1994916218296,967.001931359698,8.832979091087012
t141,3407.1994916218296,967.001931359698,8.832979091087012
t142,3407.1994916218296,967.001931359698,8.832979091087012
t143,3407.1994916218296,967.001931359698,8.832979091087012
t144,3407.1994916218296,967.001931359698,8.832979091087012
t145,3407.1994916218296,967.001931359698,8.832979091087012
t146,3407.1994916218296,967.001931359698,8.832979091087012
t147,3407.1994916218296,967.001931359698,8.832979091087012
t148,3407.1994916218296,967.001931359698,8.832979091087012
t149,3407.1994916218296,967.001931359698,8.832979091087012
t150,3407.1994916218296,967.001931359698,8.832979091087012
t151,3407.1994916218296,967.001931359698,8.832979091087012
t152,3407.1994916218296,967.001931359698,8.832979091087012
t153,3407.1994916218296,967.001931359698,8.832979091087012
t154,3407.1994916218296,967.001931359698,8.832979091087012
t155,3407.1994916218296,967.001931359698,8.832979091087012
t156,3407.1994916218296,967.001931359698,8.832979091087012
t157,3407.1994916218296,967.001931359698,8.832979091087012
t158,3407.1994916218296,967.001931359698,8.832979091087012
t159,3407.1994916218296,967.001931359698,8.832979091087012
t160,3407.1994916218296,967.001931359698,8.832979091087012
t161,3407.1994916218296,967.001931359698,8.832979091087012
t162,3407.1994916218296,967.001931359698,8.832979091087012
t163,3407.1994916218296,967.001931359698,8.832979091087012
t164,3407.1994916218296,967.001931359698,8.832979091087012
t165,3407.1994916218296,967.001931359698,8.832979091087012
t166,3407.1994916218296,967.001931359698,8.832979091087012
t167,3407.1994916218296,967.001931359698,8.832979091087012
t168,3407.1994916218296,967.001931359698,8.832979091087012
