,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions
t57,703.0722078966728,199.5398815341423,1.8226764024667135
t58,703.0722078966728,199.5398815341423,1.8226764024667135
t59,703.0722078966728,199.5398815341423,1.8226764024667135
t60,703.0722078966728,199.5398815341423,1.8226764024667135
t61,703.0722078966728,199.5398815341423,1.8226764024667135
t62,703.0722078966728,199.5398815341423,1.8226764024667135
t63,703.0722078966728,199.5398815341423,1.8226764024667135
t64,703.0722078966728,199.5398815341423,1.8226764024667135
t65,703.0722078966728,199.5398815341423,1.8226764024667135
t66,703.0722078966728,199.5398815341423,1.8226764024667135
t67,703.0722078966728,199.5398815341423,1.8226764024667135
t68,703.0722078966728,199.5398815341423,1.8226764024667135
t69,703.0722078966728,187.09100631087748,1.8226764024667135
t70,703.0722078966728,199.5398815341423,1.8226764024667135
t71,703.0722078966728,199.5398815341423,1.8226764024667135
t72,703.0722078966728,199.5398815341423,1.8226764024667135
t73,703.0722078966728,199.5398815341423,1.8226764024667135
t74,703.0722078966728,199.5398815341423,1.8226764024667135
t75,703.0722078966728,199.5398815341423,1.8226764024667135
t76,703.0722078966728,199.5398815341423,1.8226764024667135
t77,703.0722078966728,199.5398815341423,1.8226764024667135
t78,703.0722078966728,199.5398815341423,1.8226764024667135
t79,703.0722078966728,199.5398815341423,1.8226764024667135
t80,703.0722078966728,199.5398815341423,1.8226764024667135
t81,703.0722078966728,199.5398815341423,1.8226764024667135
t82,703.0722078966728,199.5398815341423,1.8226764024667135
t83,703.0722078966728,199.5398815341423,1.8226764024667135
t84,703.0722078966728,199.5398815341423,1.8226764024667135
t85,703.0722078966728,199.5398815341423,1.8226764024667135
t86,703.0722078966728,199.5398815341423,1.8226764024667135
t87,703.0722078966728,199.5398815341423,1.8226764024667135
t88,703.0722078966728,199.5398815341423,1.8226764024667135
t89,703.0722078966728,199.5398815341423,1.8226764024667135
t90,703.0722078966728,199.5398815341423,1.8226764024667135
t91,703.0722078966728,199.5398815341423,1.8226764024667135
t92,703.0722078966728,199.5398815341423,1.8226764024667135
t93,703.0722078966728,199.5398815341423,1.8226764024667135
t94,703.0722078966728,199.5398815341423,1.8226764024667135
t95,703.0722078966728,199.5398815341423,1.8226764024667135
t96,703.0722078966728,199.5398815341423,1.8226764024667135
t97,703.0722078966728,199.5398815341423,1.8226764024667135
t98,703.0722078966728,199.5398815341423,1.8226764024667135
t99,703.0722078966728,199.5398815341423,1.8226764024667135
t100,703.0722078966728,199.5398815341423,1.8226764024667135
t101,703.0722078966728,199.5398815341423,1.8226764024667135
t102,703.0722078966728,199.5398815341423,1.8226764024667135
t103,703.0722078966728,199.5398815341423,1.8226764024667135
t104,703.0722078966728,199.5398815341423,1.8226764024667135
t105,703.0722078966728,199.5398815341423,1.8226764024667135
t106,703.0722078966728,199.5398815341423,1.8226764024667135
t107,703.0722078966728,199.5398815341423,1.8226764024667135
t108,703.0722078966728,199.5398815341423,1.8226764024667135
t109,703.0722078966728,199.5398815341423,1.8226764024667135
t110,703.0722078966728,199.5398815341423,1.8226764024667135
t111,703.0722078966728,199.5398815341423,1.8226764024667135
t112,703.0722078966728,199.5398815341423,1.8226764024667135
t113,703.0722078966728,199.5398815341423,1.8226764024667135
t114,703.0722078966728,199.5398815341423,1.8226764024667135
t115,703.0722078966728,199.5398815341423,1.8226764024667135
t116,703.0722078966728,199.5398815341423,1.8226764024667135
t117,703.0722078966728,199.5398815341423,1.8226764024667135
t118,703.0722078966728,199.5398815341423,1.8226764024667135
t119,703.0722078966728,199.5398815341423,1.8226764024667135
t120,703.0722078966728,199.5398815341423,1.8226764024667135
t121,703.0722078966728,199.5398815341423,1.8226764024667135
t122,703.0722078966728,199.5398815341423,1.8226764024667135
t123,703.0722078966728,199.5398815341423,1.8226764024667135
t124,703.0722078966728,199.5398815341423,1.8226764024667135
t125,703.0722078966728,199.5398815341423,1.8226764024667135
t126,703.0722078966728,199.5398815341423,1.8226764024667135
t127,703.0722078966728,199.5398815341423,1.8226764024667135
t128,703.0722078966728,199.5398815341423,1.8226764024667135
t129,703.0722078966728,199.5398815341423,1.8226764024667135
t130,703.0722078966728,199.5398815341423,0.0
t131,703.0722078966728,199.5398815341423,1.8226764024667135
t132,703.0722078966728,199.5398815341423,1.8226764024667135
t133,703.0722078966728,199.5398815341423,1.8226764024667135
t134,703.0722078966728,199.5398815341423,1.8226764024667135
t135,703.0722078966728,199.5398815341423,1.8226764024667135
t136,703.0722078966728,199.5398815341423,1.8226764024667135
t137,703.0722078966728,199.5398815341423,1.8226764024667135
t138,703.0722078966728,199.5398815341423,1.8226764024667135
t139,703.0722078966728,199.5398815341423,1.8226764024667135
t140,703.0722078966728,199.5398815341423,1.8226764024667135
t141,703.0722078966728,199.5398815341423,1.8226764024667135
t142,703.0722078966728,199.5398815341423,1.8226764024667135
t143,703.0722078966728,199.5398815341423,1.8226764024667135
t144,703.0722078966728,199.5398815341423,1.8226764024667135
t145,703.0722078966728,199.5398815341423,1.8226764024667135
t146,703.0722078966728,199.5398815341423,1.8226764024667135
t147,703.0722078966728,199.5398815341423,1.8226764024667135
t148,703.0722078966728,199.5398815341423,1.8226764024667135
t149,703.0722078966728,199.5398815341423,1.8226764024667135
t150,703.0722078966728,199.5398815341423,1.8226764024667135
t151,703.0722078966728,199.5398815341423,1.8226764024667135
t152,703.0722078966728,199.5398815341423,1.8226764024667135
t153,703.0722078966728,199.5398815341423,1.8226764024667135
t154,703.0722078966728,199.5398815341423,1.8226764024667135
t155,703.0722078966728,199.5398815341423,1.8226764024667135
t156,703.0722078966728,199.5398815341423,1.8226764024667135
t157,703.0722078966728,199.5398815341423,1.8226764024667135
t158,703.0722078966728,199.5398815341423,1.8226764024667135
t159,703.0722078966728,199.5398815341423,1.8226764024667135
t160,703.0722078966728,199.5398815341423,1.8226764024667135
t161,703.0722078966728,199.5398815341423,1.8226764024667135
t162,703.0722078966728,199.5398815341423,1.8226764024667135
t163,703.0722078966728,199.5398815341423,1.8226764024667135
t164,703.0722078966728,199.5398815341423,1.8226764024667135
t165,703.0722078966728,199.5398815341423,1.8226764024667135
t166,703.0722078966728,199.5398815341423,1.8226764024667135
t167,703.0722078966728,199.5398815341423,1.8226764024667135
t168,703.0722078966728,199.5398815341423,1.8226764024667135
