,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.020004248364707166,0.023955090069977942,0.022172361014530805,0.019515197965042634,0.020446871731357008
t1,0.0,0.0,0.0,0.0,0.0,2.3814783062801646e-5,2.850511459195751e-5,2.6399960120656843e-5,2.3233031586824213e-5,2.4341758406105867e-5
t2,0.0,0.0,0.0,0.0,0.0,2.3816383182076784e-5,2.8492190904856387e-5,2.64023926659216e-5,2.323283983399228e-5,2.4341736692365073e-5
t3,0.0,0.0,0.0,0.0,0.0,2.3816889508573874e-5,2.84900640168441e-5,2.64021825213448e-5,2.323287509221629e-5,2.4341838470988894e-5
t4,0.0,0.0,0.0,0.0,0.0,2.3816880807895483e-5,2.84897220881791e-5,2.640172436528712e-5,2.3232946135965476e-5,2.4341872849902076e-5
t5,0.0,0.0,0.0,0.0,0.0,2.3816922605107994e-5,2.8489485087062195e-5,2.6401587962070294e-5,2.323286429774257e-5,2.434184305809445e-5
t6,0.0,0.0,0.0,0.0,0.0,2.3816476027262178e-5,2.8487883777269558e-5,2.6402310809354476e-5,2.323301089437032e-5,2.4342015159293544e-5
t7,0.0,0.0,0.0,0.0,0.0,2.381649435355905e-5,2.8488433877972584e-5,2.6402332234748795e-5,2.3232939288366992e-5,2.4341984415942835e-5
t8,0.0,0.0,0.0,0.0,0.0,2.3816248054900073e-5,2.8488595679347173e-5,2.6402370628526176e-5,2.323293131178773e-5,2.4341967590522926e-5
t9,0.0,0.0,0.0,0.0,0.0,2.3815684865242247e-5,2.8491445371651514e-5,2.6402646973159446e-5,2.323291111034284e-5,2.4341919554631126e-5
t10,0.0,0.0,0.0,0.0,0.0,2.381350833159379e-5,2.8499374816464767e-5,2.6403540162532322e-5,2.3232876208058482e-5,2.4341803549044835e-5
t11,0.0,0.0,0.0,0.0,0.0,2.381040900681475e-5,2.849978713043367e-5,2.6404907860151703e-5,2.323304481016581e-5,2.43418914544677e-5
t12,0.0,0.0,0.0,0.0,0.0,2.3808134054885732e-5,2.8502059329871015e-5,2.640484423072655e-5,2.323304783734805e-5,2.4341785053592415e-5
t13,0.0,0.0,0.0,0.0,0.0,2.380641899508128e-5,2.850286453324045e-5,2.640413352509532e-5,2.3232998816706678e-5,2.4341786528288276e-5
t14,0.0,0.0,0.0,0.0,0.0,2.3805888359077533e-5,2.85014146954583e-5,2.6402882217390096e-5,2.3232941615696938e-5,2.4341801423282412e-5
t15,0.0,0.0,0.0,0.0,0.0,2.3807067668953988e-5,2.849912857449132e-5,2.6401437375528922e-5,2.3232838539507285e-5,2.4341716115580832e-5
t16,0.0,0.0,0.0,0.0,0.0,2.380998518405756e-5,2.8492010634550512e-5,2.6400245255819246e-5,2.3232973535995343e-5,2.4341794697884176e-5
t17,0.0,0.0,0.0,0.0,0.0,2.3813594513241924e-5,2.848818902026739e-5,2.6397421194397758e-5,2.3232917234824695e-5,2.4341770378430427e-5
t18,0.0,0.0,0.0,0.0,0.0,2.3816939244330427e-5,2.848928338281158e-5,2.6395480649078085e-5,2.323294806446099e-5,2.4341770247135794e-5
t19,0.0,0.0,0.0,0.0,0.0,2.3818466392090382e-5,2.8496528674328402e-5,2.63944699601691e-5,2.3232956784287774e-5,2.434173268387093e-5
t20,0.0,0.0,0.0,0.0,0.0,2.3818830720670832e-5,2.850611159737076e-5,2.6394057027785287e-5,2.3232900879668587e-5,2.4341632175743546e-5
t21,0.0,0.0,0.0,0.0,0.0,2.3818130058678563e-5,2.8511163654565226e-5,2.6394610801067214e-5,2.3233084262059094e-5,2.434166791232093e-5
t22,0.0,0.0,0.0,0.0,0.0,2.3817641592512607e-5,2.8517186048295783e-5,2.6394877028578476e-5,2.323301384272564e-5,2.434158996828704e-5
t23,0.0,0.0,0.0,0.0,0.0,2.3816593849825716e-5,2.852436194313729e-5,2.6395348864503756e-5,2.3232964719599728e-5,2.434160770273911e-5
t24,0.0,0.0,0.0,0.0,0.0,2.3815950862767326e-5,2.8529348451408682e-5,2.639511489887926e-5,2.323299202121666e-5,2.434152453698072e-5
t25,0.0,0.0,0.0,0.0,0.0,2.3815894185173458e-5,2.853439294433486e-5,2.6395688647346494e-5,2.3232866334262738e-5,2.4341436200842315e-5
t26,0.0,0.0,0.0,0.0,0.0,2.381561510314217e-5,2.8537065726792032e-5,2.6395275458012723e-5,2.3233075593922414e-5,2.434148528178581e-5
t27,0.0,0.0,0.0,0.0,0.0,2.3815536821535613e-5,2.8540759492025705e-5,2.639455479998657e-5,2.3232999017024237e-5,2.4341408557166776e-5
t28,0.0,0.0,0.0,0.0,0.0,2.381533089811117e-5,2.8543956108813362e-5,2.639642506040334e-5,2.3232980484092893e-5,2.434143669106725e-5
t29,0.0,0.0,0.0,0.0,0.0,2.38152750376251e-5,2.854760321999248e-5,2.6397112654089272e-5,2.3232909681880286e-5,2.434144554068672e-5
t30,0.0,0.0,0.0,0.0,0.0,2.3815559660758046e-5,2.8551021585372665e-5,2.6397659160900892e-5,2.323278894961076e-5,2.4341425598122757e-5
t31,0.0,0.0,0.0,0.0,0.0,2.3815863596457615e-5,2.8552250195346175e-5,2.6398423394429265e-5,2.3232942541381732e-5,2.4341520936978927e-5
t32,0.0,0.0,0.0,0.0,0.0,2.381567370298206e-5,2.8555239850699743e-5,2.639838187168545e-5,2.323286735142429e-5,2.434147086427543e-5
