,Capture,Capture,Capture,Capture,Capture,Capture,Capture,Capture,Capture,Capture
t79,0.0,0.0,0.0,0.0,0.0,0.00021419081238099384,0.00025649466790714925,0.00023739198060727696,0.00020891726640456706,0.00021889544143606233
t80,0.0,0.0,0.0,0.0,0.0,0.0002141956788419266,0.0002564931930981769,0.00023737817017645217,0.00020891685027120223,0.00021889451552487672
t81,0.0,0.0,0.0,0.0,0.0,0.00021419281278221971,0.00025648772227179273,0.00023738190501176618,0.00020891966872389002,0.00021889447520543058
t82,0.0,0.0,0.0,0.0,0.0,0.00021419043422334972,0.00025647859635157726,0.000237383806674203,0.00020891956824936562,0.00021889308328555847
t83,0.0,0.0,0.0,0.0,0.0,0.0002142003130599761,0.0002564973359953259,0.00023739447731099776,0.00020891963880930505,0.0002188924440253885
t84,0.0,0.0,0.0,0.0,0.0,0.00021419516867587576,0.00025651129181653053,0.0002373908370762763,0.0002089195300257709,0.00021889202526537415
t85,0.0,0.0,0.0,0.0,0.0,0.00021419218859315882,0.00025650036000756586,0.00023737717333193633,0.0002089187848083455,0.00021889116574310425
t86,0.0,0.0,0.0,0.0,0.0,0.00021418797046115308,0.0002564780498113723,0.00023737613815248636,0.0002089208165395275,0.00021889164124388465
t87,0.0,0.0,0.0,0.0,0.0,0.00021418641181530224,0.00025648815574448597,0.00023736713091545176,0.00020892024663004513,0.00021889115459949694
t88,0.0,0.0,0.0,0.0,0.0,0.00021418567236590594,0.0002564915449943201,0.00023735684142298666,0.00020892001021778148,0.00021889160032440968
t89,0.0,0.0,0.0,0.0,0.0,0.00021418676791219905,0.00025650628096626673,0.0002373404114431419,0.00020891991534878086,0.00021889242770296185
t90,0.0,0.0,0.0,0.0,0.0,0.0002141903701654031,0.0002565204635820905,0.00023733152628874627,0.00020891989121399218,0.00021889267610289225
t91,0.0,0.0,0.0,0.0,0.0,0.00021418452145467913,0.00025652317783144226,0.00023733144111012238,0.00020892231104660227,0.00021889358417467918
t92,0.0,0.0,0.0,0.0,0.0,0.00021418501583339347,0.0002565336386843929,0.00023732804607095941,0.00020892231661785883,0.0002188932701075611
t93,0.0,0.0,0.0,0.0,0.0,0.00021418466422724495,0.00025653058247439254,0.0002373285149178568,0.00020892263741744828,0.0002188940073139708
t94,0.0,0.0,0.0,0.0,0.0,0.0002141843872544663,0.0002565106321236615,0.00023733507132899604,0.00020892315380924544,0.00021889488546125797
t95,0.0,0.0,0.0,0.0,0.0,0.00021418487964105994,0.0002564453032933492,0.00023735330200634811,0.00020892291342058147,0.00021889571570573788
t96,0.0,0.0,0.0,0.0,0.0,0.0002141756945097018,0.0002564156348398022,0.0002373648583115136,0.00020892563572735276,0.00021889657181432652
t97,0.0,0.0,0.0,0.0,0.0,0.00021417547705611403,0.00025641510877979926,0.00023737295647269246,0.00020892515445316168,0.00021889709015713728
t98,0.0,0.0,0.0,0.0,0.0,0.0002141761691585626,0.00025640924579486106,0.0002373805362902351,0.00020892518375456362,0.00021889782723824228
t99,0.0,0.0,0.0,0.0,0.0,0.00021417835914958543,0.00025640288526746706,0.00023739025872319356,0.00020892502359036897,0.0002188981566707187
t100,0.0,0.0,0.0,0.0,0.0,0.0002141807931816213,0.00025640484556909413,0.00023739052594331624,0.00020892449493495986,0.00021889800453049732
t101,0.0,0.0,0.0,0.0,0.0,0.00021417806371991943,0.00025639643838958087,0.00023739390359351422,0.0002089267086374583,0.00021889847896989123
t102,0.0,0.0,0.0,0.0,0.0,0.00021418173229522958,0.0002564029621964052,0.00023738920538220605,0.00020892669903817574,0.0002188981985092864
t103,0.0,0.0,0.0,0.0,0.0,0.00021418245822365064,0.00025640582373586806,0.00023737576501335405,0.0002089267465841723,0.00021889830427761016
t104,0.0,0.0,0.0,0.0,0.0,0.00021418363780297374,0.0002564088270595136,0.00023736529812062472,0.00020892685786961688,0.0002188984975806206
t105,0.0,0.0,0.0,0.0,0.0,0.00021418488682815987,0.00025642768019516564,0.00023735376117015465,0.00020892623358346852,0.0002188977809432422
t106,0.0,0.0,0.0,0.0,0.0,0.00021417821165033526,0.00025641520983942103,0.00023733381781553318,0.00020892832221097677,0.00021889736370308524
t107,0.0,0.0,0.0,0.0,0.0,0.00021417621307178854,0.000256392564972427,0.0002373085322655904,0.00020892759082708726,0.0002188965934060895
t108,0.0,0.0,0.0,0.0,0.0,0.00021417281737421627,0.0002563976222350909,0.00023730020793446427,0.00020892679817651887,0.00021889633619987496
t109,0.0,0.0,0.0,0.0,0.0,0.00021417169652971705,0.00025639815579849175,0.00023729737690088843,0.00020892592752133382,0.00021889604817558258
t110,0.0,0.0,0.0,0.0,0.0,0.0002141712754545294,0.0002564000479103905,0.0002372933941334067,0.00020892510913981003,0.0002188952063487062
t111,0.0,0.0,0.0,0.0,0.0,0.00021417002995778692,0.00025639034041706867,0.00023729244506622693,0.00020892762820755225,0.00021889580631376135
t112,0.0,0.0,0.0,0.0,0.0,0.0002141717821253314,0.00025640235301793273,0.0002372881302039185,0.0002089276345153936,0.00021889582504388183
t113,0.0,0.0,0.0,0.0,0.0,0.00021417539174320302,0.0002564154054839625,0.0002372852396108262,0.00020892735909165002,0.0002188964379860359
t114,0.0,0.0,0.0,0.0,0.0,0.00021418144094575474,0.0002564417215419984,0.00023728444327467753,0.00020892728687580016,0.000218896558349625
t115,0.0,0.0,0.0,0.0,0.0,0.00021418545130892495,0.00025646025763378255,0.00023728461076799953,0.00020892732505398365,0.00021889586029739534
t116,0.0,0.0,0.0,0.0,0.0,0.000214182294670044,0.0002564638387041026,0.000237290551044061,0.00020893017303962405,0.00021889585042169803
t117,0.0,0.0,0.0,0.0,0.0,0.00021418230200989733,0.00025647400663547214,0.00023729265138926065,0.00020893002765508476,0.0002188955987897335
t118,0.0,0.0,0.0,0.0,0.0,0.00021418095720177288,0.00025647812100534575,0.0002372920171271582,0.00020893009823403193,0.00021889613956100148
t119,0.0,0.0,0.0,0.0,0.0,0.0002141834291116266,0.00025646040923790585,0.0002372883547543348,0.0002089293989781131,0.00021889604421624454
t120,0.0,0.0,0.0,0.0,0.0,0.00021418204609232455,0.0002564539815367652,0.0002372805112706472,0.0002089291217296625,0.0002188951336551619
t121,0.0,0.0,0.0,0.0,0.0,0.00021417788267380584,0.00025645658160617946,0.00023727898702348657,0.00020893111415990222,0.00021889581693421628
t122,0.0,0.0,0.0,0.0,0.0,0.00021417748104822666,0.0002564685696573326,0.00023727350270849688,0.00020893120962555065,0.00021889578948001487
t123,0.0,0.0,0.0,0.0,0.0,0.00021417793525546345,0.0002564850243938124,0.00023726861303400657,0.0002089309928159439,0.00021889616773944977
t124,0.0,0.0,0.0,0.0,0.0,0.0002141800728723767,0.0002564983763610026,0.00023726410387524594,0.00020893056861080275,0.00021889629946941777
t125,0.0,0.0,0.0,0.0,0.0,0.00021418315121943035,0.0002565228342395375,0.0002372606489051989,0.00020892964398429358,0.00021889534117754405
t126,0.0,0.0,0.0,0.0,0.0,0.00021417993558724494,0.00025653357884998924,0.0002372641321315897,0.0002089310270644525,0.0002188960786706986
t127,0.0,0.0,0.0,0.0,0.0,0.00021418009689664412,0.0002565535262552124,0.00023726356684404553,0.00020892994320794513,0.00021889641128965733
t128,0.0,0.0,0.0,0.0,0.0,0.00021417594453465973,0.00025657226015123714,0.0002372615789627386,0.00020892980398104708,0.00021889682152589202
t129,0.0,0.0,0.0,0.0,0.0,0.00021416200309708837,0.0002565904595182371,0.0002372596732643283,0.00020892929093946485,0.00021889659241011223
t130,0.0,0.0,0.0,0.0,0.0,0.0002141319514999857,0.00025659804797399264,0.0002372567545993,0.00020892899494766114,0.00021889549119299037
t131,0.0,0.0,0.0,0.0,0.0,0.00021410350498917135,0.0002565811521936745,0.00023725918836800818,0.00020893010893222665,0.00021889583287060558
t132,0.0,0.0,0.0,0.0,0.0,0.00021409686608895605,0.00025661384528103017,0.00023725865650096962,0.00020892900061932022,0.00021889598613709026
t133,0.0,0.0,0.0,0.0,0.0,0.00021409940603928426,0.0002566210577355432,0.00023725737917640994,0.00020892887558186593,0.0002188964908830985
t134,0.0,0.0,0.0,0.0,0.0,0.00021409396478086641,0.0002566307155881582,0.00023725743157866264,0.00020892906912165627,0.00021889652779277948
t135,0.0,0.0,0.0,0.0,0.0,0.00021410185580806004,0.0002566390898633412,0.00023725900678823173,0.0002089290707791572,0.00021889608622103647
t136,0.0,0.0,0.0,0.0,0.0,0.0002141204078447251,0.00025662276657272763,0.00023726932700012532,0.00020893067901493577,0.00021889698040437032
t137,0.0,0.0,0.0,0.0,0.0,0.00021414526795898072,0.000256607989877295,0.000237277955105925,0.0002089303412867014,0.00021889725960835019
t138,0.0,0.0,0.0,0.0,0.0,0.00021416662414243165,0.00025658565453274385,0.00023728206226433625,0.00020892992614141733,0.0002188976137052684
t139,0.0,0.0,0.0,0.0,0.0,0.00021417701902474762,0.00025659157289341454,0.0002372830499595105,0.00020892963750013792,0.0002188976022373088
t140,0.0,0.0,0.0,0.0,0.0,0.00021418462171445473,0.000256598408984335,0.0002372836436599121,0.0002089289133819218,0.00021889731940107255
t141,0.0,0.0,0.0,0.0,0.0,0.0002141806951208846,0.0002565929668243246,0.0002372896300367981,0.00020893036408285536,0.00021889832211912055
t142,0.0,0.0,0.0,0.0,0.0,0.00021417935394066768,0.0002566043949685288,0.00023729277235015137,0.00020892928802151783,0.00021889830613234363
t143,0.0,0.0,0.0,0.0,0.0,0.00021417810714385041,0.00025659577348910776,0.00023729841774982878,0.00020892881479552176,0.00021889941414449538
t144,0.0,0.0,0.0,0.0,0.0,0.00021417640477505048,0.00025659144816121443,0.00023730224480852027,0.0002089286835390347,0.0002188991545661943
t145,0.0,0.0,0.0,0.0,0.0,0.00021417593687545568,0.00025659240660142867,0.00023730355093741173,0.0002089278733486961,0.00021889836424129682
t146,0.0,0.0,0.0,0.0,0.0,0.00021417105491671747,0.0002565776967023424,0.00023730693462740673,0.000208929344838477,0.0002188979944417438
t147,0.0,0.0,0.0,0.0,0.0,0.00021417193238377336,0.0002565870830847441,0.00023730009201514498,0.00020892884363324894,0.00021889762042493738
t148,0.0,0.0,0.0,0.0,0.0,0.00021417284254715457,0.0002565812256374511,0.00023729167168329648,0.00020892851833324293,0.00021889831004225975
t149,0.0,0.0,0.0,0.0,0.0,0.00021417393521359443,0.0002565952565227442,0.00023728779788059916,0.00020892779704825514,0.00021889943624377585
t150,0.0,0.0,0.0,0.0,0.0,0.0002141782941429439,0.00025662163770607345,0.00023728824450173445,0.00020892670795127482,0.0002188995381593751
t151,0.0,0.0,0.0,0.0,0.0,0.00021417335695902965,0.00025662547831762164,0.00023729667960489505,0.00020892792407222925,0.00021890025518186306
t152,0.0,0.0,0.0,0.0,0.0,0.00021417027229624156,0.0002566438061092635,0.00023730392243704603,0.00020892700130222192,0.00021890030848327563
t153,0.0,0.0,0.0,0.0,0.0,0.00021415318172275996,0.00025665657986518524,0.00023731153480741093,0.00020892635525769963,0.00021890021497218736
t154,0.0,0.0,0.0,0.0,0.0,0.00021411406980536494,0.0002566634063961843,0.00023731550534514666,0.00020892555790753207,0.00021889986693024322
t155,0.0,0.0,0.0,0.0,0.0,0.0002140802383307706,0.00025663581351168403,0.00023731906780464915,0.00020892513218770872,0.00021889890998762071
t156,0.0,0.0,0.0,0.0,0.0,0.0002140583055108453,0.00025662437809812464,0.000237322430871078,0.00020892602759128384,0.0002188993548989392
t157,0.0,0.0,0.0,0.0,0.0,0.00021405094127541243,0.000256640947276017,0.0002373141108532153,0.00020892532697266303,0.00021889914989739603
t158,0.0,0.0,0.0,0.0,0.0,0.00021405238737631503,0.00025664203837928316,0.00023730052020984292,0.00020892507556435848,0.00021889938752527277
t159,0.0,0.0,0.0,0.0,0.0,0.0002140646358149643,0.00025665359011091415,0.00023728660812865338,0.0002089246774501503,0.00021889975645556604
t160,0.0,0.0,0.0,0.0,0.0,0.00021409263441906056,0.00025666917637649886,0.00023727391110486547,0.00020892441554880585,0.0002188998758739863
t161,0.0,0.0,0.0,0.0,0.0,0.0002141265771076595,0.00025666426924079934,0.0002372749336504091,0.00020892590813746832,0.00021890192911406154
t162,0.0,0.0,0.0,0.0,0.0,0.00021415814954547268,0.0002566650182312366,0.00023727430708350293,0.00020892529269348154,0.00021890248419127007
t163,0.0,0.0,0.0,0.0,0.0,0.000214170787785703,0.0002566729726254524,0.00023727519536084952,0.00020892524967003947,0.0002189027179563455
t164,0.0,0.0,0.0,0.0,0.0,0.0002141757817417841,0.0002566769781724662,0.00023728024277651523,0.0002089253699350628,0.0002189023144267399
t165,0.0,0.0,0.0,0.0,0.0,0.00021417763996719758,0.00025667961518622764,0.00023728376714615918,0.0002089243367945239,0.0002189018679497851
t166,0.0,0.0,0.0,0.0,0.0,0.00021417055541086882,0.00025666103757223253,0.00023729327462838876,0.0002089256703238,0.00021890289019657437
t167,0.0,0.0,0.0,0.0,0.0,0.00021416630433950527,0.00025662905741046004,0.00023729544442844107,0.00020892586790219813,0.0002189040289059606
t168,0.0,0.0,0.0,0.0,0.0,0.00021415607854201522,0.00025662469744990106,0.00023728704145688183,0.0002089257189450689,0.00021890354893265544
t169,0.0,0.0,0.0,0.0,0.0,0.00021419078683404877,0.0002564958162649623,0.0002372656533842033,0.000208925191324907,0.00021889531281166992
t170,0.0,0.0,0.0,0.0,0.0,0.0002141816060142238,0.00025646516323163404,0.0002372575870161596,0.00020892436111592214,0.00021889370488594075
t171,0.0,0.0,0.0,0.0,0.0,0.0002141795333222363,0.0002564253276394427,0.0002372612948017752,0.00020892700940631156,0.0002188941929774111
t172,0.0,0.0,0.0,0.0,0.0,0.0002141752311334301,0.0002564140815134026,0.00023726176209373773,0.00020892673572911967,0.00021889449616613148
t173,0.0,0.0,0.0,0.0,0.0,0.00021417603729550583,0.00025641666858233585,0.0002372618829819543,0.00020892634484784474,0.00021889520464090506
t174,0.0,0.0,0.0,0.0,0.0,0.0002141777839196326,0.00025642704209998825,0.0002372619502047699,0.0002089259363628847,0.00021889592116773599
t175,0.0,0.0,0.0,0.0,0.0,0.00021417883154152166,0.0002564440679419751,0.0002372621097484765,0.00020892497209144215,0.00021889614619789363
t176,0.0,0.0,0.0,0.0,0.0,0.00021417166356261326,0.0002564555529543493,0.0002372680056309615,0.00020892656766462279,0.00021889554684249927
t177,0.0,0.0,0.0,0.0,0.0,0.00021415861285130323,0.0002564865127897474,0.0002372637820268623,0.00020892574029326234,0.00021889409034330014
t178,0.0,0.0,0.0,0.0,0.0,0.0002141676575598943,0.00025655400724311733,0.00023725689552525425,0.00020892567277925434,0.00021889358734992258
t179,0.0,0.0,0.0,0.0,0.0,0.0002141519120478392,0.00025656480108494033,0.0002372560253454449,0.00020892537060887133,0.00021889408889652975
t180,0.0,0.0,0.0,0.0,0.0,0.00021414792540478994,0.0002565529806290977,0.00023725534517680816,0.0002089247156939309,0.00021889425269958963
t181,0.0,0.0,0.0,0.0,0.0,0.00021415586491860028,0.00025653317721728564,0.00023726098844408558,0.0002089254709050581,0.0002188949215485599
t182,0.0,0.0,0.0,0.0,0.0,0.00021415464641205077,0.00025652036236369346,0.00023726383917429752,0.0002089248721542735,0.00021889522371585344
t183,0.0,0.0,0.0,0.0,0.0,0.00021415691463961523,0.00025648388349215227,0.00023726989342173473,0.00020892520606820286,0.00021889598855732447
t184,0.0,0.0,0.0,0.0,0.0,0.0002141604477694894,0.00025645285181102195,0.00023727123456688948,0.0002089253609995572,0.00021889724047659568
t185,0.0,0.0,0.0,0.0,0.0,0.00021416728794172312,0.00025641903037237126,0.00023727265180362026,0.00020892492574352674,0.0002188972521310573
t186,0.0,0.0,0.0,0.0,0.0,0.00021417980687658434,0.0002563571343106323,0.0002372797184546038,0.0002089268808745553,0.00021889807777242444
t187,0.0,0.0,0.0,0.0,0.0,0.00021417839318472242,0.0002563082757142033,0.00023728199852317795,0.00020892624862977862,0.00021889846510614195
t188,0.0,0.0,0.0,0.0,0.0,0.0002141766296708162,0.00025628480388965386,0.00023728013264084672,0.00020892636901803283,0.0002188984587452405
t189,0.0,0.0,0.0,0.0,0.0,0.00021417740918712358,0.0002562711087081863,0.00023728003737328145,0.00020892576963957765,0.00021889855730791925
