Resource,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Liquid_DAC_10,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9,Solid_DAC_10
Zone,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.03541317,0.03607355,0.035513297,0.0338797,0.034024447,0.0,0.0,0.0,0.0,0.0,0.14448115,0.17934991,0.16387844,0.14161669,0.1498503
t1,0.0,0.0,0.0,0.0,0.0,4.216169717876526e-5,4.284174204038292e-5,4.232005925235171e-5,4.0339795956037234e-5,4.050947752984645e-5,0.0,0.0,0.0,0.0,0.0,0.00017200002101189704,0.00021349921652038606,0.0001950896540629077,0.00016859034421324527,0.00017839122756103368
t2,0.0,0.0,0.0,0.0,0.0,4.217294906041006e-5,4.2686145377502155e-5,4.234365141180986e-5,4.033649605439089e-5,4.050927730524385e-5,0.0,0.0,0.0,0.0,0.0,0.00017200315869207904,0.00021353859297552295,0.0001950879373105067,0.000168591919718921,0.00017839123251818306
t3,0.0,0.0,0.0,0.0,0.0,4.217678759685779e-5,4.266021376258756e-5,4.234187369126787e-5,4.0336450927476214e-5,4.0510319316255536e-5,0.0,0.0,0.0,0.0,0.0,0.00017200387345146843,0.0002135453978996795,0.000195087825241689,0.00016859228191619548,0.00017839110578256545
t4,0.0,0.0,0.0,0.0,0.0,4.2177107427969284e-5,4.2656468282634186e-5,4.233763703922347e-5,4.0336935897650687e-5,4.051064149524551e-5,0.0,0.0,0.0,0.0,0.0,0.00017200347537684623,0.00021354606848156634,0.00019508794178530101,0.00016859243582865755,0.00017839109276646383
t5,0.0,0.0,0.0,0.0,0.0,4.217723066788796e-5,4.265451262338621e-5,4.233639088923938e-5,4.0336526326064344e-5,4.051050888564544e-5,0.0,0.0,0.0,0.0,0.0,0.00017200372801114076,0.0002135458928358062,0.00019508796128765176,0.00016859210944500199,0.00017839095746412483
t6,0.0,0.0,0.0,0.0,0.0,4.217473052240176e-5,4.263699767791484e-5,4.234202761625668e-5,4.033762038444154e-5,4.051139957492958e-5,0.0,0.0,0.0,0.0,0.0,0.0001720022121688049,0.00021354900751335815,0.00019508882498585193,0.0001685923337016225,0.00017839161444749437
t7,0.0,0.0,0.0,0.0,0.0,4.217462283606899e-5,4.264249360853239e-5,4.2342304550541025e-5,4.033712840288325e-5,4.051122564714029e-5,0.0,0.0,0.0,0.0,0.0,0.00017200248465996563,0.00021354845853150886,0.00019508874072597695,0.00016859218174430194,0.0001783915119063025
t8,0.0,0.0,0.0,0.0,0.0,4.217296659135801e-5,4.264508165143881e-5,4.2342873595836616e-5,4.033719091488942e-5,4.051109585912519e-5,0.0,0.0,0.0,0.0,0.0,0.00017200192598867866,0.00021354732553693505,0.00019508851694846353,0.00016859204750046788,0.0001783914903865846
t9,0.0,0.0,0.0,0.0,0.0,4.216896120438291e-5,4.267461114485266e-5,4.234563325760224e-5,4.033723910354566e-5,4.0510755306077214e-5,0.0,0.0,0.0,0.0,0.0,0.00017200086672045746,0.00021354342277287683,0.00019508824240030645,0.00016859181764414176,0.00017839139896218834
t10,0.0,0.0,0.0,0.0,0.0,4.215425787733398e-5,4.2752039777936594e-5,4.2353754722442805e-5,4.03369369115552e-5,4.0509939867598294e-5,0.0,0.0,0.0,0.0,0.0,0.00017199599690318572,0.00021353730209674657,0.00019508815321399897,0.00016859180596666857,0.0001783911711849632
t11,0.0,0.0,0.0,0.0,0.0,4.2133926840020976e-5,4.27567829035419e-5,4.2365419016594695e-5,4.033805615005724e-5,4.051008352623011e-5,0.0,0.0,0.0,0.0,0.0,0.0001719884563147879,0.00021353626683057387,0.0001950887883588703,0.0001685922029341677,0.00017839181804272405
t12,0.0,0.0,0.0,0.0,0.0,4.2118440567219946e-5,4.2780304703493286e-5,4.236488105639987e-5,4.0338032674706046e-5,4.0509352063194544e-5,0.0,0.0,0.0,0.0,0.0,0.00017198348438678845,0.0002135331784788,0.00019508875411200434,0.00016859225363238074,0.000178391592663356
t13,0.0,0.0,0.0,0.0,0.0,4.210693428831608e-5,4.2788616695024234e-5,4.235831373539196e-5,4.033769321338672e-5,4.0509423653075194e-5,0.0,0.0,0.0,0.0,0.0,0.000171979567466012,0.000213532107524764,0.00019508893019532138,0.0001685921522605942,0.00017839153433512874
t14,0.0,0.0,0.0,0.0,0.0,4.210337856758731e-5,4.277443801910169e-5,4.234686764673582e-5,4.033725949264565e-5,4.050952615359033e-5,0.0,0.0,0.0,0.0,0.0,0.00017197835128023224,0.00021353324809113484,0.0001950891235168442,0.00016859207158376568,0.0001783915657824026
t15,0.0,0.0,0.0,0.0,0.0,4.211099948976216e-5,4.2750993853052674e-5,4.2333382311890875e-5,4.03364577637223e-5,4.0508936601457224e-5,0.0,0.0,0.0,0.0,0.0,0.00017198133566270177,0.00021353613361539447,0.00019508961566948435,0.00016859194636853746,0.00017839138817894596
t16,0.0,0.0,0.0,0.0,0.0,4.2130613570425585e-5,4.2679202717856786e-5,4.232093477205293e-5,4.033728540323169e-5,4.050900367805649e-5,0.0,0.0,0.0,0.0,0.0,0.00017198795822865318,0.0002135439144993241,0.00019509134270833599,0.00016859233272622284,0.00017839202777773647
t17,0.0,0.0,0.0,0.0,0.0,4.215437247715737e-5,4.264151103322599e-5,4.2295143213867964e-5,4.0336868481304526e-5,4.050883488354023e-5,0.0,0.0,0.0,0.0,0.0,0.0001719966573181837,0.00021354723914903474,0.0001950917380307162,0.00016859224334265857,0.00017839197787212908
