Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,2.448117349543605e-6,571.7880709503806,571.7880685022633
Fuel_cell_1.0,1.0,0,1.1329037619290482e-6,0.0041918285128509335,0.004190695609089004
CCGT-H2_2.0,2.0,0,2.521334159714889e-6,2431.956602455049,2431.956599933715
Fuel_cell_2.0,2.0,0,1.1351384851923986e-6,0.004544299936878597,0.004543164798393405
CCGT-H2_3.0,3.0,0,2.47294532604159e-6,225.34947451945644,225.3494720465111
Fuel_cell_3.0,3.0,0,1.1207468221244272e-6,0.004965061620395339,0.004963940873573215
CCGT-H2_4.0,4.0,0,2.5286947326815443e-6,214.2994875991392,214.2994850704445
Fuel_cell_4.0,4.0,0,1.1239990419595619e-6,0.004741848898178885,0.0047407248991369255
CCGT-H2_5.0,5.0,0,2.51187174409238e-6,0.039660892772769574,0.03965838090102548
Fuel_cell_5.0,5.0,0,1.1211348843969282e-6,0.0038826287511699825,0.0038815076162855857
CCGT-H2_6.0,6.0,0,2.5359821144673564e-6,1250.8230054643009,1250.8230029283188
Fuel_cell_6.0,6.0,0,1.1241508934332157e-6,0.006137476735334321,0.006136352584440888
CCGT-H2_7.0,7.0,0,2.5346216210273492e-6,9955.609945729368,9955.609943194746
Fuel_cell_7.0,7.0,0,1.126591623228583e-6,0.005006246582830304,0.005005119991207075
CCGT-H2_8.0,8.0,0,2.5323072462360513e-6,14129.797601812255,14129.797599279947
Fuel_cell_8.0,8.0,0,1.1204174134835394e-6,0.005749022792784379,0.005747902375370896
CCGT-H2_9.0,9.0,0,2.500882096521175e-6,0.005327784243443411,0.005325283361346889
Fuel_cell_9.0,9.0,0,1.1183601190142859e-6,0.0021182959178525536,0.0021171775577335395
CCGT-H2_10.0,10.0,0,2.4811914660663144e-6,0.012112662407339141,0.012110181215873076
Fuel_cell_10.0,10.0,0,1.121974627664533e-6,0.0037432992359361186,0.0037421772613084542
Total,n/a,0,3.631336552881878e-5,28779.726369878357,28779.726333564988
