,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
t91,0.0,0,0,3.5985616384908994,-0.0,0.0,16.9414383615091,0,0.0,-20.54,106.85247222222219,0.0,-0.0,14.769294408309221,-0.0,0.0,-0.7317666305314106,0,0.0,-120.89,34.39708333333333,0,0,11.122916666666676,-0.0,0.0,0.0,0,0.0,-45.52
t92,0.0,0,0,0.0,-1.8514383615091,0.0,16.9414383615091,0,0.0,-15.09,106.85247222222219,0.0,-0.0,0.0,-1.1510338607130848,0.0,-16.9414383615091,0,0.0,-88.76,34.39708333333333,0,0,0.0,-0.9670833333333277,0.0,0.0,0,0.0,-33.43
t93,0.0,0,0,0.0,-6.0214383615091,0.0,16.9414383615091,0,0.0,-10.92,106.85247222222219,0.0,-0.0,0.0,-25.671033860713095,0.0,-16.9414383615091,0,0.0,-64.24,34.39708333333333,0,0,0.0,-10.207083333333326,0.0,0.0,0,0.0,-24.19
t94,0.0,0,0,0.0,-8.7214383615091,0.0,16.9414383615091,0,0.0,-8.22,106.85247222222219,0.3439999999999719,-0.0,0.0,-41.90503386071373,0.0,-16.9414383615091,0,0.0,-48.35,34.39708333333333,0,0,0.0,-16.187083333333327,0.0,0.0,0,0.0,-18.21
t95,0.0,0,0,0.0,-5.5149586903291565,0.0,10.384958690329157,0,0.0,-4.87,106.85247222222219,4.0,-0.0,0.0,-65.24103386071309,0.0,-16.9414383615091,0,0.0,-28.67,34.39708333333333,0,0,0.0,-23.597083333333327,0.0,0.0,0,0.0,-10.8
t96,0.0,0,0,0.0,-9.150512277247685,0.0,11.910512277247685,0,0.0,-2.76,106.85247222222219,0.0,-0.0,0.0,-73.68103386071309,0.0,-16.9414383615091,0,0.0,-16.23,34.39708333333333,0,0,0.0,-28.287083333333328,0.0,0.0,0,0.0,-6.11
t97,0.0,0,0,0.0,-9.150512277247685,0.0,11.010512277247685,0,0.0,-1.86,106.85247222222219,0.0,-5.199999999999989,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-10.95,34.39708333333333,0,0,0.0,-30.277083333333326,0.0,0.0,0,0.0,-4.12
t98,0.0,0,0,0.0,-9.150512277247685,0.0,10.510512277247685,0,0.0,-1.36,106.85247222222219,0.0,-8.11999999999999,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-8.03,33.297083333333326,0,0,0.0,-30.277083333333326,0.0,0.0,0,0.0,-3.02
t99,0.0,0,0,0.0,-9.150512277247685,0.0,11.070512277247685,0,0.0,-1.92,106.85247222222219,0.0,-4.839999999999989,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-11.31,34.39708333333333,0,0,0.0,-30.13708333333333,0.0,0.0,0,0.0,-4.26
t100,0.0,0,0,0.0,-9.150512277247685,0.0,13.610512277247686,0,0.0,-4.46,106.85247222222219,4.0,-0.0,0.0,-67.6410338607131,0.0,-16.9414383615091,0,0.0,-26.27,34.39708333333333,0,0,0.0,-24.507083333333327,0.0,0.0,0,0.0,-9.89
t101,0.0,0,0,0.0,-7.3314383615091,0.0,16.9414383615091,0,0.0,-9.61,106.85247222222219,4.0,-8.88888888888889,0.0,-28.472144971824207,0.0,-16.9414383615091,0,0.0,-56.55,34.39708333333333,0,0,0.0,-13.097083333333327,0.0,0.0,0,0.0,-21.3
t102,0.0,0,0,0.0,-0.11802777777774587,0.0,15.558027777777745,0,0.0,-15.44,106.85247222222219,4.0,-4.444444444444445,0.0,-0.0,0.0,-15.558027777777752,0,0.0,-90.85,34.39708333333333,0,0,0.0,-0.1870833333333266,0.0,0.0,0,0.0,-34.21
t103,0.0,0,0,2.1585616384909017,-0.0,0.0,16.9414383615091,0,0.0,-19.1,106.85247222222219,4.0,-0.0,18.458966139286915,-0.0,0.0,-16.9414383615091,0,0.0,-112.37,34.39708333333333,0,0,7.922916666666673,-0.0,0.0,0.0,0,0.0,-42.32
t104,0.0,0,0,4.948561638490901,-0.0,0.0,16.9414383615091,0,0.0,-21.89,106.85247222222219,4.0,-0.0,34.878966139286916,-0.0,0.0,-16.9414383615091,0,0.0,-128.79,34.39708333333333,0,0,14.102916666666673,-0.0,0.0,0.0,0,0.0,-48.5
t105,0.0,0,0,6.1285616384909005,-0.0,0.0,16.9414383615091,0,0.0,-23.07,106.85247222222219,4.0,-0.0,39.82341714463507,-0.0,0.0,-14.955889366857264,0,0.0,-135.72,34.39708333333333,0,0,16.712916666666672,-0.0,0.0,0.0,0,0.0,-51.11
t106,0.0,0,0,5.1285616384909005,-0.0,0.0,16.9414383615091,0,0.0,-22.07,106.85247222222219,0.0,-0.0,39.9789661392869,-0.0,0.0,-16.9414383615091,0,0.0,-129.89,34.39708333333333,0,0,14.51291666666667,-0.0,0.0,0.0,0,0.0,-48.91
t107,0.0,0,0,5.0085616384908995,-0.0,0.0,16.9414383615091,0,0.0,-21.95,106.85247222222219,0.0,-0.0,39.24896613928692,-0.0,0.0,-16.9414383615091,0,0.0,-129.16,34.39708333333333,0,0,14.242916666666673,-0.0,0.0,0.0,0,0.0,-48.64
t108,0.0,0,0,5.818561638490902,-0.0,0.0,16.9414383615091,0,0.0,-22.76,106.85247222222219,0.0,-0.0,43.98896613928693,-0.0,0.0,-16.9414383615091,0,0.0,-133.9,34.39708333333333,0,0,16.022916666666674,-0.0,0.0,0.0,0,0.0,-50.42
t109,0.0,0,0,7.2385616384909,-0.0,0.0,16.9414383615091,0,0.0,-24.18,106.85247222222219,0.0,-0.0,52.378966139286916,-0.0,0.0,-16.9414383615091,0,0.0,-142.29,34.39708333333333,0,0,19.18291666666667,-0.0,0.0,0.0,0,0.0,-53.58
t110,0.0,0,0,8.1685616384909,-0.0,0.0,16.9414383615091,0,0.0,-25.11,106.85247222222219,0.0,-0.0,40.9075277777778,-0.0,0.0,0.0,0,0.0,-147.76,34.39708333333333,0,0,21.25291666666667,-0.0,0.0,0.0,0,0.0,-55.65
t111,0.0,0,0,10.2185616384909,-0.0,0.0,16.9414383615091,0,0.0,-27.16,106.85247222222219,0.0,-0.0,52.94752777777782,-0.0,0.0,0.0,0,0.0,-159.8,34.39708333333333,0,0,25.782916666666672,-0.0,0.0,0.0,0,0.0,-60.18
t112,0.0,0,0,11.888561638490899,-0.0,0.0,16.9414383615091,0,0.0,-28.83,106.85247222222219,0.0,-0.0,79.73896613928693,-0.0,0.0,-16.9414383615091,0,0.0,-169.65,34.39708333333333,0,0,29.492916666666673,-0.0,0.0,0.0,0,0.0,-63.89
t113,0.0,0,0,11.088561638490901,-0.0,0.0,16.9414383615091,0,0.0,-28.03,106.85247222222219,0.0,-0.0,74.99896613928692,-0.0,0.0,-16.9414383615091,0,0.0,-164.91,34.39708333333333,0,0,27.702916666666674,-0.0,0.0,0.0,0,0.0,-62.1
t114,0.0,0,0,9.408561638490902,-0.0,0.0,16.9414383615091,0,0.0,-26.35,106.85247222222219,0.0,-0.0,65.1489661392869,-0.0,0.0,-16.9414383615091,0,0.0,-155.06,34.39708333333333,0,0,23.992916666666673,-0.0,0.0,0.0,0,0.0,-58.39
t115,0.0,0,0,4.7585616384908995,-0.0,0.0,16.9414383615091,0,0.0,-21.7,106.85247222222219,0.0,-0.0,37.78896613928691,-0.0,0.0,-16.9414383615091,0,0.0,-127.7,34.39708333333333,0,0,13.692916666666676,-0.0,0.0,0.0,0,0.0,-48.09
t116,0.0,0,0,0.0,-1.0014383615091003,0.0,16.9414383615091,0,0.0,-15.94,106.85247222222219,0.0,-0.0,0.0,-0.0,0.0,-13.082472222222194,0,0.0,-93.77,34.39708333333333,0,0,0.9129166666666748,-0.0,0.0,0.0,0,0.0,-35.31
t117,0.0,0,0,0.0,-5.4114383615091,0.0,16.9414383615091,0,0.0,-11.53,106.85247222222219,0.0,-0.0,0.0,-22.05103386071309,0.0,-16.9414383615091,0,0.0,-67.86,34.39708333333333,0,0,0.0,-8.837083333333329,0.0,0.0,0,0.0,-25.56
t118,0.0,0,0,0.0,-8.2614383615091,0.0,16.9414383615091,0,0.0,-8.68,106.85247222222219,0.0,-0.0,0.0,-38.83103386071309,0.0,-16.9414383615091,0,0.0,-51.08,34.39708333333333,0,0,0.0,-15.157083333333329,0.0,0.0,0,0.0,-19.24
t119,0.0,0,0,0.0,-9.150512277247685,0.0,14.300512277247686,0,0.0,-5.15,106.85247222222219,0.0,-0.0,0.0,-59.63103386071309,0.0,-16.9414383615091,0,0.0,-30.28,34.39708333333333,0,0,0.0,-22.99708333333333,0.0,0.0,0,0.0,-11.4
t120,0.0,0,0,0.0,-9.150512277247685,0.0,12.060512277247685,0,0.0,-2.91,106.85247222222219,1.0000000000000315,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-17.15,34.39708333333333,0,0,0.0,-27.937083333333327,0.0,0.0,0,0.0,-6.46
t121,0.0,0,0,0.0,-9.150512277247685,0.0,12.010512277247685,0,0.0,-2.86,106.85247222222219,0.0,-0.0,0.0,-73.06103386071308,0.0,-16.9414383615091,0,0.0,-16.85,34.39708333333333,0,0,0.0,-28.047083333333326,0.0,0.0,0,0.0,-6.35
t122,0.0,0,0,0.0,-9.150512277247685,0.0,11.170512277247685,0,0.0,-2.02,106.85247222222219,0.0,-4.259999999999991,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-11.89,34.39708333333333,0,0,0.0,-29.917083333333327,0.0,0.0,0,0.0,-4.48
t123,0.0,0,0,0.0,-9.150512277247685,0.0,11.110512277247686,0,0.0,-1.96,106.85247222222219,0.0,-4.639999999999986,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-11.51,34.39708333333333,0,0,0.0,-30.057083333333328,0.0,0.0,0,0.0,-4.34
t124,0.0,0,0,0.0,-9.150512277247685,0.0,11.890512277247685,0,0.0,-2.74,106.85247222222219,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-16.15,34.39708333333333,0,0,0.0,-28.31708333333333,0.0,0.0,0,0.0,-6.08
t125,0.0,0,0,0.0,-1.2296030101231317,0.0,6.3196030101231315,0,0.0,-5.09,106.85247222222219,3.0099999999999483,-0.0,0.0,-62.971033860713035,0.0,-16.9414383615091,0,0.0,-29.95,34.39708333333333,0,0,0.0,-23.117083333333326,0.0,0.0,0,0.0,-11.28
t126,0.0,0,0,0.0,-8.5814383615091,0.0,16.9414383615091,0,0.0,-8.36,106.85247222222219,4.0,-0.0,0.0,-44.73103386071309,0.0,-16.9414383615091,0,0.0,-49.18,34.39708333333333,0,0,0.0,-15.877083333333328,0.0,0.0,0,0.0,-18.52
t127,0.0,0,0,0.0,-4.2514383615091,0.0,16.9414383615091,0,0.0,-12.69,106.85247222222219,0.0,-0.0,0.0,-15.241033860713088,0.0,-16.9414383615091,0,0.0,-74.67,34.39708333333333,0,0,0.0,-6.2770833333333265,0.0,0.0,0,0.0,-28.12
t128,0.0,0,0,0.2985616384908987,-0.0,0.0,16.9414383615091,0,0.0,-17.24,106.85247222222219,0.0,-0.0,11.498966139286907,-0.0,0.0,-16.9414383615091,0,0.0,-101.41,34.39708333333333,0,0,3.7929166666666703,-0.0,0.0,0.0,0,0.0,-38.19
t129,0.0,0,0,4.908561638490902,-0.0,0.0,16.9414383615091,0,0.0,-21.85,106.85247222222219,0.0,-0.0,21.717527777777804,-0.0,0.0,0.0,0,0.0,-128.57,34.39708333333333,0,0,14.022916666666674,-0.0,0.0,0.0,0,0.0,-48.42
t130,0.0,0,0,7.2585616384908995,-0.0,0.0,16.9414383615091,0,0.0,-24.2,106.85247222222219,0.0,-0.0,52.468966139286906,-0.0,0.0,-16.9414383615091,0,0.0,-142.38,34.39708333333333,0,0,19.22291666666667,-0.0,0.0,0.0,0,0.0,-53.62
t131,0.0,0,0,8.0385616384909,-0.0,0.0,16.9414383615091,0,0.0,-24.98,106.85247222222219,0.0,-0.0,57.0989661392869,-0.0,0.0,-16.9414383615091,0,0.0,-147.01,34.39708333333333,0,0,20.962916666666672,-0.0,0.0,0.0,0,0.0,-55.36
t132,0.0,0,0,9.1885616384909,-0.0,0.0,16.9414383615091,0,0.0,-26.13,106.85247222222219,0.0,-0.0,46.8775277777778,-0.0,0.0,0.0,0,0.0,-153.73,34.39708333333333,0,0,23.492916666666673,-0.0,0.0,0.0,0,0.0,-57.89
t133,0.0,0,0,10.818561638490902,-0.0,0.0,16.9414383615091,0,0.0,-27.76,106.85247222222219,0.0,-0.0,73.44896613928691,-0.0,0.0,-16.9414383615091,0,0.0,-163.36,34.39708333333333,0,0,27.122916666666676,-0.0,0.0,0.0,0,0.0,-61.52
t134,0.0,0,0,12.0385616384909,-0.0,0.0,16.9414383615091,0,0.0,-28.98,106.85247222222219,0.0,-0.0,80.5889661392869,-0.0,0.0,-16.9414383615091,0,0.0,-170.5,34.39708333333333,0,0,29.812916666666666,-0.0,0.0,0.0,0,0.0,-64.21
t135,0.0,0,0,13.458561638490899,-0.0,0.0,16.9414383615091,0,0.0,-30.4,106.85247222222219,0.0,-0.0,88.96896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-178.88,34.39708333333333,0,0,32.96291666666667,-0.0,0.0,0.0,0,0.0,-67.36
t136,0.0,0,0,14.248561638490902,-0.0,0.0,16.9414383615091,0,0.0,-31.19,106.85247222222219,0.0,-0.0,93.59896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-183.51,34.39708333333333,0,0,34.71291666666667,-0.0,0.0,0.0,0,0.0,-69.11
t137,0.0,0,0,12.6985616384909,-0.0,0.0,16.9414383615091,0,0.0,-29.64,106.85247222222219,0.0,-0.0,84.46896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-174.38,34.39708333333333,0,0,31.272916666666674,-0.0,0.0,0.0,0,0.0,-65.67
t138,0.0,0,0,9.868561638490899,-0.0,0.0,16.9414383615091,0,0.0,-26.81,106.85247222222219,4.0,-0.0,48.63784382193164,-0.0,0.0,-1.7603160441538392,0,0.0,-157.73,34.39708333333333,0,0,25.00291666666667,-0.0,0.0,0.0,0,0.0,-59.4
t139,0.0,0,0,5.338561638490901,-0.0,0.0,16.9414383615091,0,0.0,-22.28,106.85247222222219,4.0,-0.0,37.15896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-131.07,34.39708333333333,0,0,14.962916666666672,-0.0,0.0,0.0,0,0.0,-49.36
t140,0.0,0,0,0.3785616384909005,-0.0,0.0,16.9414383615091,0,0.0,-17.32,106.85247222222219,4.0,-0.0,0.0,-0.0,0.0,-8.942472222222193,0,0.0,-101.91,34.39708333333333,0,0,3.982916666666675,-0.0,0.0,0.0,0,0.0,-38.38
t141,0.0,0,0,0.0,-3.7214383615090636,0.0,16.941438361509064,0,0.0,-13.22,106.85247222222219,0.0,-4.0,0.0,-8.151033860713085,0.0,-16.9414383615091,0,0.0,-77.76,34.39708333333333,0,0,0.0,-5.117083333333326,0.0,0.0,0,0.0,-29.28
t142,0.0,0,0,0.0,-6.6214383615090995,0.0,16.9414383615091,0,0.0,-10.32,106.85247222222219,0.0,-8.0,0.0,-21.211033860713087,0.0,-16.9414383615091,0,0.0,-60.7,34.39708333333333,0,0,0.0,-11.537083333333328,0.0,0.0,0,0.0,-22.86
t143,0.0,0,0,0.0,-9.150512277247685,0.0,16.350512277247685,0,0.0,-7.2,106.85247222222219,0.0,-0.0,0.0,-47.53103386071309,0.0,-16.9414383615091,0,0.0,-42.38,34.39708333333333,0,0,0.0,-18.437083333333327,0.0,0.0,0,0.0,-15.96
t144,0.0,0,0,0.0,-9.150512277247685,0.0,13.810512277247685,0,0.0,-4.66,106.85247222222219,0.0,-0.40000000000000036,0.0,-62.10103386071312,0.0,-16.9414383615091,0,0.0,-27.41,30.957374999999995,0,0,0.0,-20.637374999999995,0.0,0.0,0,0.0,-10.32
t145,0.0,0,0,0.0,-9.150512277247685,0.0,12.030512277247684,0,0.0,-2.88,106.85247222222219,0.0,-0.7999999999999998,0.0,-72.15103386071308,0.0,-16.9414383615091,0,0.0,-16.96,34.39708333333333,0,0,0.0,-28.007083333333327,0.0,0.0,0,0.0,-6.39
t146,0.0,0,0,0.0,-9.150512277247685,0.0,12.860512277247686,0,0.0,-3.71,106.85247222222219,0.0,-0.0,0.0,-68.09103386071308,0.0,-16.9414383615091,0,0.0,-21.82,34.39708333333333,0,0,0.0,-26.17708333333333,0.0,0.0,0,0.0,-8.22
t147,0.0,0,0,0.0,-9.150512277247685,0.0,10.510512277247685,0,0.0,-1.36,98.82580555555553,0.0,-0.13333333333333333,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-7.99,33.28708333333333,0,0,0.0,-30.277083333333326,0.0,0.0,0,0.0,-3.01
t148,0.0,0,0,0.0,-9.150512277247685,0.0,11.270512277247686,0,0.0,-2.12,105.9073483269878,0.0,-2.724876104765599,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-12.48,34.39708333333333,0,0,0.0,-29.697083333333328,0.0,0.0,0,0.0,-4.7
t149,0.0,0,0,0.0,-9.150512277247685,0.0,13.110512277247686,0,0.0,-3.96,106.85247222222219,0.0,-0.0,0.0,-66.60103386071309,0.0,-16.9414383615091,0,0.0,-23.31,34.39708333333333,0,0,0.0,-25.617083333333326,0.0,0.0,0,0.0,-8.78
t150,0.0,0,0,0.0,-9.150512277247685,0.0,15.650512277247685,0,0.0,-6.5,106.85247222222219,0.0,-0.0,0.0,-51.66103386071309,0.0,-16.9414383615091,0,0.0,-38.25,34.39708333333333,0,0,0.0,-19.99708333333333,0.0,0.0,0,0.0,-14.4
t151,0.0,0,0,0.0,-7.0114383615091,0.0,16.9414383615091,0,0.0,-9.93,106.85247222222219,2.452388494289039,-0.0,0.0,-33.94342235500213,0.0,-16.9414383615091,0,0.0,-58.42,34.39708333333333,0,0,0.0,-12.397083333333327,0.0,0.0,0,0.0,-22.0
t152,0.0,0,0,0.0,-2.8814383615090993,0.0,16.9414383615091,0,0.0,-14.06,106.85247222222219,0.0,-0.0,0.0,-7.211033860713314,0.0,-16.9414383615091,0,0.0,-82.7,34.39708333333333,0,0,0.0,-3.247083333333329,0.0,0.0,0,0.0,-31.15
t153,0.0,0,0,1.4285616384909012,-0.0,0.0,16.9414383615091,0,0.0,-18.37,106.85247222222219,0.0,-0.0,18.188966139286904,-0.0,0.0,-16.9414383615091,0,0.0,-108.1,34.39708333333333,0,0,6.312916666666673,-0.0,0.0,0.0,0,0.0,-40.71
t154,0.0,0,0,6.698561638490901,-0.0,0.0,16.9414383615091,0,0.0,-23.64,106.85247222222219,0.0,-0.0,49.19896613928691,-0.0,0.0,-16.9414383615091,0,0.0,-139.11,34.39708333333333,0,0,17.992916666666673,-0.0,0.0,0.0,0,0.0,-52.39
t155,0.0,0,0,10.068561638490902,-0.0,0.0,16.9414383615091,0,0.0,-27.01,106.85247222222219,0.0,-0.0,68.99896613928692,-0.0,0.0,-16.9414383615091,0,0.0,-158.91,34.39708333333333,0,0,25.442916666666676,-0.0,0.0,0.0,0,0.0,-59.84
t156,0.0,0,0,10.7585616384909,-0.0,0.0,16.9414383615091,0,0.0,-27.7,106.85247222222219,0.0,-0.0,73.10896613928693,-0.0,0.0,-16.9414383615091,0,0.0,-163.02,34.39708333333333,0,0,26.992916666666673,-0.0,0.0,0.0,0,0.0,-61.39
t157,0.0,0,0,10.638561638490899,-0.0,0.0,16.9414383615091,0,0.0,-27.58,106.85247222222219,0.0,-0.0,72.35896613928693,-0.0,0.0,-16.9414383615091,0,0.0,-162.27,34.39708333333333,0,0,26.712916666666672,-0.0,0.0,0.0,0,0.0,-61.11
t158,0.0,0,0,9.8085616384909,-0.0,0.0,16.9414383615091,0,0.0,-26.75,106.85247222222219,0.0,-0.0,67.49896613928692,-0.0,0.0,-16.9414383615091,0,0.0,-157.41,34.39708333333333,0,0,24.882916666666674,-0.0,0.0,0.0,0,0.0,-59.28
t159,0.0,0,0,9.2385616384909,-0.0,0.0,16.9414383615091,0,0.0,-26.18,106.85247222222219,0.0,-0.0,64.13896613928691,-0.0,0.0,-16.9414383615091,0,0.0,-154.05,34.39708333333333,0,0,23.61291666666667,-0.0,0.0,0.0,0,0.0,-58.01
t160,0.0,0,0,8.0985616384909,-0.0,0.0,16.9414383615091,0,0.0,-25.04,106.85247222222219,0.0,-0.0,57.41896613928694,-0.0,0.0,-16.9414383615091,0,0.0,-147.33,34.39708333333333,0,0,21.08291666666667,-0.0,0.0,0.0,0,0.0,-55.48
t161,0.0,0,0,6.8885616384908985,-0.0,0.0,16.9414383615091,0,0.0,-23.83,106.85247222222219,0.0,-0.0,50.318966139286914,-0.0,0.0,-16.9414383615091,0,0.0,-140.23,34.39708333333333,0,0,18.412916666666675,-0.0,0.0,0.0,0,0.0,-52.81
t162,0.0,0,0,4.4185616384909,-0.0,0.0,16.9414383615091,0,0.0,-21.36,106.85247222222219,0.0,-0.0,35.74896613928692,-0.0,0.0,-16.9414383615091,0,0.0,-125.66,34.39708333333333,0,0,12.922916666666673,-0.0,0.0,0.0,0,0.0,-47.32
t163,0.0,0,0,1.4285616384909012,-0.0,0.0,16.9414383615091,0,0.0,-18.37,106.85247222222219,0.0,-0.0,18.188966139286904,-0.0,0.0,-16.9414383615091,0,0.0,-108.1,34.39708333333333,0,0,6.312916666666673,-0.0,0.0,0.0,0,0.0,-40.71
t164,0.0,0,0,0.0,-2.2514383615091003,0.0,16.9414383615091,0,0.0,-14.69,106.85247222222219,0.0,-0.0,0.0,-3.471033860713092,0.0,-16.9414383615091,0,0.0,-86.44,34.39708333333333,0,0,0.0,-1.8470833333333303,0.0,0.0,0,0.0,-32.55
t165,0.0,0,0,0.0,-5.231438361509099,0.0,16.9414383615091,0,0.0,-11.71,106.85247222222219,0.0,-0.0,0.0,-21.031033860713094,0.0,-16.9414383615091,0,0.0,-68.88,34.39708333333333,0,0,0.0,-8.457083333333326,0.0,0.0,0,0.0,-25.94
t166,0.0,0,0,0.0,-7.8414383615091,0.0,16.9414383615091,0,0.0,-9.1,106.85247222222219,0.0,-0.0,0.0,-36.34103386071308,0.0,-16.9414383615091,0,0.0,-53.57,34.39708333333333,0,0,0.0,-14.227083333333326,0.0,0.0,0,0.0,-20.17
t167,0.0,0,0,0.0,-9.150512277247685,0.0,15.710512277247684,0,0.0,-6.56,106.85247222222219,4.0,-0.0,0.0,-55.29103386071309,0.0,-16.9414383615091,0,0.0,-38.62,34.39708333333333,0,0,0.0,-19.847083333333327,0.0,0.0,0,0.0,-14.55
t168,0.0,0,0,0.0,-9.150512277247685,0.0,13.620512277247684,0,0.0,-4.47,106.85247222222219,0.0,-0.0,0.0,-63.61103386071309,0.0,-16.9414383615091,0,0.0,-26.3,34.39708333333333,0,0,0.0,-24.49708333333333,0.0,0.0,0,0.0,-9.9
