,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
t15,0.0,0,0,10.118561638490899,-0.0,0.0,16.9414383615091,0,0.0,-27.06,106.85247222222219,0.0,-0.0,52.38752777777782,-0.0,0.0,0.0,0,0.0,-159.24,34.39708333333333,0,0,25.57291666666667,-0.0,0.0,0.0,0,0.0,-59.97
t16,0.0,0,0,17.380616511025327,-0.0,0.0,8.559383488974674,0,0.0,-25.94,106.85247222222219,0.0,-0.0,48.07826117161946,-0.0,0.0,-2.320733393841642,0,0.0,-152.61,34.39708333333333,0,0,23.07291666666667,-0.0,0.0,0.0,0,0.0,-57.47
t17,0.0,0,0,7.6685616384909,-0.0,0.0,16.9414383615091,0,0.0,-24.61,106.85247222222219,4.0,-0.0,33.95752777777781,-0.0,0.0,0.0,0,0.0,-144.81,34.39708333333333,0,0,20.132916666666674,-0.0,0.0,0.0,0,0.0,-54.53
t18,0.0,0,0,4.818561638490902,-0.0,0.0,16.9414383615091,0,0.0,-21.76,106.85247222222219,4.0,-0.0,34.128966139286916,-0.0,0.0,-16.9414383615091,0,0.0,-128.04,34.39708333333333,0,0,13.822916666666671,-0.0,0.0,0.0,0,0.0,-48.22
t19,0.0,0,0,1.1785616384914839,-0.0,0.0,16.941438361508517,0,0.0,-18.12,106.85247222222219,4.0,-0.0,12.688966139286904,-0.0,0.0,-16.9414383615091,0,0.0,-106.6,34.39708333333333,0,0,5.742916666666673,-0.0,0.0,0.0,0,0.0,-40.14
t20,0.0,0,0,0.0,-0.0,0.0,13.81,0,0.0,-13.81,102.2014383615091,0.0,-4.0,0.0,-0.0,0.0,-16.9414383615091,0,0.0,-81.26,30.957374999999995,0,0,0.0,-0.357374999999994,0.0,0.0,0,0.0,-30.6
t21,0.0,0,0,0.0,-6.4414383615091,0.0,16.9414383615091,0,0.0,-10.5,106.85247222222219,0.0,-8.0,0.0,-20.1510338607131,0.0,-16.9414383615091,0,0.0,-61.76,34.39708333333333,0,0,0.0,-11.137083333333326,0.0,0.0,0,0.0,-23.26
t22,0.0,0,0,0.0,-9.150512277247685,0.0,16.470512277247686,0,0.0,-7.32,106.85247222222219,0.0,-0.0,0.0,-46.86103386071309,0.0,-16.9414383615091,0,0.0,-43.05,34.39708333333333,0,0,0.0,-18.187083333333327,0.0,0.0,0,0.0,-16.21
t23,0.0,0,0,0.0,-9.150512277247685,0.0,13.680512277247686,0,0.0,-4.53,106.85247222222219,0.0,-0.40000000000000036,0.0,-62.84103386071309,0.0,-16.9414383615091,0,0.0,-26.67,34.39708333333333,0,0,0.0,-24.35708333333333,0.0,0.0,0,0.0,-10.04
t24,0.0,0,0,0.0,-0.0,0.0,2.68,0,0.0,-2.68,96.16722499999996,0.0,-0.7999999999999998,0.0,-62.67578663849086,0.0,-16.9414383615091,0,0.0,-15.75,30.957374999999995,0,0,0.0,-25.027374999999996,0.0,0.0,0,0.0,-5.93
t25,0.0,0,0,0.0,-9.150512277247685,0.0,11.640512277247685,0,0.0,-2.49,105.3724722222222,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-14.67,34.39708333333333,0,0,0.0,-28.867083333333326,0.0,0.0,0,0.0,-5.53
t26,0.0,0,0,0.0,-9.150512277247685,0.0,10.950512277247686,0,0.0,-1.8,101.4224722222222,0.0,-0.12,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-10.6,30.957374999999995,0,0,0.0,-26.967374999999997,0.0,0.0,0,0.0,-3.99
t27,0.0,0,0,0.0,-9.150512277247685,0.0,10.810512277247685,0,0.0,-1.66,100.4824722222222,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-9.78,33.95708333333333,0,0,0.0,-30.277083333333326,0.0,0.0,0,0.0,-3.68
t28,0.0,0,0,0.0,-9.150512277247685,0.0,11.610512277247686,0,0.0,-2.46,105.1724722222222,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-14.47,34.39708333333333,0,0,0.0,-28.947083333333328,0.0,0.0,0,0.0,-5.45
t29,0.0,0,0,0.0,-9.150512277247685,0.0,13.580512277247685,0,0.0,-4.43,106.85247222222219,0.0,-0.011999999999999997,0.0,-63.809033860713086,0.0,-16.9414383615091,0,0.0,-26.09,34.39708333333333,0,0,0.0,-24.577083333333327,0.0,0.0,0,0.0,-9.82
t30,0.0,0,0,0.0,-9.150512277247685,0.0,16.420512277247685,0,0.0,-7.27,106.85247222222219,0.0,-0.0,0.0,-47.11103386071309,0.0,-16.9414383615091,0,0.0,-42.8,34.39708333333333,0,0,0.0,-18.277083333333326,0.0,0.0,0,0.0,-16.12
t31,0.0,0,0,0.0,-5.961438361509099,0.0,16.9414383615091,0,0.0,-10.98,106.85247222222219,0.0,-0.0,0.0,-25.30103386071309,0.0,-16.9414383615091,0,0.0,-64.61,34.39708333333333,0,0,0.0,-10.06708333333333,0.0,0.0,0,0.0,-24.33
t32,0.0,0,0,0.0,-1.9414383615090998,0.0,16.9414383615091,0,0.0,-15.0,106.85247222222219,0.0,-0.0013333333333333329,0.0,-1.6597005273797565,0.0,-16.9414383615091,0,0.0,-88.25,34.39708333333333,0,0,0.0,-1.1670833333333306,0.0,0.0,0,0.0,-33.23
t33,0.0,0,0,2.0085616384908995,-0.0,0.0,16.9414383615091,0,0.0,-18.95,106.85247222222219,0.0,-0.0,16.753216925615618,-0.0,0.0,-12.125689147837804,0,0.0,-111.48,34.39708333333333,0,0,7.582916666666669,-0.0,0.0,0.0,0,0.0,-41.98
t34,0.0,0,0,4.0785616384909,-0.0,0.0,16.9414383615091,0,0.0,-21.02,106.85247222222219,0.0,-0.0,33.798966139286904,-0.0,0.0,-16.9414383615091,0,0.0,-123.71,34.39708333333333,0,0,12.192916666666676,-0.0,0.0,0.0,0,0.0,-46.59
t35,0.0,0,0,4.7385616384909,-0.0,0.0,16.9414383615091,0,0.0,-21.68,106.85247222222219,0.0,-0.0,37.66896613928691,-0.0,0.0,-16.9414383615091,0,0.0,-127.58,34.39708333333333,0,0,13.65291666666667,-0.0,0.0,0.0,0,0.0,-48.05
t36,0.0,0,0,5.678561638490901,-0.0,0.0,16.9414383615091,0,0.0,-22.62,106.85247222222219,0.0,-0.0,43.16896613928694,-0.0,0.0,-16.9414383615091,0,0.0,-133.08,34.39708333333333,0,0,15.72291666666667,-0.0,0.0,0.0,0,0.0,-50.12
t37,0.0,0,0,7.1285616384909005,-0.0,0.0,16.9414383615091,0,0.0,-24.07,106.85247222222219,0.0,-0.0,51.72896613928688,-0.0,0.0,-16.9414383615091,0,0.0,-141.64,34.39708333333333,0,0,18.942916666666676,-0.0,0.0,0.0,0,0.0,-53.34
t38,0.0,0,0,8.208561638490899,-0.0,0.0,16.9414383615091,0,0.0,-25.15,106.85247222222219,0.0,-0.0,49.051902467385105,-0.0,0.0,-7.944374689607275,0,0.0,-147.96,34.39708333333333,0,0,21.32291666666667,-0.0,0.0,0.0,0,0.0,-55.72
t39,0.0,0,0,9.3785616384909,-0.0,0.0,16.9414383615091,0,0.0,-26.32,106.85247222222219,0.0,-0.0,60.21890230184232,-0.0,0.0,-12.181374524064518,0,0.0,-154.89,34.39708333333333,0,0,23.93291666666667,-0.0,0.0,0.0,0,0.0,-58.33
t40,0.0,0,0,10.0385616384909,-0.0,0.0,16.9414383615091,0,0.0,-26.98,106.85247222222219,0.0,-0.0,68.84896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-158.76,34.39708333333333,0,0,25.39291666666667,-0.0,0.0,0.0,0,0.0,-59.79
t41,0.0,0,0,8.728561638490902,-0.0,0.0,16.9414383615091,0,0.0,-25.67,106.85247222222219,0.0,-0.0,61.108966139286935,-0.0,0.0,-16.9414383615091,0,0.0,-151.02,34.39708333333333,0,0,22.47291666666667,-0.0,0.0,0.0,0,0.0,-56.87
t42,0.0,0,0,6.298561638490899,-0.0,0.0,16.9414383615091,0,0.0,-23.24,106.85247222222219,0.0,-0.0,46.838966139286896,-0.0,0.0,-16.9414383615091,0,0.0,-136.75,34.39708333333333,0,0,17.102916666666673,-0.0,0.0,0.0,0,0.0,-51.5
t43,0.0,0,0,2.3485616384908994,-0.0,0.0,16.9414383615091,0,0.0,-19.29,106.85247222222219,0.0,-0.0,23.608966139286906,-0.0,0.0,-16.9414383615091,0,0.0,-113.52,34.39708333333333,0,0,8.352916666666673,-0.0,0.0,0.0,0,0.0,-42.75
t44,0.0,0,0,0.0,-2.0114383615091,0.0,16.9414383615091,0,0.0,-14.93,104.7814383615091,0.0,-0.0,0.0,-0.0,0.0,-16.9414383615091,0,0.0,-87.84,34.39708333333333,0,0,0.0,-1.3170833333333292,0.0,0.0,0,0.0,-33.08
t45,0.0,0,0,0.0,-5.541438361509099,0.0,16.9414383615091,0,0.0,-11.4,106.85247222222219,0.0,-0.0,0.0,-22.861033860713093,0.0,-16.9414383615091,0,0.0,-67.05,34.39708333333333,0,0,0.0,-9.147083333333327,0.0,0.0,0,0.0,-25.25
t46,0.0,0,0,0.0,-8.1114383615091,0.0,16.9414383615091,0,0.0,-8.83,106.85247222222219,0.0,-0.0,0.0,-37.94103386071309,0.0,-16.9414383615091,0,0.0,-51.97,33.49795833333361,0,0,0.0,-13.927958333333606,0.0,0.0,0,0.0,-19.57
t47,0.0,0,0,0.0,-9.150512277247685,0.0,15.350512277247685,0,0.0,-6.2,106.85247222222219,0.0,-0.0,0.0,-53.43103386071309,0.0,-16.9414383615091,0,0.0,-36.48,34.39708333333333,0,0,0.0,-20.657083333333325,0.0,0.0,0,0.0,-13.74
t48,0.0,0,0,0.0,-9.150512277247685,0.0,13.100512277247685,0,0.0,-3.95,106.85247222222219,0.0,-0.0,0.0,-66.68103386071309,0.0,-16.9414383615091,0,0.0,-23.23,34.39708333333333,0,0,0.0,-25.647083333333327,0.0,0.0,0,0.0,-8.75
t49,0.0,0,0,0.0,-9.150512277247685,0.0,10.840512277247685,0,0.0,-1.69,96.81189549920515,0.0,-0.0,0.0,-69.95045713769605,0.0,-16.9414383615091,0,0.0,-9.92,30.957374999999995,0,0,0.0,-27.217374999999997,0.0,0.0,0,0.0,-3.74
t50,0.0,0,0,0.0,-9.150512277247685,0.0,10.390512277247685,0,0.0,-1.24,97.9824722222222,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-7.28,33.017083333333325,0,0,0.0,-30.277083333333326,0.0,0.0,0,0.0,-2.74
t51,0.0,0,0,0.0,-9.150512277247685,0.0,10.890512277247685,0,0.0,-1.74,100.9524722222222,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-10.25,30.957374999999995,0,0,0.0,-27.097374999999996,0.0,0.0,0,0.0,-3.86
t52,0.0,0,0,0.0,-9.150512277247685,0.0,13.200512277247686,0,0.0,-4.05,106.85247222222219,0.0,-0.0,0.0,-66.0910338607131,0.0,-16.9414383615091,0,0.0,-23.82,34.39708333333333,0,0,0.0,-25.42708333333333,0.0,0.0,0,0.0,-8.97
t53,0.0,0,0,0.0,-8.231438361509099,0.0,16.9414383615091,0,0.0,-8.71,106.85247222222219,0.0,-0.0,0.0,-38.64103386071309,0.0,-16.9414383615091,0,0.0,-51.27,34.39708333333333,0,0,0.0,-15.087083333333329,0.0,0.0,0,0.0,-19.31
t54,0.0,0,0,0.0,-2.9414383615090998,0.0,16.9414383615091,0,0.0,-14.0,106.85247222222219,0.0,-0.0,0.0,-7.541033860713085,0.0,-16.9414383615091,0,0.0,-82.37,34.39708333333333,0,0,0.0,-3.377083333333328,0.0,0.0,0,0.0,-31.02
t55,0.0,0,0,0.3785616384909005,-0.0,0.0,16.9414383615091,0,0.0,-17.32,106.85247222222219,0.0,-0.0,11.968966139286906,-0.0,0.0,-16.9414383615091,0,0.0,-101.88,34.39708333333333,0,0,3.97291666666667,-0.0,0.0,0.0,0,0.0,-38.37
t56,0.0,0,0,2.9085616384909017,-0.0,0.0,16.9414383615091,0,0.0,-19.85,106.85247222222219,0.0,-0.0,26.858966139286906,-0.0,0.0,-16.9414383615091,0,0.0,-116.77,34.39708333333333,0,0,9.572916666666671,-0.0,0.0,0.0,0,0.0,-43.97
t57,0.0,0,0,3.9685616384909004,-0.0,0.0,16.9414383615091,0,0.0,-20.91,106.85247222222219,0.0,-0.0,33.14896613928691,-0.0,0.0,-16.9414383615091,0,0.0,-123.06,34.39708333333333,0,0,11.942916666666676,-0.0,0.0,0.0,0,0.0,-46.34
t58,0.0,0,0,3.068561638490902,-0.0,0.0,16.9414383615091,0,0.0,-20.01,106.85247222222219,0.0,-0.0,27.848966139286915,-0.0,0.0,-16.9414383615091,0,0.0,-117.76,34.39708333333333,0,0,9.952916666666674,-0.0,0.0,0.0,0,0.0,-44.35
t59,0.0,0,0,2.958561638490899,-0.0,0.0,16.9414383615091,0,0.0,-19.9,106.85247222222219,0.0,-0.0,27.188966139286904,-0.0,0.0,-16.9414383615091,0,0.0,-117.1,34.39708333333333,0,0,9.702916666666674,-0.0,0.0,0.0,0,0.0,-44.1
t60,0.0,0,0,3.6885616384908992,-0.0,0.0,16.9414383615091,0,0.0,-20.63,106.85247222222219,0.0,-0.0,14.547527777777816,-0.0,0.0,0.0,0,0.0,-121.4,34.39708333333333,0,0,11.322916666666671,-0.0,0.0,0.0,0,0.0,-45.72
t61,0.0,0,0,4.9885616384909,-0.0,0.0,16.9414383615091,0,0.0,-21.93,106.85247222222219,0.0,-0.0,39.09896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-129.01,34.39708333333333,0,0,14.18291666666667,-0.0,0.0,0.0,0,0.0,-48.58
t62,0.0,0,0,5.8285616384909,-0.0,0.0,16.9414383615091,0,0.0,-22.77,106.85247222222219,0.0,-0.0,44.05896613928692,-0.0,0.0,-16.9414383615091,0,0.0,-133.97,34.39708333333333,0,0,16.052916666666675,-0.0,0.0,0.0,0,0.0,-50.45
t63,0.0,0,0,7.678561638490901,-0.0,0.0,16.9414383615091,0,0.0,-24.62,106.85247222222219,0.0,-0.0,38.0375277777778,-0.0,0.0,0.0,0,0.0,-144.89,34.39708333333333,0,0,20.162916666666675,-0.0,0.0,0.0,0,0.0,-54.56
t64,0.0,0,0,9.1985616384909,-0.0,0.0,16.9414383615091,0,0.0,-26.14,106.85247222222219,0.0,-0.0,63.90896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-153.82,34.39708333333333,0,0,23.532916666666672,-0.0,0.0,0.0,0,0.0,-57.93
t65,0.0,0,0,8.4685616384909,-0.0,0.0,16.9414383615091,0,0.0,-25.41,106.85247222222219,0.0,-0.0,59.608966139286935,-0.0,0.0,-16.9414383615091,0,0.0,-149.52,34.39708333333333,0,0,21.912916666666675,-0.0,0.0,0.0,0,0.0,-56.31
t66,0.0,0,0,6.948561638490901,-0.0,0.0,16.9414383615091,0,0.0,-23.89,106.85247222222219,0.0,-0.0,50.67896613928693,-0.0,0.0,-16.9414383615091,0,0.0,-140.59,34.39708333333333,0,0,18.54291666666667,-0.0,0.0,0.0,0,0.0,-52.94
t67,0.0,0,0,2.7385616384909,-0.0,0.0,16.9414383615091,0,0.0,-19.68,106.85247222222219,0.0,-0.0,25.868966139286925,-0.0,0.0,-16.9414383615091,0,0.0,-115.78,34.39708333333333,0,0,9.202916666666674,-0.0,0.0,0.0,0,0.0,-43.6
t68,0.0,0,0,0.0,-2.4914383615091005,0.0,16.9414383615091,0,0.0,-14.45,106.85247222222219,0.0,-0.0,0.0,-4.901033860713085,0.0,-16.9414383615091,0,0.0,-85.01,34.39708333333333,0,0,0.0,-2.3770833333333243,0.0,0.0,0,0.0,-32.02
t69,0.0,0,0,0.0,-6.481438361509099,0.0,16.9414383615091,0,0.0,-10.46,106.85247222222219,0.0,-0.0,0.0,-28.38103386071309,0.0,-16.9414383615091,0,0.0,-61.53,30.957374999999995,0,0,0.0,-7.787374999999994,0.0,0.0,0,0.0,-23.17
t70,0.0,0,0,0.0,-9.071438361509099,0.0,16.9414383615091,0,0.0,-7.87,106.85247222222219,0.0,-0.0,0.0,-43.60103386071309,0.0,-16.9414383615091,0,0.0,-46.31,34.39708333333333,0,0,0.0,-16.957083333333326,0.0,0.0,0,0.0,-17.44
t71,0.0,0,0,0.0,-9.150512277247685,0.0,13.820512277247685,0,0.0,-4.67,106.85247222222219,0.0,-0.0,0.0,-62.45103386071309,0.0,-16.9414383615091,0,0.0,-27.46,34.39708333333333,0,0,0.0,-24.057083333333328,0.0,0.0,0,0.0,-10.34
t72,0.0,0,0,0.0,-9.150512277247685,0.0,11.790512277247686,0,0.0,-2.64,106.2524722222222,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-15.55,34.39708333333333,0,0,0.0,-28.547083333333326,0.0,0.0,0,0.0,-5.85
t73,0.0,0,0,0.0,-9.150512277247685,0.0,10.910512277247685,0,0.0,-1.76,101.0624722222222,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-10.36,34.17708333333333,0,0,0.0,-30.277083333333326,0.0,0.0,0,0.0,-3.9
t74,0.0,0,0,0.0,-9.150512277247685,0.0,10.440512277247684,0,0.0,-1.29,96.16722499999996,0.0,-0.0,0.0,-71.62578663849087,0.0,-16.9414383615091,0,0.0,-7.6,30.957374999999995,0,0,0.0,-28.097374999999996,0.0,0.0,0,0.0,-2.86
t75,0.0,0,0,0.0,-5.603192059797628,0.0,7.423192059797628,0,0.0,-1.82,101.41247222222219,0.0,-0.0,0.0,-73.7610338607131,0.0,-16.9414383615091,0,0.0,-10.71,34.307083333333324,0,0,0.0,-30.277083333333326,0.0,0.0,0,0.0,-4.03
t76,0.0,0,0,0.0,-9.150512277247685,0.0,13.380512277247686,0,0.0,-4.23,106.85247222222219,0.0,-4.444444444444445,0.0,-60.59658941626864,0.0,-16.9414383615091,0,0.0,-24.87,34.39708333333333,0,0,0.0,-25.037083333333328,0.0,0.0,0,0.0,-9.36
t77,0.0,0,0,0.0,-7.8414383615091,0.0,16.9414383615091,0,0.0,-9.1,106.85247222222219,0.0,-4.444444444444445,0.0,-31.926589416268655,0.0,-16.9414383615091,0,0.0,-53.54,34.39708333333333,0,0,0.0,-14.237083333333327,0.0,0.0,0,0.0,-20.16
t78,0.0,0,0,0.0,-1.7880277777777618,0.0,16.40802777777776,0,0.0,-14.62,106.85247222222219,0.0,-4.444444444444445,0.0,-0.0,0.0,-16.408027777777747,0,0.0,-86.0,34.39708333333333,0,0,0.0,-2.007083333333327,0.0,0.0,0,0.0,-32.39
t79,0.0,0,0,1.1385616384908985,-0.0,0.0,16.9414383615091,0,0.0,-18.08,106.85247222222219,4.0,-0.0,12.468966139286906,-0.0,0.0,-16.9414383615091,0,0.0,-106.38,34.39708333333333,0,0,5.662916666666675,-0.0,0.0,0.0,0,0.0,-40.06
t80,0.0,0,0,3.778561638490899,-0.0,0.0,16.9414383615091,0,0.0,-20.72,106.85247222222219,4.0,-0.0,28.008966139286912,-0.0,0.0,-16.9414383615091,0,0.0,-121.92,34.39708333333333,0,0,11.51291666666667,-0.0,0.0,0.0,0,0.0,-45.91
t81,0.0,0,0,4.8985616384909,-0.0,0.0,16.9414383615091,0,0.0,-21.84,106.85247222222219,4.0,-0.0,17.6275277777778,-0.0,0.0,0.0,0,0.0,-128.48,34.39708333333333,0,0,13.992916666666673,-0.0,0.0,0.0,0,0.0,-48.39
t82,0.0,0,0,3.958561638490899,-0.0,0.0,16.9414383615091,0,0.0,-20.9,106.85247222222219,0.0,-0.0,33.048966139286904,-0.0,0.0,-16.9414383615091,0,0.0,-122.96,34.39708333333333,0,0,11.90291666666667,-0.0,0.0,0.0,0,0.0,-46.3
t83,0.0,0,0,3.8385616384909014,-0.0,0.0,16.9414383615091,0,0.0,-20.78,106.85247222222219,0.0,-0.0,32.358966139286906,-0.0,0.0,-16.9414383615091,0,0.0,-122.27,34.39708333333333,0,0,11.642916666666672,-0.0,0.0,0.0,0,0.0,-46.04
t84,0.0,0,0,4.598561638490899,-0.0,0.0,16.9414383615091,0,0.0,-21.54,106.85247222222219,0.0,-0.0,36.848966139286915,-0.0,0.0,-16.9414383615091,0,0.0,-126.76,34.39708333333333,0,0,13.342916666666675,-0.0,0.0,0.0,0,0.0,-47.74
t85,0.0,0,0,5.948561638490901,-0.0,0.0,16.9414383615091,0,0.0,-22.89,106.85247222222219,0.0,-0.0,44.788966139286885,-0.0,0.0,-16.9414383615091,0,0.0,-134.7,34.39708333333333,0,0,16.33291666666667,-0.0,0.0,0.0,0,0.0,-50.73
t86,0.0,0,0,6.8285616384909,-0.0,0.0,16.9414383615091,0,0.0,-23.77,106.85247222222219,0.0,-0.0,49.96896613928689,-0.0,0.0,-16.9414383615091,0,0.0,-139.88,34.39708333333333,0,0,18.282916666666672,-0.0,0.0,0.0,0,0.0,-52.68
t87,0.0,0,0,8.768561638490901,-0.0,0.0,16.9414383615091,0,0.0,-25.71,106.85247222222219,0.0,-0.0,61.368966139286925,-0.0,0.0,-16.9414383615091,0,0.0,-151.28,34.39708333333333,0,0,22.57291666666667,-0.0,0.0,0.0,0,0.0,-56.97
t88,0.0,0,0,10.358561638490901,-0.0,0.0,16.9414383615091,0,0.0,-27.3,106.85247222222219,0.0,-0.0,70.69896613928691,-0.0,0.0,-16.9414383615091,0,0.0,-160.61,34.39708333333333,0,0,26.08291666666667,-0.0,0.0,0.0,0,0.0,-60.48
t89,0.0,0,0,9.588561638490901,-0.0,0.0,16.9414383615091,0,0.0,-26.53,106.85247222222219,0.0,-0.0,66.2089661392869,-0.0,0.0,-16.9414383615091,0,0.0,-156.12,34.39708333333333,0,0,24.39291666666667,-0.0,0.0,0.0,0,0.0,-58.79
t90,0.0,0,0,8.0085616384909,-0.0,0.0,16.9414383615091,0,0.0,-24.95,106.85247222222219,0.0,-0.0,56.878966139286916,-0.0,0.0,-16.9414383615091,0,0.0,-146.79,34.39708333333333,0,0,20.882916666666674,-0.0,0.0,0.0,0,0.0,-55.28
