,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,638.6700821923913,99813.2855434066,43.07185883307695,107.81830999596419,22511.248425306752,17862.87170909294,141152.50256809342,210981.9202483943,18.19856252035382,9725.657393259751
t1,0.7631481341516304,119.25136170179479,0.051653250827667446,0.12891849055081983,26.895235144982507,21.407968145083633,168.64162904879558,252.06932776921343,0.021659589767066872,11.58509648684872
t2,0.7631540983453032,119.25135943047856,0.051653497324960565,0.12891960858343643,26.895232500236972,21.407967094048043,168.64163464501138,252.06932998530942,0.0216608002096866,11.585096713451538
t3,0.763157645927634,119.25135844117355,0.05165406993061031,0.12891970948765452,26.895229981581355,21.40796777086935,168.64163477699992,252.0693288078614,0.021661654379258696,11.585096685914882
t4,0.7631600111428041,119.2513577601218,0.05165467780035691,0.12891984048380734,26.89522922801093,21.40796634738604,168.64163425469772,252.06932858825218,0.021662045662791365,11.585096643571577
t5,0.7631605512209337,119.251356844384,0.05165548342178323,0.12892012306202902,26.895228844952822,21.407963927371433,168.64163113085561,252.06932868956548,0.02166231564254966,11.585096343483297
t6,0.7631397741508762,119.25134459230537,0.051650143943114006,0.12891016486118617,26.895214579742465,21.407956791403432,168.64161658677702,252.06930321544314,0.021663016722982653,11.585094580671612
t7,0.7629977729450172,119.25129476500993,0.05162555135354375,0.128838656703851,26.895124527303377,21.407830736236097,168.6415095813326,252.0691892747949,0.021672182947046932,11.585090777911152
t8,0.7627890091820106,119.2512141413331,0.05160177615264143,0.12873388760018023,26.894983490200975,21.406978139532086,168.64089185698788,252.0689236034159,0.021681922179305407,11.585088218053842
t9,0.7627741435711397,119.25120979499629,0.051502731820058156,0.12872493648642008,26.89497234219968,21.406533904911242,168.64055884038987,252.0689035712184,0.02169083825371847,11.585030624285968
t10,0.7627612671519617,119.25121236300825,0.051465387841101225,0.12871968326742192,26.894964040997547,10.711947490012657,168.56213462191323,252.0688999837363,0.02169489382846561,11.584980889956379
t11,0.7626487008473498,119.25117041828415,0.05141712393623919,0.1286708578142029,26.894893236875898,4.290996546294892,168.47011312244166,252.06889946556967,0.02170066295832463,11.584936203013843
t12,0.7627574652334093,119.25121399368936,0.05146417774665584,0.12872002579234534,26.89496171952785,4.352459618549028,168.56512301038944,252.06890069048626,0.021693871354043336,11.585004316043719
t13,0.7627429354398705,119.25121645843075,0.051468098175096164,0.12872405990764285,26.8949533039279,10.77536375444645,168.63965916763163,252.06889948336533,0.021693837409439806,11.585008481818996
t14,0.7627420385943786,119.25121694434374,0.05146822379898266,0.12872513783004708,26.894950687512985,21.39244370789183,168.5416085312804,252.06889925793948,0.021693776038599392,11.585011090988473
t15,0.7627500707719236,119.25121943285033,0.05147654031923519,0.12872886962676666,26.89495427175946,21.40542883446201,168.63898659693993,252.06889891661638,0.021693237608106524,11.585014670345155
t16,0.7627975199388494,119.25124405939192,0.05159146070993996,0.12876463310509512,26.894984329770242,21.405748731621696,168.63898787494313,252.06889645248194,0.02168192709199448,11.585082393751524
t17,0.7627412880037068,119.25120829839136,0.051474658912889694,0.12872399831208614,26.894946380289866,14.984883519024308,118.0478814213117,252.06889217651377,0.021694123237215077,11.584978723137391
t18,0.7626357585774007,119.25116307763057,0.05141408304762677,0.12867062281591757,26.894876189632328,4.281797461091827,33.7283423103414,252.0688895011219,0.021701745545872585,11.584931224324526
t19,0.7627564063866751,119.25121372770919,0.05147426592119414,0.1287365111644179,26.894954154801816,4.281444864604151,33.7281040645069,252.06888686732805,0.021694367422894108,11.584986342740804
t20,0.7627550786451339,119.25122223395977,0.05160137666959057,0.12888256991933614,26.894956220171505,4.282420566977206,33.72840823107331,252.06889165472757,0.02167662690909963,11.585086794249124
