,Capture,Capture,Capture,Capture,Capture,Capture,Capture,Capture,Capture,Capture
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,806.5331984116187,125821.84006572381,55.67561460275065,137.3232105529753,28378.18132077092,22518.610926198635,177932.24412055162,265956.19176087034,24.33049016217713,12261.157033447644
t1,0.963790148573598,150.32505418916773,0.06681787269287111,0.16426475719122108,33.9047971975308,26.98775157638801,212.5842214353401,317.7495828262654,0.02895465001221295,14.605394191540357
t2,0.9637964523527046,150.32505045083528,0.06681786468105842,0.16426800840535785,33.904795757593654,26.98775100401092,212.58423189247327,317.74958694625747,0.028956285654817466,14.605394558847028
t3,0.9638000703717844,150.32504824837665,0.06681890953831073,0.16426800546453246,33.90479229018578,26.987753209982422,212.5842310095173,317.74958396094354,0.028957382839620335,14.60539465494009
t4,0.9638032424629286,150.32504624384967,0.06682009642905995,0.16426764863904783,33.90479191368403,26.987751133126896,212.58423094205392,317.74958328237113,0.02895768856584269,14.605394608801836
t5,0.9638035849300629,150.32504401908247,0.06682178730049897,0.16426798871076126,33.90479201640089,26.98774559564407,212.584223322803,317.7495832944011,0.02895792764550902,14.605394027785934
t6,0.9637473973404654,150.3250121672317,0.06680984825699247,0.16424151324209155,33.90475078613295,26.98773377928349,212.58418516309104,317.74951566858385,0.028961316274141287,14.605393004196705
t7,0.9634444989821277,150.3248658582042,0.06675759882447953,0.1640699831922211,33.90452781849211,26.987448037442373,212.5839369004607,317.74927504412614,0.028983809217563262,14.605396484514682
t8,0.9630435726207036,150.32469281654969,0.06670848021145759,0.1638543422691146,33.90423646007,26.98583306489782,212.58271704709466,317.7487749244662,0.02900457671944113,14.605398375532921
t9,0.9630114808319644,150.32468443140314,0.06650529357431079,0.16383631313360014,33.90421250325861,26.98500684027781,212.58205362643204,317.7487312800533,0.02901985055410628,14.605269977730806
t10,0.9629857074544497,150.3246918489122,0.06643222404946524,0.16382668949896642,33.90419451904115,13.50335943805226,212.4826215256737,317.7487248806728,0.02902732379975781,14.605169337679499
t11,0.9627815141412926,150.32460626953468,0.0663425376894144,0.1637315769338647,33.90405297759299,5.409358187938823,212.3665818720052,317.74872461299867,0.029037793237395956,14.605085011740579
t12,0.962977206274622,150.3246954113098,0.0664296918765919,0.16382732950536957,33.90418629981167,5.486827354462832,212.48634473603798,317.7487256506815,0.02902590344349969,14.60521584783984
t13,0.962957171931772,150.3247005863018,0.06643788988488208,0.1638360660326641,33.904172261316326,13.583292658787029,212.58031456039677,317.7487238176787,0.029025576653803134,14.605224712858373
t14,0.9629552095676907,150.32470151693988,0.06643847096588235,0.16383845363190658,33.90416776793928,26.96676949862804,212.4568013727037,317.74872370121255,0.02902522865164798,14.605230181955482
t15,0.9629697713736904,150.32470662808893,0.06645607357723747,0.16384632619144757,33.90417617142186,26.983293020491082,212.5795614856058,317.7487232323911,0.029023752869296246,14.605237890222774
t16,0.9630560275892853,150.3247561059959,0.06668021305522982,0.16391556810145083,33.9042364797655,26.983743061667273,212.57956425128938,317.7487182718467,0.029005166064613938,14.605379810739368
t17,0.9629507660729516,150.3246825880544,0.06645094642652559,0.1638360613182315,33.9041623739092,18.889824905073763,148.8065748342997,317.74871175142545,0.029025785614679285,14.605166119896369
t18,0.9627568569144834,150.32459067781645,0.06633783697043663,0.16373181206932522,33.904024705227485,5.397511080407821,42.51652436063819,317.74870849204086,0.0290392112380541,14.605075572826628
