,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss
t212,4.324937557327829e-5,4.43688713770867e-5,3.732453782409134e-5,4.044474191970046e-5,4.650552146506493e-5,5.372256731674456e-5,4.29797314446839e-5,3.811876257200604e-5,4.124828349560088e-5,3.133498083853042e-5
t213,4.3512252522930456e-5,4.438088783014296e-5,3.704585449814108e-5,4.0290112141221346e-5,4.648463685944572e-5,5.3911563958179126e-5,4.379437443697185e-5,3.811845370764908e-5,4.1013561619107857e-5,3.073499219097745e-5
t214,4.345936009601754e-5,4.3934324743901275e-5,3.6774044513047013e-5,3.997958209435837e-5,4.67967344339499e-5,5.5675566168556385e-5,4.0492101089408496e-5,3.7996021432469515e-5,4.097001642513377e-5,3.06430122847963e-5
t215,4.3317031666201046e-5,4.433743472860393e-5,3.67934789393372e-5,4.018308983959543e-5,4.673452869342906e-5,5.5452927629731875e-5,4.048818419517227e-5,3.766407766696962e-5,4.0869870622271194e-5,3.0489506124503313e-5
t216,4.375976192634969e-5,4.427248530276625e-5,3.6964623308323135e-5,4.049763396745891e-5,4.713157675477345e-5,5.506566693342263e-5,4.26063477614858e-5,3.775157409437906e-5,4.104777583257587e-5,3.0516663911139878e-5
t217,4.4207093925813306e-5,4.3781480632697846e-5,3.685752504005804e-5,4.049205195975472e-5,4.7424718099499154e-5,5.4820945278424865e-5,4.3464134828516694e-5,3.864266665447478e-5,4.085238547558346e-5,3.0342693204155402e-5
t218,4.4337386127976705e-5,4.338507208374157e-5,3.6808977296316584e-5,4.0520932754698503e-5,4.709448918328358e-5,5.485191586603779e-5,4.347063279603897e-5,3.9001080658281786e-5,4.071631230736807e-5,3.0218894013382887e-5
t219,4.436426117429977e-5,4.298798925263122e-5,3.676797157788044e-5,4.052693147783586e-5,4.662770466796439e-5,5.508397255840115e-5,4.326176922010887e-5,3.913314609577546e-5,4.0622021918600085e-5,3.013073551241542e-5
t220,4.4363182704942736e-5,4.280454926787534e-5,3.671975143543206e-5,4.031001407588811e-5,4.648216394486912e-5,5.530073838878771e-5,4.211652330917771e-5,3.9107146965036776e-5,4.057375875336771e-5,3.0102258079651072e-5
t221,4.44574858366871e-5,4.283560566578441e-5,3.695794438446323e-5,4.033016676928512e-5,4.689624413282434e-5,5.518242488872122e-5,4.1777474460162256e-5,3.918516119106521e-5,4.0904712261547756e-5,3.0322167066456777e-5
t222,4.4032805041630345e-5,4.244331301947566e-5,3.692927477884466e-5,3.9772831078260225e-5,4.71049995206406e-5,5.519302570786859e-5,4.3739858227046324e-5,3.855266439924276e-5,4.091409299328681e-5,3.0573092131728435e-5
t223,4.295761744488653e-5,4.1410542478198076e-5,3.717242202363062e-5,3.7902906273814096e-5,4.6425168491119525e-5,5.554566412256774e-5,4.314557049888574e-5,3.7126537779976146e-5,4.119322271940591e-5,3.085070792798974e-5
t224,4.3173027520073997e-5,4.124313313865103e-5,3.7024576146778727e-5,3.782688979689518e-5,4.669485010102706e-5,5.576264711123553e-5,4.0811812781343334e-5,3.774004732463994e-5,4.147303810287363e-5,3.093612869246082e-5
t225,4.327877709043177e-5,4.08889376718453e-5,3.700496426267152e-5,3.766042565303338e-5,4.688793727087451e-5,5.5754328405051134e-5,4.133800324804935e-5,3.7948674945499464e-5,4.168183253700077e-5,3.1013180017523345e-5
t226,4.1931412145483136e-5,4.100559384209043e-5,3.744150284578836e-5,3.806929395692925e-5,4.5455841757423046e-5,5.597129959124434e-5,3.984794023781569e-5,3.832479588388849e-5,4.2268595703456895e-5,3.1282164434321766e-5
t227,4.179462577287783e-5,4.0713670348204315e-5,3.731840527579431e-5,3.772017041072876e-5,4.541677286276917e-5,5.630606394660321e-5,3.927090261664982e-5,3.818945080695483e-5,4.2333903868574384e-5,3.1396462112018196e-5
t228,4.3577771537189734e-5,4.06025217836306e-5,3.9251387411632194e-5,3.7556515600590764e-5,4.718270859403057e-5,5.605925203911336e-5,3.905453740167578e-5,3.7915956461637124e-5,4.219627331601316e-5,3.120580542107349e-5
t229,4.317401158037693e-5,4.080500891912527e-5,3.878492063661836e-5,3.7749064244049866e-5,4.679308331939054e-5,5.605719526331351e-5,3.988238621056944e-5,3.779911226566989e-5,4.205998675941988e-5,3.109636671939134e-5
t230,4.292657520621466e-5,4.071815734738642e-5,3.877033879877406e-5,3.74885555701071e-5,4.6652234503573454e-5,5.608465446324802e-5,4.032010331984532e-5,3.7885730312140624e-5,4.1893976674303465e-5,3.1030188504017726e-5
t231,4.2771828368724385e-5,4.0801412265437044e-5,3.8898114836806926e-5,3.7729699946193424e-5,4.648976170251288e-5,5.666148952849339e-5,4.054738567779294e-5,3.814988537907766e-5,4.1988222860374766e-5,3.1091646426291806e-5
t232,4.245854271652445e-5,4.0640473481623447e-5,3.897705010755134e-5,3.7847980173448576e-5,4.617214471826456e-5,5.630311739011288e-5,4.0210292756484585e-5,3.8340803742711074e-5,4.1785937412648475e-5,3.1018064110493376e-5
t233,4.2379286567133015e-5,4.09144860650116e-5,3.713875482803532e-5,3.781492171892211e-5,4.625327103172712e-5,5.5800734578257733e-5,4.0577066524729384e-5,3.8304607698076354e-5,4.154001966882662e-5,3.1030121696437574e-5
t234,4.24682195836071e-5,4.126831192950864e-5,3.690175403450381e-5,3.769649327436173e-5,4.6397349526945225e-5,5.581147019735087e-5,4.1304383065194355e-5,3.813357443566202e-5,4.125885731850974e-5,3.1023623801391785e-5
t235,4.232327522229058e-5,4.122951623098074e-5,3.6769717205908466e-5,3.74504221481677e-5,4.621625699828382e-5,5.618831582458074e-5,4.302601162307906e-5,3.801217499053114e-5,4.103278409338403e-5,3.099728163761374e-5
t236,4.234323166719093e-5,4.107219140638165e-5,3.7030647747190476e-5,3.781863220944393e-5,4.614871293970447e-5,5.683033315103513e-5,4.3815595815936376e-5,3.817774787842898e-5,4.122742825289723e-5,3.1092289890391504e-5
t237,4.2282595853297854e-5,4.072630732724471e-5,3.712753906428226e-5,3.775027503870102e-5,4.599728000612749e-5,5.652664726452855e-5,4.293703275914339e-5,3.8247803902326816e-5,4.1189665651248844e-5,3.1048213013296365e-5
t238,4.250974065539912e-5,4.062524649474797e-5,3.890828098051105e-5,3.772890070899191e-5,4.6425809981178344e-5,5.662742389035454e-5,3.989544237937772e-5,3.815456029115298e-5,4.1182720261014154e-5,3.09541719803002e-5
t239,4.267144640290466e-5,4.275970819824026e-5,4.212845597917827e-5,4.108502573845655e-5,4.65357648030858e-5,5.6916434225649e-5,4.1837401637280684e-5,3.77138739178094e-5,4.0897997415068234e-5,3.045931090550318e-5
t240,4.216658370263096e-5,4.294968937888654e-5,4.27997381949337e-5,4.114396131668646e-5,4.60923541846435e-5,5.6829536949808964e-5,4.1658950969200474e-5,3.7155929595176707e-5,4.087717420479332e-5,3.0370259877970108e-5
t241,4.86146736373002e-5,4.8460857566996426e-5,4.450376017388747e-5,4.799739971923247e-5,5.190085856755498e-5,6.591179340816794e-5,4.7420408839225525e-5,4.3477776885117216e-5,4.0106030959320514e-5,2.9201226257226835e-5
t242,4.894201336307229e-5,4.8118249266463145e-5,4.416900265528236e-5,4.746077792092278e-5,5.217307858856768e-5,5.655364706105673e-5,4.936000721761626e-5,4.375906562556737e-5,4.028221791767119e-5,2.9409876311641397e-5
t243,4.9081733549220546e-5,4.802992114784695e-5,4.424658372402223e-5,4.71254985695434e-5,5.208916908470798e-5,5.508265630871445e-5,4.75682045255611e-5,4.391423686495901e-5,4.036857384896367e-5,2.9541685277504752e-5
t244,5.009107467450736e-5,4.7533201868085846e-5,4.421993513860757e-5,4.670766937288482e-5,5.293993802998208e-5,5.44138814369771e-5,4.753858924298628e-5,4.417637394857935e-5,4.03770651166496e-5,2.9617376299185447e-5
t245,4.917609715660488e-5,4.771902325101184e-5,4.5769583517174767e-5,4.674190009729323e-5,5.264167653664269e-5,5.404786451974856e-5,4.693452207183966e-5,4.3925564467936934e-5,4.044543384154843e-5,2.9724026858063796e-5
t246,4.913192947611037e-5,4.9200933051252014e-5,4.616222220416979e-5,4.863377601692431e-5,5.3388989143087246e-5,5.4735995617396974e-5,4.718038868234057e-5,4.401739957264336e-5,4.076055077989266e-5,2.991871414528576e-5
t247,4.9448555412373304e-5,4.964641862912237e-5,4.442844088942546e-5,4.8840385409479105e-5,5.419253749566136e-5,5.5208195237151455e-5,4.751228776301207e-5,3.6506796196756575e-5,4.100576886132288e-5,3.020184079981015e-5
t248,4.9543460652447424e-5,4.767273164405859e-5,4.411335630065832e-5,4.648519421652098e-5,5.4450452729728295e-5,5.4428197249676e-5,4.868677243565801e-5,3.70184338552582e-5,4.1210323226297805e-5,3.0397278991156668e-5
t249,4.9164054787441564e-5,4.761301936071295e-5,4.4019570214690996e-5,4.6785450770220663e-5,5.4055697715372657e-5,5.422245304186754e-5,4.733827032406977e-5,3.74564485442255e-5,4.138103141611193e-5,3.048610629017677e-5
t250,4.913471954231689e-5,4.669964993509556e-5,4.3943410171983044e-5,4.6830589256173956e-5,5.390221632013355e-5,5.4740601721402144e-5,3.9587821302144484e-5,3.730219694835192e-5,4.168711992809302e-5,3.072510990089387e-5
t251,4.1514558152150044e-5,4.6885065306346786e-5,4.432019376060061e-5,4.727472352773811e-5,5.402815960379026e-5,5.5850541096157256e-5,4.052449289050896e-5,3.7620984254858316e-5,4.216366581407566e-5,3.095648394440197e-5
t252,4.9035852245462136e-5,4.637281307661143e-5,4.408561073584602e-5,4.699863290178317e-5,5.356162609736993e-5,5.5281807404053976e-5,4.046561757711166e-5,3.732164488397216e-5,4.195692393672799e-5,3.0756025612827866e-5
t253,4.154303980060673e-5,4.632374310193837e-5,4.434699701963886e-5,4.720749181906447e-5,5.343960634532874e-5,5.504718811046797e-5,4.066560232592396e-5,3.736768313876982e-5,4.1973912991739535e-5,3.084727242522211e-5
t254,4.853405178026443e-5,4.5949913253241886e-5,4.413495723608617e-5,4.706967464530248e-5,5.267536230367947e-5,5.431173789012629e-5,4.026484440159074e-5,3.7100867456924224e-5,4.166206682278985e-5,3.070989211041032e-5
t255,4.8972896767183906e-5,4.630193315222281e-5,4.432798017317733e-5,4.796876759061019e-5,5.29713636501648e-5,5.386504022020856e-5,4.158855286909173e-5,3.703058522977652e-5,4.130917077771702e-5,3.060042804186762e-5
t256,4.917516415900114e-5,4.6119940037310034e-5,4.4484201157711713e-5,4.801196679739077e-5,5.3137252163098246e-5,5.426301417262456e-5,4.1594875988871944e-5,3.7516024564994066e-5,4.128477239567786e-5,3.0724575147493426e-5
t257,4.895399130625579e-5,4.6548629573515705e-5,4.425725442432491e-5,4.813403920280999e-5,5.32252311606932e-5,5.404982103667151e-5,4.1785177776778705e-5,3.7018962790184936e-5,4.099306173326606e-5,3.073573346314563e-5
t258,4.798337881729797e-5,4.6455978647035936e-5,4.631243422248852e-5,4.7574707385951765e-5,5.276621068307568e-5,5.45246640957612e-5,3.8557387550698934e-5,3.6980767174040185e-5,4.083160879826924e-5,3.0786000084872945e-5
t259,4.8276662520425866e-5,4.693033770565567e-5,3.678099893959109e-5,3.893849532271162e-5,5.3208664372963825e-5,5.587412154437702e-5,3.8419944810639636e-5,3.712025210446236e-5,4.0973143626926117e-5,3.1200556677004196e-5
t260,4.826160489160165e-5,4.675892976319865e-5,3.669823182374045e-5,3.89573915615014e-5,5.304051232951153e-5,5.634315294763648e-5,3.8971547384180765e-5,3.7026196396963194e-5,4.089402215742786e-5,3.1093392707144075e-5
t261,4.803062526821412e-5,4.626424464524674e-5,4.3786855077891946e-5,4.5529544719846206e-5,5.263084745859286e-5,5.5807081076125607e-5,3.786579399992028e-5,3.673370358785571e-5,4.106046400830334e-5,3.0853728608625715e-5
t262,4.795564104539254e-5,4.598431957948603e-5,4.407436012631157e-5,4.736954375342088e-5,5.28257615769842e-5,5.5317847288123186e-5,3.976104922122767e-5,3.633284736604917e-5,4.100455405324245e-5,3.0699085884246674e-5
t263,4.839032376913419e-5,4.550017583124656e-5,4.3989419311093844e-5,4.731710851576645e-5,5.3085516379599674e-5,5.451981668488506e-5,4.7960960107399666e-5,3.6170946031703415e-5,4.083774395688147e-5,3.044441145797976e-5
t264,4.736156388290891e-5,4.463920491271396e-5,4.343773755503053e-5,4.645810861823962e-5,5.184897528852394e-5,5.461221941280668e-5,4.658036916907659e-5,4.288030131654881e-5,4.073273385566677e-5,3.0343626248974486e-5
t265,5.017061760331967e-5,4.5399131366814504e-5,4.434468754969034e-5,4.886148526821072e-5,5.376466558613231e-5,5.432636699558454e-5,5.0228242576293715e-5,4.547399109744932e-5,4.0300318248124506e-5,2.9904215562356333e-5
t266,5.012321277343705e-5,4.5115697828115175e-5,4.4636953657574246e-5,4.892248105126397e-5,5.365292823610073e-5,5.4231817077950136e-5,4.938520821594925e-5,4.528584960185723e-5,4.060438962656888e-5,3.0073778077330066e-5
t267,5.015139802824821e-5,4.548527316500311e-5,4.4603352286141746e-5,4.872405208506338e-5,5.387267787490702e-5,5.4023391514803624e-5,4.606133642664347e-5,4.5327154373987736e-5,4.0601506177671975e-5,3.0106291657212476e-5
t268,5.003592357260378e-5,4.549669007422988e-5,4.442443797163907e-5,4.853308562272325e-5,5.3821956886777793e-5,5.4514795027526424e-5,4.721078562391352e-5,4.52629418134483e-5,4.052193929873108e-5,3.003579078503338e-5
t269,5.001177182923138e-5,4.554373774007929e-5,4.431986195474406e-5,4.854960532677957e-5,5.4198454330397345e-5,5.478861243795883e-5,4.5415902188762104e-5,4.5287664733091164e-5,4.052196018052386e-5,3.0023266843062285e-5
t270,5.056781013695004e-5,4.599533815086809e-5,4.436404548790466e-5,4.868163130651872e-5,5.504414409725178e-5,5.4922828162288963e-5,4.480197663463122e-5,4.60236918764776e-5,4.046525584218881e-5,2.9952736003198404e-5
t271,5.01744764294413e-5,4.5619699553802626e-5,4.468568142841632e-5,4.8820860371439474e-5,5.4891785220583094e-5,5.452093089232132e-5,4.506264327615346e-5,4.563312273483781e-5,4.095647019060701e-5,3.017965021820124e-5
t272,5.032302025287868e-5,4.562471533455858e-5,4.413960220154139e-5,4.8293184987751476e-5,5.505691495288197e-5,5.4881301564012225e-5,4.6834549667067524e-5,4.4386701641328444e-5,4.1087123870953366e-5,3.0181493154967686e-5
t273,5.05293678749007e-5,4.59674692752961e-5,4.412755846202249e-5,4.794480128644554e-5,5.528090975585465e-5,5.566674402923832e-5,4.953306023898414e-5,3.565450759018678e-5,4.1353126693271985e-5,3.032129843005492e-5
t274,5.034377358957532e-5,4.590599524576423e-5,4.431998180882264e-5,4.725292711932356e-5,5.5091656324591834e-5,5.60745329695505e-5,4.112835028156411e-5,3.594555417843801e-5,4.170337954033802e-5,3.0497771649926976e-5
t275,5.0410394469103703e-5,4.622460196464464e-5,4.3065607477600234e-5,4.4515893083996645e-5,5.518649429749989e-5,5.622864934554936e-5,3.920959458150728e-5,3.623261440096969e-5,4.179531528519239e-5,3.05507793559572e-5
t276,5.058909339768972e-5,4.635033489130929e-5,4.303810599869373e-5,4.4615389084266696e-5,5.536089615512149e-5,5.609114900618957e-5,3.9822143408926294e-5,3.6421211931765806e-5,4.2003064800379456e-5,3.0581889440573484e-5
t277,5.0513509753173614e-5,4.609596034356371e-5,4.294976701439542e-5,4.458613960927057e-5,5.518465183432999e-5,5.6101728896754915e-5,4.002551060456163e-5,3.6216304689432166e-5,4.186822253329622e-5,3.046300011670999e-5
t278,5.082366505210925e-5,4.638344410309306e-5,4.258241374213958e-5,4.430076977269371e-5,5.546566522275816e-5,5.614566865775624e-5,3.999318525464317e-5,3.6061363541027996e-5,4.167442543108124e-5,3.0332530009040498e-5
t279,5.077618122608632e-5,4.622582901730361e-5,4.256933671005595e-5,4.413635234783155e-5,5.542521804965298e-5,5.6241091261702614e-5,3.993799620660309e-5,3.5978852152692696e-5,4.147002844538297e-5,3.018262130067883e-5
t280,5.033647276695029e-5,4.620368082694222e-5,4.581565606834834e-5,4.701021689448132e-5,5.513289311353807e-5,5.604571289641536e-5,4.1780317404356694e-5,3.5917425864773874e-5,4.109606364576346e-5,2.9778539562415843e-5
t281,5.0951065400959314e-5,4.715210517302046e-5,3.553128114774903e-5,3.7799429891930574e-5,5.605769760716538e-5,5.658148889505488e-5,3.991384376535242e-5,3.6354353445225776e-5,4.150992831892138e-5,3.024129265428088e-5
t282,5.050514805068149e-5,4.757195073558018e-5,3.5519452245799434e-5,3.797279848063471e-5,5.6295560552633366e-5,5.6806293810627166e-5,3.917448383543892e-5,3.619887665063794e-5,4.131136497192689e-5,3.002020044485947e-5
t283,5.002775627824047e-5,4.7486938063272905e-5,3.5539164580168944e-5,3.8199962878545225e-5,5.645913549328593e-5,5.712138380678201e-5,3.9240514750031245e-5,3.625964665705795e-5,4.124992104386403e-5,2.9868610535204894e-5
t284,5.036030372893588e-5,4.73645162141163e-5,3.534644420012139e-5,3.772694376629514e-5,5.680453584073674e-5,5.74708128702756e-5,3.957511809548582e-5,3.5997616769056666e-5,4.1210488845018535e-5,2.974007154434519e-5
t285,5.041109728567883e-5,4.7033168395168295e-5,3.522441614927612e-5,3.7453213003702033e-5,5.6771300343790896e-5,5.691752980601335e-5,3.8828267628400935e-5,3.587855959415213e-5,4.129351953899813e-5,2.971826257779285e-5
t286,5.0582297261560064e-5,4.703795486990552e-5,3.560448834399107e-5,3.7907400144928e-5,5.721519933151291e-5,5.613650220264499e-5,3.7931951267672746e-5,3.602926244839328e-5,4.176922284963845e-5,2.992322671688271e-5
t287,4.963384237183779e-5,4.552683298644784e-5,4.4830482667791487e-5,4.647670619741675e-5,5.621603095327071e-5,5.4219079106539946e-5,4.890953728294134e-5,4.687001530489911e-5,4.1115339594473644e-5,2.8960614554251994e-5
t288,4.970007866823395e-5,4.550939363425628e-5,4.511145949770425e-5,4.678030745940609e-5,5.592756206007625e-5,5.4229400889753325e-5,4.912097163814174e-5,4.669872425378689e-5,4.116817894931535e-5,2.8896206702001465e-5
t289,5.0523201350338716e-5,4.6275576915886144e-5,4.3029969102109695e-5,4.5188277994754686e-5,5.615102151714677e-5,5.3879189692276884e-5,4.887843525625632e-5,4.751177647674526e-5,4.119731652058883e-5,2.8902860069784894e-5
t290,5.0425104919570786e-5,4.6171294112249416e-5,4.3095333041058497e-5,4.5197463420357475e-5,5.543304280546523e-5,5.33254330967194e-5,4.862480336443515e-5,4.7360535269846e-5,4.123031258398206e-5,2.8905668774915176e-5
t291,5.058601607200324e-5,4.602670716524908e-5,4.326890359350573e-5,4.701338418878625e-5,5.4840524277050535e-5,5.325418815266814e-5,4.870526232787782e-5,4.745445493316726e-5,4.156912944812824e-5,2.9089801703770765e-5
t292,5.050569323579276e-5,4.576067526816619e-5,4.3215107048136765e-5,4.825162697892128e-5,5.417202399157112e-5,5.28786626695009e-5,4.616612232594332e-5,4.7382998427243166e-5,4.1630935023311e-5,2.9181306537597264e-5
t293,5.006586663253974e-5,4.515617024888727e-5,4.3035917754651054e-5,4.71764230167933e-5,5.31822523487687e-5,6.508740242516139e-5,4.532115510856126e-5,4.6851382841997175e-5,4.137007629085573e-5,2.8908777271175596e-5
t294,5.0001147846205525e-5,4.5139674350628536e-5,4.292155204171649e-5,4.6962530968496535e-5,5.284518007386869e-5,6.451355910978565e-5,4.47874235998742e-5,4.674484238384564e-5,4.140057041653933e-5,2.899979801993032e-5
t295,4.9911279463222736e-5,4.526187552073485e-5,4.262739171413808e-5,4.7562506884608956e-5,5.296034571617547e-5,6.494139725224542e-5,4.4837655392055965e-5,4.689281709139531e-5,4.140597901721147e-5,2.9008703817101273e-5
t296,5.074023405766349e-5,4.629478380621162e-5,3.5242759730920155e-5,3.7878534681409295e-5,5.4614245218272164e-5,6.642209352237815e-5,4.653086070668061e-5,4.773665312929254e-5,4.201528457393803e-5,2.961995122668655e-5
t297,5.094779076213883e-5,4.682455728913171e-5,3.476478317228195e-5,3.7626312850274246e-5,5.538339073692809e-5,6.604627952596739e-5,4.738213369111333e-5,4.642992544482628e-5,4.207026648133679e-5,2.9695734414441573e-5
t298,5.1052161433784294e-5,4.7141508760495126e-5,3.470040191452293e-5,3.7783314788754525e-5,5.570311968446489e-5,6.475140084141127e-5,4.830458667010624e-5,4.5317147717996255e-5,4.2139855080566253e-5,2.977335419689681e-5
t299,5.108183692720296e-5,4.6902542401799926e-5,3.497015754316695e-5,3.813926097043566e-5,5.570322979845659e-5,6.441847614346341e-5,4.870862208188811e-5,4.5018665541398565e-5,4.209524019495836e-5,2.9763195892856975e-5
t300,5.058954816700034e-5,4.61572945012546e-5,4.130861718174846e-5,4.668620134989036e-5,5.49734594964585e-5,6.389553959782193e-5,4.8818921398361e-5,4.453964000807054e-5,4.1756584442352645e-5,2.9360237306352144e-5
t301,5.084155408141433e-5,4.598303000267979e-5,4.129087691012286e-5,4.3582226909668725e-5,5.526480239530058e-5,6.386731536615946e-5,4.875938027934465e-5,4.5669938708572454e-5,4.1937456210241745e-5,2.953825571465865e-5
t302,5.062878017541134e-5,4.5636564234902386e-5,4.140193672279747e-5,4.656118013941691e-5,5.5070819795176154e-5,6.39938376544647e-5,4.843549369452504e-5,4.581538762839464e-5,4.1656050211681454e-5,2.9398686174690044e-5
t303,5.05156764460577e-5,4.541900595625959e-5,4.123279938046398e-5,4.6293556525742806e-5,5.492665687932918e-5,6.435112828950941e-5,4.847807565111407e-5,4.5721905778576694e-5,4.137053882341894e-5,2.9358460576405467e-5
t304,5.0303709230304866e-5,4.51891510934712e-5,4.318912335487206e-5,4.771185951683135e-5,5.432182056136984e-5,6.456781775028436e-5,4.794015551352195e-5,4.4462256389354485e-5,4.1034251736576755e-5,2.9256580737208118e-5
t305,5.057130093326353e-5,4.6072023980293996e-5,3.522457865285833e-5,3.7603850051098805e-5,5.3984184235125565e-5,6.519809846499177e-5,4.908990971639214e-5,4.5083305765581e-5,4.0944501602492655e-5,2.962623554042301e-5
t306,5.004293311345161e-5,4.6072028345497155e-5,4.525968383209182e-5,4.746214442066176e-5,5.3367710102610494e-5,6.470695884595463e-5,4.887641547475333e-5,4.465400593143252e-5,4.060648212523834e-5,2.9262951782561306e-5
t307,4.98397099161345e-5,4.622770396706852e-5,4.1278372956934874e-5,4.8163241812914384e-5,5.374605578614204e-5,6.459448800123783e-5,4.9213706453434723e-5,4.4770804014373965e-5,4.0436026439443005e-5,2.9323609300385157e-5
t308,5.003891410094588e-5,4.652800177161744e-5,4.5660815902855945e-5,4.838209428606644e-5,5.5029790019216615e-5,5.216540122193945e-5,4.9821946629449405e-5,4.483511138167079e-5,4.050639859599802e-5,2.949449877406755e-5
t309,4.9705296771060843e-5,4.6190209648698314e-5,4.2648761760116556e-5,4.7946622450861326e-5,5.575306686106477e-5,6.453307074790103e-5,4.8574992181617145e-5,4.426063855276733e-5,4.007568612461829e-5,2.9096606028333443e-5
t310,4.947708458898305e-5,4.590182759878977e-5,4.2974747770699824e-5,4.7542899019844666e-5,5.598676286906676e-5,6.470772617597518e-5,4.729127541526486e-5,4.696503833740359e-5,3.993357647461083e-5,2.8903190018305636e-5
t311,4.982197028531913e-5,4.5752453333735105e-5,4.3810866689733655e-5,4.821430371964727e-5,5.6172146400731975e-5,6.439705470117504e-5,4.627712042111316e-5,4.71808796315051e-5,4.020568561359984e-5,2.8953509984409637e-5
t312,4.980777878055498e-5,4.5880907603471e-5,4.334666126811135e-5,4.781447116024482e-5,5.61498095070753e-5,6.43554018384215e-5,4.6987341634192774e-5,4.711439601621948e-5,4.007489611395343e-5,2.8858552414664885e-5
t313,4.978477225744437e-5,4.5903739104086816e-5,4.318303088153733e-5,4.762467764064064e-5,5.598939814160151e-5,6.437072851283729e-5,4.627666651929398e-5,4.704683889175485e-5,3.997817561885125e-5,2.8829089167468383e-5
t314,4.969723652430338e-5,4.585580216126995e-5,4.297516909651129e-5,4.732342529957345e-5,5.583347696886711e-5,6.443206281823923e-5,4.6197077898816986e-5,4.691549642009864e-5,3.9893687182842414e-5,2.883881031202201e-5
t315,4.959244019437007e-5,4.589217233579768e-5,4.279819054887397e-5,4.700042421614781e-5,5.5713506399946905e-5,6.438698963282792e-5,4.630387335017795e-5,4.687181096138118e-5,3.984052797733113e-5,2.8898741948535457e-5
t316,4.971842489646948e-5,4.5842031751903264e-5,4.3557537028898696e-5,4.749915572683738e-5,5.595213692841129e-5,6.419632194172968e-5,4.720726147898374e-5,4.693505112378646e-5,4.0154771853350686e-5,2.9141340448752243e-5
t317,4.959014152552996e-5,4.546083411534432e-5,4.373221115323853e-5,4.7528952033903985e-5,5.589687750998411e-5,6.410035402291333e-5,4.765627854026443e-5,4.68331858449285e-5,4.0171484392625266e-5,2.920682745184888e-5
t318,4.935518938318671e-5,4.530755814659052e-5,4.324578481818118e-5,4.7473660495145405e-5,5.583004352190704e-5,6.412306129641056e-5,4.7575668321485065e-5,4.675301267822436e-5,4.023244772686108e-5,2.9267490482309823e-5
t319,4.9382176457004765e-5,4.568889040269352e-5,4.257766771844667e-5,4.736105814018382e-5,5.595580753271295e-5,6.417522901752455e-5,4.7456624106152705e-5,4.699364676414254e-5,4.034530014398338e-5,2.9288608678169663e-5
t320,4.973947076556438e-5,4.656310664227792e-5,3.552623649894823e-5,4.5666334710259996e-5,5.621778893290755e-5,6.437090444421158e-5,4.720678643839703e-5,4.674797306525578e-5,4.0664821904860776e-5,2.9503833984858764e-5
t321,5.03838756156199e-5,4.7830747622996776e-5,3.519430024222283e-5,3.7376456555593904e-5,5.693070059069083e-5,6.431639060486388e-5,4.9356750511788235e-5,4.770756697693396e-5,4.1297994247997844e-5,2.984759725273446e-5
t322,5.038699323412548e-5,4.8536632503398063e-5,3.4896636024762e-5,3.742430219518178e-5,5.704265650264451e-5,6.353692431343042e-5,5.0469428664174605e-5,4.779476085487735e-5,4.139633294351968e-5,2.985493625505595e-5
t323,5.038458530928064e-5,4.866663833477931e-5,3.4735693795482374e-5,3.753842176527826e-5,5.70719711011041e-5,6.35176815625616e-5,5.071233631206829e-5,4.7461933129158854e-5,4.14527563074197e-5,2.982576710001097e-5
t324,4.9692661944922295e-5,4.7980122055774055e-5,4.442475313566041e-5,4.6145498200201856e-5,5.657395301406203e-5,6.31002046907217e-5,5.030269653087012e-5,4.7503924708974556e-5,4.1142585326470256e-5,2.9301720197724818e-5
t325,4.9505920291482385e-5,4.756354350745439e-5,4.1927314029067697e-5,4.678766592215037e-5,5.644058565780611e-5,6.31251932189233e-5,5.025118522045505e-5,4.741679641549088e-5,4.10995875667338e-5,2.9301508243335844e-5
t326,4.98993207199591e-5,4.747317860098312e-5,4.08810588450099e-5,4.768099776558068e-5,5.6990674698321174e-5,6.281292513971414e-5,5.0134255955498913e-5,4.736445712461988e-5,4.136080155876527e-5,2.9421604105080157e-5
t327,4.9586265607140634e-5,4.689824616434527e-5,4.2664642991741614e-5,4.769977438063277e-5,5.681393660714699e-5,6.291314254731392e-5,4.9893504200964676e-5,4.726901785157678e-5,4.1273815126521026e-5,2.932166383238291e-5
t328,4.96151540672733e-5,4.6617551685724553e-5,3.494858692773616e-5,4.7537037948180476e-5,5.6999182968703096e-5,6.343836674326058e-5,5.006478309491002e-5,4.743741980342602e-5,4.1303451800280104e-5,2.9426521105901532e-5
t329,4.9184809979970596e-5,4.6910332728248514e-5,3.4910312824108065e-5,4.756620700322852e-5,5.683655111528829e-5,6.380572620063503e-5,5.011067407504193e-5,4.723206358665368e-5,4.117784637296363e-5,2.9332174035490862e-5
t330,4.905977623127305e-5,4.72381166313446e-5,3.5186954753378745e-5,4.80982342541071e-5,5.672600065852457e-5,6.394520168980885e-5,4.9476470615587704e-5,4.6997104603735746e-5,4.1028299468683996e-5,2.928318220925071e-5
