,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,185.87318471519407,28939.40314504487,13.158002117119215,31.944739148181355,6527.354196027133,5179.644567582256,40924.78466013871,61170.28759172032,5.950409540299009,2820.429397234605
t1,0.22212819739894596,34.575245116216465,0.01580185814192717,0.03822722841837137,7.798563007472843,6.207634500869181,48.89483063726782,73.08285805211985,0.007080786260198277,3.359683136380875
t2,0.22212918740883397,34.57524383778516,0.015801879035592627,0.03822836405596497,7.798563454007918,6.2076343556086115,48.89483425299354,73.082859396619,0.007081383331790553,3.359683281695804
t3,0.22212987491735336,34.575243086989076,0.015802244553653793,0.03822838413456114,7.798562783443644,6.207635291675185,48.89483408314719,73.08285855540088,0.007081747301814779,3.3596833263575907
t4,0.22213066220637814,34.5752423928362,0.015802650264507688,0.03822821186421738,7.798562830586649,6.2076346111093885,48.89483408577148,73.08285839124053,0.00708185918540068,3.3596833268561936
t5,0.22213058429406554,34.57524160389205,0.015803148126320648,0.0382281938967985,7.798562868949294,6.2076329149364415,48.89483167017779,73.08285826518045,0.007081937614696867,3.3596831594946974
t6,0.2221125511831787,34.57523083029262,0.015799433029756574,0.03821956040841635,7.798549349211276,6.2076287391681415,48.894819174548225,73.08283697030217,0.007083001343621798,3.359682883324334
t7,0.22201889810105693,34.57518370536389,0.015783264784333235,0.03816550537387618,7.798478078919766,6.207536915222565,48.89473866008998,73.08276230187013,0.0070896721021450095,3.3596839146757325
t8,0.22189265121667273,34.575127532346414,0.015767849352815083,0.038096471899350115,7.7983838581380525,6.2070325757505715,48.89434741328272,73.08260686097952,0.007095912690606821,3.359684255477883
t9,0.22188157380679588,34.57512463589394,0.01570552828880153,0.03809038015566835,7.798375433883995,6.206772338640976,48.89413054369738,73.08259183076554,0.007100495499892113,3.359644870618734
t10,0.22187288705918454,34.57512721265264,0.01568250584749654,0.03808710425571727,7.798369031144266,3.105860615318069,48.87111125220073,73.08258961951388,0.007102751449863029,3.3596136848418956
t11,0.2218102252111544,34.57509977015972,0.015655184602992492,0.03805727211840953,7.798323655835415,1.2442335784355405,48.84441122625244,73.08258943081741,0.007105843774782388,3.359588022360595
t12,0.22186992350256937,34.57512843530463,0.01568166490798171,0.038087281298630656,7.798365812106755,1.262049278830463,48.87195605014052,73.08258972123754,0.0071023394406204655,3.359627802829145
t13,0.22186503117452294,34.57513015641615,0.0156843736159617,0.0380902439807934,7.7983619305743375,3.124243396060072,48.8935724766428,73.08258922612704,0.007102218692178716,3.3596307971191783
t14,0.22186439024171897,34.57513044968751,0.01568466531486789,0.03809106479720988,7.798360666828359,6.2024537790635845,48.86518671392524,73.08258924992803,0.007102105626447138,3.359632500606012
t15,0.22186898798714152,34.57513216738807,0.015690580786409312,0.03809373301814812,7.798363723206987,6.2062945857010945,48.893424061577434,73.08258916727699,0.007101615459255923,3.359635188918842
t16,0.22189550424375265,34.57514772871342,0.01575822277831494,0.03811533215836461,7.798383248546066,6.2064103633764045,48.893425019038965,73.08258772961085,0.007096170141351578,3.3596780255213243
t17,0.22186252544514068,34.57512396412964,0.015688624529878424,0.038090259741549115,7.798359679388448,4.3447958084855545,34.225635364244056,73.08258579996304,0.007102246234716252,3.359613008225568
t18,0.2218024403046532,34.575094497200574,0.01565392798842789,0.038057499409501386,7.798315793670081,1.2414432821064356,9.77880586545604,73.08258480943174,0.007106216376863954,3.359585058116266
t19,0.22186943869241926,34.57512824095346,0.01568834647257687,0.03809896152053021,7.798364449974928,1.2413233188707338,9.77872818045731,73.08258327723064,0.007102409388934616,3.359617117279756
t20,0.2218730801669165,34.57513373057053,0.015767360003088964,0.038199747525723506,7.798367404053463,1.2416306723004915,9.778827953788362,73.08258543337168,0.007093315967648967,3.359682324187585
t21,0.22192136985622246,34.57514451783562,0.015784556998503865,0.03820998689539871,7.798402853247088,4.345168684600208,34.22620932578313,73.08259085629555,0.007091378701338123,3.359683817379671
t22,0.2219336533729778,34.575138776724025,0.015785489718978758,0.038209677864488784,7.798412476037561,6.207240805416496,48.894495369440556,73.08258981928601,0.007090694232644973,3.3596837766961425
