Resource,GEO_SEQ_INJECT_1,GEO_SEQ_INJECT_2,GEO_SEQ_INJECT_3,GEO_SEQ_INJECT_4,GEO_SEQ_INJECT_5,GEO_SEQ_INJECT_6,GEO_SEQ_INJECT_7,GEO_SEQ_INJECT_8,GEO_SEQ_INJECT_9,GEO_SEQ_INJECT_10,GEO_SEQ_GAS_INJECT_1,GEO_SEQ_GAS_INJECT_2,GEO_SEQ_GAS_INJECT_3,GEO_SEQ_GAS_INJECT_4,GEO_SEQ_GAS_INJECT_5,GEO_SEQ_GAS_INJECT_6,GEO_SEQ_GAS_INJECT_7,GEO_SEQ_GAS_INJECT_8,GEO_SEQ_GAS_INJECT_9,GEO_SEQ_GAS_INJECT_10
Zone,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
AnnualSum,803.1326,125814.19,66.94879,133.21785,28372.195,22523.77,177927.55,265954.2,31.27441,12265.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1,0.9568925121268349,150.31455708434808,0.08099932633453608,0.1582943128721751,33.89775441307539,27.001731064615594,212.57279517307458,317.73734383939507,0.04346205222150642,14.616318846548879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.9564807526488187,150.3145058316139,0.08175718622580978,0.1578808950906258,33.89754322262697,27.001605611148218,212.57247225339006,317.7374203895761,0.043870693879894666,14.616633192298597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.9565376006469173,150.31439010948995,0.08164533132532951,0.15771977178603006,33.89758861460079,27.001372454894465,212.5726988141919,317.73796485703497,0.04374943482702813,14.61650488544072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.956583300550905,150.31443486978182,0.08168941960848612,0.15782604530825992,33.89753828456667,27.00126209854759,212.57204786411873,317.73835310115226,0.04385053618272817,14.616585593195705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.9563174477904633,150.3143357653581,0.08145332548566502,0.1575858218719381,33.897185080405905,27.00130137590706,212.5733775899365,317.73808209311596,0.043837670512206044,14.616682151458274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.9620074253142703,150.30974849325386,0.07688359763821995,0.15724711946628311,33.8996274165134,26.994857879184483,212.57522218015924,317.752123767792,0.039441521641388685,14.6127489831013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.9782454802075782,150.32724241716323,0.05195972762844943,0.16591127763682254,33.9094317191301,26.99477792453956,212.57924909459473,317.75721866737473,0.022396378981342602,14.591984559907608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.971786500631926,150.32707449351636,0.03900610605962175,0.1684377373139656,33.90679800288618,27.00718349790023,212.59431254083924,317.76432849654566,0.015450232140566641,14.579677888961553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.9677474479892723,150.3222444158764,0.05603398899862254,0.16114663246028213,33.903849891388795,27.004234110724305,212.5919089608643,317.76037831404625,0.012555296339151817,14.59205066791567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.9642913313941783,150.3194592371022,0.05783642647401041,0.15723952717913633,33.90121595268974,13.525260989477408,212.49993164731094,317.7568697229836,0.011528139375613592,14.59723068178773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.9670637383786193,150.32188278203606,0.058499195952023846,0.15907809128876296,33.90318204500729,5.429000496625509,212.38224830425463,317.7499886756784,0.01011752276830908,14.599086672187198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.9642174880936828,150.31981412624867,0.058374521474689585,0.15783574699297356,33.90144319504187,5.5088886316544725,212.5049089335265,317.75708495202696,0.01171254330286485,14.593802138134068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,0.9653592162249678,150.31943070158644,0.05812657526866768,0.15766452957762123,33.90218341120479,13.604497302921711,212.5991744319762,317.7566470818059,0.011714212368473783,14.593715515239241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,0.9656969946009647,150.3194442939619,0.05835799670685825,0.15770545263390018,33.902422260564364,26.988622971326176,212.4740829477349,317.7567766343186,0.011748801267969837,14.593620412322391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.9660749237044441,150.31964625465062,0.058524904274192324,0.15782413634413833,33.90275672214711,27.003220044860115,212.59689863494634,317.7571861503533,0.01181949636054478,14.59387033178775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t16,0.9681914774166429,150.32105090552045,0.04256979472336831,0.1625435460068158,33.904593100488164,27.006697212188797,212.60001036449847,317.7655630115436,0.015407891944820886,14.582220922377578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,0.9662009678602523,150.3192954864101,0.057940797595825176,0.15715181776736414,33.90252157370323,18.90915801489825,148.82197392515005,317.75724912771767,0.01160045423574382,14.59812455082719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,0.9677361826230937,150.3213913079025,0.05861868560334895,0.15904065373823725,33.902751565703866,5.418042811973794,42.532603622552024,317.7489516043695,0.009744695384417306,14.599271148159929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t19,0.9646562652639566,150.3188743017101,0.05727209183362558,0.15669428306364502,33.900817286479516,5.420425437167413,42.535054005763925,317.7561453465069,0.011221360207273354,14.596981935423981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,0.9738616957094883,150.3312305164802,0.048941201295183444,0.12506499687476327,33.907685238983554,5.426143454492167,42.53992559692231,317.7652087176177,0.01756964895878783,14.584935275854876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t21,0.9721571299706702,150.32978942928452,0.04453834576296414,0.12915045753137547,33.907244667271115,18.91677221284036,148.8292146638075,317.77141665548515,0.019062299279576055,14.586327617567438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t22,0.9739349319358961,150.3329063022563,0.046056815377246214,0.12971245059985595,33.90892891093034,27.007056583917745,212.59503309132586,317.77519899994803,0.01960903119361176,14.587320149376543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t23,0.9770411963367351,150.33425649686606,0.04480405836303411,0.13261216820729968,33.91101848603913,27.00539562975741,212.59145803764224,317.77376510608593,0.019173539604750035,14.586906862707766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t24,0.98039274308564,150.33235300007573,0.05164619709303172,0.1411047468087978,33.91350618286282,27.02245206546762,212.54533478163086,317.77759509185785,0.021952632698063156,14.59130743483689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.9556772263322859,150.31053131534208,0.07447420757088594,0.15436124879780372,33.893926381530314,27.041990256523732,212.5557572340638,317.74544295340144,0.036935849916329366,14.610000457965286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.9512437771836822,150.30781909342605,0.07882120387175155,0.1528932330981387,33.890896495886956,27.046641013197434,212.56533528995016,317.7301121187024,0.04121385364446,14.614511426236271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
