Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,4.855079284199159e-6,0.8319247427125056,0.8319198876332214
Fuel_cell_1.0,1.0,0,2.1412417642473686e-6,0.008920584241102019,0.008918442999337771
CCGT-H2_2.0,2.0,0,4.85497218749413e-6,1622.7452108627147,1622.7452060077426
Fuel_cell_2.0,2.0,0,2.1412480456591166e-6,0.009462815430798528,0.009460674182752869
CCGT-H2_3.0,3.0,0,4.854217764584126e-6,222.35890276231657,222.3588979080988
Fuel_cell_3.0,3.0,0,2.141803404457316e-6,0.010023442116385547,0.010021300312981091
CCGT-H2_4.0,4.0,0,4.85474871204673e-6,254.64808193710994,254.64807708236123
Fuel_cell_4.0,4.0,0,2.141972221558604e-6,0.009752145356187627,0.009750003383966067
CCGT-H2_5.0,5.0,0,4.854776342714373e-6,0.5824610244421573,0.5824561696658146
Fuel_cell_5.0,5.0,0,2.1446799120889346e-6,0.009275145572552901,0.009273000892640812
CCGT-H2_6.0,6.0,0,4.854377693121669e-6,1185.1884025691822,1185.1883977148045
Fuel_cell_6.0,6.0,0,2.1428466686141166e-6,0.009891344725569367,0.009889201878900753
CCGT-H2_7.0,7.0,0,4.854942092854716e-6,11449.57718069714,11449.577175842198
Fuel_cell_7.0,7.0,0,2.143282004859478e-6,0.009829154218715696,0.009827010936710836
CCGT-H2_8.0,8.0,0,4.855045077843712e-6,12294.90916939678,12294.909164541736
Fuel_cell_8.0,8.0,0,2.1419454579040093e-6,0.010850104746894225,0.010847962801436321
CCGT-H2_9.0,9.0,0,4.856569238733071e-6,0.01201538550782738,0.012010528938588647
Fuel_cell_9.0,9.0,0,2.143011544574358e-6,0.0031409337566057484,0.003138790745061174
CCGT-H2_10.0,10.0,0,4.855004975301442e-6,70.94051449943234,70.94050964442737
Fuel_cell_10.0,10.0,0,2.1426641131241517e-6,0.010492086748974509,0.010489944084861385
Total,n/a,0,6.997442850598058e-5,27101.885501634253,27101.885431659823
