Network_zones,Time_Index,ESR_1
,529,0.0564
,530,0.0600
,531,0.0618
,532,0.0624
,533,0.0606
,534,0.0549
,535,0.0466
,536,0.0428
,537,0.0417
,538,0.0402
,539,0.0387
,540,0.0378
,541,0.0371
,542,0.0367
,543,0.0364
,544,0.0363
,545,0.0363
,546,0.0361
,547,0.0337
,548,0.0338
,549,0.0358
,550,0.0389
,551,0.0432
,552,0.0489
,553,0.0546
,554,0.0586
,555,0.0608
,556,0.0617
,557,0.0607
,558,0.0553
,559,0.0467
,560,0.0433
,561,0.0421
,562,0.0404
,563,0.0387
,564,0.0374
,565,0.0365
,566,0.0357
,567,0.0354
,568,0.0351
,569,0.0351
,570,0.0351
,571,0.0332
,572,0.0334
,573,0.0352
,574,0.0382
,575,0.0424
,576,0.0479
,577,0.0535
,578,0.0575
,579,0.0600
,580,0.0609
,581,0.0599
,582,0.0547
,583,0.0463
,584,0.0431
,585,0.0418
,586,0.0399
,587,0.0381
,588,0.0368
,589,0.0359
,590,0.0353
,591,0.0349
,592,0.0347
,593,0.0348
,594,0.0349
,595,0.0331
,596,0.0333
,597,0.0349
,598,0.0378
,599,0.0420
,600,0.0472
,601,0.0528
,602,0.0568
,603,0.0590
,604,0.0600
,605,0.0591
,606,0.0541
,607,0.0460
,608,0.0428
,609,0.0414
,610,0.0393
,611,0.0373
,612,0.0361
,613,0.0353
,614,0.0347
,615,0.0344
,616,0.0342
,617,0.0340
,618,0.0344
,619,0.0326
,620,0.0327
,621,0.0343
,622,0.0369
,623,0.0407
,624,0.0459
,625,0.0512
,626,0.0548
,627,0.0573
,628,0.0586
,629,0.0578
,630,0.0533
,631,0.0457
,632,0.0422
,633,0.0408
,634,0.0388
,635,0.0372
,636,0.0363
,637,0.0358
,638,0.0357
,639,0.0359
,640,0.0363
,641,0.0368
,642,0.0367
,643,0.0349
,644,0.0355
,645,0.0372
,646,0.0396
,647,0.0430
,648,0.0470
,649,0.0516
,650,0.0550
,651,0.0573
,652,0.0582
,653,0.0578
,654,0.0554
,655,0.0513
,656,0.0469
,657,0.0424
,658,0.0400
,659,0.0390
,660,0.0386
,661,0.0384
,662,0.0387
,663,0.0389
,664,0.0392
,665,0.0395
,666,0.0395
,667,0.0370
,668,0.0374
,669,0.0389
,670,0.0410
,671,0.0439
,672,0.0474
,673,0.0512
,674,0.0542
,675,0.0559
,676,0.0564
,677,0.0563
,678,0.0547
,679,0.0514
,680,0.0477
,681,0.0433
,682,0.0413
,683,0.0405
,684,0.0405
,685,0.0406
,686,0.0409
,687,0.0414
,688,0.0417
,689,0.0415
,690,0.0407
,691,0.0373
,692,0.0368
,693,0.0382
,694,0.0405
,695,0.0443
,696,0.0487
,697,0.0533
,698,0.0555
,699,0.0564
,700,0.0557
,701,0.0531
,702,0.0475
,703,0.0396
,704,0.0367
,705,0.0366
,706,0.0373
,707,0.0377
,708,0.0382
,709,0.0386
,710,0.0391
,711,0.0395
,712,0.0397
,713,0.0395
,714,0.0387
,715,0.0354
,716,0.0349
,717,0.0360
,718,0.0388
,719,0.0425
,720,0.0476
,721,0.0518
,722,0.0541
,723,0.0551
,724,0.0551
,725,0.0533
,726,0.0482
,727,0.0410
,728,0.0383
,729,0.0387
,730,0.0392
,731,0.0391
,732,0.0390
,733,0.0389
,734,0.0388
,735,0.0387
,736,0.0386
,737,0.0386
,738,0.0381
,739,0.0353
,740,0.0351
,741,0.0367
,742,0.0395
,743,0.0438
,744,0.0494
,745,0.0549
,746,0.0581
,747,0.0599
,748,0.0605
,749,0.0589
,750,0.0532
,751,0.0449
,752,0.0419
,753,0.0413
,754,0.0406
,755,0.0392
,756,0.0383
,757,0.0376
,758,0.0371
,759,0.0367
,760,0.0365
,761,0.0364
,762,0.0363
,763,0.0342
,764,0.0343
,765,0.0359
,766,0.0386
,767,0.0428
,768,0.0485
,769,0.0540
,770,0.0577
,771,0.0602
,772,0.0611
,773,0.0599
,774,0.0545
,775,0.0463
,776,0.0429
,777,0.0420
,778,0.0405
,779,0.0389
,780,0.0379
,781,0.0372
,782,0.0368
,783,0.0366
,784,0.0365
,785,0.0366
,786,0.0363
,787,0.0341
,788,0.0341
,789,0.0357
,790,0.0385
,791,0.0428
,792,0.0481
,793,0.0536
,794,0.0573
,795,0.0595
,796,0.0606
,797,0.0596
,798,0.0546
,799,0.0467
,800,0.0428
,801,0.0415
,802,0.0402
,803,0.0385
,804,0.0378
,805,0.0377
,806,0.0378
,807,0.0381
,808,0.0384
,809,0.0387
,810,0.0383
,811,0.0360
,812,0.0365
,813,0.0381
,814,0.0404
,815,0.0436
,816,0.0477
,817,0.0527
,818,0.0567
,819,0.0592
,820,0.0606
,821,0.0607
,822,0.0589
,823,0.0553
,824,0.0513
,825,0.0458
,826,0.0420
,827,0.0398
,828,0.0387
,829,0.0379
,830,0.0375
,831,0.0376
,832,0.0377
,833,0.0380
,834,0.0381
,835,0.0361
,836,0.0364
,837,0.0381
,838,0.0403
,839,0.0435
,840,0.0475
,841,0.0524
,842,0.0561
,843,0.0592
,844,0.0610
,845,0.0614
,846,0.0605
,847,0.0577
,848,0.0543
,849,0.0480
,850,0.0429
,851,0.0401
,852,0.0383
,853,0.0370
,854,0.0361
,855,0.0357
,856,0.0356
,857,0.0356
,858,0.0355
,859,0.0347
,860,0.0358
,861,0.0375
,862,0.0398
,863,0.0412
,864,0.0463
,865,0.0526
,866,0.0570
,867,0.0597
,868,0.0609
,869,0.0596
,870,0.0546
,871,0.0465
,872,0.0429
,873,0.0416
,874,0.0396
,875,0.0375
,876,0.0364
,877,0.0357
,878,0.0353
,879,0.0351
,880,0.0353
,881,0.0359
,882,0.0355
,883,0.0333
,884,0.0332
,885,0.0349
,886,0.0376
,887,0.0417
,888,0.0470
,889,0.0524
,890,0.0559
,891,0.0582
,892,0.0595
,893,0.0587
,894,0.0540
,895,0.0461
,896,0.0427
,897,0.0414
,898,0.0398
,899,0.0383
,900,0.0375
,901,0.0368
,902,0.0368
,903,0.0368
,904,0.0368
,905,0.0369
,906,0.0364
,907,0.0340
,908,0.0339
,909,0.0354
,910,0.0381
,911,0.0424
,912,0.0478
,913,0.0529
,914,0.0565
,915,0.0586
,916,0.0593
,917,0.0580
,918,0.0529
,919,0.0449
,920,0.0418
,921,0.0411
,922,0.0405
,923,0.0395
,924,0.0390
,925,0.0386
,926,0.0383
,927,0.0380
,928,0.0378
,929,0.0378
,930,0.0377
,931,0.0353
,932,0.0350
,933,0.0366
,934,0.0391
,935,0.0434
,936,0.0489
,937,0.0543
,938,0.0578
,939,0.0597
,940,0.0603
,941,0.0586
,942,0.0531
,943,0.0445
,944,0.0410
,945,0.0404
,946,0.0395
,947,0.0388
,948,0.0389
,949,0.0389
,950,0.0391
,951,0.0394
,952,0.0396
,953,0.0394
,954,0.0383
,955,0.0356
,956,0.0351
,957,0.0363
,958,0.0388
,959,0.0428
,960,0.0478
,961,0.0531
,962,0.0564
,963,0.0584
,964,0.0591
,965,0.0578
,966,0.0528
,967,0.0451
,968,0.0417
,969,0.0409
,970,0.0396
,971,0.0382
,972,0.0375
,973,0.0367
,974,0.0363
,975,0.0362
,976,0.0362
,977,0.0366
,978,0.0366
,979,0.0351
,980,0.0355
,981,0.0370
,982,0.0394
,983,0.0426
,984,0.0469
,985,0.0519
,986,0.0559
,987,0.0586
,988,0.0604
,989,0.0603
,990,0.0585
,991,0.0548
,992,0.0503
,993,0.0450
,994,0.0417
,995,0.0400
,996,0.0401
,997,0.0406
,998,0.0414
,999,0.0423
,1000,0.0428
,1001,0.0429
,1002,0.0421
,1003,0.0388
,1004,0.0379
,1005,0.0388
,1006,0.0399
,1007,0.0415
,1008,0.0438
,1009,0.0457
,1010,0.0465
,1011,0.0461
,1012,0.0446
,1013,0.0429
,1014,0.0402
,1015,0.0366
,1016,0.0326
,1017,0.0294
,1018,0.0284
,1019,0.0291
,1020,0.0309
,1021,0.0328
,1022,0.0349
,1023,0.0369
,1024,0.0381
,1025,0.0383
,1026,0.0365
,1027,0.0317
,1028,0.0295
,1029,0.0292
,1030,0.0296
,1031,0.0308
,1032,0.0324
,1033,0.0334
,1034,0.0335
,1035,0.0331
,1036,0.0322
,1037,0.0309
,1038,0.0283
,1039,0.0250
,1040,0.0239
,1041,0.0253
,1042,0.0275
,1043,0.0303
,1044,0.0332
,1045,0.0358
,1046,0.0381
,1047,0.0397
,1048,0.0408
,1049,0.0407
,1050,0.0392
,1051,0.0351
,1052,0.0336
,1053,0.0342
,1054,0.0358
,1055,0.0385
,1056,0.0421
,1057,0.0452
,1058,0.0466
,1059,0.0469
,1060,0.0465
,1061,0.0447
,1062,0.0406
,1063,0.0351
,1064,0.0335
,1065,0.0355
,1066,0.0372
,1067,0.0384
,1068,0.0392
,1069,0.0397
,1070,0.0400
,1071,0.0402
,1072,0.0402
,1073,0.0400
,1074,0.0393
,1075,0.0367
,1076,0.0362
,1077,0.0377
,1078,0.0407
,1079,0.0452
,1080,0.0509
,1081,0.0566
,1082,0.0604
,1083,0.0625
,1084,0.0629
,1085,0.0613
,1086,0.0553
,1087,0.0467
,1088,0.0432
,1089,0.0424
,1090,0.0412
,1091,0.0398
,1092,0.0388
,1093,0.0379
,1094,0.0373
,1095,0.0367
,1096,0.0362
,1097,0.0358
,1098,0.0358
,1099,0.0342
,1100,0.0340
,1101,0.0355
,1102,0.0383
,1103,0.0424
,1104,0.0484
,1105,0.0542
,1106,0.0583
,1107,0.0607
,1108,0.0616
,1109,0.0604
,1110,0.0552
,1111,0.0468
,1112,0.0433
,1113,0.0420
,1114,0.0400
,1115,0.0379
,1116,0.0367
,1117,0.0358
,1118,0.0353
,1119,0.0352
,1120,0.0352
,1121,0.0354
,1122,0.0352
,1123,0.0337
,1124,0.0332
,1125,0.0348
,1126,0.0376
,1127,0.0417
,1128,0.0472
,1129,0.0532
,1130,0.0575
,1131,0.0600
,1132,0.0611
,1133,0.0602
,1134,0.0554
,1135,0.0474
,1136,0.0436
,1137,0.0416
,1138,0.0393
,1139,0.0377
,1140,0.0368
,1141,0.0361
,1142,0.0358
,1143,0.0358
,1144,0.0360
,1145,0.0362
,1146,0.0360
,1147,0.0348
,1148,0.0350
,1149,0.0367
,1150,0.0391
,1151,0.0423
,1152,0.0468
,1153,0.0518
,1154,0.0561
,1155,0.0587
,1156,0.0603
,1157,0.0609
,1158,0.0596
,1159,0.0561
,1160,0.0516
,1161,0.0453
,1162,0.0410
,1163,0.0385
,1164,0.0374
,1165,0.0366
,1166,0.0363
,1167,0.0362
,1168,0.0363
,1169,0.0364
,1170,0.0367
,1171,0.0358
,1172,0.0356
,1173,0.0374
,1174,0.0396
,1175,0.0427
,1176,0.0467
,1177,0.0515
,1178,0.0557
,1179,0.0584
,1180,0.0601
,1181,0.0604
,1182,0.0594
,1183,0.0568
,1184,0.0531
,1185,0.0461
,1186,0.0408
,1187,0.0377
,1188,0.0358
,1189,0.0345
,1190,0.0340
,1191,0.0340
,1192,0.0342
,1193,0.0347
,1194,0.0353
,1195,0.0343
,1196,0.0342
,1197,0.0360
,1198,0.0386
,1199,0.0421
,1200,0.0472
,1201,0.0527
,1202,0.0573
,1203,0.0601
,1204,0.0618
,1205,0.0610
,1206,0.0571
,1207,0.0507
,1208,0.0461
,1209,0.0427
,1210,0.0404
,1211,0.0390
,1212,0.0385
,1213,0.0382
,1214,0.0382
,1215,0.0381
,1216,0.0381
,1217,0.0381
,1218,0.0379
,1219,0.0357
,1220,0.0347
,1221,0.0362
,1222,0.0390
,1223,0.0429
,1224,0.0484
,1225,0.0535
,1226,0.0566
,1227,0.0581
,1228,0.0583
,1229,0.0567
,1230,0.0511
,1231,0.0430
,1232,0.0399
,1233,0.0398
,1234,0.0398
,1235,0.0394
,1236,0.0391
,1237,0.0386
,1238,0.0383
,1239,0.0380
,1240,0.0376
,1241,0.0374
,1242,0.0373
,1243,0.0355
,1244,0.0346
,1245,0.0362
,1246,0.0393
,1247,0.0438
,1248,0.0495
,1249,0.0554
,1250,0.0591
,1251,0.0611
,1252,0.0617
,1253,0.0604
,1254,0.0547
,1255,0.0462
,1256,0.0430
,1257,0.0422
,1258,0.0407
,1259,0.0391
,1260,0.0381
,1261,0.0372
,1262,0.0365
,1263,0.0360
,1264,0.0356
,1265,0.0352
,1266,0.0349
,1267,0.0339
,1268,0.0338
,1269,0.0354
,1270,0.0381
,1271,0.0422
,1272,0.0480
,1273,0.0536
,1274,0.0575
,1275,0.0598
,1276,0.0608
,1277,0.0597
,1278,0.0547
,1279,0.0465
,1280,0.0431
,1281,0.0410
,1282,0.0388
,1283,0.0367
,1284,0.0353
,1285,0.0340
,1286,0.0330
,1287,0.0320
,1288,0.0314
,1289,0.0311
,1290,0.0316
,1291,0.0310
,1292,0.0307
,1293,0.0325
,1294,0.0353
,1295,0.0393
,1296,0.0446
,1297,0.0500
,1298,0.0542
,1299,0.0570
,1300,0.0584
,1301,0.0579
,1302,0.0535
,1303,0.0458
,1304,0.0423
,1305,0.0398
,1306,0.0370
,1307,0.0345
,1308,0.0327
,1309,0.0314
,1310,0.0304
,1311,0.0298
,1312,0.0293
,1313,0.0294
,1314,0.0302
,1315,0.0305
,1316,0.0308
,1317,0.0327
,1318,0.0352
,1319,0.0387
,1320,0.0430
,1321,0.0479
,1322,0.0521
,1323,0.0549
,1324,0.0570
,1325,0.0579
,1326,0.0569
,1327,0.0536
,1328,0.0500
,1329,0.0441
,1330,0.0401
,1331,0.0380
,1332,0.0372
,1333,0.0371
,1334,0.0373
,1335,0.0379
,1336,0.0388
,1337,0.0395
,1338,0.0396
,1339,0.0378
,1340,0.0373
,1341,0.0387
,1342,0.0409
,1343,0.0440
,1344,0.0476
,1345,0.0517
,1346,0.0550
,1347,0.0569
,1348,0.0577
,1349,0.0577
,1350,0.0564
,1351,0.0534
,1352,0.0498
,1353,0.0444
,1354,0.0406
,1355,0.0387
,1356,0.0383
,1357,0.0383
,1358,0.0385
,1359,0.0388
,1360,0.0390
,1361,0.0389
,1362,0.0380
,1363,0.0360
,1364,0.0355
,1365,0.0370
,1366,0.0394
,1367,0.0429
,1368,0.0475
,1369,0.0523
,1370,0.0561
,1371,0.0582
,1372,0.0590
,1373,0.0577
,1374,0.0526
,1375,0.0449
,1376,0.0418
,1377,0.0401
,1378,0.0380
,1379,0.0358
,1380,0.0346
,1381,0.0336
,1382,0.0330
,1383,0.0326
,1384,0.0323
,1385,0.0322
,1386,0.0323
,1387,0.0315
,1388,0.0312
,1389,0.0327
,1390,0.0354
,1391,0.0391
,1392,0.0441
,1393,0.0493
,1394,0.0532
,1395,0.0562
,1396,0.0578
,1397,0.0574
,1398,0.0529
,1399,0.0453
,1400,0.0421
,1401,0.0401
,1402,0.0379
,1403,0.0359
,1404,0.0344
,1405,0.0332
,1406,0.0324
,1407,0.0319
,1408,0.0314
,1409,0.0314
,1410,0.0318
,1411,0.0314
,1412,0.0300
,1413,0.0316
,1414,0.0343
,1415,0.0380
,1416,0.0432
,1417,0.0485
,1418,0.0526
,1419,0.0551
,1420,0.0565
,1421,0.0560
,1422,0.0518
,1423,0.0449
,1424,0.0418
,1425,0.0394
,1426,0.0368
,1427,0.0344
,1428,0.0330
,1429,0.0315
,1430,0.0305
,1431,0.0298
,1432,0.0293
,1433,0.0292
,1434,0.0298
,1435,0.0300
,1436,0.0298
,1437,0.0314
,1438,0.0342
,1439,0.0381
,1440,0.0435
,1441,0.0491
,1442,0.0532
,1443,0.0560
,1444,0.0574
,1445,0.0569
,1446,0.0527
,1447,0.0455
,1448,0.0423
,1449,0.0399
,1450,0.0373
,1451,0.0350
,1452,0.0333
,1453,0.0318
,1454,0.0305
,1455,0.0297
,1456,0.0292
,1457,0.0291
,1458,0.0299
,1459,0.0306
,1460,0.0307
,1461,0.0325
,1462,0.0347
,1463,0.0380
,1464,0.0422
,1465,0.0468
,1466,0.0507
,1467,0.0534
,1468,0.0549
,1469,0.0554
,1470,0.0542
,1471,0.0515
,1472,0.0476
,1473,0.0413
,1474,0.0367
,1475,0.0337
,1476,0.0318
,1477,0.0306
,1478,0.0300
,1479,0.0298
,1480,0.0297
,1481,0.0300
,1482,0.0309
,1483,0.0313
,1484,0.0312
,1485,0.0329
,1486,0.0349
,1487,0.0376
,1488,0.0410
,1489,0.0447
,1490,0.0478
,1491,0.0498
,1492,0.0510
,1493,0.0514
,1494,0.0515
,1495,0.0511
,1496,0.0490
,1497,0.0438
,1498,0.0399
,1499,0.0387
,1500,0.0396
,1501,0.0405
,1502,0.0416
,1503,0.0424
,1504,0.0430
,1505,0.0431
,1506,0.0426
,1507,0.0403
,1508,0.0381
,1509,0.0395
,1510,0.0419
,1511,0.0455
,1512,0.0503
,1513,0.0547
,1514,0.0568
,1515,0.0576
,1516,0.0568
,1517,0.0542
,1518,0.0478
,1519,0.0396
,1520,0.0366
,1521,0.0380
,1522,0.0392
,1523,0.0398
,1524,0.0403
,1525,0.0404
,1526,0.0407
,1527,0.0407
,1528,0.0404
,1529,0.0400
,1530,0.0395
,1531,0.0380
,1532,0.0361
,1533,0.0377
,1534,0.0409
,1535,0.0453
,1536,0.0510
,1537,0.0564
,1538,0.0594
,1539,0.0607
,1540,0.0605
,1541,0.0580
,1542,0.0518
,1543,0.0433
,1544,0.0407
,1545,0.0411
,1546,0.0411
,1547,0.0404
,1548,0.0401
,1549,0.0398
,1550,0.0395
,1551,0.0395
,1552,0.0393
,1553,0.0392
,1554,0.0389
,1555,0.0370
,1556,0.0355
,1557,0.0370
,1558,0.0399
,1559,0.0444
,1560,0.0502
,1561,0.0556
,1562,0.0590
,1563,0.0609
,1564,0.0616
,1565,0.0602
,1566,0.0545
,1567,0.0466
,1568,0.0436
,1569,0.0425
,1570,0.0409
,1571,0.0393
,1572,0.0384
,1573,0.0377
,1574,0.0374
,1575,0.0371
,1576,0.0368
,1577,0.0367
,1578,0.0366
,1579,0.0353
,1580,0.0340
,1581,0.0354
,1582,0.0380
,1583,0.0419
,1584,0.0474
,1585,0.0529
,1586,0.0565
,1587,0.0591
,1588,0.0599
,1589,0.0590
,1590,0.0539
,1591,0.0464
,1592,0.0432
,1593,0.0412
,1594,0.0388
,1595,0.0368
,1596,0.0354
,1597,0.0343
,1598,0.0337
,1599,0.0331
,1600,0.0327
,1601,0.0328
,1602,0.0332
,1603,0.0327
,1604,0.0318
,1605,0.0333
,1606,0.0358
,1607,0.0398
,1608,0.0449
,1609,0.0504
,1610,0.0542
,1611,0.0569
,1612,0.0583
,1613,0.0578
,1614,0.0533
,1615,0.0461
,1616,0.0427
,1617,0.0400
,1618,0.0372
,1619,0.0349
,1620,0.0335
,1621,0.0323
,1622,0.0315
,1623,0.0312
,1624,0.0311
,1625,0.0317
,1626,0.0326
,1627,0.0327
,1628,0.0325
,1629,0.0343
,1630,0.0366
,1631,0.0399
,1632,0.0443
,1633,0.0490
,1634,0.0530
,1635,0.0562
,1636,0.0580
,1637,0.0583
,1638,0.0569
,1639,0.0541
,1640,0.0501
,1641,0.0439
,1642,0.0398
,1643,0.0375
,1644,0.0362
,1645,0.0351
,1646,0.0345
,1647,0.0341
,1648,0.0338
,1649,0.0342
,1650,0.0349
,1651,0.0348
,1652,0.0345
,1653,0.0360
,1654,0.0383
,1655,0.0417
,1656,0.0456
,1657,0.0504
,1658,0.0654
,1659,0.0598
,1660,0.0577
,1661,0.0583
,1662,0.0574
