Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7
,,,,,,,3768,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,3769,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,3770,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,3771,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,3772,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,3773,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,3774,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,3775,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,3776,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,3777,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,3778,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,3779,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,3780,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,3781,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,3782,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,3783,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,3784,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,3785,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,3786,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,3787,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,3788,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,3789,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,3790,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,3791,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,3792,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,3793,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,3794,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,3795,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,3796,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,3797,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,3798,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,3799,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,3800,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,3801,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,3802,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,3803,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,3804,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,3805,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,3806,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,3807,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,3808,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,3809,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,3810,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,3811,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,3812,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,3813,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,3814,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,3815,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,3816,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,3817,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,3818,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,3819,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,3820,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,3821,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,3822,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,3823,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,3824,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,3825,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,3826,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,3827,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,3828,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,3829,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,3830,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,3831,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,3832,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,3833,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,3834,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,3835,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,3836,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,3837,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,3838,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,3839,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,3840,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,3841,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,3842,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,3843,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,3844,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,3845,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,3846,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,3847,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,3848,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,3849,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,3850,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,3851,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,3852,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,3853,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,3854,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,3855,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,3856,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,3857,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,3858,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,3859,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,3860,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,3861,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,3862,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,3863,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,3864,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,3865,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,3866,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,3867,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,3868,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,3869,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,3870,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,3871,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,3872,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,3873,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,3874,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,3875,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,3876,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,3877,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,3878,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,3879,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,3880,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,3881,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,3882,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,3883,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,3884,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,3885,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,3886,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,3887,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,3888,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,3889,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,3890,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,3891,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,3892,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,3893,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,3894,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,3895,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,3896,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,3897,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,3898,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,3899,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,3900,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,3901,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,3902,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,3903,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,3904,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,3905,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,3906,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,3907,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,3908,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,3909,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,3910,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,3911,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,3912,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,3913,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,3914,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,3915,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,3916,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,3917,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,3918,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,3919,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,3920,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,3921,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,3922,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,3923,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,3924,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,3925,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,3926,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,3927,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,3928,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,3929,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,3930,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,3931,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,3932,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,3933,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,3934,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,3935,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,3936,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,3937,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,3938,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,3939,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,3940,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,3941,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,3942,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,3943,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,3944,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,3945,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,3946,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,3947,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,3948,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,3949,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,3950,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,3951,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,3952,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,3953,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,3954,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,3955,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,3956,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,3957,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,3958,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,3959,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,3960,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,3961,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,3962,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,3963,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,3964,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,3965,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,3966,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,3967,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,3968,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,3969,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,3970,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,3971,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,3972,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,3973,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,3974,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,3975,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,3976,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,3977,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,3978,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,3979,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,3980,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,3981,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,3982,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,3983,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,3984,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,3985,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,3986,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,3987,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,3988,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,3989,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,3990,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,3991,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,3992,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,3993,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,3994,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,3995,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,3996,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,3997,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,3998,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,3999,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,4000,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,4001,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,4002,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,4003,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,4004,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,4005,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,4006,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,4007,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,4008,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,4009,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,4010,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,4011,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,4012,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,4013,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,4014,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,4015,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,4016,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,4017,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,4018,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,4019,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,4020,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,4021,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,4022,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,4023,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,4024,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,4025,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,4026,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,4027,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,4028,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,4029,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,4030,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,4031,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,4032,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,4033,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,4034,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,4035,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,4036,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,4037,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,4038,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,4039,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,4040,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,4041,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,4042,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,4043,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,4044,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,4045,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,4046,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,4047,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,4048,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,4049,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,4050,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,4051,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,4052,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,4053,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,4054,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,4055,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,4056,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,4057,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,4058,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,4059,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,4060,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,4061,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,4062,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,4063,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,4064,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,4065,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,4066,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,4067,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,4068,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,4069,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,4070,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,4071,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,4072,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,4073,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,4074,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,4075,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,4076,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,4077,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,4078,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,4079,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,4080,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,4081,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,4082,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,4083,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,4084,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,4085,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,4086,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,4087,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,4088,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,4089,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,4090,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,4091,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,4092,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,4093,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,4094,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,4095,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,4096,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,4097,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,4098,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,4099,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,4100,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,4101,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,4102,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,4103,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,4104,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,4105,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,4106,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,4107,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,4108,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,4109,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,4110,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,4111,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,4112,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,4113,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,4114,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,4115,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,4116,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,4117,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,4118,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,4119,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,4120,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,4121,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,4122,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,4123,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,4124,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,4125,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,4126,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,4127,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,4128,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,4129,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,4130,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,4131,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,4132,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,4133,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,4134,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,4135,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,4136,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,4137,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,4138,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,4139,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,4140,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,4141,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,4142,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,4143,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,4144,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,4145,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,4146,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,4147,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,4148,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,4149,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,4150,1.736,10.216,3.848,7.924,2.704,5.758,0
