Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,33,780371.9730304325,612130.0236334127,236863.20334030755
,,,,,,,,34,833062.8321323016,645168.1450582625,246436.8699504923
,,,,,,,,35,887340.2804892565,671037.7315380204,253999.8235860761
,,,,,,,,36,938743.472949317,690621.2502750334,258865.62749137942
,,,,,,,,37,988134.6862815514,717083.177753627,263038.91997944855
,,,,,,,,38,1.0373936838425285e6,741278.4942672884,266926.7033744474
,,,,,,,,39,1.081065127939943e6,765262.2604242229,269229.0001036733
,,,,,,,,40,1.1187638682836106e6,784604.0073249765,270826.6360925557
,,,,,,,,41,1.1434077383435837e6,793906.1787250576,271373.3556324774
,,,,,,,,42,1.1457301371082743e6,788629.5083986958,268123.4117007205
,,,,,,,,43,1.1220865081004205e6,769130.6098043736,261866.51029939417
,,,,,,,,44,1.0757937426250384e6,745255.6409737559,254765.23094196653
,,,,,,,,45,1.0262243254271967e6,728464.5869455391,251618.55625663928
,,,,,,,,46,973958.8561980679,683803.2844925178,241364.5275523297
,,,,,,,,47,891519.448563341,620870.0755141907,220589.18503530437
,,,,,,,,48,799870.9250349645,565800.4955102013,200682.5191205991
,,,,,,,,49,726755.6035297633,527721.4312993427,186352.39251309537
,,,,,,,,50,675898.5196901128,502323.2999002906,177070.30965753552
,,,,,,,,51,643022.780741434,488052.71726507833,171882.54868983387
,,,,,,,,52,623851.4939091479,485882.81503465003,170351.73397805306
,,,,,,,,53,624184.9075931876,503175.5456231051,174288.11466548944
,,,,,,,,54,648782.7895588104,535403.7313964857,187044.90393032954
,,,,,,,,55,686084.8825887067,585758.7605934164,209673.01822153403
,,,,,,,,56,736206.1569187522,637703.4396137529,232951.12129908992
,,,,,,,,57,800997.633346547,689315.6823592326,251484.9137024362
,,,,,,,,58,873842.7747974402,742856.0554988811,265359.4406933385
,,,,,,,,59,951499.4206197346,790599.9488642102,276992.41757056175
,,,,,,,,60,1.0306219369494452e6,833447.9625452858,285843.1994557389
,,,,,,,,61,1.1014723448078935e6,873358.4484158097,294390.24826318177
,,,,,,,,62,1.162573276664076e6,906577.8987178539,301667.69280569535
,,,,,,,,63,1.2110677221564793e6,929673.153376535,307195.6348204594
,,,,,,,,64,1.2429489685648324e6,947564.2692597321,311933.8708331143
,,,,,,,,65,1.2608325887553098e6,954696.538429385,315129.142810879
,,,,,,,,66,1.255572700463993e6,942456.8392187519,312966.5632974109
,,,,,,,,67,1.227083076013975e6,918805.5093366741,306302.6595719206
,,,,,,,,68,1.1798015665100613e6,889672.0030674139,296838.33686972014
,,,,,,,,69,1.1294733457554393e6,870191.2373608112,291917.8610104247
,,,,,,,,70,1.0788462023875404e6,819521.9047767433,279762.46323949844
,,,,,,,,71,989893.7308904508,749003.104435777,256119.88046866143
,,,,,,,,72,895589.3949133436,688251.8862796911,232531.9696518166
,,,,,,,,73,815259.6911069374,642774.6038792942,215146.2882823059
,,,,,,,,74,757067.5062184122,613151.5096416088,203950.68703702005
,,,,,,,,75,716511.7555132314,592866.8525794434,197584.44172770935
,,,,,,,,76,693161.3006068609,584676.8316261555,195409.71289113184
,,,,,,,,77,689942.1340023391,596342.3227256726,198611.05953045125
,,,,,,,,78,707066.9506360362,621377.7963703355,210511.32151608067
,,,,,,,,79,742966.406788248,666963.8760970492,231930.5781579027
,,,,,,,,80,794507.5635313594,722668.1071712195,255658.20619050533
,,,,,,,,81,868772.5873953183,780415.310261782,274216.29724007036
,,,,,,,,82,958685.0603619707,836844.8568447307,289554.8176656519
,,,,,,,,83,1.0512016091712094e6,886770.741032301,304498.4850901789
,,,,,,,,84,1.1366762310330567e6,918249.4341132775,318105.726972675
,,,,,,,,85,1.2035946568245536e6,942444.7506269389,331135.876007476
,,,,,,,,86,1.257262762931367e6,957301.6299650803,342853.89814646484
,,,,,,,,87,1.2912307191208655e6,963793.2037686456,351564.96281588427
,,,,,,,,88,1.312379494010215e6,963351.9701674723,356570.4839369453
,,,,,,,,89,1.3204733986158697e6,937784.5984830386,358435.4050342339
,,,,,,,,90,1.309327034247713e6,908923.0855295704,354079.87269952416
,,,,,,,,91,1.2735770394021398e6,867259.7538461657,344087.05444206606
,,,,,,,,92,1.2270543334550061e6,828328.4439124926,330613.45511377306
,,,,,,,,93,1.1812904310646525e6,793313.8377262221,320486.99430211185
,,,,,,,,94,1.132422332305653e6,723496.175710408,305093.80192253814
,,,,,,,,95,1.0525640064663375e6,631991.579982124,280126.9429327796
,,,,,,,,96,963531.0558041348,573984.4721675827,254321.78064847444
,,,,,,,,97,884552.252269269,530199.5926210018,233564.66211611318
,,,,,,,,98,820824.250523325,501174.88367805834,218420.53086028155
,,,,,,,,99,771777.9478987181,481567.18775741936,208148.2781713079
,,,,,,,,100,738137.6568814653,470264.3544122915,201921.750077755
,,,,,,,,101,718966.3700491793,466565.2453175224,198216.20652939667
,,,,,,,,102,707549.8256267145,468306.00253859017,199054.5098239433
,,,,,,,,103,714890.675187383,495626.22003590467,212625.30373711133
,,,,,,,,104,756826.0687230731,540499.072845653,235144.07412033147
,,,,,,,,105,839219.4882634495,592461.8847537088,259266.55515398868
,,,,,,,,106,934656.281063933,640483.8157307362,278960.6079142799
,,,,,,,,107,1.0304322360602502e6,679572.2773579779,292786.5376127447
,,,,,,,,108,1.117039314745474e6,711050.9704389544,302560.6680542342
,,,,,,,,109,1.1846648074876068e6,737041.442836842,309030.1826099745
,,,,,,,,110,1.232561407753456e6,759459.7363539968,313962.80779237935
,,,,,,,,111,1.26621894430609e6,775839.7782605725,317085.18383148784
,,,,,,,,112,1.2885921522075164e6,787813.5284513202,318822.53703612793
,,,,,,,,113,1.2972264169217874e6,793718.8055519566,318798.2383899092
,,,,,,,,114,1.2898970643847066e6,788345.426491091,316295.4778293787
,,,,,,,,115,1.2649715172468377e6,771765.9228196013,309844.1872583024
,,,,,,,,116,1.2214610314796495e6,746796.9364299097,299742.0250928599
,,,,,,,,117,1.178370187073408e6,727817.8472835452,293515.496999307
,,,,,,,,118,1.1319222117795935e6,690977.8637335161,283601.64934205986
,,,,,,,,119,1.0564097608563823e6,640066.7593131887,264351.04687526065
,,,,,,,,120,971423.7624970069,589004.5474951991,242980.3875258761
,,,,,,,,121,897302.4514278927,550883.1732129952,225333.49570951395
,,,,,,,,122,835488.7041092806,522529.38111567165,212625.30373711133
,,,,,,,,123,791058.456455086,500153.3976698623,203458.6394510905
,,,,,,,,124,757648.1059095849,487115.8513995731,197481.1724812797
,,,,,,,,125,736723.5229801933,479753.89898547373,193520.49314762457
,,,,,,,,126,722403.980101865,475680.0435445025,192603.219252867
,,,,,,,,127,725364.4636756664,503441.4946429904,202972.66652671565
,,,,,,,,128,766075.4241992794,557380.7913124671,223176.9908576005
,,,,,,,,129,851383.339219107,621256.9104522058,246831.7229515469
,,,,,,,,130,954362.1794930415,679868.4478573957,268469.6674093376
,,,,,,,,131,1.0461716613516442e6,730489.4260742118,285618.4369782155
,,,,,,,,132,1.128064960365961e6,768985.546702618,299037.3643525164
,,,,,,,,133,1.1900856541091497e6,789947.1649063097,308368.04450051376
,,,,,,,,134,1.2337513496947703e6,799575.728285341,313646.9253915357
,,,,,,,,135,1.262051273255593e6,815695.8654679379,316368.3737680349
,,,,,,,,136,1.2719272165173225e6,832136.3503335785,315882.40084366006
,,,,,,,,137,1.2652589428365272e6,834390.8727066976,314509.5273323011
,,,,,,,,138,1.242500584644917e6,822386.9010364173,311879.1988791221
,,,,,,,,139,1.2047558562068988e6,798469.6221344542,308234.40194631065
,,,,,,,,140,1.1614983049586373e6,771312.6006266149,299529.41193844593
,,,,,,,,141,1.1162575171415186e6,749988.324668534,293497.273014643
,,,,,,,,142,1.0667513335734084e6,706076.5149079169,281347.94990527147
,,,,,,,,143,991250.379673785,647948.5211752458,258294.60930523893
,,,,,,,,144,906425.3396446357,596281.8797666078,234998.28224301903
,,,,,,,,145,832154.567268883,556715.9187627536,218153.24575187537
,,,,,,,,146,778124.304919061,530108.9281824045,206890.82322948796
,,,,,,,,147,740212.8696390231,511571.0726372134,198981.61388528708
,,,,,,,,148,717546.4876361134,507690.63466524973,196326.9867858894
,,,,,,,,149,714241.0933546848,520782.5795986973,198884.41930041212
,,,,,,,,150,731584.3534365459,547589.0319439605,209423.95709779192
,,,,,,,,151,765885.7233100844,596668.7147046227,232216.08725097292
,,,,,,,,152,809505.4308013547,650734.9415881356,256636.22670080973
,,,,,,,,153,870111.9906432711,703145.0313932714,276409.25006131193
,,,,,,,,154,941456.7705159853,753306.6431211946,292780.4629511901
,,,,,,,,155,1.0165323345428685e6,796698.643433854,305342.8630462802
,,,,,,,,156,1.0852672900612026e6,831042.3327745046,313610.4774222076
,,,,,,,,157,1.1438043856573552e6,858834.0053525249,319958.4987468542
,,,,,,,,158,1.1945350022375423e6,883017.2332743735,325188.78234543867
,,,,,,,,159,1.230624159278949e6,898164.2388160261,328189.6651534534
,,,,,,,,160,1.250019638071193e6,908862.6425705054,329021.8937864454
,,,,,,,,161,1.2545782079236675e6,910585.2669038539,328280.7850767737
,,,,,,,,162,1.2406553123591107e6,898303.2576218753,322989.7548626424
,,,,,,,,163,1.2082796939364916e6,871176.4575935684,313458.6108833404
,,,,,,,,164,1.1684310101819467e6,839389.5054213611,303635.8831494135
,,,,,,,,165,1.1261449574268355e6,817503.1099439771,296929.45679304044
,,,,,,,,166,1.074063440575108e6,763092.3581937946,282332.04507713055
,,,,,,,,167,989255.6460813401,694852.2574095733,256484.36016194258
,,,,,,,,168,898348.6805743623,633937.8432640124,231487.12786441064
