Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_naturalgas_ccs100_moderate_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_naturalgas_ccs100_moderate_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_naturalgas_ccs100_moderate_0,NE_offshorewind_class10_moderate_floating_1_250_1,SE_offshorewind_class10_moderate_floating_1_250_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
t19,702.4290000000001,0.0,0.0,0.0,0.0,14449.661674787527,0.0,0.0,1535.2641685716,49.700458390926,341.0959482428,1960.58616,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,884.197379947,342.20653252262395,130.1895164304,3677.516856,0.0,14288.993873907548,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.23139452177,843.5344565718001,0.0,0.0,0.0,46271.8491446492,0.0,0.0,0.0,0.0,0.0,32786.040360834544,0.0,0.0,0.0,0.0,0.0,11577.426458760769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17007.977017359077,0.0,0.0,0.0,0.0,506.9893172320607,0.0,0.0,0.0,0.0,2387.00551149048,0.0,0.0,0.0,0.0,459.138154306441,28.376102248101933,0.0,0.0,2232.9820307739997,0.0,13540.654780829216,0.0,30955.360280160003,8300.183694377316,0.0,420.49532516799997,8122.21893528,4057.5185788739996,39068.96762733118,0.0,18593.98589215,0.0,2183.145850474,4391.78075608,13715.211163129617,0.0,0.0,395.57865928900003,0.0,304390.09306069097
t20,936.5720000000001,0.0,0.0,0.0,0.0,17339.207204385646,0.0,0.0,1504.1091758087998,49.626865599359995,140.46570154059998,2352.703392,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,770.659739397,342.025641858432,41.2476888432,4596.89607,0.0,17504.6593534951,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.233724146522,175.3970531376,0.0,0.0,0.0,46271.8491446492,0.0,0.0,0.0,0.0,0.0,14940.270741923076,0.0,0.0,0.0,0.0,0.0,11577.426458760769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.57601322766384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.311161852,0.0,14736.67136298333,0.0,33148.926733392,13912.498380998157,0.0,501.013488944,7417.8459402,6321.866990596999,43830.47843861843,0.0,21540.645168151,0.0,3150.52082433,4700.694121040001,16380.434140218711,0.0,0.0,613.561865455,0.0,295244.9945855526
t21,702.4290000000001,0.0,0.0,0.0,0.0,4665.855524385643,0.0,0.0,1282.159694988,49.566318803862,0.0,2352.703392,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,821.8152111270001,341.8192083237119,0.0,3677.516856,0.0,2292.8884734951007,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.242731581322,0.0,0.0,0.0,0.0,46271.8491446492,0.0,0.0,0.0,0.0,0.0,19511.30065529087,0.0,0.0,0.0,0.0,0.0,7457.5363802517095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.9087967799996,0.0,19206.39976743836,0.0,38628.600388944,19638.530681943084,0.0,669.1436621199998,9282.625890672,3958.304430878,42030.23739041877,0.0,24466.648394105003,0.0,3687.5865477529996,6676.941643840001,19435.03753189534,0.0,0.0,662.1075170710001,0.0,289063.35523475497
t22,468.2860000000001,0.0,0.0,0.0,0.0,17339.207204385646,0.0,0.0,1159.2152600628,49.48859197422,0.0,1960.58616,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,777.180580691,341.623536007488,0.0,2758.1376419999997,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.242645982718,0.0,0.0,0.0,0.0,27280.754691640974,0.0,0.0,0.0,0.0,0.0,6321.299511820751,0.0,0.0,0.0,0.0,0.0,8237.41651189534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3890.0392681739995,0.0,23465.8316204105,0.0,45195.097932528,20544.66535712389,0.0,1024.052749688,12002.484738768,3459.3874888650003,38460.842626936246,0.0,24314.731185593002,0.0,3993.1300574869997,6058.00092856,17753.11165383792,0.0,0.0,711.5569327459999,0.0,275747.9708771785
t23,234.1430000000001,0.0,0.0,0.0,0.0,4665.855524385643,0.0,0.0,869.8240937063999,49.42646450158201,0.0,1568.4689280000002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,743.0292087555,341.435832446016,0.0,1838.758428,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.234370611795995,0.0,0.0,0.0,0.0,11887.760040679605,0.0,0.0,0.0,0.0,0.0,15517.923891182729,0.0,0.0,0.0,0.0,0.0,8370.143569631939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4480.627535831999,0.0,23412.455595548727,0.0,53575.719805584,17170.00477628009,0.0,969.143435448,10811.408908872,6014.596187026,37447.24787654425,0.0,22673.650788518,0.0,3317.0503980000003,6072.10531968,12551.66389534892,0.0,0.0,794.049071596,0.0,253558.3269461792
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.6519539424,49.35057220741201,0.0,1176.3516960000002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,724.6375793645,341.23509029030396,0.0,919.379214,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.23456250932,0.0,0.0,0.0,0.0,7102.36983887945,0.0,0.0,0.0,0.0,0.0,10459.356179856508,0.0,0.0,0.0,0.0,0.0,11453.297346166912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4573.807829832,0.0,23254.104987974228,0.0,58115.157754896005,15138.095069472627,0.0,456.5174419119999,9773.005050888,4306.024958263,33870.64891734882,0.0,20749.667098039,0.0,3097.671465545,5392.61106472,11196.481951577976,0.0,0.0,544.8409704540001,0.0,231585.0985941395
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.7881563336,49.284310696698,0.0,784.2344640000001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,694.561581576,341.03364624134394,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.22628713839801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4033.8060882679993,0.0,25266.555096127588,0.0,59324.09061748801,14916.299793196857,0.0,868.627681288,14443.546073424,3875.805517076,31230.714067833633,0.0,29203.718600777003,0.0,3921.606978345,5466.483284080001,13566.450327496856,0.0,0.0,426.328647316,0.0,217349.761218703
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.8016980064,49.220323355531995,0.0,392.11723200000006,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,528.1096498085001,340.849595683968,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3428.25,1866.717620371996,43.235380171802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3665.626205362,0.0,28484.23382520006,0.0,58865.64726672001,16973.01059122855,0.0,1005.5274931039999,12254.619684935999,4935.236036425,37695.03527323419,0.0,40453.059040383996,0.0,4597.494091046,6021.35362584,13045.62015343499,0.0,0.0,623.878660339,0.0,237143.24344665196
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.150622354694,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,668.3748415585001,340.65209308838394,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2285.5,1309.7176203719957,43.22710480088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3910.3779006759996,0.0,31454.88043961819,0.0,52559.708155872,17632.257916650615,0.0,910.776943184,11978.65117344,6866.487661909,38153.92932120375,0.0,44140.095960129,0.0,4603.907336998001,6566.733889920001,10464.589209592472,0.0,0.0,701.749212505,0.0,235980.3674038725
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.1208829635999,49.086183768468004,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,762.6748798215,340.462790006976,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1142.75,752.7176203719957,43.23753887907999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31311490296753,0.0,0.0,0.0,0.0,0.5365670230758195,0.0,0.0,0.0,0.0,261.168696673592,100.19446372581297,0.0,0.0,3958.9915757239996,0.0,31688.326420840447,0.0,48550.362726672,19727.773836380904,0.0,628.3936242240001,8492.950363944,6158.9763283309985,36184.74737726418,0.0,43411.698551115005,0.0,4617.743006381001,6398.890871680001,8866.947653179168,0.0,0.0,701.1764942269999,0.0,224896.8415680998
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.6566780748,49.008468813696005,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,621.0493516095,340.28260054924795,0.0,0.0,0.0,0.0,0.0,0.0,24.32,0.0,0.0,0.0,195.71762037199568,43.22926350815799,0.0,0.0,0.0,0.0,417.1957785813469,0.0,0.0,0.0,0.0,0.0,5765.339502818009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.831752254651539,0.0,0.0,0.0,0.0,4031.718960344179,0.0,0.0,0.0,0.0,1554.2909740851073,0.0,0.0,0.0,0.0,3835.234358159516,2555.0349095048314,0.0,0.0,3654.4001494999993,0.0,32375.930549849578,0.0,49491.92629785601,19495.4235914482,0.0,530.8707935919999,9155.638071144,5000.386140357,29136.822830344896,0.0,42096.091174598005,0.0,4718.566581075001,6598.111142400001,7175.785372788007,0.0,0.0,656.6276184490001,0.0,231570.09053207672
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.94402996358401,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,756.5149715655,340.0822848864,197.96525182559998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.22909231095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16353.357537751283,0.0,0.0,0.0,0.0,14884.875140552242,0.0,0.0,0.0,0.0,8836.806265838357,0.0,0.0,0.0,0.0,7768.6241569692575,6790.993593584114,0.0,0.0,3761.3772017939996,0.0,33145.638396553106,0.0,52221.224918544,17944.840515375065,0.0,0.0,14682.188219328,5285.57487414,16279.865302801774,0.0,34115.586116496,0.0,4655.047335113,6597.182589280001,7509.421309863187,0.0,0.0,745.6996714640001,0.0,254266.63877599942
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.870448783002,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,722.613530885,339.892095166848,182.7632788968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.22900671234599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73012.06247309169,0.0,0.0,0.0,0.0,19962.2191955729,0.0,0.0,0.0,0.0,16488.760428714617,0.0,0.0,0.0,0.0,11001.759293001,8595.45688751618,0.0,0.0,0.0,0.0,32670.80460674648,0.0,56262.8345484,17037.84715304974,0.0,0.0,14727.838576151998,6092.385972085,23863.789691999675,0.0,25538.865946348,0.0,4238.2943471,6506.52546968,7893.477419393947,0.0,0.0,747.9258532680001,0.0,327279.81622256327
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.804175661304,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,975.8249999999999,220.11804134300002,339.711203815872,398.15919024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.230273068163996,1704.2346934018003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103319.67918806763,0.0,0.0,0.0,0.0,23510.79820103901,0.0,0.0,0.0,0.0,21338.17534793411,0.0,0.0,0.0,0.0,13418.526995079344,9405.743734222524,0.0,0.0,0.0,0.0,31566.82000574734,0.0,48508.788376569406,0.0,0.0,0.0,14258.735225543998,7096.774049305,23004.53711866408,0.0,32543.519513836003,0.0,4020.4178555880007,6363.9995363200005,9093.823906584092,0.0,0.0,699.357026192,0.0,351879.9586582227
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.732175421748,1418.7956461579997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.55,453.2496292785,339.51001731091196,627.0792742031999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.23010187095599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112099.19476784058,0.0,0.0,0.0,0.0,26655.552584725934,0.0,0.0,0.0,0.0,21607.68501448401,0.0,0.0,0.0,0.0,15234.558734072027,9311.69373671512,0.0,0.0,0.0,0.0,31362.489139123096,0.0,28636.62762677033,20050.824184135363,0.0,878.4601459759998,14671.7992674,0.0,25247.992988733928,0.0,37724.110613889774,0.0,3779.625211251,6258.240731360001,9693.337190488026,0.0,0.0,556.422803266,0.0,367349.76158447453
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.670036074239995,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,975.8249999999999,673.0047202995,339.303333786816,785.3412694008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.221826500034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118674.98978871627,0.0,0.0,0.0,0.0,26359.3805251659,0.0,0.0,0.0,0.0,24502.822091338614,0.0,0.0,0.0,0.0,15662.965625970628,9148.990371466805,0.0,0.0,0.0,0.0,31442.796442304403,0.0,28340.41159329394,20623.934381661853,0.0,0.0,13978.885758119999,0.0,0.0,0.0,43694.333240221,0.0,3613.943223799,5973.9682083200005,10228.260480163022,0.0,0.0,531.332503658,0.0,355642.56042026076
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.592321119468,0.0,18.89721600000016,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,590.908449901,339.11815484332794,880.6468821696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.231983082106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121264.4511309225,0.0,0.0,0.0,0.0,24968.615960301147,0.0,0.0,0.0,0.0,32159.65200342405,0.0,0.0,0.0,0.0,16899.806071893316,8356.7572198767,0.0,0.0,0.0,0.0,31543.194246731902,0.0,1073.3916607584301,20600.925661812147,0.0,0.0,0.0,6644.966962752999,26908.38483747097,0.0,44396.131664402,0.0,3602.441450499,5295.58448632,10172.828686212812,0.0,0.0,452.400564308,0.0,357562.5276148015
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.527882269356006,0.0,411.0144480000002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,880.265788448,338.920652247744,898.0971995519999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.03875064921016,43.224070805916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120841.92796771045,0.0,0.0,0.0,0.0,25788.209989661056,0.0,0.0,0.0,0.0,34082.22083241516,0.0,0.0,0.0,0.0,19649.42969576101,6981.9743523146035,0.0,0.0,0.0,0.0,30964.571368417735,0.0,51501.619719840004,17837.050029539827,0.0,0.0,0.0,0.0,24212.424312233295,0.0,35105.750921176004,0.0,2125.144794547,3573.7652202400004,8123.606537555764,0.0,0.0,246.74275103500003,0.0,385282.12728441914
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.451989975186,0.0,803.1316800000002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,782.991498815,338.719208198784,896.3965766952,0.0,0.0,0.0,0.0,0.0,13.679999999999998,0.0,0.0,1142.75,883.0387506492102,43.223899608707995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118406.3645835546,0.0,0.0,0.0,0.0,25335.84010489044,0.0,0.0,0.0,0.0,34900.20743307264,0.0,0.0,0.0,0.0,21425.04666964681,5681.272059726454,0.0,0.0,0.0,0.0,20948.719024875998,0.0,30702.83863488,7934.2403744931435,0.0,0.0,4903.45361436,2684.138400591,15871.797213593443,0.0,20942.022105693002,0.0,1321.373929644,3074.5053704800002,7771.736598794057,0.0,0.0,167.982783375,0.0,328325.5225056127
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.3383719379999,48.388028230962,1812.4154035263998,1195.2489120000002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,827.702851824,338.51915076672003,876.6103499328001,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2285.5,1440.0387506492102,43.224802869794,4670.1408490674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117174.23883804938,0.0,0.0,0.0,0.0,22504.4338591353,0.0,0.0,0.0,0.0,34262.13512259696,0.0,0.0,0.0,0.0,21024.297604934145,4155.885620910625,0.0,0.0,437.6389806579999,0.0,16676.43976332631,0.0,31217.205451872,9607.860645530964,0.0,348.23779375199996,3904.8756455999996,2185.63203106,14418.543408414505,0.0,19024.751279982,0.0,1583.0646796930002,2948.85698224,7773.32316142129,0.0,0.0,158.70627111899998,0.0,325021.85461110075
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.1458926152,48.316016116536,1708.2959675608,1587.3661440000003,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,970.2727284175,338.331891554496,843.0108481031999,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3428.25,1997.0387506492102,43.224717271189995,4253.9154270102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115626.52562976956,0.0,0.0,0.0,0.0,16202.875775106595,0.0,0.0,0.0,0.0,33805.13105261694,0.0,0.0,0.0,0.0,19727.509602968858,4051.0219977762504,0.0,0.0,432.25103248199997,0.0,19699.350375519247,0.0,30473.253680112,10821.065874887949,0.0,236.051142656,3092.7886702559995,2049.3915063359996,11068.43794319125,0.0,19995.61987622,0.0,1600.047708469,2770.9767412,7641.181592162752,0.0,0.0,284.23102183300006,0.0,316842.4796068617
t40,234.14300000000003,0.0,0.0,0.0,0.0,1201.2221531341254,0.0,0.0,927.7731707591998,48.251589141294005,1464.3740379467997,1979.4833760000001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,1059.7601702485001,338.12615991302397,716.2740124512,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.22490916871399,3798.6400975334004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111980.04042884355,0.0,0.0,0.0,0.0,11376.627727121406,0.0,0.0,0.0,0.0,32561.706862837418,0.0,0.0,0.0,0.0,18996.428339941227,2135.5230137814983,0.0,0.0,455.84689850999996,0.0,23182.179403926737,0.0,30913.3619964,10780.22687940591,0.0,91.28704563199999,2639.858004408,2053.833303176,9817.059909079218,0.0,18617.226029403,0.0,1651.116231816,2293.2411696800004,7608.048810864891,0.0,0.0,337.180740776,0.0,307440.6654718991
t41,468.28600000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.4624984671999,48.17153826765,1143.8458662167998,2371.600608,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1301.1,819.521939287,337.92865731743996,546.0846000456,919.379214,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4571.0,2228.0,43.216633797792,3224.348438801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11149.418550502056,0.0,0.0,0.0,0.0,0.0,209.3177132926236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99782.15213046435,0.0,0.0,0.0,0.0,8367.557029908363,0.0,0.0,0.0,0.0,27880.053432346012,0.0,0.0,0.0,0.0,17759.209014500328,767.5248545460776,0.0,0.0,607.742927294,0.0,25481.04319038059,0.0,31325.070312672,10682.458287875927,0.0,53.273906487999994,3127.725531336,2134.025691808,10797.757141498807,0.0,17057.794697131,0.0,1865.404310983,2258.5794792,8145.177548080694,0.0,0.0,438.617569412,0.0,298667.3493139203
