Region,Resource,Zone,Cluster,AnnualSum
MIDAT,MIDAT_conventional_hydroelectric_1,2,1,3.280695e8
MIDAT,MIDAT_hydroelectric_pumped_storage_1,2,1,0.0
MIDAT,MIDAT_natural_gas_fired_combined_cycle_1,2,1,1.458427e8
MIDAT,MIDAT_natural_gas_fired_combined_cycle_2,2,2,1.1232623e9
MIDAT,MIDAT_natural_gas_fired_combined_cycle_3,2,3,0.0
MIDAT,MIDAT_natural_gas_fired_combined_cycle_4,2,4,3.7046118e9
MIDAT,MIDAT_natural_gas_fired_combustion_turbine_1,2,1,0.0
MIDAT,MIDAT_natural_gas_fired_combustion_turbine_2,2,2,1.7165838e7
MIDAT,MIDAT_onshore_wind_turbine_1,2,1,2.5692528e8
MIDAT,MIDAT_small_hydroelectric_1,2,1,1.6887768e7
MIDAT,MIDAT_solar_photovoltaic_1,2,1,2.5731515e8
NE,NE_conventional_hydroelectric_1,3,1,1.7202725e9
NE,NE_hydroelectric_pumped_storage_1,3,1,0.0
NE,NE_natural_gas_fired_combined_cycle_1,3,1,6.8668864e8
NE,NE_natural_gas_fired_combined_cycle_2,3,2,2.8815332e6
NE,NE_natural_gas_fired_combined_cycle_3,3,3,241297.3
NE,NE_natural_gas_fired_combined_cycle_4,3,4,3.4240672e8
NE,NE_natural_gas_fired_combustion_turbine_1,3,1,2.1874558e7
NE,NE_natural_gas_fired_combustion_turbine_2,3,2,2.4810152e8
NE,NE_nuclear_1,3,1,6.250608e8
NE,NE_onshore_wind_turbine_1,3,1,3.685324e8
NE,NE_small_hydroelectric_1,3,1,1.5660981e8
NE,NE_solar_photovoltaic_1,3,1,1.6828675e8
SE,SE_conventional_hydroelectric_1,1,1,1.148606e9
SE,SE_hydroelectric_pumped_storage_1,1,1,0.0
SE,SE_natural_gas_fired_combined_cycle_1,1,1,2.4122516e9
SE,SE_natural_gas_fired_combined_cycle_2,1,2,6.655212e8
SE,SE_natural_gas_fired_combined_cycle_3,1,3,0.0
SE,SE_natural_gas_fired_combined_cycle_4,1,4,1.256075e7
SE,SE_natural_gas_fired_combustion_turbine_1,1,1,7.4701285e6
SE,SE_natural_gas_fired_combustion_turbine_2,1,2,0.0
SE,SE_nuclear_1,1,1,1.4858843e9
SE,SE_nuclear_2,1,2,7.2691e8
SE,SE_small_hydroelectric_1,1,1,1.4278978e7
SE,SE_solar_photovoltaic_1,1,1,5.0483603e8
SE,SE_naturalgas_ccccsavgcf_conservative_0,1,0,0.0
SE,SE_naturalgas_ccavgcf_moderate_0,1,0,0.0
SE,SE_naturalgas_ctavgcf_moderate_0,1,0,0.0
SE,SE_battery_moderate_0,1,0,5.3603814e9
SE,SE_nuclear_mid_0,1,0,0.0
SE,SE_naturalgas_ccs100_moderate_0,1,0,0.0
MIDAT,MIDAT_naturalgas_ccccsavgcf_conservative_0,2,0,0.0
MIDAT,MIDAT_naturalgas_ccavgcf_moderate_0,2,0,0.0
MIDAT,MIDAT_naturalgas_ctavgcf_moderate_0,2,0,0.0
MIDAT,MIDAT_battery_moderate_0,2,0,3.9735473e9
MIDAT,MIDAT_nuclear_mid_0,2,0,0.0
MIDAT,MIDAT_naturalgas_ccs100_moderate_0,2,0,0.0
NE,NE_naturalgas_ccccsavgcf_conservative_0,3,0,0.0
NE,NE_naturalgas_ccavgcf_moderate_0,3,0,0.0
NE,NE_naturalgas_ctavgcf_moderate_0,3,0,0.0
NE,NE_battery_moderate_0,3,0,2.132834e9
NE,NE_nuclear_mid_0,3,0,0.0
NE,NE_naturalgas_ccs100_moderate_0,3,0,0.0
NE,NE_offshorewind_class10_moderate_floating_1_250_1,3,1,0.0
SE,SE_offshorewind_class10_moderate_floating_1_250_1,1,1,0.0
SE,SE_utilitypv_class1_moderate_70_0_2_1,1,1,0.0
SE,SE_utilitypv_class1_moderate_70_0_2_2,1,2,0.0
SE,SE_utilitypv_class1_moderate_70_0_2_3,1,3,0.0
SE,SE_utilitypv_class1_moderate_70_0_2_4,1,4,0.0
SE,SE_utilitypv_class1_moderate_70_0_2_5,1,5,1.153469e10
SE,SE_utilitypv_class1_moderate_70_0_2_6,1,6,0.0
SE,SE_utilitypv_class1_moderate_70_0_2_7,1,7,0.0
SE,SE_utilitypv_class1_moderate_70_0_2_8,1,8,0.0
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_1,2,1,0.0
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_2,2,2,2.623464e9
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_3,2,3,0.0
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_4,2,4,0.0
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_5,2,5,0.0
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_6,2,6,0.0
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_7,2,7,4.4896087e9
NE,NE_utilitypv_class1_moderate_70_0_2_1,3,1,0.0
NE,NE_utilitypv_class1_moderate_70_0_2_2,3,2,0.0
NE,NE_utilitypv_class1_moderate_70_0_2_3,3,3,0.0
NE,NE_utilitypv_class1_moderate_70_0_2_4,3,4,0.0
NE,NE_utilitypv_class1_moderate_70_0_2_5,3,5,2.7719726e9
NE,NE_utilitypv_class1_moderate_70_0_2_6,3,6,8.866377e8
NE,NE_utilitypv_class1_moderate_70_0_2_7,3,7,0.0
SE,SE_landbasedwind_class4_moderate_70_1,1,1,0.0
SE,SE_landbasedwind_class4_moderate_70_2,1,2,2.2790308e9
SE,SE_landbasedwind_class4_moderate_70_3,1,3,0.0
SE,SE_landbasedwind_class4_moderate_70_4,1,4,5.12366e9
SE,SE_landbasedwind_class4_moderate_70_5,1,5,0.0
SE,SE_landbasedwind_class4_moderate_70_6,1,6,1.5321222e10
SE,SE_landbasedwind_class4_moderate_70_7,1,7,5.8708403e9
SE,SE_landbasedwind_class4_moderate_70_8,1,8,0.0
MIDAT,MIDAT_landbasedwind_class4_moderate_70_1,2,1,2.0070915e8
MIDAT,MIDAT_landbasedwind_class4_moderate_70_2,2,2,2.8850176e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_3,2,3,1.2773957e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_4,2,4,7.473489e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_5,2,5,0.0
MIDAT,MIDAT_landbasedwind_class4_moderate_70_6,2,6,1.0513781e10
MIDAT,MIDAT_landbasedwind_class4_moderate_70_7,2,7,0.0
NE,NE_landbasedwind_class4_moderate_70_1,3,1,1.1556114e9
NE,NE_landbasedwind_class4_moderate_70_2,3,2,1.7816627e9
NE,NE_landbasedwind_class4_moderate_70_3,3,3,4.904956e9
