Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_naturalgas_ccs100_moderate_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_naturalgas_ccs100_moderate_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_naturalgas_ccs100_moderate_0,NE_offshorewind_class10_moderate_floating_1_250_1,SE_offshorewind_class10_moderate_floating_1_250_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
t9,538.7773595750001,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,676.5320780918207,50.348680080290556,1160.4979586251566,2367.379282810172,3202.1,4138.4,20.9,0.5,1138.2,160.803,1799.501,1301.1,300.59377853399997,343.81238377060106,366.573953257848,1712.4160625734498,6375.986,23768.392,9303.498,0.0,38.0,964.1137735593395,0.0,4571.0,2228.0,43.201959784360646,1949.6474784806417,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116395.07331272855,0.0,0.0,0.0,0.0,31006.41086446012,0.0,0.0,0.0,0.0,37454.971881540245,0.0,0.0,0.0,0.0,21101.868375694172,9370.270081995934,0.0,0.0,3749.453312918,0.0,24489.185675959667,0.0,67575.45423944213,15060.837039171469,0.0,875.3608906801919,12793.017004775998,6138.832422624,38866.67227873316,0.0,47570.745764583,0.0,3405.038272804,6574.491828858241,24878.126093669198,0.0,0.0,690.553541599614,0.0,666546.1889740766
t10,537.966178204,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,538.341870564,50.27287527778774,1436.3267630496225,2366.1716740583997,3202.1,4138.4,20.9,0.5,1138.2,160.803,1799.501,1301.1,430.914951531,343.6323738162336,437.3009742566304,1712.4092835363542,6375.986,23768.392,9303.498,0.0,38.0,964.1137735593395,0.0,4571.0,2228.0,43.20178875834986,2825.5501971410004,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119023.51639381479,0.0,0.0,0.0,0.0,31668.41056556,0.0,0.0,0.0,0.0,40307.584764876985,0.0,0.0,0.0,0.0,22290.70783248301,9447.928935020065,0.0,0.0,3330.261911362,0.0,24680.55509273844,0.0,68903.30640218312,13255.242420885354,0.0,902.6726198199839,12592.86234591427,6015.118323379,35960.27903282885,0.0,48099.34681630139,0.0,3420.316401242,6922.80814196016,23466.989154361334,0.0,0.0,745.833866264289,0.0,670795.875067444
t11,537.277312572,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,508.5661990079999,50.20850086652585,1653.0722759762205,2364.793731586416,3202.1,4138.4,20.9,0.5,1138.2,160.803,1799.501,1301.1,523.5782817695,343.4322591551457,558.4308688748663,1712.0815968461402,6375.986,23768.392,9303.498,0.0,38.0,964.1137735593395,0.0,4571.0,2228.0,43.19352166279878,3411.458948171207,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117533.10757814236,0.0,0.0,0.0,0.0,31350.784484644595,0.0,0.0,0.0,0.0,41013.922900935504,0.0,0.0,0.0,0.0,22388.84859122479,9093.650036250196,0.0,0.0,2232.398386264716,0.0,24951.354400327444,0.0,67749.17571797202,12761.11343081999,0.0,905.3430333973199,12398.728115975999,5778.316975409,36190.311678945414,0.0,47955.752107377855,0.0,2902.893959424,6619.666932853921,20488.70520405294,0.0,0.0,696.764896651989,0.0,663756.9770434145
t12,536.4465224300001,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,657.9550939495429,50.130863626708624,1771.9146779069263,2363.331668157408,3202.1,4138.4,20.9,0.5,1138.2,160.803,1799.501,1300.774725,686.9473133082436,343.21992784702957,636.1163432900136,1712.494752572682,6375.986,23768.392,9303.498,0.0,38.0,964.1137735593395,0.0,4569.85725,2227.443,43.20394502746631,4016.532694768184,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115869.16276623435,0.0,0.0,0.0,0.0,31350.011759968707,0.0,0.0,0.0,0.0,40674.85093536158,0.0,0.0,0.0,0.0,21572.43270852182,9176.253714647471,0.0,0.0,1207.3353538879999,0.0,24870.133806266338,0.0,55676.54389215168,10118.239879583089,0.0,595.474200736992,8104.101656279999,3407.0738239597317,32606.87292032831,0.0,37002.625197660476,0.0,1656.2024879520002,4620.538128708001,13634.350672003638,0.0,0.0,521.790168824694,0.0,614520.3079672167
t13,535.782238992,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,853.9159452708132,50.06878641854813,1719.1304834074576,2362.114451231808,3202.1,4138.4,20.9,0.49982,1138.2,160.803,1799.501,1300.4494499999998,917.2182342443849,343.0431548993272,717.0986807971055,1712.491363054134,6375.986,23768.392,9303.498,0.0,37.98632,964.1137735593395,0.0,4568.7145,2226.886,43.203859514460916,4312.18346820243,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116758.148083196,0.0,0.0,0.0,0.0,31655.988638144754,0.0,0.0,0.0,0.0,40932.947888073686,0.0,0.0,0.0,0.0,20675.374969994034,9124.95965430002,0.0,0.0,524.422535730786,0.0,15002.936762356141,0.0,31504.106071358925,3829.284526149666,0.0,327.15761088799997,4548.879235555776,1583.121937752603,19531.52594892691,0.0,20033.141590052164,0.0,564.7006807932601,2783.323158732,10320.590870420427,0.0,0.0,229.59364854897902,0.0,532532.4356832622
t14,534.970933497,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,937.6640636428907,49.9929700166723,1711.6082297349137,2360.728742004048,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1300.124175,966.6977234586525,342.84191229441615,814.5735452466192,1712.1636874407777,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4567.57175,2226.329,43.1955926983641,4251.7174026419825,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112651.54356730329,0.0,0.0,0.0,0.0,30498.578176196654,0.0,0.0,0.0,0.0,40765.06748023002,0.0,0.0,0.0,0.0,18536.410986817613,8443.372195099011,0.0,0.0,335.94193747231196,0.0,8631.449371996836,0.0,32376.260365301667,3609.4137353914775,0.0,276.78339173980794,4835.644252750512,1051.864519936626,17963.875740072206,0.0,17978.91397318693,0.0,445.413797854488,2481.3557305099202,9574.724435012673,0.0,0.0,264.745387023579,0.0,513481.4453878276
t15,534.323674794,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,994.2973579509983,49.93248376796979,1697.3010123678196,2358.9635105387515,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,857.663729405343,342.64249882468295,776.1894479999856,1712.52035119152,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.20459084627504,4078.453492938233,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109032.44355112921,0.0,0.0,0.0,0.0,29911.22615792239,0.0,0.0,0.0,0.0,40492.5879849495,0.0,0.0,0.0,0.0,16856.221978168975,7815.046851784054,0.0,0.0,258.622534827756,0.0,7604.304974708333,0.0,33795.66733022895,4562.972555420453,0.0,332.637387937704,4293.060244925472,939.978980716383,20128.438183414375,0.0,16973.95509363333,0.0,608.3893748617651,2934.2484268675203,8822.332795708538,0.0,0.0,199.906100060733,0.0,508039.4391741466
t16,533.517342722,5212.996,2425.492,12165.1,0.0,19798.34638816099,271.1079397715532,827.4,1145.9781407403934,49.857132131880945,1502.5874481207395,2357.151362010432,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,998.7524572705199,342.4362717234977,667.5323332558104,1711.28766304899,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.19668648236122,3489.6330995899843,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11602.950720208357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103688.83787493901,0.0,0.0,0.0,0.0,27686.750329195333,0.0,0.0,0.0,0.0,37562.961816981806,0.0,0.0,0.0,0.0,15858.700522006147,6622.892937742633,0.0,0.0,535.79819635911,0.0,8018.729386365501,0.0,33653.524662525604,4835.824664534345,0.0,260.66330173404,4940.9119199662555,1224.3675889408769,24486.229304337106,0.0,15759.868179380795,0.0,864.958274148753,2848.27852466568,8885.448514187156,0.0,0.0,276.904226568024,0.0,499881.5531455054
t17,532.594461035,5212.996,2425.492,12165.1,0.0,19799.268009564883,271.1079397715532,827.4,1442.2381578135469,49.79276958361419,1274.753109971889,2355.472882939488,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,1063.9377889038046,342.249457056942,497.3169121539192,1710.3615047978942,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.19651545635044,2753.1371568475024,0.0,0.0,0.0,44668.54883067138,0.0,0.0,0.0,0.0,0.0,33034.101882437826,0.0,0.0,0.0,0.0,0.0,11593.65346634795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88209.75516712705,0.0,0.0,0.0,0.0,21732.167882683563,0.0,0.0,0.0,0.0,29742.236520682844,0.0,0.0,0.0,0.0,12505.435462698963,4255.7872641759195,0.0,0.0,1269.8912196100077,0.0,9504.053723632445,0.0,32853.254561937356,4769.637058391551,0.0,337.989394925352,5331.846997266552,1989.876573249309,25796.373361263504,0.0,15241.118496935193,0.0,1392.634085294592,3478.5547457774405,9713.334389639895,0.0,0.0,344.00008657099795,0.0,469533.02101077547
t18,531.5490097190001,5212.996,2425.492,12165.1,0.0,19790.51917510589,271.1079397715532,827.4,1571.070214905836,49.716952918116256,835.3093211457876,2353.801962754944,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,1188.5730980186204,342.0637401459318,297.5034572598816,1709.1178394890858,6375.986,23768.21066575335,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.18833415325902,1860.067454553063,0.0,0.0,0.0,44646.723145881,0.0,0.0,0.0,0.0,0.0,33019.95999202792,0.0,0.0,0.0,0.0,0.0,11591.51552215363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62854.0582774049,0.0,0.0,0.0,0.0,8793.472245502362,0.0,0.0,0.0,0.0,15279.13716429294,0.0,0.0,0.0,0.0,5419.852014271644,1171.4757423163544,0.0,0.0,1803.611135769678,0.0,11438.52599645328,0.0,31369.94182246637,5550.1729620997,0.0,389.093189871456,5741.573613321743,2564.481079123749,29551.728354255152,0.0,16406.551427762835,0.0,1778.83666123149,3703.784261446801,10833.933516605231,0.0,0.0,422.10206317224,0.0,414807.28052668413
t19,530.606519261,5212.996,2425.492,12165.1,0.0,19782.309888,271.1079397715532,827.4,1533.7289044030285,49.65075793253508,340.75485229455717,2352.0367265653445,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,883.313182567053,341.8643259901014,130.0593269139696,1708.19168123799,6375.986,23752.99889487335,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.18816312724823,842.6909221152283,0.0,0.0,0.0,44624.54254534026,0.0,0.0,0.0,0.0,0.0,33024.37894393685,0.0,0.0,0.0,0.0,0.0,11591.51552215363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16907.973278090958,0.0,0.0,0.0,0.0,560.3610133111391,0.0,0.0,0.0,0.0,2193.651283514801,0.0,0.0,0.0,0.0,445.072311930189,27.059571910851304,0.0,0.0,2230.7490487432256,0.0,13621.592068463362,0.0,30924.404919879842,8433.797776605415,0.0,420.07482984283195,8114.0967163447185,4053.461060295126,38014.43545600175,0.0,18575.391906257853,0.0,2180.962704623526,4387.38897532392,13225.76931167284,0.0,0.0,395.18308062971096,0.0,362379.31558348506
t20,529.5856529600001,5212.996,2425.492,12165.1,0.0,19782.309888,271.1079397715532,827.4,1502.6050666329913,49.577238733760645,140.3252358390594,2350.400284351392,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,769.8890796576029,341.68361621657357,41.206441154356796,1707.3645500974142,6375.986,23749.711673223257,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.190490422375476,175.2216560844624,0.0,0.0,0.0,44624.54254534026,0.0,0.0,0.0,0.0,0.0,33038.79382092312,0.0,0.0,0.0,0.0,0.0,11591.51552215363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.92584685074311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.1568506901476,0.0,14824.757665173409,0.0,33115.77780665862,14136.457966848799,0.0,500.51247545505595,7410.428094259799,6315.545123606402,42647.425688436495,0.0,21519.10452298285,0.0,3147.37030350567,4695.99342691896,15795.88098110971,0.0,0.0,612.9483035895449,0.0,363558.2669312074
t21,529.1725372569999,5212.996,2425.492,12165.1,0.0,19782.309888,271.1079397715532,827.4,1280.877535293012,49.516752485058134,0.0,2349.372370287072,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,820.9933959158731,341.47738911538823,0.0,1708.640604139014,6375.986,23764.923444103257,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.199488849740675,0.0,0.0,0.0,0.0,44624.54254534026,0.0,0.0,0.0,0.0,0.0,33042.892769655926,0.0,0.0,0.0,0.0,0.0,11599.558759231644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.79688798322,0.0,19321.203218789506,0.0,38589.971788555056,19954.66636640435,0.0,668.47451845788,9273.343264781328,3954.346126447122,40895.77594471107,0.0,24442.181745710903,0.0,3683.8989612052465,6670.264702196161,18741.477612211813,0.0,0.0,661.4454095539289,0.0,386039.3831400117
t22,528.57576317,5212.996,2425.492,12165.1,0.0,19794.98323968,271.1079397715532,827.4,1158.0560448027372,49.43910338224578,0.0,2348.418481342128,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,776.403400110309,341.2819124714805,0.0,1709.556593834466,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.19940333673528,0.0,0.0,0.0,0.0,44642.59828853936,0.0,0.0,0.0,0.0,0.0,33035.43383527516,0.0,0.0,0.0,0.0,0.0,11593.834153599613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3886.1492289058256,0.0,23606.095203979923,0.0,45149.90283459547,20875.387749236143,0.0,1023.0286969383119,11990.482254029232,3455.928101376135,37422.72469473449,0.0,24290.41645440741,0.0,3989.136927429513,6051.9429276314395,17119.573042319338,0.0,0.0,710.845375813254,0.0,395497.8448242716
t23,528.145749677,5212.996,2425.492,12165.1,0.0,19789.43864832,271.1079397715532,827.4,868.9542696126936,49.37703803708043,0.0,2347.519408496496,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,742.2861795467445,341.09439661357,0.0,1710.148286358252,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.191136241184196,0.0,0.0,0.0,0.0,44657.933153615624,0.0,0.0,0.0,0.0,0.0,33046.738528836846,0.0,0.0,0.0,0.0,0.0,11591.51552215363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4476.146908296168,0.0,23552.400131720013,0.0,53522.14408577842,17446.402807276543,0.0,968.174292012552,10800.597499963127,6008.581590838974,36436.488442349786,0.0,22650.97713772948,0.0,3313.733347602,6066.033214360319,12103.74446175553,0.0,0.0,793.255022524404,0.0,393759.4723730473
t24,527.5685871820001,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,707.9433019884575,49.3012216352046,0.0,2346.530644739424,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,723.9129417851356,340.89385520001366,0.0,1711.07526429684,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.19132794681068,0.0,0.0,0.0,0.0,44662.16740129796,0.0,0.0,0.0,0.0,0.0,33041.52825689202,0.0,0.0,0.0,0.0,0.0,11591.51552215363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569.234022002168,0.0,23393.103006500703,0.0,58057.04259714111,15381.783974907274,0.0,456.0609244700879,9763.232045837112,4301.718933304737,32956.42744910195,0.0,20728.91743094096,0.0,3094.573794079455,5387.21845365528,10796.923622435032,0.0,0.0,544.296129483546,0.0,384882.72382230783
t25,526.860236903,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,754.0333681772663,49.2350263860013,0.0,2345.537052743664,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,693.8670199944241,340.6926125951026,0.0,1711.666956820626,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4566.429,2225.772,43.183060851259604,0.0,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4029.7722821797315,0.0,25417.582241449585,0.0,59264.76652687051,15156.418299062856,0.0,867.759053606712,14429.102527350577,3871.929711558924,30387.7485451132,0.0,29174.514882176223,0.0,3917.685371366655,5461.016800795921,13082.317164178408,0.0,0.0,425.902318668684,0.0,400983.49757510494
t26,526.1761980020001,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,534.8016980064,49.17110303217647,0.0,2344.663108471008,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,527.5815401586915,340.50874608828406,0.0,1712.0270211667737,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4567.57175,2226.250267110932,43.19214479163019,0.0,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3661.960579156638,0.0,28654.494175490694,0.0,58806.781619453286,17246.237463825495,0.0,1004.5219656108961,12242.365065251064,4930.300800388575,38782.87883970669,0.0,40412.60598134362,0.0,4592.896596954954,6015.33227221416,12580.07336707096,0.0,0.0,623.2547816786611,0.0,424665.3526012292
t27,525.431078809,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,543.5655063624,49.101471732339306,0.0,2343.304512023904,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,667.7064667169415,340.3114409952956,0.0,1711.6993344765597,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4568.7145,2226.807267110932,43.183877696079115,0.0,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3906.4675227753237,0.0,31642.897396467535,0.0,52507.14844771613,17916.097172008107,0.0,909.8661662408159,11966.672522266557,6859.6211742470905,38721.96344803324,0.0,44095.95586416887,0.0,4599.303429661002,6560.16715603008,10091.149248912434,0.0,0.0,701.0474632924951,0.0,425737.88798399875
t28,524.7422159980001,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,656.4637620806363,49.03709758469954,0.0,2342.002319042256,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,761.9122049416785,340.122327216969,0.0,1712.11250127996,6375.986,23768.392,9303.498,0.0,37.962,964.1137735593395,0.0,4569.85725,2227.364267110932,43.194301340200916,0.0,0.0,0.0,0.0,44669.21175709736,0.0,0.0,0.0,0.0,0.0,33053.01300503295,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7291163388063,0.0,0.0,0.0,0.0,0.4931035698057631,0.0,0.0,0.0,0.0,253.16771116069975,95.54586717205568,0.0,0.0,3955.0325841482754,0.0,31877.73876697008,0.0,48501.812363945326,20045.346132682876,0.0,627.765230599776,8484.457413580056,6152.8173520026685,35209.13842995474,0.0,43368.286852563884,0.0,4613.12526337462,6392.4919808083205,8550.52122528653,0.0,0.0,700.475317732773,0.0,414361.4584747422
t29,523.911425856,5212.996,2425.492,12165.1,0.0,19802.112,271.1079397715532,827.4,737.9180213967252,48.95946034488231,0.0,2340.762817574688,3202.1,4138.4,20.9,0.4995,1138.2,160.803,1799.501,1299.7989,620.4283022578907,339.94231794869876,0.0,1711.784814589746,6375.986,23768.392,9303.498,0.0,37.97568,964.1137735593395,0.0,4571.0,2227.9212671109317,43.18603424464984,0.0,0.0,0.0,0.0,44668.806832582464,0.0,0.0,0.0,0.0,0.0,33048.73522775379,0.0,0.0,0.0,0.0,0.0,11603.118640794424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.768063567444031,0.0,0.0,0.0,0.0,4456.145416117516,0.0,0.0,0.0,0.0,1428.3889894029949,0.0,0.0,0.0,0.0,3717.74074223612,2436.4921673872973,0.0,0.0,3650.7457493505,0.0,32569.452949301507,0.0,49442.43437155814,19809.25557718895,0.0,530.3399227984079,9146.482433072855,4995.385754216643,28350.37468720457,0.0,42053.9950834234,0.0,4713.848014493925,6591.5130312576,6919.709863870185,0.0,0.0,655.970990830551,0.0,416879.89476306434
