Zone,1,2,3,Total
CO2_Price_1,-108.11838860934807,-108.11838860934807,-108.11838860934807,0.0
AnnualSum,1.3503995881585307e7,2.3682016126550872e7,3.87075417451361e6,4.105676618264979e7
t1,0.0,4486.573323819418,622.7969579923582,5109.370281811776
t2,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0
t13,0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0
t16,0.0,1333.0880457957965,0.0,1333.0880457957965
t17,0.0,1006.8190279559291,0.0,1006.8190279559291
t18,66.94705889489212,4104.049207418805,0.0,4170.996266313698
t19,5683.003263502995,7010.27081846784,0.0,12693.274081970834
t20,6896.617489589326,7010.27081846784,0.0,13906.888308057167
t21,1280.5612849812235,7010.27081846784,0.0,8290.832103449064
t22,0.0,2523.697494648422,0.0,2523.697494648422
t23,0.0,4486.573323819418,0.0,4486.573323819418
t24,0.0,0.0,0.0,0.0
t25,0.0,0.0,0.0,0.0
t26,0.0,0.0,0.0,0.0
t27,0.0,0.0,0.0,0.0
t28,0.0,0.0,0.0,0.0
t29,0.0,0.0,0.0,0.0
t30,0.0,0.0,0.0,0.0
t31,0.0,0.0,0.0,0.0
t32,0.0,0.0,0.0,0.0
t33,0.0,0.0,0.0,0.0
t34,0.0,0.0,0.0,0.0
t35,0.0,0.0,0.0,0.0
t36,0.0,0.0,0.0,0.0
t37,0.0,0.0,0.0,0.0
t38,0.0,0.0,0.0,0.0
t39,0.0,0.0,0.0,0.0
t40,0.0,0.0,0.0,0.0
t41,0.0,0.0,247.75580014080006,247.75580014080006
t42,0.0,2523.697494648422,69.7454994679094,2593.442994116331
t43,621.1671626125559,9191.234897704715,317.5012996087094,10129.90335992598
t44,2767.7934418264676,7046.454904759949,387.1184377200001,10201.366784306418
t45,0.0,3725.5169745363955,387.1184377200001,4112.635412256395
t46,0.0,4486.573323819418,233.29984230732816,4719.873166126747
t47,0.0,0.0,139.36263757920003,139.36263757920003
t48,0.0,0.0,387.1184377200001,387.1184377200001
t49,0.0,0.0,387.1184377200001,387.1184377200001
t50,0.0,0.0,247.75580014080006,247.75580014080006
t51,0.0,0.0,0.0,0.0
t52,0.0,0.0,0.0,0.0
t53,0.0,0.0,0.0,0.0
t54,0.0,0.0,0.0,0.0
t55,0.0,0.0,0.0,0.0
t56,0.0,0.0,0.0,0.0
t57,0.0,0.0,0.0,0.0
t58,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,0.0
t60,0.0,0.0,0.0,0.0
t61,0.0,4486.573323819418,247.75580014080006,4734.329123960218
t62,0.0,0.0,387.1184377200001,387.1184377200001
t63,0.0,0.0,387.1184377200001,387.1184377200001
t64,0.0,0.0,387.1184377200001,387.1184377200001
t65,0.0,0.0,387.1184377200001,387.1184377200001
t66,0.0,3274.1520035209383,1045.680399111063,4319.8324026320015
t67,0.0,0.0,922.9618151282621,922.9618151282621
t68,0.0,0.0,387.1184377200001,387.1184377200001
t69,0.0,0.0,387.1184377200001,387.1184377200001
t70,0.0,0.0,387.1184377200001,387.1184377200001
t71,0.0,0.0,387.1184377200001,387.1184377200001
t72,0.0,0.0,247.75580014080006,247.75580014080006
t73,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0
t75,0.0,0.0,0.0,0.0
t76,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,0.0
t82,0.0,0.0,0.0,0.0
t83,0.0,0.0,0.0,0.0
t84,0.0,0.0,0.0,0.0
t85,0.0,0.0,0.0,0.0
t86,0.0,0.0,0.0,0.0
t87,0.0,0.0,0.0,0.0
t88,0.0,0.0,0.0,0.0
t89,0.0,892.4041607187879,0.0,892.4041607187879
t90,0.0,5378.977484538206,0.0,5378.977484538206
t91,0.0,892.4041607187878,0.0,892.4041607187878
t92,0.0,0.0,0.0,0.0
t93,0.0,4486.573323819418,0.0,4486.573323819418
t94,0.0,0.0,0.0,0.0
t95,0.0,4486.573323819418,0.0,4486.573323819418
t96,0.0,4366.650397659776,0.0,4366.650397659776
t97,0.0,793.9412972217403,0.0,793.9412972217403
t98,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0
t106,0.0,0.0,0.0,0.0
t107,0.0,0.0,0.0,0.0
t108,0.0,0.0,0.0,0.0
t109,0.0,7585.318902820237,0.0,7585.318902820237
t110,0.0,11295.72816450208,0.0,11295.72816450208
t111,3114.749089442963,12318.029035427362,247.75580014080006,15680.533925011125
t112,6344.617213069262,12406.898336070652,387.1184377200001,19138.633986859913
t113,10132.765823354453,12456.887317682502,387.1184377200001,22976.771578756958
t114,12236.02312650284,12456.887317682502,402.42806585721513,25095.338510042555
t115,12443.204427644327,12641.865103265862,1405.56429595232,26490.633826862508
t116,12811.526740784748,12970.714499858503,387.1184377200001,26169.35967836325
t117,12443.204427644327,12641.865103265862,387.1184377200001,25472.187968630187
t118,12236.02312650284,12456.887317682502,387.1184377200001,25080.028881905342
t119,12236.02312650284,12406.898336070652,387.1184377200001,25030.03990029349
t120,12236.02312650284,12318.029035427362,367.43061297896907,24921.48277490917
t121,4723.87317755226,6710.514320144457,119.674812838169,11554.062310534886
