Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000,1,1,1,2000,1,168,1,1,7963.49728,38559.1669,1893.15611,1445.84389,56628.0717,815.745797,33229.0499,10600,14367.1717,14610
,,,,,,,,2,7482.50047,37002.3009,1767.85288,1350.14712,53791.552,799.608995,32571.7243,10051,14185.8886,14343
,,,,,,,,3,7099.86702,35522.8728,1683.9394,1286.0606,50251.1338,745.718491,30376.5181,9519,14024.0983,14117
,,,,,,,,4,6913.96028,34974.4602,1621.57127,1238.42873,48516.0163,694.415769,28286.724,9188,14016.3012,13959
,,,,,,,,5,6908.05847,34369.7909,1613.63351,1232.36649,48114.2825,651.056747,26520.5132,9125,14034.8194,14228
,,,,,,,,6,6952.32198,32610.2063,1710.5876,1306.4124,48218.5119,636.223112,25916.2715,9293,14365.2224,14577
,,,,,,,,7,6740.84077,32525.1005,1795.06806,1370.93194,48257.592,649.696642,26465.1099,9603,14869.1114,14919
,,,,,,,,8,6815.59692,33369.3513,1769.55383,1351.44617,47796.104,655.826007,26714.7869,9963,15213.1594,15186
,,,,,,,,9,7016.25817,35762.5942,1864.23998,1423.76002,49632.0625,672.170728,27380.582,10372,15460.7181,15318
,,,,,,,,10,7414.62976,38635.0382,2012.22253,1536.77747,51460.6449,735.603875,29964.5036,11120,15915.875,15800
,,,,,,,,11,7731.35976,42048.1424,2024.69616,1546.30384,53491.2108,805.337982,32805.0921,11735,16342.7675,16183
,,,,,,,,12,8001.85899,43569.3578,2047.94246,1564.05754,56362.6773,858.227023,34959.5042,11992,16428.5358,16441
,,,,,,,,13,7874.97026,43621.1093,2042.27263,1559.72737,53634.7958,893.085832,36379.4626,11964,16504.5577,16509
,,,,,,,,14,7714.63799,43573.0918,2061.55005,1574.44995,51759.9457,898.530379,36601.2438,11827,16656.6016,16827
,,,,,,,,15,7666.43995,44222.5228,2113.71248,1614.28752,51011.035,905.833316,36898.7258,11687,17107.8601,17518
