,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t102,7413.156980745141,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.23605555555558055,-7412.920925189585,2147.6355228894463,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-30.87439582168898,-2116.761127067757
t103,8528.957503379455,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-8528.957503379455,2469.309360480561,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2436.2722405874188
t104,9608.213215056476,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9608.213215056476,2744.2220967099875,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-2744.2220967099875
t105,10263.963520885552,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-10263.963520885552,2965.392405155825,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2932.3552852626826
t106,10693.774218135699,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-10693.774218135699,3087.3111195251695,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3054.273999632027
t107,11017.44584344877,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11017.44584344877,3179.8011787019136,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3146.764058808771
t108,11171.925482802733,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11171.925482802733,3223.9441614908146,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3190.907041597672
t109,11218.164286418887,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11218.164286418887,3237.6074656873784,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3204.5703457942363
t110,11309.591011750825,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11309.591011750825,3255.4422164535063,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-24.596285665876408,-3230.8459307876296
t111,11309.591011750825,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11309.591011750825,3263.8830506807717,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3230.8459307876296
t112,11282.268082341281,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11282.268082341281,3255.474863482886,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3222.4377435897436
t113,11255.996034832102,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11255.996034832102,3248.117699684736,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3215.0805797915937
t114,11092.058458374833,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-11092.058458374833,3201.872670096364,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-3168.835550203222
t115,10748.42007695479,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-10748.42007695479,3070.039350628063,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-3070.039350628063
t116,10423.011513617865,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-1.4157076772469317,-10421.595805940618,3003.51102847123,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-25.9617370199112,-2977.549291451319
t117,10375.083890998041,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-10.235707677246932,-10364.848183320795,3038.4592737158873,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-77.7263566603402,-2960.732917055547
t118,10188.47250323086,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-15.935707677246933,-10172.536795553613,3017.3660569296294,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-111.2863566603402,-2906.0797002692893
t119,9318.453171794827,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-12.89394404407797,-9305.55922775075,2810.9245345919976,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-152.8863566603402,-2658.0381779316576
t120,8365.907753604486,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-8347.154934615945,2565.918450660708,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14635666034,-2384.7720940003683
t121,7617.6798405431055,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-7598.927021554564,2350.109677114619,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-179.74635666033996,-2170.3633204542793
t122,7165.800623385248,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-7147.047804396707,2223.2848223468604,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14635666034,-2042.1384656865205
t123,6913.588967297142,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6894.836148308601,2149.713184365359,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14635666034,-1968.5668277050195
t124,6772.77079264795,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6754.017973659408,2109.7742951754017,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14635666034,-1928.627938515062
t125,6739.142571836202,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6720.389752847661,2080.71508457778,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-161.54635666033994,-1919.1687279174403
t126,6745.372515727845,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-16.575707677246932,-6728.796808050598,2042.3771313772513,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-121.10635666033987,-1921.2707747169118
t127,7201.202315690107,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7.915707677246932,-7193.28660801286,2118.857103143689,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-64.10635666033996,-2054.7507464833493
t128,8000.3639074948,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-8000.3639074948,2307.9245203213777,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-22.99964929590433,-2284.9248710254737
t129,8864.188829596564,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-8864.188829596564,2564.952489856513,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2531.9153699633703
t130,9451.631811901776,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9451.631811901776,2733.116233814229,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2700.0791139210864
t131,9766.89638201191,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9766.89638201191,2823.504246191502,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2790.4671262983593
t132,9881.442509151924,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9881.442509151924,2855.0349481835738,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2821.9978282904312
t133,9879.34074535119,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9879.34074535119,2855.0349481835738,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2821.9978282904312
t134,9790.015783819987,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9790.015783819987,2829.8103865899157,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2796.7732666967736
t135,9709.097877491718,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9709.097877491718,2806.68787179573,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2773.6507519025877
t136,9688.080239484376,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9688.080239484376,2767.3446115041734,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-2767.3446115041734
t137,9718.555814595022,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9718.555814595022,2775.752798702059,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-2775.752798702059
t138,9741.675216403099,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9741.675216403099,2816.147082393352,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2783.1099625002093
t139,9622.925561661616,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9622.925561661616,2781.4633102020725,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2748.42619030893
t140,9442.173874798473,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9442.173874798473,2714.6720865337907,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-17.7460428119112,-2696.9260437218795
t141,9518.387787899948,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-6.855707677246928,-9511.532080222702,2766.8218449771985,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-49.926356660339955,-2716.8954883168585
t142,9420.150479763606,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-12.65570767724693,-9407.494772086358,2763.5131897845977,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-76.04635666033995,-2687.466833124258
t143,8757.886702441418,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-8739.133883452878,2624.8669310326954,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-128.68635666033995,-2496.1805743723553
t144,7942.402347756542,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-7923.649528768001,2421.730759691099,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-157.82635666033994,-2263.904403030759
t145,7303.466152333339,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-7284.713333344798,2258.952688137082,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-177.92635666033996,-2081.0263314767426
t146,6902.029266393104,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6883.2764474045625,2136.2711375658882,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-169.80635666033996,-1966.4647809055482
t147,6662.428193109404,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6643.675374120862,2079.294616583066,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14635666034,-1898.1482599227259
t148,6521.61001846021,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6502.857199471669,2039.355727393108,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14635666034,-1858.209370732768
t149,6493.236207150299,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6474.483388161758,2015.5765167954867,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-166.82635666033997,-1848.7501601351466
t150,6441.74299403231,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-6422.990175043769,1974.7698003102923,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-140.73396777144586,-1834.0358325388463
t151,6682.332247406919,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-13.435707677246931,-6668.896539729672,2002.1117803812153,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-96.60635666033996,-1905.5054237208758
t152,7274.12581251654,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-5.17570767724693,-7268.950104839292,2124.8685945381394,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-48.04635666033995,-2076.8222378777996
t153,8032.94124640618,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-8032.94124640618,2327.4212015162375,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2294.3840816230954
t154,8616.180701109924,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-8616.180701109924,2494.533922074219,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2461.4968021810764
t155,8973.480547234742,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-8973.480547234742,2596.4831918485843,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2563.4460719554418
t156,9178.40251780633,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9178.40251780633,2654.289478834049,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2621.252358940907
t157,9264.574833636432,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9264.574833636432,2679.514040427707,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2646.4769205345647
t158,9217.285148119912,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9217.285148119912,2665.850736231142,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2632.813616338
t159,9188.911336809999,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9188.911336809999,2657.442549033257,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2624.4054291401144
t160,9217.285148119912,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9217.285148119912,2665.850736231142,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2632.813616338
t161,9325.525983857724,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9325.525983857724,2697.381438223214,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2664.344318330072
t162,9439.021229097372,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9439.021229097372,2728.9121402152864,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2695.875020322144
t163,9414.850945388927,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9414.850945388927,2722.6059998168716,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.03711989314236,-2689.5688799237296
t164,9340.238330462864,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9340.238330462864,2709.1147685893548,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-40.56635666033996,-2668.548411929015
t165,9533.474432478553,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-1.223657576923415,-9529.397072528944,2797.8369619758773,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-75.68635666033997,-2722.150605315537
t166,9425.743125464705,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-15.095707677246931,-9410.647417787459,2794.8242131843335,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-106.30635666033994,-2688.5178565239935
t167,8616.017645891858,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-8597.264826903318,2592.448041842738,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-136.20635666033996,-2456.2416851823978
t168,7745.887432387893,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.75281898854108,-7727.134613399351,2367.99549610537,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-160.84635666033998,-2207.14913944503
