Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
t10,0.0,0.0,1.7298036261313855e-8,4.296378939080385e-9,1.0546450210175074e-8,3.755760406778156e-9,9.076585328755795e-9,9.575514440837639e-8,1.9999999983210988,15.99999999799629,0.0,0.0,0.0,0.0,0.0,1.0978155389700446e-8,4.435506048109922e-9,2.6010886008854893e-8,1.9999997038129727,5.614786722501937e-8,2.1420757917429133e-8,2.999999998411528,1.9999999982125574,0.0,0.0,0.0,0.0,0.0,5.020010841525862e-9,8.903064861623274e-9,2.4818517264200878e-9,2.3772000257890518e-9,8.289860792042793e-9,8.471588422395921e-8,31.999999998251432,1.9999999984861745,0.0,0.0,2.52435001386323e-8,6.834049190152068e-9,8.5494210149469e-9,0.0,9.581963473445475e-9,1.7907806423562126e-8,6.0760141872351e-9,7.506446130497131e-9,0.0,1.4124428397186586e-8,1.5242437824732785e-8,5.802088663829468e-9,7.1454667898299975e-9,0.0,1.3659946830723616e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,1.7002673546302603e-8,4.203129206466154e-9,1.0449827441727424e-8,3.6812963071173666e-9,9.022854863107962e-9,9.47196162994536e-8,1.999999998289899,15.999999997961911,0.0,0.0,0.0,0.0,0.0,1.0857140271433929e-8,4.369957494132573e-9,2.592039620843889e-8,1.999999699060846,5.5857819708860825e-8,2.1219162979150187e-8,2.999999998397205,1.9999999981898915,0.0,0.0,0.0,0.0,0.0,4.742544247126728e-9,8.456537226781136e-9,2.3448243284900507e-9,2.2836169271842273e-9,7.994232939059206e-9,8.127082353715053e-8,31.999999998158668,1.9999999984297017,0.0,0.0,2.4108867313771628e-8,6.47024268434104e-9,8.10305765562582e-9,0.0,9.543086610330502e-9,1.716486291072844e-8,5.96916557869194e-9,7.37344812434902e-9,0.0,1.4088506950289843e-8,1.4731510549663292e-8,5.727664788815425e-9,7.030037399035677e-9,0.0,1.3641104041794139e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,1.679576166732884e-8,4.1358701052573405e-9,1.0381630914920076e-8,3.628796877996016e-9,8.990429699959196e-9,9.403013232131163e-8,1.9999999982633039,15.999999997931283,0.0,0.0,0.0,0.0,0.0,1.0777021567773343e-8,4.324322320502144e-9,2.5870140262905846e-8,1.999999695295808,5.566681336339306e-8,2.108097512286936e-8,2.999999998385345,1.9999999981768783,0.0,0.0,0.0,0.0,0.0,4.571374358672128e-9,8.198535638288975e-9,2.2660087741341327e-9,2.230822563154238e-9,7.832309204654075e-9,7.90876615753528e-8,31.999999998103437,1.999999998383406,0.0,0.0,2.3522772787159916e-8,6.26639237763891e-9,7.892685134824667e-9,0.0,9.50717530684473e-9,1.6592290354987436e-8,5.899661375306999e-9,7.358348644897551e-9,0.0,1.4055272934891767e-8,1.4339663920526906e-8,5.679350907274172e-9,7.0266952514176605e-9,0.0,1.362412960046978e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,0.0,0.0,1.6649343848775766e-8,4.087015690527562e-9,1.0332909315356816e-8,3.591580857816531e-9,8.970379426775802e-9,9.357324447550604e-8,1.9999999982396035,15.999999997905563,0.0,0.0,0.0,0.0,0.0,1.0722078007848736e-8,4.292030473586784e-9,2.5844380527567558e-8,1.9999996920704568,5.552842575798771e-8,2.0983949269785137e-8,2.999999998377384,1.9999999981688095,0.0,0.0,0.0,0.0,0.0,4.474073531223695e-9,8.071233077232557e-9,2.226810855136255e-9,2.206591844468493e-9,7.755001393833724e-9,7.782296341793808e-8,31.999999998066716,1.999999998344978,0.0,0.0,2.331495621432752e-8,6.16893208014281e-9,7.715602330970474e-9,0.0,9.473886700857612e-9,1.6144497381936022e-8,5.85376334283057e-9,7.279666942280816e-9,0.0,1.4024498363984964e-8,1.4034779278365556e-8,5.646539337447816e-9,6.979353702734903e-9,0.0,1.3608924875402513e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,0.0,0.0,1.6544015491690215e-8,4.0511427222997795e-9,1.0297564250666595e-8,3.564914961666218e-9,8.956525213425472e-9,9.326981763090027e-8,1.9999999982177832,15.999999997880563,0.0,0.0,0.0,0.0,0.0,1.0681826346348311e-8,4.268725060220554e-9,2.582768856306241e-8,1.999999689811364,5.541631460903302e-8,2.0913191368114426e-8,2.999999998370707,1.9999999981646663,0.0,0.0,0.0,0.0,0.0,4.434305085942987e-9,8.044071723676657e-9,2.2183145052610223e-9,2.204052911057481e-9,7.737885729123442e-9,7.728921626369294e-8,31.99999999807596,1.9999999983118242,0.0,0.0,2.3433277825542836e-8,6.154136962385153e-9,7.618946403747924e-9,0.0,9.442963300598208e-9,1.5790062449897332e-8,5.822466145455036e-9,7.2147272857764585e-9,0.0,1.3996002091821694e-8,1.3793915187412427e-8,5.62201486539914e-9,6.9126502765875095e-9,0.0,1.3595416887373858e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.0,0.0,1.6466123061804546e-8,4.024388778469756e-9,1.0271183883254467e-8,3.5455269825012594e-9,8.945330653753028e-9,9.30672735780145e-8,1.9999999982016097,15.999999997863473,0.0,0.0,0.0,0.0,0.0,1.065006786321336e-8,4.251308679465747e-9,2.5817439108851377e-8,1.9999996874454518,5.5306894835969836e-8,2.085734363400558e-8,2.999999998373037,1.99999999817566,0.0,0.0,0.0,0.0,0.0,4.444782835823534e-9,8.105731827783151e-9,2.236957038289184e-9,2.220358125939523e-9,7.776861350444598e-9,7.741079645194547e-8,31.999999998079748,1.999999998285943,0.0,0.0,2.389892641323737e-8,6.2192122439151006e-9,7.68315031779842e-9,0.0,9.414178889147425e-9,1.5507545409749448e-8,5.7998794609977115e-9,7.246104005536387e-9,0.0,1.3969647210606282e-8,1.3602779166882258e-8,5.602601672347068e-9,6.941753128306595e-9,0.0,1.3583485733285391e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t16,0.0,0.0,1.6406726612234023e-8,4.004155154528575e-9,1.0250836808746746e-8,3.5311857578241235e-9,8.935362749712322e-9,9.293588781437566e-8,1.9999999981850705,15.999999997846782,0.0,0.0,0.0,0.0,0.0,1.0623496769995006e-8,4.238162155077027e-9,2.5808941139410153e-8,1.9999996860301985,5.519895991672281e-8,2.0812092402782825e-8,2.9999999983758325,1.9999999981817473,0.0,0.0,0.0,0.0,0.0,4.50455023447845e-9,8.258909997762992e-9,2.2836163698913905e-9,2.256031101707e-9,7.886928046782477e-9,7.819701546951162e-8,31.999999998030866,1.9999999982606136,0.0,0.0,2.4821017728304772e-8,6.376993075492524e-9,7.749460390211355e-9,0.0,9.387336072858481e-9,1.5280438150200745e-8,5.78258511796419e-9,7.1957608765870765e-9,0.0,1.3945285966536913e-8,1.3449776606166206e-8,5.586417068262692e-9,6.911459424583659e-9,0.0,1.3573062293041141e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,0.0,0.0,1.6359613867268433e-8,3.988474070489773e-9,1.0234004370086529e-8,3.520262035253725e-9,8.92318871892671e-9,9.28375862236191e-8,1.9999999981771603,15.99999999784238,0.0,0.0,0.0,0.0,0.0,1.060075246882399e-8,4.227900989848487e-9,2.5803916054776665e-8,1.9999996849249229,5.508217824076593e-8,2.0769558756726303e-8,2.9999999983865884,1.9999999982066343,0.0,0.0,0.0,0.0,0.0,4.618873765425619e-9,8.522088912133504e-9,2.36372694930803e-9,2.3150429446486063e-9,8.105629967389084e-9,7.974262554012225e-8,31.99999999796512,1.9999999982461756,0.0,0.0,2.6536744350687157e-8,6.6589775707439565e-9,7.90080648582732e-9,0.0,9.362251024179314e-9,1.509585511425626e-8,5.767335771099249e-9,7.148672664525388e-9,0.0,1.3922806254930314e-8,1.3328553849603507e-8,5.573301832696748e-9,6.858334135241827e-9,0.0,1.3564098149887722e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,0.0,0.0,1.632402449159015e-8,3.9768399954584104e-9,1.022079223325757e-8,3.512361072390732e-9,8.914981359498539e-9,9.277499571184081e-8,1.9999999981663403,15.999999997836225,0.0,0.0,0.0,0.0,0.0,1.0583754661731976e-8,4.220419657720776e-9,2.579969928477859e-8,1.999999684059923,5.498858919483481e-8,2.073570912034522e-8,2.99999999839374,1.9999999982194843,0.0,0.0,0.0,0.0,0.0,4.801380207149328e-9,8.935736890552881e-9,2.48965259651233e-9,2.405874424737502e-9,8.512243405677604e-9,8.229733590477169e-8,31.999999997914124,1.999999998229419,0.0,0.0,3.063189268675493e-8,7.135090543797269e-9,8.273183017388919e-9,0.0,9.338597416888855e-9,1.4950208209311025e-8,5.75624093771761e-9,7.195712483329394e-9,0.0,1.3902100692585029e-8,1.323669191393203e-8,5.564199134998782e-9,6.895626313828145e-9,0.0,1.3556593525182395e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t19,0.0,0.0,1.629708761918462e-8,3.968059200201586e-9,1.0210905452127952e-8,3.5064546449907624e-9,8.906771676849969e-9,9.272700093482363e-8,1.9999999981505994,15.999999997813253,0.0,0.0,0.0,0.0,0.0,1.0570944178310895e-8,4.214855761580835e-9,2.579703289886079e-8,1.9999996834432747,5.491349569638083e-8,2.0708678078536836e-8,2.999999998401711,1.999999998231231,0.0,0.0,0.0,0.0,0.0,4.93908198057808e-9,9.239734415022483e-9,2.5832645008266394e-9,2.4721256050593994e-9,8.757143135571553e-9,8.411987847479746e-8,31.999999997853873,1.999999998209149,0.0,0.0,3.273770097551756e-8,7.461957257411864e-9,8.469855868996802e-9,0.0,9.314936245387042e-9,1.4832374094002838e-8,5.74684851595709e-9,7.154997433099923e-9,0.0,1.388311205381975e-8,1.3165958658112393e-8,5.556554198516266e-9,6.875705765371764e-9,0.0,1.35505309043914e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,0.0,0.0,1.6277130362404945e-8,3.961674792389289e-9,1.0203900901350711e-8,3.502239394914521e-9,8.902270226741911e-9,9.270401551211086e-8,1.9999999981369818,15.999999997804474,0.0,0.0,0.0,0.0,0.0,1.056225167315157e-8,4.211055355440323e-9,2.5794631925314275e-8,1.9999996829896582,5.486225132561122e-8,2.0690602463360704e-8,2.9999999984050922,1.999999998233464,0.0,0.0,0.0,0.0,0.0,5.041493015044093e-9,9.460899664430855e-9,2.651889580976161e-9,2.519951735217315e-9,8.905555571850874e-9,8.540713081278665e-8,31.999999997814733,1.9999999981850718,0.0,0.0,3.40572158841012e-8,7.689144386947378e-9,8.585250491898374e-9,0.0,9.290760282578875e-9,1.4742546359555938e-8,5.7404139653218574e-9,7.118396572894785e-9,0.0,1.3865884651439156e-8,1.3113817118491563e-8,5.550914934094966e-9,6.829515317398253e-9,0.0,1.3545860107966386e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t21,0.0,0.0,1.626294904730448e-8,3.957186101738977e-9,1.0198660935288991e-8,3.4993572675840613e-9,8.898249984335126e-9,9.268254409376006e-8,1.9999999981288679,15.99999999779511,0.0,0.0,0.0,0.0,0.0,1.0556058337431482e-8,4.208400044726432e-9,2.5794943109218988e-8,1.9999996827447337,5.4823053946319576e-8,2.0676269843121302e-8,2.9999999984087653,1.9999999982352126,0.0,0.0,0.0,0.0,0.0,5.114336468384126e-9,9.616156672060964e-9,2.7003433061594888e-9,2.553212183153559e-9,8.993398942280552e-9,8.627674096689729e-8,31.999999997794873,1.9999999981625736,0.0,0.0,3.490687907688436e-8,7.839885461695275e-9,8.72786410403982e-9,0.0,9.265869366918592e-9,1.4673313111792196e-8,5.7352761529294544e-9,7.1705424656721525e-9,0.0,1.385023110942045e-8,1.3076612586683204e-8,5.5461831992189076e-9,6.8745420751935904e-9,0.0,1.3542518902983146e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t22,0.0,0.0,1.625388842123647e-8,3.9542826037770425e-9,1.0195188773193595e-8,3.4975430112999183e-9,8.895452562128899e-9,9.266765436611184e-8,1.9999999981223402,15.999999997796245,0.0,0.0,0.0,0.0,0.0,1.055315348162513e-8,4.207014543759232e-9,2.5793788191111453e-8,1.9999996826494282,5.4800310737484635e-8,2.066556542056155e-8,2.9999999984097836,1.99999999823594,0.0,0.0,0.0,0.0,0.0,5.161415569805185e-9,9.716478824415056e-9,2.731847753551079e-9,2.574591721225145e-9,9.04271383027643e-9,8.681772634475112e-8,31.99999999777712,1.9999999981368526,0.0,0.0,3.542109750945158e-8,7.931280383081326e-9,8.775833563507682e-9,0.0,9.24015709137785e-9,1.4621576324805218e-8,5.7318272762925305e-9,7.138025445531335e-9,0.0,1.3836101727861334e-8,1.3053624785427948e-8,5.543311197296976e-9,6.861510458621396e-9,0.0,1.3540485860267233e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t23,0.0,0.0,1.6250833390355237e-8,3.952940796816946e-9,1.0193615810489257e-8,3.4967811746691943e-9,8.89543341770451e-9,9.266215862485928e-8,1.9999999981164183,15.999999997788459,0.0,0.0,0.0,0.0,0.0,1.0552705995799743e-8,4.2065921437895345e-9,2.5793858640856466e-8,1.999999682840125,5.479315238638472e-8,2.065999159941427e-8,2.999999998410832,1.9999999982353296,0.0,0.0,0.0,0.0,0.0,5.1852259599914326e-9,9.768870189210322e-9,2.7482527106269787e-9,2.585667505572312e-9,9.066782079682678e-9,8.708348052018917e-8,31.99999999775879,1.999999998109408,0.0,0.0,3.566187383186036e-8,7.977125284332264e-9,8.774016854875695e-9,0.0,9.213647648397736e-9,1.4586718802312309e-8,5.7310362785145e-9,7.107541978893739e-9,0.0,1.3823446483873526e-8,1.3043497454299993e-8,5.542081112084879e-9,6.821088154622053e-9,0.0,1.353974380972883e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t24,0.0,0.0,1.6253256814488402e-8,3.9529233194716904e-9,1.0193734625291553e-8,3.4968951994596144e-9,8.89767947965263e-9,9.266383470749415e-8,1.999999998106648,15.999999997776989,0.0,0.0,0.0,0.0,0.0,1.0555130544922466e-8,4.2071795132939035e-9,2.5793955183588407e-8,1.9999996830744544,5.480286579791769e-8,2.0659628065403263e-8,2.999999998410688,1.9999999982353283,0.0,0.0,0.0,0.0,0.0,5.1864739105650384e-9,9.775960716798763e-9,2.750248787176956e-9,2.587186693820974e-9,9.070394951418865e-9,8.709296092210929e-8,31.99999999772905,1.99999999807701,0.0,0.0,3.5652895344229814e-8,7.983410130377915e-9,8.81903389485744e-9,0.0,9.18603437645046e-9,1.4566085925588742e-8,5.732667094670546e-9,7.166389267272876e-9,0.0,1.3812242366781036e-8,1.30461338355589e-8,5.542911613325312e-9,6.871329639069638e-9,0.0,1.3540330057790133e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,1.6258871447147534e-8,3.953863309615208e-9,1.0194562590355985e-8,3.4976193817917802e-9,8.900237295815536e-9,9.266270705648355e-8,1.9999999980988463,15.999999997768434,0.0,0.0,0.0,0.0,0.0,1.0559068966246585e-8,4.208363164781944e-9,2.5796113478776368e-8,1.9999996834930047,5.482134037505071e-8,2.0661312133659816e-8,2.999999998410911,1.9999999982347305,0.0,0.0,0.0,0.0,0.0,5.16479683639026e-9,9.73798786826667e-9,2.7379007217955073e-9,2.5793282969558925e-9,9.053025102677693e-9,8.684410458971516e-8,31.999999997712507,1.9999999980426242,0.0,0.0,3.5386636256840005e-8,7.949179066496826e-9,8.782127321465431e-9,0.0,9.157323479663428e-9,1.4556908438177924e-8,5.735396045202592e-9,7.1400630951757925e-9,0.0,1.380249277253215e-8,1.30598012499708e-8,5.544890026947526e-9,6.8637711049407086e-9,0.0,1.3542211949527857e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,1.6267818254351327e-8,3.955732097712899e-9,1.0196273257840295e-8,3.4989676421324445e-9,8.904345588060797e-9,9.266536279440449e-8,1.9999999980942758,15.999999997760996,0.0,0.0,0.0,0.0,0.0,1.0565017003928322e-8,4.210303333495166e-9,2.5796471836451417e-8,1.9999996840621954,5.485434214656678e-8,2.0666778528146044e-8,2.9999999984094132,1.9999999982350534,0.0,0.0,0.0,0.0,0.0,5.118933653536084e-9,9.651995021392366e-9,2.710362138620687e-9,2.561387625056411e-9,9.011700216264967e-9,8.631790837065386e-8,31.99999999765652,1.9999999980048073,0.0,0.0,3.4834222035672175e-8,7.87056129065913e-9,8.695283674547837e-9,0.0,9.127436610956434e-9,1.4559341216731752e-8,5.739695414423546e-9,7.114793643365639e-9,0.0,1.3794207938032217e-8,1.3086061258960877e-8,5.548346755455017e-9,6.827556441345277e-9,0.0,1.3545408479514769e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t27,0.0,0.0,1.6280522101141136e-8,3.958497060464763e-9,1.0199043860226643e-8,3.5009201898402716e-9,8.909927608591849e-9,9.266939532108557e-8,1.9999999980899503,15.999999997750647,0.0,0.0,0.0,0.0,0.0,1.0573376723275738e-8,4.213123255781896e-9,2.5797927325550877e-8,1.9999996848157064,5.4903954351722e-8,2.0675992895815183e-8,2.9999999984050443,1.9999999982308336,0.0,0.0,0.0,0.0,0.0,5.046276961381458e-9,9.511508922053012e-9,2.6658601177684138e-9,2.531858708245049e-9,8.935455327968414e-9,8.545618847044197e-8,31.9999999976206,1.9999999979620398,0.0,0.0,3.392226247573611e-8,7.73567988498322e-9,8.645251610890163e-9,0.0,9.09626746523462e-9,1.4572745543163195e-8,5.74557081681456e-9,7.17881462831458e-9,0.0,1.3787405510567184e-8,1.312659450534785e-8,5.553145749562757e-9,6.881813754908227e-9,0.0,1.3549968436851517e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
