Zone,1,2,3
AnnualMean,38.8497,43.85692,47.25708
t1,144.02363324210995,87.30109341249545,89.57238849401122
t2,144.02363324211186,87.30109341249474,89.5723884940092
t3,144.02363324211183,87.30109341249387,89.5723884940058
t4,144.0236332421108,87.30109341249207,89.57238849399928
t5,144.02363324210933,49.085829891250484,18.37503142080824
t6,144.02363324209614,6.129854347783389e-12,1.1229624660312919e-11
t7,34.06812374806289,1.867246988596976e-12,5.056771766531449e-12
t8,19.945759999772843,8.976222905897473e-13,2.8262922297084826e-12
t9,1.677946124753651e-10,8.610679163706218e-13,2.4253005109189675e-12
t10,8.747438641800755e-11,1.3234537942103003e-12,2.39696604573184e-12
t11,5.327875099226301e-11,1.7487299111699811e-12,3.047927985929857e-12
t12,4.3552583519670474e-11,2.0212065959733006e-12,3.847845561646274e-12
t13,4.444362581738164e-11,2.1914862764960784e-12,6.185833518937604e-12
t14,5.2890654278406706e-11,2.312521835983877e-12,8.914085917989005e-12
t15,6.267750891640659e-11,3.1738004583593034e-12,1.0190642685451559e-11
t16,7.969999351217623e-11,4.396845274139777e-12,1.0128114637839361e-11
t17,1.0678853531516508e-10,5.5530897981008915e-12,2.055971326493631e-11
t18,40.577839966835896,0.3272211720250519,0.3272211720194126
t19,40.57783996700057,0.3272211720447877,0.32722117203730156
t20,40.57783996700559,0.32722117205537393,0.3272211720392512
t21,40.57783996700323,0.3272211720514222,0.32722117203912876
t22,40.57783996700193,0.32722117204579226,0.32722117203811735
t23,40.57783996700105,0.32722117204323226,0.32722117203761736
t24,40.57783996700036,0.3272211720421135,0.3272211720360155
t25,40.577839966999775,0.3272211720415907,0.3272211720340314
t26,40.577839966998944,0.3272211720410621,0.3272211720318222
t27,40.57783996699837,0.3272211720408364,0.3272211720307405
t28,40.577839966997594,0.32722117204043555,0.32722117202851336
t29,40.57783996699599,0.3272211720360181,1.3337838296333707e-10
t30,13.215457092198049,6.9615046149129376e-12,9.689251655834221e-12
t31,2.2092792688949476e-11,3.1096100722019927e-12,6.137787389433904e-12
t32,1.2299867561574024e-11,1.3435281791810115e-12,5.452267030208361e-12
t33,4.43918199653643e-12,8.574933460230031e-13,5.114945775672873e-12
t34,3.70763703229444e-12,8.259506754403601e-13,4.520882806812363e-12
t35,4.46010045108521e-12,1.20961799303856e-12,4.719151917570405e-12
t36,5.738157506245198e-12,1.7791950711314594e-12,5.764225605325803e-12
t37,7.1476592302586685e-12,2.8820348749306586e-12,6.7308740327764714e-12
t38,1.063219770180819e-11,3.563964215333135e-12,8.246387359643043e-12
t39,1.2141118679031927e-11,4.062537413428926e-12,9.998890053167036e-12
t40,1.3861578355927997e-11,4.620837860005923e-12,1.4466163347008664e-11
t41,1.5807964024853384e-11,6.3547913169680344e-12,4.138957828358271e-11
t42,0.32722117204994505,14.897751875641703,48.70273009136527
t43,0.3272211720893675,14.897751875701802,48.702730091386016
t44,13.215457092106591,14.897751875702987,48.70273009138857
t45,0.32722117210782814,14.897751875701902,48.702730091390386
t46,0.327221172092904,14.897751875703527,48.702730091390734
t47,0.32722117208896984,14.897751875707097,48.7027300913908
t48,0.3272211720874812,14.897751875719893,48.70273009138993
t49,0.32722117208686347,14.897751875733293,48.70273009138943
t50,0.32722117208648305,14.897751875738738,48.702730091388574
t51,0.32722117208593915,14.89775187573668,48.702730091387785
t52,0.32722117208561563,14.897751875733716,48.70273009138673
t53,0.3272211720850834,14.897751875734908,48.70273009135556
t54,0.32722117207899526,12.332497187621863,40.945030749353016
t55,3.878308536486234e-11,12.33249718761563,40.945030749337086
t56,1.9381050494324298e-11,12.332497187593612,40.94503074930899
t57,7.760216161301292e-12,12.332497187574864,40.94503074915593
t58,7.1841127994676e-12,7.635802813461978,8.006255680288376
t59,7.062944513511318e-12,7.727404286665127e-11,7.309180974365584e-10
t60,1.3343348234880413e-11,3.897461768804844e-11,1.7334048028645248e-10
t61,1.858326008876334e-11,5.5759758987518704e-11,9.285402726651298e-11
t62,1.82229257609473e-11,7.987455950677346e-11,8.958728178107826e-11
t63,1.9113972947761843e-11,1.611282123689367e-10,1.171486382557281e-10
t64,2.120437739000451e-11,7.506999331424954e-10,2.8273308487423004e-10
t65,2.3440252209848482e-11,40.17433289528941,9.049250620189415e-10
t66,0.4056875412540321,152.82120293089707,145.75010067989479
t67,0.4056875414432627,152.82120293101343,145.75010067992824
t68,13.423967637423875,152.82120293103492,145.75010067992093
t69,0.40568754192031714,152.8212029310226,145.75010067991914
t70,0.4056875414493297,152.82120293102486,145.75010067991028
t71,0.40568754144062263,152.8212029310363,145.75010067989405
t72,0.4056875414386403,152.82120293104052,145.75010067988822
t73,0.4056875414377573,152.8212029310348,145.7501006798925
t74,0.4056875414371392,152.82120293103614,145.75010067988936
t75,0.4056875414365191,152.82120293103765,145.75010067988597
t76,0.40568754143522134,152.82120293103824,145.75010067987932
t77,0.40568754143400854,152.8212029310319,123.08592521547682
t78,0.4056875414182336,121.70324906347109,123.08592521540885
t79,1.9559692055484252e-10,121.70324906344311,7.572171962081426
t80,1.9288777205261944e-10,45.43254670344349,1.0807961934727539e-10
t81,1.8047909310684298e-10,8.627052344943136,1.760848652124693e-10
t82,6.691178482819617e-11,2.290297173950959e-10,8.034136416635121e-11
t83,3.885901611615244e-11,1.1839137814464419e-10,6.927447480809416e-11
t84,2.4884787977654756e-11,9.638021260036814e-11,8.434775675402717e-11
t85,1.8912300555817636e-11,8.280239692093562e-11,1.2036679899390661e-10
t86,1.826316187722743e-11,1.1108384265491308e-10,2.2962955153255844e-10
t87,1.961799515808274e-11,1.7862692386158884e-10,6.629242435183533e-10
t88,2.515981011118789e-11,4.933164750790327e-10,125.25315716912617
t89,3.852787173763989e-11,39.98813270898261,165.3678875903689
t90,1.6488244050625285e-10,144.1165040919726,165.36788759039757
t91,110.81186966839802,144.11650409200226,165.36788759041133
t92,151.37754945229167,144.11650409201866,165.36788759041417
t93,137.2037453786485,144.11650409200377,165.3678875904133
t94,110.81186966841875,144.1165040920015,165.3678875904127
t95,110.81186966840366,144.11650409200004,165.3678875904121
t96,110.81186966840035,144.11650409199902,165.36788759041116
t97,110.81186966839905,144.11650409199825,165.3678875904109
t98,110.81186966839813,144.11650409199734,165.36788759040923
t99,110.81186966839728,144.11650409199626,165.36788759040704
t100,110.81186966839633,144.11650409199427,165.36788759040186
t101,110.81186966839304,144.11650409192865,165.3678875903642
t102,110.81186966821672,35.616762137729324,89.80909807518907
t103,50.79976558569438,9.045517830613445e-12,89.80909807514522
t104,50.79976558568657,4.459978165368254e-12,19.968300035525544
t105,19.9457599998714,3.4102956163845512e-12,4.5360343952653835e-10
t106,8.638934366755241e-11,2.9637359941394954e-12,2.9009425503088714e-10
t107,3.7847508186846827e-11,4.098331200773551e-12,2.843766574078717e-10
t108,2.4495372184429385e-11,4.83252516424076e-12,1.9363004986397278e-10
t109,1.98523352974726e-11,6.1441760046633926e-12,1.384106763708968e-10
t110,2.1430236773367852e-11,7.150503987839792e-11,1.666469272977381e-10
t111,2.2890420925332828e-11,19.968299997954812,7.859638449003999e-9
t112,2.7431146568114164e-11,35.61676213773201,37.3447181784819
t113,4.123159902853858e-11,36.51830470961155,106.4343786331623
t114,1.390198715466811e-10,53.608310419822715,106.43437863322528
t115,60.345847809163274,53.60831041983577,106.43437863323705
t116,60.34584780920491,53.608310419845814,106.4343786332376
t117,60.34584780919851,53.60831041984129,106.43437863323707
t118,60.34584780919529,53.6083104198372,106.43437863323597
t119,60.34584780919381,53.608310419834275,106.43437863323577
t120,60.3458478091931,53.60831041983257,106.43437863323594
t121,60.34584780919258,53.60831041983134,106.43437863323474
t122,60.34584780919227,53.60831041983063,106.43437863323415
t123,60.345847809191895,53.608310419829934,106.4343786332328
t124,60.34584780919126,53.60831041982911,106.4343786332284
t125,60.34584780918978,53.60831041982468,106.43437863314469
t126,2.61309934453093e-10,5.046109045714672e-11,1.8678732716793025e-10
t127,1.9972631808023882e-11,2.1216163664415324e-11,1.7057382438198738e-10
t128,6.277876111597955e-12,7.0711383641820414e-12,1.579869678551706e-10
t129,4.109267868434818e-12,5.518600761858305e-12,1.3621205033470834e-10
t130,4.487662294324543e-12,7.011586601376487e-12,6.436163476362213e-11
t131,6.3102646151790474e-12,1.3890507178036836e-11,4.1404407358135696e-11
t132,9.155948150054928e-12,1.719764989114779e-11,2.997575283595223e-11
t133,1.0046489310855713e-11,2.4560288554847066e-11,3.438379948116075e-11
t134,9.510278770211876e-12,3.725558848642052e-11,3.945909858848442e-11
t135,9.998254754820775e-12,4.0219151311734315e-11,5.203498100642123e-11
t136,1.1642096759093266e-11,4.3227888789366437e-11,7.221682958708314e-11
t137,1.1826008820809715e-11,5.966890582501359e-11,1.0509952679030025e-10
t138,3.7430620664682554e-11,87.30109341249974,29.422495102839076
t139,144.02363324209284,87.30109341252441,29.422495102856978
t140,144.02363324211487,87.3010934125303,29.422495102860506
t141,144.02363324210964,87.30109341252387,29.42249510286111
t142,144.02363324210756,87.30109341251914,29.422495102859422
t143,144.02363324210646,87.30109341251674,29.422495102859223
t144,144.0236332421073,87.30109341251561,29.422495102861014
t145,144.0236332421109,87.301093412515,29.422495102861173
t146,144.02363324211203,87.30109341251428,29.422495102861955
t147,144.02363324211112,87.3010934125138,29.422495102859344
t148,144.02363324210933,87.30109341251325,29.42249510285634
t149,144.02363324210725,87.30109341251048,29.42249510240182
t150,144.0236332419948,73.61468546434367,24.6262398549989
t151,121.62464317605932,73.61468546433164,2.5322555840990093e-11
t152,70.08364950636327,73.61468546430034,1.2285937848143438e-11
t153,23.713043978909543,45.432546702775056,1.467988655174582e-11
t154,5.1566232102503296e-11,3.011703415992494e-10,2.0083900093715718e-11
t155,4.6588258260384954e-11,2.113254723302442e-10,3.3661873612989106e-11
t156,3.9168393390796235e-11,1.8606151927586293e-10,4.1682393297127234e-11
t157,3.5237109625909124e-11,1.5959516932074974e-10,6.02922581627792e-11
t158,3.906126914115573e-11,1.6389173690567838e-10,8.94726560238198e-11
t159,4.472643673536291e-11,1.5136387145562034e-10,1.3172340794486225e-10
t160,6.130109327489059e-11,2.1970057171873163e-10,3.327197723986494e-10
t161,1.3077459349342268e-10,43.29430536560639,45.39473931902947
t162,83.1135688979079,87.30109341248476,89.57238849400673
t163,144.02363324209216,87.30109341254735,89.57238849402651
t164,144.02363324244163,137.1153292171548,89.57238849403637
t165,144.02363324210697,87.30109341254084,89.57238849402842
t166,144.02363324210262,87.3010934125063,89.57238849402451
t167,144.02363324210208,87.30109341250042,89.57238849402191
t168,144.02363324210424,87.30109341249845,89.57238849401982
