Zone,1,2,3,Total
t45,3.151333941514459e-6,3.508055933308629e-6,3.7268139475476554e-6,1.0386203822370743e-5
t46,3.140922764324357e-6,3.516405318601105e-6,3.7555537655360825e-6,1.0412881848461544e-5
t47,3.1340914377684964e-6,3.5226394461821977e-6,3.771940910411133e-6,1.0428671794361828e-5
t48,3.1328456373903417e-6,3.5304603626802855e-6,3.7825307216941754e-6,1.0445836721764804e-5
t49,3.1287099722357136e-6,3.5323684082007367e-6,3.7829123417144604e-6,1.044399072215091e-5
t50,3.1265462342520383e-6,3.5339882535055004e-6,3.7743296803921823e-6,1.0434864168149722e-5
t51,3.128443523938871e-6,3.5378227398569177e-6,3.7595775365290223e-6,1.0425843800324812e-5
t52,3.1269940684801812e-6,3.536006015009442e-6,3.7319020681307714e-6,1.0394902151620395e-5
t53,3.1267883589991908e-6,3.5337097689964856e-6,3.6854396065406126e-6,1.0345937734536289e-5
t54,3.1299753159300888e-6,3.5222170925697704e-6,3.534372655645744e-6,1.0186565064145603e-5
t55,3.127587126179676e-6,3.519616357963809e-6,3.4707051583746142e-6,1.01179086425181e-5
t56,3.1271321272910264e-6,3.518950205857247e-6,3.394297065832375e-6,1.0040379398980649e-5
t57,3.1292578144237192e-6,3.522061599124048e-6,3.2943085388400477e-6,9.945627952387816e-6
t58,3.127878704402399e-6,3.5068372848787422e-6,3.0060936751855103e-6,9.640809664466653e-6
t59,3.12688283280741e-6,3.495315908555441e-6,2.9426135882080094e-6,9.56481232957086e-6
t60,3.1296336666673552e-6,3.551975690262578e-6,2.936174229973962e-6,9.617783586903896e-6
t61,3.1281702138700987e-6,3.6491781096519e-6,2.961509285527789e-6,9.738857609049788e-6
t62,3.127504297585338e-6,3.8114710228835045e-6,3.030475838550308e-6,9.96945115901915e-6
t63,3.131838210195284e-6,4.091552094276796e-6,3.1672104841208172e-6,1.0390600788592897e-5
t64,3.133983574288582e-6,4.611770310026507e-6,3.4057154391083923e-6,1.115146932342348e-5
t65,3.138572344057407e-6,1137.7545667997322,3.9024509012046304e-6,1137.7545738407555
t66,3.1535057656518973e-6,21054.07776069774,122.81565025255973,21176.893414103804
t67,3.1657326367406408e-6,22424.343682869923,127.61198989008103,22551.955675925736
t68,3.2181569163628684e-6,22424.343683259765,127.39092587618005,22551.734612354103
t69,3.1668672919880137e-6,22424.34368381235,127.39092686715738,22551.734613846373
t70,3.157860788073793e-6,22424.34368409479,127.39092711036773,22551.73461436302
t71,3.1526817814125815e-6,22424.343684295894,127.3909271753535,22551.734614623932
t72,3.1519337956296425e-6,22424.343684310952,127.39092715646096,22551.73461461935
t73,3.1485936813131333e-6,22424.343684179028,127.39092705600791,22551.73461438363
t74,3.1470804804397294e-6,22424.343683848,127.39092685141893,22551.7346138465
t75,3.1495393574259322e-6,22424.343683281808,127.39092649652443,22551.734612927874
t76,3.148877369071903e-6,22424.34368221219,127.39092576822148,22551.73461112929
t77,3.1491847799388198e-6,19645.661876502203,127.39087964764438,19773.05275929903
t78,3.1529485027237595e-6,6488.4307789154045,127.39087615516031,6615.821658223514
t79,3.1462516616306797e-6,2337.474137405657,3.7371276894815053e-6,2337.4741442890368
t80,3.1495411405635164e-6,1348.0357712502714,3.3310016436117853e-6,1348.035777730814
t81,3.159948731690496e-6,4.5709565826425865e-6,3.154432260575559e-6,1.0885337574908641e-5
t82,3.1702844167851286e-6,4.147428020583264e-6,3.07266428946129e-6,1.0390376726829682e-5
t83,3.189228201954093e-6,3.964085961833855e-6,3.058696097082071e-6,1.0212010260870019e-5
t84,3.2232261892494744e-6,3.894325976938647e-6,3.1107858517767364e-6,1.0228338017964858e-5
t85,3.26997703008924e-6,3.903197748751708e-6,3.239600743652962e-6,1.041277552249391e-5
t86,3.343200519509707e-6,3.995584379610242e-6,3.4842840810315918e-6,1.0823068980151541e-5
t87,3.4597244545992763e-6,4.203166610369725e-6,4.0212567000714125e-6,1.1684147765040415e-5
t88,3.6366970791558324e-6,4.6171221445927715e-6,127.61196245532713,127.61197070914635
t89,3.92989854444958e-6,862.7719892813951,3978.075056075011,4840.847049286305
t90,4.504269632239876e-6,5125.525072897899,4401.106128052681,9526.63120545485
t91,544.7051837199283,5237.974805168409,4401.106128609895,10183.786117498232
t92,529.9014087812708,5237.4549146170875,4401.106129002123,10168.462452400483
t93,529.9013893763707,5237.455448395601,4401.106130516827,10168.462968288797
t94,529.901403135399,5237.455055060164,4401.106129390718,10168.46258758628
t95,529.9013985577877,5237.454941748119,4401.106129391826,10168.462469697733
t96,529.9014013688142,5237.454965558719,4401.106129282995,10168.462496210528
t97,529.9013995772762,5237.454937483061,4401.106129401485,10168.462466461822
t98,529.9014014164794,5237.454958806257,4401.106128901071,10168.462489123809
t99,529.9013983519128,5237.4549896602475,4401.106128354247,10168.462516366406
t100,529.9014009565011,5237.454940773637,4401.106127553882,10168.462469284019
t101,529.9014021810141,4495.09650173961,2862.5686543911675,7887.566558311792
t102,529.9014003656841,5.756090918647202e-6,127.39086907815636,657.2922751999314
t103,529.9013971895163,4.304188636136195e-6,127.39086775982857,657.2922692535335
t104,529.9013962634536,3.944493236323578e-6,3.869002898285258e-6,529.9014040769497
t105,4.151155862701866e-6,3.7544504596342305e-6,3.335375645073478e-6,1.1240981967409574e-5
t106,3.720724617776485e-6,3.645830948836264e-6,3.1582963797241518e-6,1.0524851946336902e-5
t107,3.5391810456493453e-6,3.5925620839503594e-6,3.073745546509911e-6,1.0205488676109616e-5
t108,3.4399361976983175e-6,3.586144669243288e-6,3.056093713553471e-6,1.0082174580495076e-5
t109,3.3864965940526933e-6,3.6163361973800513e-6,3.092949703743589e-6,1.0095782495176335e-5
t110,3.3716461359406633e-6,3.696016414770712e-6,3.196013827274648e-6,1.0263676377986024e-5
t111,3.3950189423421103e-6,3.937898195307958e-6,3.387043428742297e-6,1.0719960566392364e-5
t112,3.452570668458322e-6,4.376015083619772e-6,4.269815473238166e-6,1.2098401225316262e-5
t113,3.5600497897359995e-6,4.718350887576202e-6,127.61193141424775,127.61193969264842
t114,3.752757983174473e-6,1684.569311876407,127.48158224340891,1812.0508978725738
t115,544.7051785984833,1638.7867517148857,127.39086806791049,2310.8827983812794
t116,529.9013964313742,1638.7867517862853,127.39086818987353,2296.079016407533
t117,529.9013965673395,1638.786751832817,127.39086827135364,2296.07901667151
t118,529.901396651856,1638.7867518534242,127.39086831330985,2296.07901681859
t119,529.9013966991388,1638.7867518552684,127.39086831949356,2296.079016873901
t120,529.9013967150373,1638.786751841465,127.39086829392181,2296.079016850424
t121,529.9013966903071,1638.7867518037206,127.3908682303826,2296.0790167244104
t122,529.9013966302261,1638.7867517432258,127.39086812235375,2296.0790164958057
t123,529.9013965326506,1638.7867516563174,127.39086796419376,2296.0790161531613
t124,529.901396375327,1638.7867515220728,127.39086773033125,2296.0790156277308
t125,529.9013961074596,1638.7867512823352,127.39086737810116,2296.079014767896
t126,3.641639393966563e-6,3.7019493865914216e-6,3.3887852316687134e-6,1.0732374012226698e-5
t127,3.472120971843282e-6,3.559944195789377e-6,3.1090925173798374e-6,1.0141157685012496e-5
t128,3.372137090264973e-6,3.4780782312503217e-6,2.9570025544770676e-6,9.807217875992361e-6
t129,3.3170403930892477e-6,3.4335222941136964e-6,2.8687185632766777e-6,9.619281250479622e-6
t130,3.2858620853844286e-6,3.409630601628932e-6,2.815049181702467e-6,9.510541868715827e-6
t131,3.2779613528462687e-6,3.4076354926468047e-6,2.7853522823178436e-6,9.470949127810917e-6
t132,3.2956304256746897e-6,3.4297382311961155e-6,2.777601978880826e-6,9.502970635751632e-6
t133,3.335436600682817e-6,3.4713196660084916e-6,2.77642379263664e-6,9.583180059327948e-6
t134,3.409744375378554e-6,3.544536448066509e-6,2.7866275993746816e-6,9.740908422819744e-6
t135,3.536704866280262e-6,3.665204508622703e-6,2.813178544440394e-6,1.001508791934336e-5
t136,3.7400194918337975e-6,3.851211897785451e-6,2.8539982427737666e-6,1.0445229632393015e-5
t137,4.093172690062302e-6,4.176586219826619e-6,2.9213704732466836e-6,1.1191129383135602e-5
t138,4.8702048691934074e-6,2402.775712043036,3.140546815811365e-6,2402.7757200537876
t139,2670.5328446210174,2337.474021759595,3.146335995442732e-6,5008.006869526948
t140,2590.9468720270706,2337.474021968218,3.1634608954308874e-6,4928.4208971587495
t141,2590.946873016782,2337.4740220989393,3.1798792111246777e-6,4928.420898295601
t142,2590.9468735783744,2337.474022189253,3.1881278222696796e-6,4928.420898955756
t143,2590.9468739215135,2337.4740222009764,3.190319090950661e-6,4928.4208993128095
t144,2590.946874120585,2337.474022272074,3.1900917421697938e-6,4928.420899582751
t145,2590.946874126719,2337.474022271068,3.18189857990088e-6,4928.420899579685
t146,2590.9468740065613,2337.4740222392575,3.1661696502890022e-6,4928.420899411988
t147,2590.946873713339,2337.4740221921597,3.1449461080417923e-6,4928.420899050445
t148,2590.9468731783413,2337.4740221028615,3.110909707243817e-6,4928.420898392112
t149,2590.946872274729,2337.474021953101,3.049164398144134e-6,4928.420897276994
t150,2590.94686987948,2337.474021581591,2.971106613145536e-6,4928.420894432177
t151,529.9014578564625,2337.4740213352397,2.8336480423315963e-6,2867.3754820253503
t152,529.9013984554249,2337.4740210842306,2.7950859201946625e-6,2867.3754223347414
t153,4.7472255527840006e-6,274.52316573913964,2.778439503736187e-6,274.5231732648047
t154,4.0381101046625896e-6,4.034932695458801e-6,2.774025573783518e-6,1.0847068373904908e-5
t155,3.7848499596619573e-6,3.868411197564833e-6,2.783656303978292e-6,1.0436917461205082e-5
t156,3.6689554240970065e-6,3.796750319032228e-6,2.8122931339933928e-6,1.0277998877122627e-5
t157,3.637136649027983e-6,3.7865304890962636e-6,2.8583909472983266e-6,1.0282058085422574e-5
t158,3.68321172391355e-6,3.838625332777249e-6,2.9335866028126443e-6,1.0455423659503444e-5
t159,3.822578965828341e-6,3.967784124256619e-6,3.0586664617449102e-6,1.0849029551829871e-5
t160,4.095948036488953e-6,4.209956236595877e-6,3.2684600040213807e-6,1.157436427710621e-5
t161,4.674771883251781e-6,600.4886240697704,4.891742476742598e-6,600.4886336362847
t162,529.3815730876375,2370.9996129380347,94.38506908266483,2994.766255108337
t163,2655.7290654671165,2337.474025390006,127.39082556538978,5120.593916422512
t164,2590.946873128103,2337.474166357573,127.39065576906394,5055.811695254741
t165,2590.946859268231,2337.4738981587852,127.39159995481698,5055.812357381834
t166,2590.9468698470646,2337.473959394406,127.39086165870778,5055.811690900178
t167,2590.94687701966,2337.473959090746,127.39086626102637,5055.811702371433
t168,2590.9468767916214,2337.474014242627,127.39086744354107,5055.811758477789
