Zone,1,2,3,Total
CO2_Price_1,289.4005726611968,289.4005726611968,289.4005726611968,0.0
AnnualSum,4.025085495370032e6,2.2051745951933406e7,3.1448201961581344e6,2.922165164346157e7
t1,2590.946873313367,2337.4739410544867,127.39086707302877,5055.811681440882
t2,2590.9468732721293,2337.473925256406,127.39086680042348,5055.811665328959
t3,2590.946875944637,2337.473869743157,127.39086671101565,5055.811612398809
t4,2590.9468704452756,2337.473957240195,127.39086654766196,5055.811694233133
t5,2590.9468708956124,2337.474016335839,3.3278998079599414e-6,4928.420890559352
t6,2590.9468652200626,3.8815773901210806e-6,3.0492727370608494e-6,2590.946872150913
t7,5.657401541880412e-6,3.6552049999173682e-6,2.919148785853659e-6,1.2231755327651438e-5
t8,4.420118482369567e-6,3.5186674291694856e-6,2.8388659055535313e-6,1.0777651817092585e-5
t9,3.859216551812017e-6,3.431884678073242e-6,2.7906561613417256e-6,1.0081757391226984e-5
t10,3.61447447213639e-6,3.3698787680138386e-6,2.7573910881488596e-6,9.741744328299088e-6
t11,3.4752035138824856e-6,3.327692325708802e-6,2.7358500496075898e-6,9.538745889198878e-6
t12,3.39848146706404e-6,3.3012755802942863e-6,2.7231822425238473e-6,9.422939289882174e-6
t13,3.3591895724170005e-6,3.278825437849384e-6,2.711448395887858e-6,9.349463406154243e-6
t14,3.3527057117664485e-6,3.262956517512985e-6,2.7020600695502087e-6,9.317722298829642e-6
t15,3.37946048294487e-6,3.2543110048137827e-6,2.698075563766023e-6,9.331847051524675e-6
t16,3.435870109191908e-6,3.2435594784189373e-6,2.691557130260949e-6,9.370986717871794e-6
t17,3.5395008982867184e-6,3.234998415014682e-6,2.685817811110828e-6,9.460317124412228e-6
t18,3.922518023998053e-6,3.2331384204543206e-6,2.6855483429315137e-6,9.841204787383887e-6
t19,4.029061125130003e-6,3.2266137152789212e-6,2.6825220463476353e-6,9.93819688675656e-6
t20,4.098982582548644e-6,3.2227826963185714e-6,2.680164309311719e-6,1.0001929588178934e-5
t21,4.1482428445403184e-6,3.2232225760165426e-6,2.6816959325977564e-6,1.0053161353154616e-5
t22,4.1758162191554555e-6,3.219746351169109e-6,2.681077149762803e-6,1.0076639720087368e-5
t23,4.188417275404651e-6,3.218406418719692e-6,2.6808236732962617e-6,1.0087647367420605e-5
t24,4.189310230527921e-6,3.2213281365640307e-6,2.6846652642301237e-6,1.0095303631322075e-5
t25,4.17174206441278e-6,3.2201926152473574e-6,2.686169267295587e-6,1.0078103946955724e-5
t26,4.138000032785875e-6,3.220724137546341e-6,2.68787369688266e-6,1.0046597867214876e-5
t27,4.087079115852956e-6,3.2251755594047136e-6,2.69356102335114e-6,1.000581569860881e-5
t28,4.007397980208635e-6,3.226008673895622e-6,2.6975429217228666e-6,9.930949575827123e-6
t29,3.886302364618181e-6,3.228710503583789e-6,2.7011086960775828e-6,9.816121564279553e-6
t30,3.556604390603628e-6,3.2336416748547876e-6,2.710960730439824e-6,9.501206795898239e-6
t31,3.381368098144583e-6,3.2355130706362746e-6,2.7182803262142124e-6,9.33516149499507e-6
t32,3.3006389025838514e-6,3.238033575595777e-6,2.7262411665684445e-6,9.264913644748073e-6
t33,3.2499155997434043e-6,3.2439191382631547e-6,2.739378230838629e-6,9.233212968845189e-6
t34,3.2122999451666947e-6,3.24554392898232e-6,2.7518533325278205e-6,9.209697206676835e-6
t35,3.186955475309192e-6,3.2490670895942642e-6,2.768616311463669e-6,9.204638876367125e-6
t36,3.1729297056313388e-6,3.2574396486315048e-6,2.7959840127623818e-6,9.226353367025226e-6
t37,3.160046689001162e-6,3.2632078846255175e-6,2.8307251092733407e-6,9.25397968290002e-6
t38,3.1519468991048434e-6,3.2734484834949816e-6,2.88339745205398e-6,9.308792834653804e-6
t39,3.149597684956479e-6,3.29160870351592e-6,2.969513421395098e-6,9.410719809867496e-6
t40,3.1456016079097113e-6,3.3120159316567797e-6,3.1138363389800595e-6,9.57145387854655e-6
t41,3.145048318337684e-6,3.3434652357250395e-6,3.438346034234658e-6,9.926859588297382e-6
t42,3.152929564226762e-6,3.4458830564746665e-6,6.795261358187692e-6,1.339407397888912e-5
t43,3.157123626738991e-6,3.4719850237333416e-6,3.637214600570348e-6,1.026632325104268e-5
t44,3.2059712153511974e-6,3.491287691758253e-6,3.683535003687402e-6,1.0380793910796852e-5
