Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
Zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0
AnnualSum,0.0,0.0,2.1458672634112566e-5,3319.277586682344,7.917723453558884e-6,1720.714288125844,1.3353821624384994e-5,0.00010591243692191754,1.479101268317636e-7,1.7274749417039047e-7,0.0,0.0,0.0,0.0,0.0,1.42631865642301e-5,1239.4397362468476,2.4892672219150527e-5,2.591622816128825e-5,7.040793773750201e-5,2.162129078612425e-5,1.4855873736825006e-7,1.5709691583634445e-7,0.0,0.0,0.0,0.0,0.0,5.898927060546999e-6,1.0898693639445152e-5,6.696880113114266e-6,2.5082281147487544e-6,1.1443425706287974e-5,7.257865282845866e-5,2.2547696947145774e-7,1.911589498866998e-7,0.0,0.0,7717.718224501588,1111.0372061495889,9.033698540096914e-6,0.0,2.069559982155173e-7,40011.009052178306,451.66849116755935,9.001921782800127e-6,0.0,2.0682931492599723e-7,1855.3768653047396,3.6955413764488486e-5,9.239298940538479e-6,0.0,1.911539643370099e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57426.24193200382
t1,0.0,0.0,2.0627376877355407e-9,5.279588587142816e-10,9.733480455363561e-10,4.817754621511022e-10,1.5928967416995446e-9,1.2520765572777423e-8,3.118224410135429e-11,3.7526752194409136e-11,0.0,0.0,0.0,0.0,0.0,1.5259716897463613e-9,5.550438068467114e-10,3.0648915996947015e-9,6.242729424849959e-10,8.098589266280752e-9,2.45509656185555e-9,2.250956896537618e-11,2.3941372650221622e-11,0.0,0.0,0.0,0.0,0.0,5.849429409902063e-10,1.431105259995183e-9,4.366064960302245e-10,4.0003907222308506e-10,1.3731378742334484e-9,7.999754304617913e-9,2.024159233243439e-11,1.6963885715113e-11,0.0,0.0,2.821817649796428e-10,6.044219381130247e-10,9.63348391835214e-10,0.0,2.331615846000448e-11,8.990007550655744e-10,1.1978262423903778e-9,1.0433274908457526e-9,0.0,4.041519176318631e-11,7.641767347181984e-10,1.003382807038865e-9,1.037642790399402e-9,0.0,3.2141921576096047e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.475248178675763e-8
t2,0.0,0.0,2.2322933802793696e-9,5.831479694977606e-10,1.013387570180762e-9,5.265890234614583e-10,1.6379745876712984e-9,1.3189861237363354e-8,3.7146926507993856e-11,4.460663948332539e-11,0.0,0.0,0.0,0.0,0.0,1.63678550971008e-9,6.083407183897714e-10,3.126290626708354e-9,7.594306201379855e-10,8.378211972669647e-9,2.6000125080555203e-9,2.5327658163052825e-11,2.703646745526477e-11,0.0,0.0,0.0,0.0,0.0,6.939056881873286e-10,1.6622116882530734e-9,5.270918327116278e-10,4.3798530844830657e-10,1.4686220460161994e-9,8.892260124626124e-9,2.3357029858950666e-11,1.975371866297808e-11,0.0,0.0,2.835640589447883e-10,6.589341854516284e-10,1.094877113747062e-9,0.0,2.5856799761586665e-11,1.067490696395164e-9,1.3078244706785437e-9,1.1138271820243772e-9,0.0,4.466111027609023e-11,9.41528457049676e-10,1.1270441345106546e-9,1.1330679178753363e-9,0.0,3.522827423377688e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8985535253448276e-8
t3,0.0,0.0,2.4597270940358173e-9,6.574475229776283e-10,1.0629331108760905e-9,5.86270664667472e-10,1.7131964711878268e-9,1.412668472209843e-8,4.6320635082888176e-11,5.582741257565168e-11,0.0,0.0,0.0,0.0,0.0,1.785082060964956e-9,6.794876904424682e-10,3.2115038633390173e-9,1.0180025680616158e-9,8.848094224111381e-9,2.817635007322325e-9,2.9161418464920376e-11,3.113324985434502e-11,0.0,0.0,0.0,0.0,0.0,8.509964486754157e-10,1.9778874934779453e-9,6.636911537318859e-10,4.801472720462817e-10,1.591059805357852e-9,1.0025708637366484e-8,2.7868592140146136e-11,2.3789915194950413e-11,0.0,0.0,2.9685599327931325e-10,7.559257648986564e-10,1.2045955166662965e-9,0.0,2.9105536456021536e-11,1.4067051335289523e-9,1.481439750838861e-9,1.1520113620022613e-9,0.0,5.000315183450311e-11,1.2707477996692385e-9,1.309894320931593e-9,1.1819011512180704e-9,0.0,3.88070307413671e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.494764954611894e-8
t4,0.0,0.0,2.8205661500104704e-9,7.709794825002598e-10,1.131418110713125e-9,6.767353317381578e-10,1.845177348012167e-9,1.5553034131865108e-8,6.197965375203955e-11,7.481531284187743e-11,0.0,0.0,0.0,0.0,0.0,2.0159167182987443e-9,7.878519129715334e-10,3.3481034976988525e-9,1.7246644878322329e-9,9.64784525684248e-9,3.149212790289663e-9,3.4411414106678514e-11,3.674240316793203e-11,0.0,0.0,0.0,0.0,0.0,1.1010152148294613e-9,2.456962525479148e-9,8.949115559476372e-10,5.349031410273167e-10,1.7570301745767012e-9,1.1553475694277032e-8,3.4879709298067e-11,3.001765960076859e-11,0.0,0.0,3.4086074355013706e-10,9.40590627987412e-10,1.3816692687297412e-9,0.0,3.335043465035499e-11,2.3520736290572767e-9,1.7981031061752161e-9,1.305765874309841e-9,0.0,5.6900645761794385e-11,2.2256049268425363e-9,1.6391870696233054e-9,1.3347073225637345e-9,0.0,4.319025771786618e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.549465358464667e-8
t5,0.0,0.0,3.5017774931174825e-9,9.8731433957678e-10,1.2361000857663685e-9,8.45031115031748e-10,2.10872539000107e-9,1.8084858321188144e-8,9.410315646941414e-11,1.1513617001418954e-10,0.0,0.0,0.0,0.0,0.0,2.4663779329269865e-9,9.938567514442672e-10,3.5907995928635823e-9,1.6523778949182214e-8,1.1267890345313756e-8,3.749626442995835e-9,4.1702434055925544e-11,4.4656188020189334e-11,0.0,0.0,0.0,0.0,0.0,1.5663302791977673e-9,3.301049685216021e-9,1.3745854558029718e-9,6.185100305776741e-10,2.0111766418100246e-9,1.380539300366658e-8,4.736799777822033e-11,4.103311446589219e-11,0.0,0.0,4.4286181010965303e-10,1.3224536370782717e-9,1.6788363501519868e-9,0.0,3.911261537309048e-11,3.022739783452819e-8,2.5952764341898594e-9,1.4971550849358643e-9,0.0,6.597417104676033e-11,8.895642461363959,2.51673113610031e-9,1.5876885247518655e-9,0.0,4.7736839554291634e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.895642591802362
t6,0.0,0.0,3.1567764369370017e-9,8.969154684744578e-10,1.202672995339972e-9,7.726912753557985e-10,2.024372333399691e-9,1.7375068120828168e-8,1.0115225138668527e-10,1.2072550065936655e-10,0.0,0.0,0.0,0.0,0.0,1.9063195254404687e-9,7.607661772483245e-10,3.303567067098937e-9,2.227932655856206e-7,9.790414964285721e-9,3.215012123492762e-9,3.8751467019614555e-11,4.150759633342552e-11,0.0,0.0,0.0,0.0,0.0,2.7366946867273066e-9,5.278240461195171e-9,2.8879261566267594e-9,7.763389305886459e-10,2.4747658832580907e-9,1.7722752876022147e-8,7.61146954163643e-11,6.622872417200144e-11,0.0,0.0,7.905310370817937e-10,2.5101623534402382e-9,2.063606250010089e-9,0.0,4.730348804132028e-11,163.22468283574847,1.996296239362928e-9,1.3907002487048567e-9,0.0,6.623915303667775e-11,6.977212644059984e-9,1.4919884994984492e-9,1.3114621939213072e-9,0.0,4.598523518790333e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.224683153959
t7,0.0,0.0,2.391035966481276e-9,6.468648217829208e-10,1.0741137677903967e-9,5.68999125176639e-10,1.6938065509948035e-9,1.4483104374759187e-8,8.12918953597105e-11,9.654142515290984e-11,0.0,0.0,0.0,0.0,0.0,1.5362255524211428e-9,6.061832450373345e-10,3.031323374102755e-9,2.4742285587326447e-8,8.715027220884609e-9,2.7978358846256053e-9,3.5421717781604364e-11,3.8050752667213616e-11,0.0,0.0,0.0,0.0,0.0,1.5232301390714157e-8,1.8051734342070695e-8,3.592265635009216e-8,1.2325921951434707e-9,3.739669538612698e-9,2.8239066849671e-8,1.9086828167180155e-10,1.89740530125876e-10,0.0,0.0,37.002758536417545,10.65378134617765,3.5667465964740377e-9,0.0,6.012932558048636e-11,4.691166043487532e-9,1.24687031114457e-9,1.2642454469048488e-9,0.0,6.294970939260301e-11,2.810560924741812e-9,1.0502668845840835e-9,1.2044638287463061e-9,0.0,4.3924271225702866e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.65654006393325
t8,0.0,0.0,1.9961362929162293e-9,5.273935021963132e-10,9.919571634817812e-10,4.696029382332912e-10,1.5414151751717036e-9,1.3010597657772877e-8,6.714376624928732e-11,7.958865193872625e-11,0.0,0.0,0.0,0.0,0.0,1.336414347352319e-9,5.220285075017853e-10,2.8556706980482088e-9,1.2787366088131187e-8,8.158387344185772e-9,2.563984023992361e-9,3.246968143500755e-11,3.4981522391421773e-11,0.0,0.0,0.0,0.0,0.0,1.9993613919798152e-9,3.524399136181794e-9,1.2657716811202473e-9,6.591890638834002e-10,2.399309636495796e-9,1.847308600885871e-8,1.7965928623066685e-10,1.6618179985817404e-10,0.0,0.0,3.478181456097519e-8,3.3187661259045238e-9,2.235391130444211e-9,0.0,5.871863728231063e-11,2.634318208665522e-9,9.655240269598984e-10,1.1333645908945912e-9,0.0,5.952994547830881e-11,1.9425280569520143e-9,8.645870015050284e-10,1.1154939398643873e-9,0.0,4.185024438877606e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2479398183492163e-7
