Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.926680670174,0.0,1151.261467535101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.4879248634501,0.0,574.4241849724095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.7227216590136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9307.205093795177,1.2941458610456821e-5,1.1343611063133646e-5,3.1530804268798896e-6,30838.420726979733,33088.82754157414,3.4119302702493896e-6,6.4968644517348344e-6,32939.358617132064,9753.276023823859,72311.13465714364,34448.15999694616,89711.68388277246,80072.61993674026,2.4589388849616322e-5,18140.088975300423,2.6506889616999743e-5,5.1724705394715695e-6,1.0849688786911943e-6,1.8146862140353411e-6,40469.63213196793,7.422803074235713e-6,9899.93731910581,6106.583554401618,1505.0163398189643,8877.297398716064,16422.491481545774,7970.543958359338,15602.561652578232,10695.857905038314,12072.209154782471,327.66003851534657,4531.474800957965,1875.1114402513117,25659.8578844145,6.671662364747737e-6,11499.05532674053,5678.790913915538,1742.8845920421636,3066.8600211808644,13284.407157040154,4084.439696672478,1.5688879031094702e-5,319.8796985872922,3229.2035582758576,621742.3545831153
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.502184092469,0.0,1043.7804936939988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037.902917916199,0.0,461.9192847338119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2583.001603613177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8896.867880138534,1.2150489873902555e-5,9.56130772175756e-6,2.1852338533569877e-6,26245.01967710926,27920.91756072163,2.26055127176076e-6,5.343139212285708e-6,27877.609113349463,8836.90820628988,66594.78159232734,24897.530355231545,80758.33764188772,72178.99725087872,2.289306284002527e-5,16623.918571690327,1.7861749353096014e-5,3.949524309429515e-6,4.775010720566163e-7,8.907568559709786e-7,29000.989221631375,6.258027624132063e-6,4987.450805290332,6972.009884989144,1873.6152838585012,10683.283198438654,18242.91054916916,8553.733307875113,17056.634956938407,10939.842925800276,13108.206329623426,495.21900884545107,5894.180068947386,1642.9572616894272,23417.276769354186,6.688804817553511e-6,11382.162918384503,6997.196943188499,1880.9747632662375,2772.2221362881396,11346.105296760285,4279.037019684142,1.4767887598210984e-5,345.51524922716396,3164.4328654796955,562149.9512036917
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.837773247246,0.0,824.3647177539552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.2837603568108,0.0,262.64884242716136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2161.5980456707903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7201.541391412771,1.0541613829994529e-5,7.559861362254592e-6,1.3556125480699713e-6,23153.504904067784,24696.454308571527,1.4771947931697883e-6,3.741338124502192e-6,24695.010000106064,6939.715756914104,49741.83049277359,16098.689397240549,55025.87975795369,48092.808788249095,1.961046750041689e-5,13367.015835512739,8.159430129532148e-6,2.203671497078427e-6,2.2028559795164238e-7,3.5867184593721384e-7,10894.4803941992,3.918744396170914e-6,3057.5973750076582,7105.638642831811,2145.3792295601565,11969.820046991037,16990.720210341817,7780.473163693217,18109.39381777779,8986.842302019082,14085.595514554996,469.40046284188816,5249.21218411306,2777.069149086384,21710.61148129292,6.1195862831638765e-6,10436.373700485794,7750.331345838431,1568.0240249235276,2526.582190030286,6276.446722250621,3517.4004692953067,1.153289436203474e-5,384.6712177347642,2123.1850741289068,440149.4325680559
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.179554601549171e-6,0.0,1.0917789268205524e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.161081506026676e-7,0.0,3.571596920437514e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95652593599516e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2452226150780916e-7,5.255412712926562e-6,2.7359526182508573e-6,6.419932911222445e-7,3.7431513192132115e-5,3.76296229660511e-5,6.001930869708261e-7,1.4060008040534064e-6,3.746116999536753e-5,1.1933143468922935e-6,9.280338417738676e-7,1.17204399430193e-6,8.806237019598484e-7,8.440692909061909e-7,8.051097931753074e-7,9.326340659754351e-7,3.4875244772062676e-7,2.504748835471763e-7,4.997472239971987e-8,7.193611119073755e-8,2.599408617243171e-7,3.0885197242279054e-7,3.964401003031526e-7,5.359278111427557e-5,5.103157036501216e-5,4.992755566490814e-5,4.8703543143346906e-5,5.301772398524918e-5,4.635506047634408e-5,5.303058787831105e-5,4.853720747632906e-5,1.1408341151764034e-6,1.2565378710860386e-6,1.1469583114376292e-6,1.1711017577908933e-6,1.0714527907995295e-6,1.2178352335467935e-6,1.1644806363619864e-6,3.7815152609255165e-7,3.633604137576185e-7,3.518434823490679e-7,3.632567313616164e-7,3.3138421260169644e-7,3.6913388612447307e-7,3.7571544453385286e-7,0.0005994365183104398
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2163470728410175e-6,0.0,1.1438847948852526e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9875612856121734e-7,0.0,3.033090090198698e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.506633974368015e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.250424924772233e-7,1.010116357791333e-6,1.5046273800086214e-7,7.436413105928994e-8,4.2638603190425783e-5,3.9620528696104884e-5,4.399934250177222e-8,1.08265717350286e-7,4.347525828052312e-5,1.205014257266157e-6,1.2802984201698564e-6,1.1840031675092177e-6,9.740033419802785e-7,1.3842709449818358e-6,4.5443636708979644e-7,1.248363560080179e-6,5.240043804033471e-8,1.7790988016316266e-8,1.0952303074857594e-9,3.4831718360307283e-9,4.070589056937024e-7,2.6183574878386333e-8,3.847533207590459e-7,5.490995681611821e-5,5.133246440891526e-5,5.345010504242964e-5,5.247056105872616e-5,5.407169010140933e-5,5.130005592945963e-5,5.482915003085509e-5,5.1921269914601e-5,1.1501714425321552e-6,1.1792435543611646e-6,1.143666850111913e-6,1.2037926353514194e-6,1.079536081657485e-6,1.1867086868733168e-6,1.176642399514094e-6,3.744748937606346e-7,3.636332621681504e-7,3.446548362262547e-7,3.621253199526109e-7,3.340495019249799e-7,3.641446255642222e-7,3.9508040572400205e-7,0.0006391416111820674
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2267469173821155e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.005214577773586e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258719516452402e-7,0.0,0.0,0.0,1.3536562448734912e-6,1.3720317610932398e-6,0.0,0.0,1.3725061194236332e-6,0.0,0.0,0.0,1.3720043483544941e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3710232451558113e-6,1.3010198927077e-6,1.3404605851974338e-6,1.3212556950747967e-6,1.3397839211393148e-6,1.2973541743122041e-6,1.360102032776922e-6,1.3144745025783777e-6,1.154145479631552e-6,1.3022745406487957e-6,1.1583515515667386e-6,1.1699303286150098e-6,1.0894702018962999e-6,1.1815718607977033e-6,1.1743250070139766e-6,3.720324457390234e-7,3.5936136555392295e-7,3.465429472271353e-7,3.6021083360537887e-7,3.342034390699696e-7,3.7618201531586237e-7,3.8455800677184016e-7,2.883197287294534e-5
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2216510185680818e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0097575038089417e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2887692213989794e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.356728797778487e-5,5.108871982884011e-5,5.2940067689633e-5,5.172734381631017e-5,5.2414790843613446e-5,5.002164107281715e-5,5.367686753743328e-5,5.141829024069011e-5,1.1540704463186557e-6,1.2990276445634663e-6,1.1307165550533682e-6,1.1656084097921848e-6,1.0898640644691508e-6,1.160580723080784e-6,1.1571755749173462e-6,3.7227164284558967e-7,3.5739594750339165e-7,3.559034666977823e-7,3.803097570198588e-7,3.3423499909174693e-7,3.800353169935988e-7,3.8986263461993076e-7,0.00042953356988117785
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.238482354892767e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0124905353877693e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3062315196730196e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.319193223840557e-5,5.118715762364445e-5,5.294784205034375e-5,5.1394745241850615e-5,5.206299101701006e-5,4.9671405577100813e-5,5.375708133215085e-5,5.1057075324933976e-5,1.1478100532258395e-6,1.2269083526916802e-6,1.1364427336957306e-6,1.1683223419822752e-6,1.0936793926097087e-6,1.161883119493723e-6,1.1595948308240622e-6,3.7247355066938326e-7,3.581799319363199e-7,3.5307857615407556e-7,3.7139170672162436e-7,3.3410887012258017e-7,3.802449555223575e-7,3.761483640118968e-7,0.0004278808517455002
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2009052170469658e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.026246642752085e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3453761716373265e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.320049967849627e-5,5.0926118547067745e-5,5.303823127178475e-5,5.1607348723337054e-5,5.2085553761571646e-5,4.98196022817865e-5,5.381857044994831e-5,5.127161421114579e-5,1.1502366987770074e-6,1.2428554327925667e-6,1.1629872460616753e-6,1.1829979484900832e-6,1.0978778719220707e-6,1.1817101039923728e-6,1.1617557902354747e-6,3.7290010368451476e-7,3.579289113986306e-7,3.589466359699145e-7,3.77485321223503e-7,3.327767206670925e-7,3.796012606471777e-7,3.774975994019769e-7,0.000428443164068888
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1926786100957543e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027124305139296e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3260221243835986e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2757175581064075e-5,5.093419076729333e-5,5.2264022087911144e-5,5.101767601445317e-5,5.1533868827391416e-5,4.927278496325016e-5,5.359963688533753e-5,5.0665905291680247e-5,1.1493036140564072e-6,1.178284946945496e-6,1.1536367310327478e-6,1.1770462151616812e-6,1.0995742285694566e-6,1.1655210983008146e-6,1.1595693649724126e-6,3.731574906851165e-7,3.57915268978104e-7,3.568602551240474e-7,3.601689968490973e-7,3.3147470688223613e-7,3.8333462271111785e-7,3.792411007452756e-7,0.00042459834231244314
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2310088095546234e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008065843663644e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34948708768934e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2405499445740134e-5,5.0763829221978085e-5,5.210042581893504e-5,5.1409617299214005e-5,5.184058682061732e-5,4.9753238272387534e-5,5.380736547522247e-5,5.102609429741278e-5,1.1652601870082435e-6,1.1768606782425195e-6,1.1415686458349228e-6,1.1739903129637241e-6,1.0947053237857694e-6,1.1756637832149863e-6,1.1570809874683619e-6,3.743361958186142e-7,3.579916665330529e-7,3.548811946529895e-7,3.59473233402241e-7,3.313119397263696e-7,3.8326527374010766e-7,3.7829522625543177e-7,0.0004256981054028446
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2305240488785785e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000480657850858e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.334171196911484e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.167858034837991e-5,5.0680555432336405e-5,5.1491089834598824e-5,5.057411908637732e-5,5.1121212891303e-5,4.965129483025521e-5,5.3362899052444845e-5,5.0216782256029546e-5,1.1642297295111348e-6,1.171050826087594e-6,1.1310430636513047e-6,1.1702395568136126e-6,1.0862049915009733e-6,1.156851794803515e-6,1.1514675861690193e-6,3.751592885237187e-7,3.5820266930386424e-7,3.5106677387375385e-7,3.6282926885178313e-7,3.3133477280796614e-7,3.810844191320939e-7,3.768559508898761e-7,0.00042130814365800006
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2225982572999783e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00149247070658e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.348250174894929e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.801521164979003e-12,0.0,0.0,0.0,0.0,5.131756188347936e-5,5.071278792456724e-5,5.135063111083582e-5,5.0135757192038e-5,5.076503293821588e-5,4.9190959543921053e-5,5.312755820341408e-5,4.979848745279014e-5,1.1568860145416693e-6,1.1699430615408346e-6,1.1261899999226443e-6,1.1609445209614933e-6,1.07358747940455e-6,1.1612864909693599e-6,1.1436677596066147e-6,3.759519131563138e-7,3.5817811294691637e-7,3.495133569231257e-7,3.6255642044125125e-7,3.308309010183133e-7,3.73865418623609e-7,4.0582108340458944e-7,0.00041890557510610414
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2175623851362616e-6,0.0,1.1163176054651558e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0002214518608525e-7,0.0,3.2974386954265356e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3270043786615133e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2123563948307492e-6,1.2004671816612245e-6,1.1861255870826426e-6,0.0,1.3562175809056498e-6,2.881090882806994e-9,1.33070959179582e-6,2.661746159208231e-7,9.901383286303556e-8,8.263885538618409e-8,6.032312838000614e-8,4.197181624476798e-7,8.510922179589183e-8,3.794525582634378e-7,5.122020957060158e-5,5.0522600304248044e-5,5.114619852975011e-5,4.984262341167778e-5,5.05298376083374e-5,4.886849637841806e-5,5.303445504978299e-5,4.952304880134761e-5,1.1560418897715863e-6,1.1613010428845882e-6,1.12231464299839e-6,1.1558222468011081e-6,1.0646420950121243e-6,1.134758349508047e-6,1.1403026292100549e-6,3.7628660720656626e-7,3.5866651160176843e-7,3.488275979179889e-7,3.6146775528322905e-7,3.299588624463553e-7,3.6895926314173266e-7,3.944328454963397e-7,0.0004262387862388557
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2188197615614627e-6,0.0,1.1437523994572985e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9951146391103975e-7,0.0,3.4726139119811705e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.080127244625146e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.334280336275697e-7,8.307568996122865e-8,2.031276230180112e-7,7.120577467414355e-8,5.8469787290960085e-5,8.395388745441323e-5,4.604489835164474e-7,3.0938440568416527e-7,5.864638751518214e-5,1.157316546596121e-6,1.0087387636303902e-6,1.0864278010558337e-6,1.3806147762807086e-6,8.8274828158319e-7,7.575714172732259e-7,1.262159912585048e-6,2.86752668979338e-7,2.687633382535255e-7,1.965833313059961e-7,1.9851619366672225e-7,2.659071469679475e-7,3.204565117024038e-7,3.786735760513693e-7,5.1854112825822085e-5,5.0384914175083395e-5,5.093425716040656e-5,4.96125576319173e-5,5.0412963901180774e-5,4.863431240664795e-5,5.2944575145374984e-5,4.928653652314097e-5,1.150746129496838e-6,1.148320734500885e-6,1.1194815670023672e-6,1.1368756531737745e-6,1.0419021089410322e-6,1.1117590474896133e-6,1.1305783118586987e-6,3.75166109733982e-7,3.620143615989946e-7,3.513196134008467e-7,3.5880020732292905e-7,3.306860588388778e-7,3.655786713352427e-7,3.926470526494086e-7,0.0007103326858962657
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503560724813724e-6,0.0,1.3275673609314254e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6057698455115315e-7,0.0,4.4331841309031006e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0571868086990435e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0348277252633125e-7,2.993268234995987e-6,3.6715435039316688e-6,1.2224178815869459e-6,3.743334673345089e-5,3.8055324694141746e-5,2.578818028056076e-6,2.63054212030329e-6,3.666552947834134e-5,1.3653861969942227e-6,1.0868534445762634e-6,1.2403179425746202e-6,1.011983840726316e-6,9.940413292497396e-7,9.658481504971225e-7,1.055381289916113e-6,3.5987755843012656e-7,3.439776025895759e-7,2.4975960666626863e-7,2.569492396512504e-7,3.012828528881073e-7,3.831807153036643e-7,4.132598405703902e-7,5.06276628584601e-5,5.081555309516261e-5,5.0000515329884365e-5,4.739857104141265e-5,4.8915069783106446e-5,4.611501208273694e-5,5.237300501903519e-5,4.700520366895944e-5,1.37397228172631e-6,1.4692359400214627e-6,1.3646931620314717e-6,1.351138052996248e-6,1.1851374847376258e-6,1.3330354704521596e-6,1.3646931620314717e-6,4.4753687689080834e-7,4.293192432669457e-7,4.234880179865286e-7,4.377820914669428e-7,3.883403046367179e-7,4.1795024685598037e-7,4.487935711949831e-7,0.0005956749734133985
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409409605912515e-6,0.0,1.3709484392165905e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.505208153204876e-7,0.0,4.382543465908384e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.8548765568926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2004830902442336e-7,9.444512226080658e-6,9.213758712608874e-6,2.846548069959155e-6,8586.894223269366,9486.237991650356,4.451586944804819e-6,5.177413833595444e-6,8856.865046873514,1.290485670324415e-6,1.1279189493507147e-6,1.1815282050520182e-6,1.0093208402395248e-6,9.943032637238503e-7,9.847848448334067e-7,1.0654293873813003e-6,3.5173994417388274e-7,3.3758125603043616e-7,2.4661784787194434e-7,2.881695865390188e-7,3.0419323593378067e-7,3.774736675451314e-7,3.55772499460727e-7,6583.473748913939,378.61576932942944,4344.943022229053,10478.055030774696,9603.43644596992,8725.201653671196,4157.215814800252,10822.944083281414,1.3746451372753654e-6,1.5059058569022454e-6,1.3763024071522523e-6,1.4182769518811256e-6,1.1613495274129989e-6,1.4171600923873484e-6,1.4193956303643063e-6,4.45597606812953e-7,4.322346285334788e-7,4.277135303709656e-7,4.387798071547877e-7,3.9210933976288967e-7,4.1561293073755223e-7,4.4387161324266344e-7,84047.7377651273
