Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
Zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0
AnnualSum,0.0,0.0,2.1457872551916423e-5,3319.277586731947,7.916923371362712e-6,1720.7142879772643,1.3353021542188829e-5,0.00010590283593556348,1.5799466936746412e-7,1.7270743751122455e-7,0.0,0.0,0.0,0.0,0.0,1.4262386482033932e-5,1239.4397362606094,2.488106637548178e-5,2.546954419066151e-5,7.040153707993268e-5,2.1618890539535725e-5,1.5477662858793995e-7,1.7260769818343877e-7,0.0,0.0,0.0,0.0,0.0,5.898527019448919e-6,1.0897893557248987e-5,6.696605558590258e-6,2.5079231938688694e-6,1.1442625624091803e-5,7.25690518421046e-5,2.3060935047777902e-7,2.1529451294665188e-7,0.0,0.0,7717.718219995038,1111.037206069959,9.033431846031526e-6,0.0,2.0649349076313756e-7,40011.00901731247,451.6684911138272,9.001655088734744e-6,0.0,2.064126317423593e-7,1855.3768371653766,3.6955413764489306e-5,9.239032246473094e-6,0.0,1.9076794833315688e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57426.2418638404
t1,0.0,0.0,1.423122297755176e-9,3.404947187464123e-10,8.180859324426745e-10,3.2283829806101215e-10,1.4022307236346419e-9,1.0304952959626722e-8,7.42210226592369e-12,8.124811912821777e-12,0.0,0.0,0.0,0.0,0.0,1.181485182152479e-9,4.125748951061019e-10,2.8084129383664296e-9,4.4212088598704896e-10,7.395685346691405e-9,2.084745653534053e-9,1.074373459644817e-11,1.2430168936126619e-11,0.0,0.0,0.0,0.0,0.0,5.910142494300226e-10,1.456736364098988e-9,4.5294873123642176e-10,3.990524816011556e-10,1.3306905000257355e-9,7.963178078225128e-9,8.943490838227185e-12,7.845914872863102e-12,0.0,0.0,2.9558123310479795e-10,5.990549929883148e-10,9.61119745372585e-10,0.0,1.2458056318175787e-11,6.263951042491347e-10,6.850887448316717e-10,8.516270698018145e-10,0.0,1.487291828540735e-11,8.935255447461764e-10,7.317596021109744e-10,8.969512656063466e-10,0.0,1.8710855788456955e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7773025593347875e-8
t2,0.0,0.0,1.3105484627521961e-9,3.1197182173534903e-10,7.852888766952288e-10,2.964259784788453e-10,1.3587310809344258e-9,9.864146064473304e-9,7.197829872846976e-12,7.91776505152788e-12,0.0,0.0,0.0,0.0,0.0,1.073997317846369e-9,3.744181933080777e-10,2.6941206382979685e-9,4.168889663319818e-10,7.138413144313904e-9,1.9787775498077857e-9,1.0255536625661174e-11,1.1785527681891007e-11,0.0,0.0,0.0,0.0,0.0,4.86589572906406e-10,1.1982286298481507e-9,3.536082956396621e-10,3.5137653876422233e-10,1.2419093941193726e-9,7.293104361812694e-9,8.51573486444641e-12,7.40150624948224e-12,0.0,0.0,2.914105797502764e-10,5.688955544625863e-10,8.494341955883989e-10,0.0,1.1903794671642984e-11,5.837275526915391e-10,6.31610542868004e-10,7.967479409867383e-10,0.0,1.4424387995607579e-11,7.18590553735373e-10,6.509297514362975e-10,8.203878510170729e-10,0.0,1.778757084768473e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4537469064463017e-8
t3,0.0,0.0,1.1979440230243198e-9,2.8469960547502626e-10,7.504583740527582e-10,2.70849009904682e-10,1.295920133846749e-9,9.353073694553972e-9,6.961555183121324e-12,7.663579603256627e-12,0.0,0.0,0.0,0.0,0.0,9.703909973361148e-10,3.3875015505460107e-10,2.5656679038574754e-9,3.9303409986483036e-10,6.806135553876098e-9,1.857348058124547e-9,9.7543496445969e-12,1.1191837976905945e-11,0.0,0.0,0.0,0.0,0.0,4.0565466317177134e-10,9.881081145736806e-10,2.8074246195903816e-10,3.0484537455492535e-10,1.155961044873511e-9,6.702951432258318e-9,8.105416358941018e-12,6.98196665161356e-12,0.0,0.0,2.890682525227645e-10,5.465041236845526e-10,8.012188113052059e-10,0.0,1.1379560519552435e-11,5.240962161349659e-10,5.695842923701404e-10,7.862099885321599e-10,0.0,1.4003426285021761e-11,5.919535627458108e-10,5.725659087056344e-10,8.044205540273068e-10,0.0,1.7024021793588428e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.150122212440756e-8
t4,0.0,0.0,1.0867031127774694e-9,2.5864833352322474e-10,7.130633602571093e-10,2.4609091978807823e-10,1.2076972408795006e-9,8.764349843784477e-9,6.736813531632045e-12,7.437993304546043e-12,0.0,0.0,0.0,0.0,0.0,8.694119653191306e-10,3.0499996384041405e-10,2.419766726623352e-9,3.6845258177114126e-10,6.355526350786629e-9,1.7150729784728312e-9,9.300381628254519e-12,1.0671858062003653e-11,0.0,0.0,0.0,0.0,0.0,3.4354317502308337e-10,8.247474831767379e-10,2.2872617312592396e-10,2.631852771854347e-10,1.0698283120634408e-9,6.184405807200249e-9,7.723529926390544e-12,6.609146698189958e-12,0.0,0.0,2.836672936610219e-10,4.95793935944317e-10,7.471557073483936e-10,0.0,1.0893020662749777e-11,4.546665431498948e-10,5.063075823431254e-10,7.357177827953549e-10,0.0,1.3617585733245839e-11,4.893567777237876e-10,4.994931921117999e-10,7.598143478898682e-10,0.0,1.63378323911918e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.828552093050399e-8
t5,0.0,0.0,9.738349612480992e-10,2.329878144490287e-10,6.720515705840344e-10,2.2143645809894248e-10,1.0848217384724272e-9,8.095252181354768e-9,6.5156950618314585e-12,7.200281986697441e-12,0.0,0.0,0.0,0.0,0.0,7.672717518823896e-10,2.7160887357210533e-10,2.249653956133974e-9,3.4063192519769507e-10,5.735577062524676e-9,1.54889416533792e-9,8.889189805693554e-12,1.0187021235588856e-11,0.0,0.0,0.0,0.0,0.0,2.954222396846851e-10,6.978083621815102e-10,1.910680045428953e-10,2.2710892020989054e-10,9.79414155552962e-10,5.698273991465783e-9,7.348330409227085e-12,6.271586656392912e-12,0.0,0.0,2.685479835809557e-10,4.419112326793888e-10,6.645958565169032e-10,0.0,1.044564923637356e-11,3.7681075934967835e-10,4.42269191278095e-10,6.673609191982193e-10,0.0,1.3261489744627263e-11,3.900517803230828e-10,4.2855630783650696e-10,6.7055994281709e-10,0.0,1.5780609580450306e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4719681959790585e-8
t6,0.0,0.0,9.577235055670678e-10,2.2870963059079083e-10,6.70395758334066e-10,2.1707040658475144e-10,1.0741420518810383e-9,8.221432526069979e-9,6.486581266698967e-12,7.174981279166291e-12,0.0,0.0,0.0,0.0,0.0,8.098668008869102e-10,2.861419197981256e-10,2.3057383289940145e-9,3.8103614945178266e-10,6.1416099405593854e-9,1.6649295335858078e-9,9.027344492723307e-12,1.0391009232352132e-11,0.0,0.0,0.0,0.0,0.0,2.5717242592968975e-10,5.957307480311085e-10,1.6278599580738391e-10,1.9531144987965687e-10,8.800901404055464e-10,5.224163520006789e-9,6.925214882169539e-12,5.954088668273482e-12,0.0,0.0,2.4117183976517266e-10,3.851107866265586e-10,6.290200102849385e-10,0.0,1.0045925604422337e-11,3.9173707024929224e-10,4.376066772193426e-10,6.959671906420196e-10,0.0,1.3308045674440206e-11,4.3103248574999837e-10,4.678358921469022e-10,7.452156178968556e-10,0.0,1.6014781320584582e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.478407637536581e-8
t7,0.0,0.0,1.036206562290369e-9,2.468496493427334e-10,7.012009622504755e-10,2.341729774580718e-10,1.1809596727240331e-9,8.950573344405303e-9,6.642446177233449e-12,7.347845155435298e-12,0.0,0.0,0.0,0.0,0.0,8.633668132196089e-10,3.0538755574758354e-10,2.3855018388335463e-9,4.4566247979742944e-10,6.590863853363866e-9,1.8018801475830856e-9,9.264587515801629e-12,1.0655380921646765e-11,0.0,0.0,0.0,0.0,0.0,2.206899020788216e-10,4.94672486212115e-10,1.3392254302053304e-10,1.6472148354996156e-10,7.523394453618533e-10,4.707803181054497e-9,6.552069474747297e-12,5.683958804461103e-12,0.0,0.0,2.1191805986132358e-10,3.223939433738883e-10,5.726875223673511e-10,0.0,9.656461118063752e-12,4.504079617828056e-10,4.890802010243165e-10,7.427388774995631e-10,0.0,1.3549668617200161e-11,4.894254944108209e-10,5.154545983734365e-10,7.989713380628656e-10,0.0,1.6319425381084902e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5895524738215935e-8
t8,0.0,0.0,1.1012044681269315e-9,2.6231169225812447e-10,7.257948454085831e-10,2.4847642444943644e-10,1.2547525168909055e-9,9.444968514148603e-9,6.795825293406337e-12,7.516674529420657e-12,0.0,0.0,0.0,0.0,0.0,9.034952039908662e-10,3.2088363764844904e-10,2.4372577866992514e-9,5.283552704614569e-10,6.904961459475572e-9,1.910582023866405e-9,9.471512635704718e-12,1.0876426730433586e-11,0.0,0.0,0.0,0.0,0.0,2.3452217623757614e-10,5.257122051201017e-10,1.4204889480564355e-10,1.7346379276273816e-10,8.294372597758977e-10,5.055580733734612e-9,6.612405518520875e-12,5.738878264501075e-12,0.0,0.0,2.586182748895692e-10,3.710498173491407e-10,5.984114703571277e-10,0.0,9.773406286785595e-12,5.120924981442164e-10,5.30545816084698e-10,7.757598924723274e-10,0.0,1.3825612401849024e-11,5.573936443673628e-10,5.524493158552774e-10,8.177952915461348e-10,0.0,1.6639637669626388e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.806517530625726e-8
