Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
SE,SE_landbasedwind_class4_moderate_70_7,1,7,1.5176532242165797e9,0.0,0.0,1.5176532242165797e9
SE,SE_landbasedwind_class4_moderate_70_8,1,8,1.6510539314382272e9,0.0,0.0,1.6510539314382272e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_1,2,1,0.0,4.7241536346199594e7,0.0,4.7241536346199594e7
MIDAT,MIDAT_landbasedwind_class4_moderate_70_2,2,2,0.0,7.305435778871311e8,0.0,7.305435778871311e8
MIDAT,MIDAT_landbasedwind_class4_moderate_70_3,2,3,0.0,2.761455069641885e8,0.0,2.761455069641885e8
MIDAT,MIDAT_landbasedwind_class4_moderate_70_4,2,4,0.0,2.0107101389355834e9,0.0,2.0107101389355834e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_5,2,5,0.0,0.29416471223666874,0.0,0.29416471223666874
MIDAT,MIDAT_landbasedwind_class4_moderate_70_6,2,6,0.0,2.5513356535702906e9,0.0,2.5513356535702906e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_7,2,7,0.0,1.0590384243132093e9,1.6503505953052006e9,2.70938901961841e9
NE,NE_landbasedwind_class4_moderate_70_1,3,1,0.0,0.0,2.421057037298068e8,2.421057037298068e8
NE,NE_landbasedwind_class4_moderate_70_2,3,2,0.0,0.0,3.8281129235416013e8,3.8281129235416013e8
NE,NE_landbasedwind_class4_moderate_70_3,3,3,0.0,0.0,2.2970689516010847e9,2.2970689516010847e9
NE,NE_landbasedwind_class4_moderate_70_4,3,4,0.0,0.0,4.606682758018199e8,4.606682758018199e8
NE,NE_landbasedwind_class4_moderate_70_5,3,5,0.0,0.0,0.8479286271500922,0.8479286271500922
NE,NE_landbasedwind_class4_moderate_70_6,3,6,0.0,0.0,4.096128408295592e7,4.096128408295592e7
NE,NE_landbasedwind_class4_moderate_70_7,3,7,0.0,0.0,0.0,0.0
