BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t9,1.6286418157652628e6,1.7648677807698706e-6,-751110.101538779,0.0,0.0,0.0,3.9219586099851274e-10,25290.145367752655,-355.94046070562956,-841334.9406035639,1.2780082993824899e6,3.614027082681098e-5,-591709.146261626,0.0,0.0,0.0,3.869089625922894e-10,-25282.982447163056,-443.5873941449565,-589234.2307396457,518196.3861197594,3.399003184885342e-5,-251358.04529564167,0.0,0.0,0.0,3.804389983451312e-10,-7.162920589596979,-87.64693343932692,-231049.75223247326
t10,1.6919722098791655e6,1.7842585649465238e-6,-759757.7437412459,0.0,0.0,0.0,3.9315590004881974e-10,19166.327480171112,-319.20258547480796,-889967.3503790181,1.2874130759265255e6,3.5927940309491156e-5,-584387.2269060704,0.0,0.0,0.0,3.8758485200629805e-10,-19139.014263108893,-406.8449037318397,-612178.3780006646,525035.4317341159,3.3940889443844094e-5,-249714.9442905908,0.0,0.0,0.0,3.8065018616468247e-10,-27.313217062217973,-87.64231825703172,-239511.75577815055
t11,1.7420767783027906e6,1.782424464762806e-6,-754863.1377024486,0.0,0.0,0.0,3.935630567029362e-10,13478.290076185149,-290.66147284850416,-939335.5696640773,1.2984116901124702e6,3.6177641179170795e-5,-585072.7536266224,0.0,0.0,0.0,3.879169410356798e-10,-13479.535131965658,-378.30257195955573,-628207.8507446641,528342.4930238321,3.406073311376538e-5,-246040.5227184032,0.0,0.0,0.0,3.810343143696264e-10,1.2450557805104836,-87.64109911105157,-246521.9152122579
t12,1.7527499516833914e6,1.7261696997936103e-6,-720585.6740753896,0.0,0.0,0.0,3.928429990519473e-10,11504.46559256237,-282.5078819472009,-982328.6893698245,1.302230968118085e6,3.604124210687063e-5,-577681.0289546172,0.0,0.0,0.0,3.876562376959781e-10,-11536.769602064342,-370.1470112167394,-641378.371524896,521837.6810360123,3.4356362738090386e-5,-235818.64142000384,0.0,0.0,0.0,3.807842471251609e-10,32.304009501970995,-87.63912926953851,-250269.98139149905
t13,1.7263385348104467e6,1.7344531485572354e-6,-658404.5361867829,0.0,0.0,0.0,3.9230154904138014e-10,12052.584639177174,-284.7534129829037,-1.018642038371189e6,1.3107385126486376e6,3.5690714136660525e-5,-572003.8192231148,0.0,0.0,0.0,3.8777393450706544e-10,-12171.674575347626,-372.3940245271856,-654923.63865133,471754.396926856,3.538603888592997e-5,-183058.27344569907,0.0,0.0,0.0,3.81037784955203e-10,119.08993617045189,-87.6406115442819,-253033.95239888105
t14,1.657719759731127e6,1.7196820772482837e-6,-559833.4053231122,0.0,0.0,0.0,3.915057081331785e-10,14126.062683826145,-293.8134936416355,-1.0506497520390057e6,1.3184431766369722e6,3.5212907972007883e-5,-567465.3396445333,0.0,0.0,0.0,3.8737254745858426e-10,-14284.509931393697,-381.4432823334373,-665035.7457028803,395207.88586959033,3.601289974006448e-5,-105001.88904909662,0.0,0.0,0.0,3.802097467117575e-10,158.44724756755204,-87.6297886918018,-254582.99109532594
t15,1.5970002613293605e6,1.736277040523683e-6,-479518.3306391592,0.0,0.0,0.0,3.893675057698017e-10,16048.593105072163,-303.1497910532615,-1.0721491861477762e6,1.3029191313023618e6,3.521818892256854e-5,-538075.0593214056,0.0,0.0,0.0,3.869286714761694e-10,-16230.770968674715,-390.8104718666549,-676936.9643427503,375376.33291996224,3.6303361226265494e-5,-85698.16455557715,0.0,0.0,0.0,3.8074671562593657e-10,182.17786360255104,-87.66068081339338,-254078.794186287
t16,1.5218381828516133e6,1.738299950871522e-6,-391434.2745965702,0.0,0.0,0.0,3.874791794045232e-10,18849.333233797828,-317.7900394172269,-1.08784262334482e6,1.2634041170245397e6,3.574261494746297e-5,-484453.30243070563,0.0,0.0,0.0,3.8535256208201655e-10,-18920.614321370307,-405.38565579407805,-688324.417830569,365898.5890262943,3.685413783043337e-5,-77008.0236318812,0.0,0.0,0.0,3.7902787816946993e-10,71.28108757247992,-87.5956163768511,-253179.74427619352
t17,1.3903102341843864e6,1.7190111455282678e-6,-253522.14302288718,0.0,0.0,0.0,3.8410059670349065e-10,22053.8496611473,-335.12640532753625,-1.0973966499460973e6,1.091701324977132e6,3.7602037228423716e-5,-303040.926004186,0.0,0.0,0.0,3.814498883502173e-10,-22646.042155166982,-423.20341341330607,-694272.0050025507,314098.9624656808,3.792359652637397e-5,-26421.3602998535,0.0,0.0,0.0,3.76707592764299e-10,592.1924940196841,-88.07700808576982,-252487.23285895935
t18,1.046296269727869e6,17498.564588464586,-1.7714555969551385e-6,0.0,0.0,0.0,3.768145384203597e-10,33311.99999855238,-409.2805593499273,-1.0896763986070387e6,748639.6879546021,42539.63938257147,-3.69306032789989e-5,0.0,0.0,0.0,3.7694986936611714e-10,-33312.000128960055,-409.28058545466325,-686233.091446925,237282.76024006493,47039.89707447084,-3.512932093176644e-5,0.0,0.0,0.0,3.7503228731173214e-10,0.00013040767004145323,-2.610473599329246e-5,-248733.09201816353
t19,408954.73199657665,629650.1236383858,-1.8811945911449691e-6,0.0,0.0,0.0,3.579234375092841e-10,33311.999998634994,-409.2805593504864,-1.0644864199266557e6,203407.07393895584,568823.3857473412,-3.851842986277863e-5,0.0,0.0,0.0,3.6893224962471207e-10,-33312.000139851,-409.2805854984825,-667284.2237800929,110503.82392943442,167707.7238513938,-3.589067767511512e-5,0.0,0.0,0.0,3.7429712434239747e-10,0.00014121600225066493,-2.6147996078985013e-5,-242621.98249414965
t20,257002.86812265628,746191.1548624136,-1.8369584319223113e-6,0.0,0.0,0.0,3.5351248822906207e-10,33311.99999857543,-409.28055935019046,-1.029075587276916e6,122369.05930592038,631988.417417957,-3.7986563359592685e-5,0.0,0.0,0.0,3.695941321209358e-10,-33312.00017496479,-409.28058568972716,-649411.2407846153,97837.98689275041,177506.32059909712,-3.56685056794589e-5,0.0,0.0,0.0,3.741399027431146e-10,0.00017638935853165586,-2.6339536705572722e-5,-239754.74224033798
t21,274781.8013632562,693553.2461039777,-1.8725711815669306e-6,0.0,0.0,0.0,3.5205106912868946e-10,33311.99999860888,-409.28055935033467,-994216.61175938,132788.85569518016,615838.6284722288,-3.7350532825226384e-5,0.0,0.0,0.0,3.6681595256482355e-10,-33312.00013715621,-409.2805855392938,-643681.248265267,93010.01988542681,181550.65630200747,-3.5763025636531434e-5,0.0,0.0,0.0,3.740408221883136e-10,0.00013854732862581334,-2.618895908882799e-5,-238971.1108997835
t22,290850.77776569186,634634.8627903158,-1.808045892489444e-6,0.0,0.0,0.0,3.4981583404848214e-10,33311.99999865072,-409.28055935059933,-951367.2048484775,145651.84614318155,564715.2449399472,-3.762659582143258e-5,0.0,0.0,0.0,3.6786483624870254e-10,-33312.00013971142,-409.2805854987075,-605420.8551772138,96221.00983690507,168152.45892138616,-3.534866394985438e-5,0.0,0.0,0.0,3.7351455861951097e-10,0.00014106069963699844,-2.6148108207209233e-5,-228783.90347257548
t23,292770.2210553912,557616.8614265453,-1.7951231819659493e-6,0.0,0.0,0.0,3.5163468193320455e-10,33311.999998644715,-409.2805593505713,-876268.6467744191,154620.58314659196,502145.6918380706,-3.7619244726372095e-5,0.0,0.0,0.0,3.7175295922059707e-10,-33312.00013928844,-409.28058548517936,-551820.0390785004,85762.82984402133,158442.7625516756,-3.50440721567226e-5,0.0,0.0,0.0,3.732880745052315e-10,0.00014064371908293228,-2.6134608028262407e-5,-208616.02711101872
t24,298095.277975941,468518.7421353834,-1.7638689243004732e-6,0.0,0.0,0.0,3.560774335989784e-10,33311.9999986501,-409.2805593506167,-792495.5844035333,157987.04309901307,448925.87925241445,-3.744619140254854e-5,0.0,0.0,0.0,3.744353879046395e-10,-33312.000142617624,-409.28058549319127,-501966.68644180795,87844.04338106571,136995.5279746972,-3.4868168798346535e-5,0.0,0.0,0.0,3.742728883837011e-10,0.00014396752293043642,-2.6142574518041056e-5,-189250.00607468048
t25,306935.2700268483,391231.2201554596,-1.778336705776105e-6,0.0,0.0,0.0,3.601262845028632e-10,33311.999998639294,-409.2805593505771,-724048.0544748887,160062.73252515262,414990.70610234124,-3.689634801748414e-5,0.0,0.0,0.0,3.7600792553856643e-10,-33312.00014265621,-409.2805854987655,-470107.20271872287,97275.86028572361,114363.47151138909,-3.47099080104181e-5,0.0,0.0,0.0,3.7504504648860645e-10,0.0001440169171338635,-2.6148188384475724e-5,-176049.7665163483
t26,303453.6724467932,347621.00912069064,-1.7903428904779711e-6,0.0,0.0,0.0,3.641811389302332e-10,33311.99999863985,-409.28055935057995,-676956.2458601699,160551.8360953298,396658.8410092416,-3.693671790184584e-5,0.0,0.0,0.0,3.7716395179669935e-10,-33312.000135494665,-409.28058549786965,-452264.44120277767,95011.50740497808,107540.1307137358,-3.495446026516036e-5,0.0,0.0,0.0,3.75830595481371e-10,0.000136854819149971,-2.6147289727967304e-5,-166962.07283053838
t27,302770.9556827484,317612.4214177749,-1.7689284037457036e-6,0.0,0.0,0.0,3.6794913501983784e-10,33311.99999863915,-409.28055935056,-646264.9413931309,155579.7421690707,390956.70835640706,-3.708926115687733e-5,0.0,0.0,0.0,3.776691818815455e-10,-33312.00012804162,-409.2805854944209,-441590.2146319243,92193.53198098725,106020.79779526038,-3.52918260966224e-5,0.0,0.0,0.0,3.7642997777952337e-10,0.00012940247180113617,-2.614386089819225e-5,-162624.76448049274
t28,300907.36374805536,303110.0002751459,-1.774596414475678e-6,0.0,0.0,0.0,3.7032257384022176e-10,33311.99999864188,-409.2805593506133,-629898.9283162139,159754.39753101332,388655.7847265622,-3.787316582940888e-5,0.0,0.0,0.0,3.78483297894664e-10,-33312.00012879456,-409.2805855003001,-443463.9463629348,103726.86760236736,94183.72909499342,-3.5465710580846497e-5,0.0,0.0,0.0,3.767978125304597e-10,0.00013015268897712852,-2.6149686799752662e-5,-162321.03140275847
t29,314444.4124502393,292711.6390112056,-6.8032185176445e-7,0.0,0.0,0.0,3.7265874508335574e-10,33311.99999863054,-409.2805593505843,-633037.6157556226,401707.537753546,152952.7787645069,-3.8475215289334564e-5,0.0,0.0,0.0,3.7997427589779733e-10,-21822.000140245913,-545.340125976063,-460931.9615326779,216542.80339315487,3.6374137634928134e-5,-2673.3401926743422,0.0,0.0,0.0,3.7793910252553633e-10,-11489.999858384628,-136.05956662547865,-166500.39855238228
t30,674041.9326217927,8.626501067630349e-7,-2.8946162554025147e-6,0.0,0.0,0.0,3.7984561876483883e-10,33311.9999963501,-409.28055933535035,-656462.8013153124,854154.4219839938,3.8946100582716434e-5,-258601.73587766837,0.0,0.0,0.0,3.8222486984242316e-10,-33284.55386170162,-496.887769030919,-490567.1443621763,372336.6316624151,3.559488227939951e-5,-157021.11605040263,0.0,0.0,0.0,3.7852038604621774e-10,-27.446134648481348,-87.60720969556863,-179506.2489409645
t31,1.276460951307378e6,1.558980237447454e-6,-519280.9276908476,0.0,0.0,0.0,3.87343852077633e-10,5664.9897940131905,-265.22483472067154,-691810.4003353205,1.1908138811986218e6,3.6922187521425854e-5,-578271.449856412,0.0,0.0,0.0,3.84688199287566e-10,-5615.435143716554,-352.862778551307,-535518.573018709,459198.0080339767,3.475245130825849e-5,-222016.10826216635,0.0,0.0,0.0,3.7861943527381177e-10,-49.55465029663628,-87.63794383063541,-201350.73189161453
t32,1.609118414714112e6,3.53775974258934e-5,-809691.3402369774,0.0,0.0,0.0,3.9039288647990285e-10,3287.808926668142,-261.44669153018793,-731687.8266488342,1.252924859040164e6,3.556523409642145e-5,-601629.6064231552,0.0,0.0,0.0,3.8605763692079157e-10,-3288.38628009497,-349.088480989499,-576607.6965909974,482076.70106193546,3.4312182816721904e-5,-223841.70199246777,0.0,0.0,0.0,3.7944352617083406e-10,0.5773534268282674,-87.64178945931107,-222454.1061325929
t33,1.6836955472123132e6,3.507947137323058e-5,-833562.3705774551,0.0,0.0,0.0,3.9173107879993423e-10,1263.1364325764243,-260.0883323756078,-780371.9730304325,1.2882079332387066e6,3.570009335418297e-5,-603417.8510932728,0.0,0.0,0.0,3.871101656612484e-10,-1264.2493572101203,-347.7314121003789,-612130.0236334127,495790.56215485954,3.413468428872655e-5,-223146.99010228366,0.0,0.0,0.0,3.8013558134326335e-10,1.1129246336959113,-87.64307972477111,-236863.20334030755
t34,1.7376329125034786e6,3.497705432516717e-5,-834547.7718346835,0.0,0.0,0.0,3.9235812436758583e-10,1001.8079602668713,-259.97656222844813,-833062.8321323016,1.3187035821316037e6,3.5705711887263756e-5,-601164.764668952,0.0,0.0,0.0,3.8797972836000284e-10,-975.4821167682367,-347.61781653220663,-645168.1450582625,512240.6970844235,3.403498211326809e-5,-229996.04495753848,0.0,0.0,0.0,3.8037885066875255e-10,-26.32584349863464,-87.6412543037585,-246436.8699504923
t35,1.789443164704217e6,3.478209601104835e-5,-832159.5658235371,0.0,0.0,0.0,3.9295705660892406e-10,1080.9543066157075,-260.05466281839574,-887340.2804892565,1.3355908212203397e6,3.552208347398898e-5,-592118.0565987811,0.0,0.0,0.0,3.88491614646136e-10,-1039.9644457484437,-347.69045156623287,-671037.7315380204,515490.90896044695,3.411342840486934e-5,-225668.662231111,0.0,0.0,0.0,3.8039100857839025e-10,-40.989860867263815,-87.63578874783713,-253999.8235860761
t36,1.8374337153923374e6,3.505328345472405e-5,-828883.7406901016,0.0,0.0,0.0,3.9316538947433513e-10,1217.6445586062691,-259.99146966700954,-938743.472949317,1.3510148809466076e6,3.5632673547630146e-5,-587785.722735699,0.0,0.0,0.0,3.889482781238573e-10,-1213.259982893917,-347.62003720032976,-690621.2502750334,510426.173795394,3.4581335817630004e-5,-215774.86061840932,0.0,0.0,0.0,3.807794001296539e-10,-4.384575712352216,-87.62856753332025,-258865.62749137942
t37,1.8797255029710857e6,3.504814159254941e-5,-821848.2249725374,0.0,0.0,0.0,3.9216019977057704e-10,1281.267171548625,-259.8477582033182,-988134.6862815514,1.3505970881639572e6,3.552194456152733e-5,-560865.0479078176,0.0,0.0,0.0,3.88908885635208e-10,-1254.7857710602143,-347.46695374308666,-717083.177753627,487868.681992597,3.5327100966974225e-5,-189021.90939801408,0.0,0.0,0.0,3.803025564965842e-10,-26.4814004884106,-87.61919553976844,-263038.91997944855
t38,1.8886067398262436e6,3.524191313514601e-5,-782166.3741912344,0.0,0.0,0.0,3.9189204367579524e-10,1977.6694269655345,-260.0939237273295,-1.0373936838425285e6,1.3525963015493327e6,3.5340066752341865e-5,-537934.0509378788,0.0,0.0,0.0,3.891981802299247e-10,-1989.4943100166497,-347.6923212740763,-741278.4942672884,437594.3724604129,3.5895408733862614e-5,-134898.09848895672,0.0,0.0,0.0,3.800093355415736e-10,11.824883051115194,-87.59839754674675,-266926.7033744474
t39,1.8759954910297554e6,3.5208442336055295e-5,-725854.5658587617,0.0,0.0,0.0,3.907704771323857e-10,1949.2167646586968,-260.42531191952855,-1.081065127939943e6,1.3576837378147293e6,3.521717128825644e-5,-519039.9718525154,0.0,0.0,0.0,3.888499654391997e-10,-1986.599075055875,-348.0201743508654,-765262.2604242229,406000.83561881597,3.628023421944511e-5,-101027.56812375822,0.0,0.0,0.0,3.802053985633033e-10,37.38231039717812,-87.59486243133682,-269229.0001036733
t40,1.7822648873358702e6,3.477312069658885e-5,-594589.571205014,0.0,0.0,0.0,3.894089794521019e-10,2114.115179338398,-260.69982721233714,-1.1187638682836106e6,1.3489806000687892e6,3.533342460862528e-5,-490665.9146587323,0.0,0.0,0.0,3.879971322506999e-10,-2315.1327185523833,-348.32712706286065,-784604.0073249765,388537.3031205803,3.6766171535230613e-5,-82129.6823648933,0.0,0.0,0.0,3.7918229802179e-10,201.0175392139854,-87.6272998505235,-270826.6360925557
t41,1.5168114211280188e6,3.867718706737199e-5,-304822.6732009483,0.0,0.0,0.0,3.8645341503409975e-10,2444.7911852102243,-260.81870043304434,-1.1434077383435837e6,1.1661711188524517e6,3.708379614170852e-5,-296699.941773835,0.0,0.0,0.0,3.84455483325868e-10,-4163.622453256576,-350.96692296231174,-793906.1787250576,332697.5794568585,3.5609317560979754e-5,-27256.168400124116,0.0,0.0,0.0,3.768563892474771e-10,1718.831268046351,-90.14822252926737,-271373.3556324774
t42,1.2227668327158305e6,27598.028947678144,-3.424532369560177e-5,0.0,0.0,0.0,3.760691879028701e-10,-33311.999996192775,-409.28055933452396,-1.1457301371082743e6,771392.0288459392,9524.324852947426,-4.6371916480525775e-6,0.0,0.0,0.0,3.769914580058474e-10,21821.999997916457,-545.3401268100012,-788629.5083986958,201771.7695830331,58662.777987283545,-1.5255007181289475e-6,0.0,0.0,0.0,3.753717588842835e-10,11489.999998276318,-136.05956747547717,-268123.4117007205
t43,488812.1750467724,737909.0576131934,-3.8334839949949535e-5,0.0,0.0,0.0,3.589148027592183e-10,-33311.99999630966,-409.2805593350588,-1.1220865081004205e6,231868.95659492453,527553.5810202154,-5.114961972066625e-6,0.0,0.0,0.0,3.6785709981716e-10,21821.999998021412,-545.3401268105863,-769130.6098043736,90268.32689162761,163909.31927737858,-1.5525448157541676e-6,0.0,0.0,0.0,3.750315628590152e-10,11489.99999828825,-136.05956747552747,-261866.51029939417
t44,296976.5763053847,865164.3867233044,-6.018371242457742e-7,0.0,0.0,0.0,3.5352204404777697e-10,-33311.999949589735,-409.280558892942,-1.0757937426250384e6,153342.43134352527,582064.2919080455,-4.91704972869222e-6,0.0,0.0,0.0,3.675518949395186e-10,21821.999951308164,-545.3401263684461,-745255.6409737559,79002.53152229261,168073.83528928016,-1.54750609842899e-6,0.0,0.0,0.0,3.750637547328824e-10,11489.999998281572,-136.05956747550408,-254765.23094196653
t45,304015.75841570325,826843.2915697286,-3.808327056504568e-5,0.0,0.0,0.0,3.5237730660156194e-10,-33311.99999633661,-409.28055933489503,-1.0262243254271967e6,161535.51589876987,557051.7595355916,-4.859203110301881e-6,0.0,0.0,0.0,3.6612114505994863e-10,21821.999998051375,-545.3401268104222,-728464.5869455391,71965.04667089897,171964.64545533343,-1.5485276084903925e-6,0.0,0.0,0.0,3.7502321033673793e-10,11489.999998285239,-136.05956747552725,-251618.55625663928
t46,318471.4247776156,760122.1559770944,-3.602988414233629e-5,0.0,0.0,0.0,3.509888550985562e-10,-33311.999996299455,-409.28055933498933,-973958.8561980679,153892.52840261292,520025.01305413054,-4.774155153153202e-6,0.0,0.0,0.0,3.6415448080791033e-10,21821.99999801091,-545.3401268105232,-683803.2844925178,67886.71160814141,165788.9518137334,-1.5446491687794965e-6,0.0,0.0,0.0,3.7452113076991876e-10,11489.999998288546,-136.05956747553387,-241364.5275523297
t47,331768.7072595603,664385.4658604835,-3.5851769557251256e-5,0.0,0.0,0.0,3.5040618597172794e-10,-33311.99999630542,-409.28055933505834,-891519.448563341,144474.07735072478,466470.54998113436,-4.65579954329916e-6,0.0,0.0,0.0,3.6629401819526334e-10,21821.99999801504,-545.3401268106011,-620870.0755141907,62552.445393934024,150347.8755108423,-1.5335231609114017e-6,0.0,0.0,0.0,3.7383335695535157e-10,11489.999998290385,-136.0595674755428,-220589.18503530437
t48,349034.4767274406,555471.1728631537,-3.4724692649380656e-5,0.0,0.0,0.0,3.555417379795797e-10,-33311.99999629433,-409.28055933504544,-799870.9250349645,135870.18277940387,419513.7641269166,-4.65236362607418e-6,0.0,0.0,0.0,3.7185200522068967e-10,21821.999998002862,-545.3401268105926,-565800.4955102013,64690.88189605816,128302.77309393995,-1.5188440546648462e-6,0.0,0.0,0.0,3.74179723353697e-10,11489.99999829147,-136.05956747554714,-200682.5191205991
t49,360297.42444954306,471092.9036367259,-3.5555083948513194e-5,0.0,0.0,0.0,3.5897445635414796e-10,-33311.99999631535,-409.28055933509023,-726755.6035297633,126697.70253599569,390160.0716260134,-4.667008819407123e-6,0.0,0.0,0.0,3.73075349930899e-10,21821.999998024392,-545.3401268106411,-527721.4312993427,62082.894664659594,116580.63371780205,-1.5098426597218974e-6,0.0,0.0,0.0,3.742722332151195e-10,11489.999998290961,-136.0595674755508,-186352.39251309537
t50,369053.6917680272,411479.55247776397,-3.47346159417965e-5,0.0,0.0,0.0,3.6352147472251265e-10,-33311.99999630082,-409.28055933505345,-675898.5196901128,130982.14648228534,360386.13332091185,-4.634288140828203e-6,0.0,0.0,0.0,3.748244660815655e-10,21821.99999801242,-545.3401268105898,-502323.2999002906,64944.83494441036,104436.61058246421,-1.5096713705616964e-6,0.0,0.0,0.0,3.7489044557059503e-10,11489.999998288404,-136.0595674755364,-177070.30965753552
t51,372983.5528072929,374673.9524899752,-3.489621544171303e-5,0.0,0.0,0.0,3.670003089801648e-10,-33311.999996306615,-409.2805593350537,-643022.780741434,142961.07477555517,334339.0170983204,-4.663221545147444e-6,0.0,0.0,0.0,3.7645761670971707e-10,21821.9999980212,-545.3401268105773,-488052.71726507833,61470.97620108724,102722.70835807254,-1.5237884455033439e-6,0.0,0.0,0.0,3.751641902974183e-10,11489.999998285413,-136.0595674755236,-171882.54868983387
t52,372800.20951224805,355686.0089528842,-3.501202404743732e-5,0.0,0.0,0.0,3.693854663832021e-10,-33311.99999631797,-409.2805593350798,-623851.4939091479,148201.85818462516,327113.82946294657,-4.724350771229638e-6,0.0,0.0,0.0,3.771145974176793e-10,21821.999998033323,-545.340126810609,-485882.81503465003,69771.11619658016,92891.75365080543,-1.538170720430936e-6,0.0,0.0,0.0,3.752044171519547e-10,11489.999998284651,-136.0595674755292,-170351.73397805306
t53,379391.6649271798,349427.9672231807,-3.608626057160488e-5,0.0,0.0,0.0,3.712939590487842e-10,-33311.99999635185,-409.2805593350525,-624184.9075931876,291533.9190074671,201799.39111651847,-4.5570126048018236e-6,0.0,0.0,0.0,3.793052546599961e-10,21821.999998062543,-545.3401268107023,-503175.5456231051,152714.97691054616,13884.273624496076,-1.7734737087534137e-6,0.0,0.0,0.0,3.7577813427090076e-10,11489.999998289308,-136.05956747564977,-174288.11466548944
t54,662849.660685227,90567.85342763683,-3.394699226945257e-5,0.0,0.0,0.0,3.77570941599564e-10,-33311.999995294944,-409.28055932737266,-648782.7895588104,694107.0911317042,4.66756446780405e-6,-108824.46971027962,0.0,0.0,0.0,3.8148916054408474e-10,21821.99999729974,-545.3401268011697,-535403.7313964857,228208.6075417814,1.547994283576095e-6,-36674.26799866686,0.0,0.0,0.0,3.7548320350351595e-10,11489.999997995204,-136.05956747379705,-187044.90393032954
