BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t55,1.2945222547462038e6,3.53269393048114e-5,-503802.6476712201,0.0,0.0,0.0,3.8424918596959566e-10,-33311.99999602195,-409.2805593330283,-686084.8825887067,1.0041363844897485e6,4.623458340699135e-6,-368498.73387188354,0.0,0.0,0.0,3.8415432693319016e-10,21821.999998031577,-545.3401268068368,-585758.7605934164,299800.51335782325,1.5204266996287575e-6,-85638.05952173554,0.0,0.0,0.0,3.7596791171531967e-10,11489.999997990375,-136.05956747380847,-209673.01822153403
t56,1.6784493436845443e6,3.4896019015525536e-5,-837608.4622789882,0.0,0.0,0.0,3.870778152919206e-10,-33311.999996000406,-409.28055933300107,-736206.1569187522,1.3190791565294506e6,4.495295913741548e-6,-631496.8268906013,0.0,0.0,0.0,3.8630607499456715e-10,21821.999998003914,-545.3401268067896,-637703.4396137529,361043.5883740642,1.5135036993256913e-6,-123603.0314602008,0.0,0.0,0.0,3.770604751871054e-10,11489.999997996494,-136.05956747378855,-232951.12129908992
t57,1.752067443875437e6,3.495335181963839e-5,-846435.0860421272,0.0,0.0,0.0,3.8807752838701577e-10,-33311.99999602907,-409.28055933322617,-800997.633346547,1.3869431259073697e6,4.522265368372589e-6,-647748.5535224364,0.0,0.0,0.0,3.860453626687375e-10,21821.999998044776,-545.3401268068887,-689315.6823592326,394054.4760724548,1.512196246834749e-6,-138080.12675432136,0.0,0.0,0.0,3.774867247516465e-10,11489.9999979843,-136.0595674736626,-251484.9137024362
t58,1.8248767331934373e6,3.485758817379312e-5,-846399.2339110174,0.0,0.0,0.0,3.895834421580266e-10,-33311.99999420615,-409.28055932154456,-873842.7747974402,1.4697978447758239e6,4.487895744701605e-6,-677832.3529482463,0.0,0.0,0.0,3.864431790333495e-10,22573.652224345435,-536.4393899530279,-742856.0554988811,406800.6905632652,1.5126521448840942e-6,-122699.88220201756,0.0,0.0,0.0,3.7771302516767247e-10,10738.347769860713,-127.15883063148337,-265359.4406933385
t59,1.8863304809974413e6,3.471149142709e-5,-846158.4415711632,0.0,0.0,0.0,3.9062973881829123e-10,-17545.11347770516,-311.67097828069177,-951499.4206197346,1.537706515576257e6,5.592896586110336e-7,-683578.0587087703,0.0,0.0,0.0,3.8732907871903713e-10,8040.784677146299,-435.50892496035453,-790599.9488642102,431121.4103453859,1.5098329908875058e-6,-128403.00417714157,0.0,0.0,0.0,3.7815232583018917e-10,9504.32880055886,-123.83794667966274,-276992.41757056175
t60,1.9464651258739582e6,3.467951469078835e-5,-836724.1570715999,0.0,0.0,0.0,3.9129926328078085e-10,-8072.13175254398,-271.3683640272535,-1.0306219369494452e6,1.5849991964299525e6,5.518675225637068e-7,-683578.0587087281,0.0,0.0,0.0,3.87710873217983e-10,3464.40683857156,-369.3816401329122,-833447.9625452858,489635.1853171246,1.50486375019851e-6,-173221.04271154272,0.0,0.0,0.0,3.785984310638229e-10,4607.72491397242,-98.0132761056587,-285843.1994557389
t61,1.955489242471451e6,3.531954352771584e-5,-771743.7408613174,0.0,0.0,0.0,3.911669191975557e-10,-11204.970195528302,-282.0116175104256,-1.1014723448078935e6,1.6185778522792398e6,4.5701053321743586e-7,-683578.0587078112,0.0,0.0,0.0,3.8757797863271275e-10,9799.609403674673,-370.7270341472477,-873358.4484158097,534643.3146174302,1.5086541432145853e-6,-206498.35479972267,0.0,0.0,0.0,3.7882860283836387e-10,1405.360791853629,-88.71541663682213,-294390.24826318177
t62,1.962361546961473e6,3.4603022809220035e-5,-712243.4202464204,0.0,0.0,0.0,3.898750770757816e-10,-16429.046906244865,-305.8198861596243,-1.162573276664076e6,1.545542408975683e6,4.413711512656642e-6,-583877.7618869726,0.0,0.0,0.0,3.8622770256723786e-10,16400.036559637614,-393.42580059599163,-906577.8987178539,541357.4903354283,1.5060651231377626e-6,-204560.9545315183,0.0,0.0,0.0,3.780585659767721e-10,29.01034660724872,-87.60591443636739,-301667.69280569535
t63,1.9524510853894025e6,3.398085947512843e-5,-645849.5313984157,0.0,0.0,0.0,3.888403613253485e-10,-24328.477049233115,-350.5957062159592,-1.2110677221564793e6,1.3411948578457853e6,4.481027298472258e-6,-366436.80236424855,0.0,0.0,0.0,3.8477434109736365e-10,26496.127150357766,-440.1892506967844,-929673.153376535,532642.701478269,1.5106470137020054e-6,-188117.58795435258,0.0,0.0,0.0,3.782439295222748e-10,-2167.6501011246505,-89.59354448082524,-307195.6348204594
t64,1.8799354884226054e6,3.470690097544611e-5,-534249.5029700063,0.0,0.0,0.0,3.8678799401367566e-10,-31439.59678995582,-396.628362896489,-1.2429489685648324e6,1.0917691323121667e6,4.476280766232302e-6,-112756.52198765411,0.0,0.0,0.0,3.8167356793289583e-10,40288.08517339194,-516.5354230464784,-947564.2692597321,520533.7031099681,1.5195714111449682e-6,-164528.8882550373,0.0,0.0,0.0,3.781098511699163e-10,-8848.48838343612,-119.90706014998933,-311933.8708331143
t65,1.6740301028025073e6,3.9085139554077295e-5,-308562.78956197464,0.0,0.0,0.0,3.8227523230881903e-10,-33311.99999891296,-409.28055935243174,-1.2608325887553098e6,830716.1334690998,87410.95016014915,-6.218162174584964e-7,0.0,0.0,0.0,3.710944060744741e-10,44801.999997668565,-545.3401268310222,-954696.538429385,488296.4327115473,1.5716229679413517e-6,-126422.52926985806,0.0,0.0,0.0,3.781734640272187e-10,-11489.99999875561,-136.05956747859048,-315129.142810879
t66,1.3448235648413654e6,15383.860181613696,-3.104411054842788e-5,0.0,0.0,0.0,3.6934200634927957e-10,-33311.99999960452,-409.28055935687337,-1.255572700463993e6,505592.855771499,410415.46668987506,-4.5279452963656817e-7,0.0,0.0,0.0,3.6011257576601883e-10,34285.00731394624,-420.8024875256512,-942456.8392187519,286792.4161480372,30699.215016319762,-5.143480056935875e-7,0.0,0.0,0.0,3.7847714831109193e-10,-973.0073143417198,-11.521928168777842,-312966.5632974109
t67,560768.344482917,770949.4560901407,-3.465221570140512e-5,0.0,0.0,0.0,3.451447125733374e-10,-33311.99999962365,-409.28055935700144,-1.227083076013975e6,249171.63980390047,642211.0511433017,-8.644024200167304e-7,0.0,0.0,0.0,3.4944344935922366e-10,35282.94317480842,-432.6196086368082,-918805.5093366741,85041.71085800831,226807.58668268903,-5.322720025922112e-7,0.0,0.0,0.0,3.7705031867298995e-10,-1970.9431751847694,-23.33904927980675,-306302.6595719206
t68,364126.1233849824,865164.3867251944,-5.515865060010243e-7,0.0,0.0,0.0,3.4210394860135536e-10,-33311.99999955743,-409.2805593564875,-1.1798015665100613e6,213687.97260133785,648112.0993844116,-7.881162992501661e-7,0.0,0.0,0.0,3.4775015621410063e-10,35742.950271539856,-438.06681199735897,-889672.0030674139,56125.84563334051,246730.03070818548,-5.291971261782048e-7,0.0,0.0,0.0,3.765404700983541e-10,-2430.950271982422,-28.78625264087144,-296838.33686972014
t69,370833.7341817288,863274.3361308622,-3.357540145796563e-5,0.0,0.0,0.0,3.4062877463613577e-10,-33311.99999962358,-409.28055935698234,-1.1294733457554393e6,224508.23720215532,618190.9800813162,-5.059474996859309e-7,0.0,0.0,0.0,3.448583896834404e-10,35353.82352809551,-433.45894285839444,-870191.2373608112,65613.25956213255,231923.7984381764,-5.337894469780825e-7,0.0,0.0,0.0,3.7671135817164794e-10,-2041.8235284719358,-24.178383501412124,-291917.8610104247
t70,384001.6893837267,799479.237560176,-3.2363732745935564e-5,0.0,0.0,0.0,3.4006496713644566e-10,-33311.999999635605,-409.280559357083,-1.0788462023875404e6,223558.39215303783,568344.126080012,-5.173138901079609e-7,0.0,0.0,0.0,3.445293642963078e-10,35484.27960323169,-435.00374678724563,-819521.9047767433,66911.80012931184,218603.40578293873,-5.296782024207087e-7,0.0,0.0,0.0,3.7606980264807823e-10,-2172.279603596088,-25.723187430162636,-279762.46323949844
t71,402592.58094574313,691935.8745007024,-3.1720843776011885e-5,0.0,0.0,0.0,3.4149825989537216e-10,-33311.99999964005,-409.2805593571463,-989893.7308904508,219473.71006498067,501441.6227295118,-4.921759101678354e-7,0.0,0.0,0.0,3.4637316653172286e-10,35964.026610357876,-440.6847015555173,-749003.104435777,67311.6551086116,195052.07694944614,-5.223227774291301e-7,0.0,0.0,0.0,3.7520833760076686e-10,-2652.026610717828,-31.404142198371023,-256119.88046866143
t72,412380.9461885107,587843.1732797709,-3.083959543377812e-5,0.0,0.0,0.0,3.4424269348737737e-10,-33311.99999965491,-409.28055935724404,-895589.3949133436,222292.28505076715,437682.076822453,-4.877579604468988e-7,0.0,0.0,0.0,3.510144978112618e-10,36158.38232644625,-442.98617715703807,-688251.8862796911,60717.74753714942,178257.03237132725,-5.176359874467956e-7,0.0,0.0,0.0,3.7444560430598037e-10,-2846.3823267913367,-33.70561779979402,-232531.9696518166
t73,416225.9921067886,503668.4235572998,-3.1648761414746506e-5,0.0,0.0,0.0,3.4731401001452993e-10,-33311.99999961869,-409.28055935696733,-815259.6911069374,227880.11542046035,387025.35566484364,-4.768715561419377e-7,0.0,0.0,0.0,3.5446825192459015e-10,35740.08410425026,-438.0328720939756,-642774.6038792942,62435.70919306069,158725.18451366268,-5.166793253507416e-7,0.0,0.0,0.0,3.7417859143978046e-10,-2428.0841046315695,-28.752312737008225,-215146.2882823059
t74,420984.907840514,440717.3229321582,-3.119614864418629e-5,0.0,0.0,0.0,3.519115973853913e-10,-33311.99999963737,-409.28055935716685,-757067.5062184122,230814.00308910361,354381.37651917397,-4.5902330939735875e-7,0.0,0.0,0.0,3.588869359090228e-10,35829.191689659165,-439.0880452469062,-613151.5096416088,66829.01178738904,143227.49860586342,-5.156220995737219e-7,0.0,0.0,0.0,3.7421863825133824e-10,-2517.1916900217916,-29.807485889739326,-203950.68703702005
t75,429683.8987543658,391462.58131474105,-3.121368130148129e-5,0.0,0.0,0.0,3.57058887718243e-10,-33311.999999641725,-409.2805593571573,-716511.7555132314,230820.28475129986,333992.81032336643,-4.7604728850775103e-7,0.0,0.0,0.0,3.633096254313751e-10,35929.187371705164,-440.2721504902169,-592866.8525794434,69807.59755829597,133985.03141836677,-5.15516973533708e-7,0.0,0.0,0.0,3.745479773656367e-10,-2617.1873720634408,-30.99159113305961,-197584.44172770935
t76,434902.3602085071,362893.66495461116,-3.146218778914776e-5,0.0,0.0,0.0,3.6066145730535463e-10,-33311.99999966327,-409.2805593573148,-693161.3006068609,232653.65443856033,323832.84595103265,-4.5399843788640215e-7,0.0,0.0,0.0,3.6625838711260696e-10,36069.07405811782,-441.928627604564,-584676.8316261555,82997.93402156822,118763.16575954655,-5.320345377963289e-7,0.0,0.0,0.0,3.7478064191162813e-10,-2757.0740584545515,-32.64806824724915,-195409.71289113184
t77,450099.6907871988,344477.16777236236,-3.2074509423840044e-5,0.0,0.0,0.0,3.63684868630512e-10,-33311.999999654974,-409.2805593571938,-689942.1340023391,362806.07629760914,196819.81224964806,-4.2967782283769087e-7,0.0,0.0,0.0,3.7141211185843935e-10,44801.99999796118,-545.340126831334,-596342.3227256726,226135.3642078207,5.296842990116006e-7,-12233.16884826511,0.0,0.0,0.0,3.746477942069482e-10,-11489.999998306206,-136.0595674741402,-198611.05953045125
t78,754844.3062460538,56857.368945617396,-3.017588987163418e-5,0.0,0.0,0.0,3.747089333938517e-10,-33311.99999953636,-409.28055935636127,-707066.9506360362,708648.4939830975,4.2286540381095197e-7,-112769.25092380718,0.0,0.0,0.0,3.7727891997733547e-10,33311.99999773011,-409.28055942019137,-621377.7963703355,446043.7615483704,5.190124382408974e-7,-232003.42333626637,0.0,0.0,0.0,3.753177101917161e-10,1.8062479003910443e-6,-6.383007944773483e-8,-210511.32151608067
t79,1.3229190240082792e6,3.09723792642665e-5,-475317.8927261868,0.0,0.0,0.0,3.799230415043422e-10,-33311.99999955595,-409.2805593565265,-742966.406788248,965148.7618834152,5.231032600572926e-7,-334901.319962519,0.0,0.0,0.0,3.797719251512884e-10,44801.99999889578,-545.3401268386526,-666963.8760970492,579281.489284637,5.981958761772052e-8,-300030.0842527851,0.0,0.0,0.0,3.7594476927987755e-10,-11489.999999339832,-136.05956748212606,-231930.5781579027
t80,1.585636838745357e6,3.5317526941417835e-5,-686494.5507241221,0.0,0.0,0.0,3.8342353604971824e-10,-33311.99999896517,-409.28055935265013,-794507.5635313594,1.1328394828914641e6,5.206070041441061e-7,-446740.83052073605,0.0,0.0,0.0,3.8230959175458473e-10,44801.999997688115,-545.3401268307007,-722668.1071712195,603082.7320292062,6.265106091099177e-8,-300030.0842527937,0.0,0.0,0.0,3.7727171583911494e-10,-11489.999998722946,-136.0595674780506,-255658.20619050533
t81,1.7971799143225541e6,3.658170922266536e-5,-823772.6024429193,0.0,0.0,0.0,3.860311637887287e-10,-33311.99999562818,-409.2805593311581,-868772.5873953183,1.2648719520856554e6,5.262906298840004e-7,-521026.0966120632,0.0,0.0,0.0,3.8345850067143194e-10,44801.99999082644,-545.3401267875224,-780415.310261782,604133.613508555,8.958109946218909e-8,-300030.0842529286,0.0,0.0,0.0,3.786482263626431e-10,-11489.999995198259,-136.0595674563644,-274216.29724007036
t82,1.915007084893403e6,3.69864625050433e-5,-859690.0730640375,0.0,0.0,0.0,3.875591699567278e-10,-25414.203577742504,-356.7922599087702,-958685.0603619707,1.4018784176573646e6,5.307097478238945e-7,-587223.1744721233,0.0,0.0,0.0,3.84216394406095e-10,30578.58036209069,-457.0659119755305,-836844.8568447307,592596.4966922452,5.396289957169709e-7,-293937.36330563563,0.0,0.0,0.0,3.7901464477606823e-10,-5164.376784348186,-100.27365206676032,-289554.8176656519
t83,2.0014291472468823e6,3.362974241857666e-5,-859744.6469315409,0.0,0.0,0.0,3.8876828760539384e-10,-19337.9031021725,-320.412334421195,-1.0512016091712094e6,1.465082792280732e6,5.31590632428121e-7,-591471.4136561431,0.0,0.0,0.0,3.853780417226404e-10,21473.85628757776,-410.1382952324874,-886770.741032301,571428.378288046,5.167713831666696e-7,-260874.4281607611,0.0,0.0,0.0,3.795332602062064e-10,-2135.953185405261,-89.72596081129237,-304498.4850901789
t84,2.0854637793556212e6,3.4266192126171065e-5,-859307.6377545119,0.0,0.0,0.0,3.906500526784919e-10,-18343.88722976621,-315.92998301060396,-1.1366762310330567e6,1.475839460892627e6,5.339263738917586e-7,-568414.3350417796,0.0,0.0,0.0,3.8637924962009366e-10,19125.664970986003,-403.2959086915001,-918249.4341132775,544000.6921996017,5.159589112864306e-7,-221199.22824504058,0.0,0.0,0.0,3.8015411611818157e-10,-781.7777412197943,-87.36592568089611,-318105.726972675
t85,2.149776106565702e6,3.505583898612692e-5,-857915.2166051618,0.0,0.0,0.0,3.9178513945769544e-10,-17141.74902275073,-310.16037111174865,-1.2035946568245536e6,1.4979870524829738e6,5.514235315006929e-7,-563266.1321279455,0.0,0.0,0.0,3.868214113905097e-10,16009.212915312264,-397.52483439595017,-942444.7506269389,503813.8307694094,5.134291885886398e-7,-169898.24689694334,0.0,0.0,0.0,3.800626303835325e-10,1132.536107438466,-87.36446328420153,-331135.876007476
t86,2.162378143660916e6,3.484265517649033e-5,-813252.8803814468,0.0,0.0,0.0,3.918816444703255e-10,-20699.194604324617,-329.5711864608653,-1.257262762931367e6,1.417570101490664e6,5.40524475850354e-7,-468654.4264838985,0.0,0.0,0.0,3.8634450794985944e-10,16717.45607307289,-423.55460973905565,-957301.6299650803,446748.7913064053,5.109568260360017e-7,-103955.90403506103,0.0,0.0,0.0,3.8004998812852113e-10,3981.7385312517254,-93.98342327819032,-342853.89814646484
t87,2.115735192616397e6,3.45855381176617e-5,-728020.8371752409,0.0,0.0,0.0,3.910687613180729e-10,-25265.56322872112,-356.95486006173,-1.2912307191208655e6,1.341097351231884e6,5.327803590048616e-7,-385322.53265391046,0.0,0.0,0.0,3.84680696673723e-10,16446.553794269,-476.1036763442028,-963793.2037686456,376960.5583590484,5.160688235612004e-7,-30257.448313637462,0.0,0.0,0.0,3.797650830467525e-10,8819.009434452119,-119.1488162824728,-351564.96281588427
t88,1.9889467337320761e6,3.5259492715723116e-5,-574910.9252778568,0.0,0.0,0.0,3.8959945982451617e-10,-30372.855065532814,-389.6480043451885,-1.312379494010215e6,1.215175894298213e6,5.218489857452728e-7,-262223.98040823377,0.0,0.0,0.0,3.835737156777767e-10,18882.855066107713,-525.7075718278419,-963351.9701674723,296455.49445062503,52426.12531949784,-5.376020020153624e-7,0.0,0.0,0.0,3.8048817895620297e-10,11489.999999425101,-136.05956748265336,-356570.4839369453
t89,1.7955972771416188e6,3.7843815272615046e-5,-370489.1540420315,0.0,0.0,0.0,3.8633158525607695e-10,-33311.99999848992,-409.2805593492925,-1.3204733986158697e6,1.0316198582256709e6,5.177208785938665e-7,-107424.71454201471,0.0,0.0,0.0,3.7514248419336285e-10,21821.99999909483,-545.3401268318001,-937784.5984830386,200007.1482588694,150739.3926054241,-4.540708549671403e-7,0.0,0.0,0.0,3.795309431574062e-10,11489.999999395088,-136.05956748250765,-358435.4050342339
t90,1.4038612528862674e6,2.5669935046456537e-7,-3.3607437005554703e-7,0.0,0.0,0.0,3.6672149817471313e-10,-33311.999999597945,-409.28055935679987,-1.309327034247713e6,725325.3435217508,169861.30784206153,-5.294313502361021e-7,0.0,0.0,0.0,3.6396702533797325e-10,21822.000003637317,-545.3401268103761,-908923.0855295704,131401.16747198597,214989.84106095965,-4.7191566812927964e-7,0.0,0.0,0.0,3.7866809485592994e-10,11489.999995960628,-136.05956745357625,-354079.87269952416
t91,620135.8741786592,694194.0963423392,-7.177758775689389e-7,0.0,0.0,0.0,3.470604640664903e-10,-33311.99999823394,-409.28055934634045,-1.2735770394021398e6,298855.3563518675,554667.9627264463,-5.959301837238331e-7,0.0,0.0,0.0,3.519465234775395e-10,21822.00000237387,-545.3401267997974,-867259.7538461657,100298.2411700557,236099.94910516712,-4.5258942174774054e-7,0.0,0.0,0.0,3.778583554370241e-10,11489.999995860073,-136.05956745345696,-344087.05444206606
t92,364328.0197148965,865164.3867266299,-1.9343450626232528e-7,0.0,0.0,0.0,3.3963339929841936e-10,4278.946012202941,-52.572328842236494,-1.2270543334550061e6,210874.78732636131,640594.7521001212,-5.789431692859222e-7,0.0,0.0,0.0,3.4918378514430614e-10,-15768.946008076664,-188.63189629577525,-828328.4439124926,94609.81857188411,228314.77237451033,-4.758216264074679e-7,0.0,0.0,0.0,3.772474005775031e-10,11489.999995873723,-136.05956745353876,-330613.45511377306
t93,356631.7199526204,865164.3867332498,-2.0641171069703762e-7,0.0,0.0,0.0,3.3765609037822906e-10,-33080.91852302021,-406.44142767093814,-1.1812904310646525e6,221344.87948966652,558457.930785276,-5.518256356834917e-7,0.0,0.0,0.0,3.506683856286068e-10,21590.918527120157,-542.5009951243999,-793313.8377262221,99002.84561507968,213795.28455146984,-4.6910552497884436e-7,0.0,0.0,0.0,3.772246200256506e-10,11489.999995900058,-136.05956745346177,-320486.99430211185
t94,348325.7030152979,824839.0646773212,-6.865944891122373e-7,0.0,0.0,0.0,3.362452453795713e-10,-33311.99999819487,-409.2805593459555,-1.132422332305653e6,218088.71028207304,491671.03217094607,-5.40287611703258e-7,0.0,0.0,0.0,3.5314317632521227e-10,21822.00000224132,-545.340126799499,-723496.175710408,103155.09632588523,194249.84142991516,-4.6215200189115674e-7,0.0,0.0,0.0,3.7708292681806296e-10,11489.999995953553,-136.0595674535435,-305093.80192253814
t95,351770.9739723714,741535.4679549122,-7.06423685239955e-7,0.0,0.0,0.0,3.3786775704878836e-10,-33311.99999822089,-409.28055934610035,-1.0525640064663375e6,219052.98971667187,399202.15462267963,-5.207263672816274e-7,0.0,0.0,0.0,3.5998698927777175e-10,21822.000002128,-545.3401268008856,-631991.579982124,108245.72998437937,164192.34878324255,-4.549653241134842e-7,0.0,0.0,0.0,3.7649762814563765e-10,11489.99999609289,-136.05956745478534,-280126.9429327796
t96,359195.5489009912,645077.9423920118,-6.624303654076611e-7,0.0,0.0,0.0,3.417323058336567e-10,-33311.999998165455,-409.28055934600565,-963531.0558041348,214548.34907912443,345699.6894348325,-5.159030362046497e-7,0.0,0.0,0.0,3.6683845945299395e-10,21822.000002128727,-545.3401268005877,-573984.4721675827,110276.55403117498,136356.36245003497,-4.56525995172959e-7,0.0,0.0,0.0,3.7596928224547467e-10,11489.99999603673,-136.059567454582,-254321.78064847444
t97,371040.29398501373,554254.3937009393,-6.596910609305348e-7,0.0,0.0,0.0,3.441996794986634e-10,-33311.99999823399,-409.28055934605084,-884552.252269269,221288.5420978875,295174.61504216003,-5.198025401657254e-7,0.0,0.0,0.0,3.7132048288620824e-10,21822.0000021596,-545.3401268004959,-530199.5926210018,104365.80358264479,121509.9943691989,-4.565514567833568e-7,0.0,0.0,0.0,3.750019753442962e-10,11489.999996074388,-136.05956745444513,-233564.66211611318
t98,395405.54505822755,466161.1409209779,-6.590600696568866e-7,0.0,0.0,0.0,3.501145490286131e-10,-33311.99999817504,-409.28055934596074,-820824.250523325,229251.59907759115,258186.85061320732,-5.237007758359796e-7,0.0,0.0,0.0,3.736854303191081e-10,21822.000002076245,-545.3401268004726,-501174.88367805834,106875.78515296726,103855.88154068918,-4.646382100198105e-7,0.0,0.0,0.0,3.752080729842507e-10,11489.999996098792,-136.05956745451184,-218420.53086028155
t99,419510.8337552459,393009.549575977,-6.680489315542139e-7,0.0,0.0,0.0,3.565921589502102e-10,-33311.99999820778,-409.280559345993,-771777.9478987181,233018.26467570494,234812.48708365203,-5.239693952251265e-7,0.0,0.0,0.0,3.758072757639855e-10,21822.000002097302,-545.3401268005532,-481567.18775741936,106973.28058758315,93486.13341806406,-4.646216463900743e-7,0.0,0.0,0.0,3.7528058010864125e-10,11489.999996110477,-136.05956745456018,-208148.2781713079
t100,437896.7370479794,340983.3552849154,-7.16536968726716e-7,0.0,0.0,0.0,3.627045161791873e-10,-33311.999998186744,-409.2805593459933,-738137.6568814653,236244.8394756476,220283.08073199994,-5.225495884274811e-7,0.0,0.0,0.0,3.7756267517136805e-10,21822.000002083856,-545.3401268005239,-470264.3544122915,116001.22208183235,78231.66382879665,-4.4707332491771926e-7,0.0,0.0,0.0,3.755024974896574e-10,11489.999996102888,-136.0595674545305,-201921.750077755
t101,461198.8889446347,298509.9164694251,-7.960770605474037e-7,0.0,0.0,0.0,3.685210139740335e-10,-33311.99999803685,-409.28055934535354,-718966.3700491793,432236.175170103,20592.635595885215,-1.9168311813852807e-7,0.0,0.0,0.0,3.799866651582575e-10,21822.000002262124,-545.340126798941,-466565.2453175224,158101.05690472308,32426.285458533774,-2.5050040179183594e-7,0.0,0.0,0.0,3.7587671645341056e-10,11489.999995774728,-136.05956745358748,-198216.20652939667
t102,676455.1025961424,5213.158485708946,-6.885416030639285e-7,0.0,0.0,0.0,3.7837582536511804e-10,33311.999999338834,-409.28055935510616,-707549.8256267145,1.043452385515933e6,1.9533649244073327e-7,-458643.49314541515,0.0,0.0,0.0,3.8115380985013755e-10,-44801.99999820435,-545.3401268342535,-468306.00253859017,229238.9003523467,2.529615455825011e-7,-37873.25467908207,0.0,0.0,0.0,3.7566792960542553e-10,11489.99999886552,-136.05956747914738,-199054.5098239433
t103,985112.9942814641,1.1247693293128259e-7,-296103.8833882083,0.0,0.0,0.0,3.823375037146988e-10,33311.99999897033,-409.2805593527067,-714890.675187383,1.295852613855976e6,2.1917149258524435e-7,-683578.0587103,0.0,0.0,0.0,3.8243378097813624e-10,-44801.999998191546,-545.340126834176,-495626.22003590467,352758.6037344009,7.220924225393903e-7,-147822.16414445307,0.0,0.0,0.0,3.7649056862287783e-10,11489.999999221214,-136.05956748146932,-212625.30373711133
t104,1.1719488101972963e6,1.2538217060628817e-6,-441004.30576145893,0.0,0.0,0.0,3.8568320682096994e-10,33311.99999900188,-409.2805593530255,-756826.0687230731,1.3407216118741452e6,2.1098313187269098e-7,-683578.0587104072,0.0,0.0,0.0,3.8422376376800067e-10,-44801.99999554859,-545.3401268176553,-540499.072845653,439797.19692120235,7.215711375568212e-7,-212341.98693340094,0.0,0.0,0.0,3.7718186845374005e-10,11489.999996546716,-136.0595674646298,-235144.07412033147
t105,1.4253425168342765e6,1.232341606915471e-6,-611724.5850902501,0.0,0.0,0.0,3.887578485142351e-10,33311.999997328356,-409.2805593415411,-839219.4882634495,1.3898814031589383e6,2.0343212134883944e-7,-683578.0587104782,0.0,0.0,0.0,3.8585581012771617e-10,-42037.94043983237,-528.1236164279383,-592461.8847537088,480234.46255263785,7.172312266434443e-7,-225764.5901579488,0.0,0.0,0.0,3.785622016723232e-10,8725.940442504016,-118.8430570863972,-259266.55515398868
t106,1.6975813671709595e6,1.3211001815049058e-6,-775155.6449339859,0.0,0.0,0.0,3.909790768734014e-10,20020.17660523003,-324.13915374121126,-934656.281063933,1.423133572860039e6,2.0253735303104645e-7,-683578.0587105014,0.0,0.0,0.0,3.8700217184744954e-10,-27455.478162687075,-435.59214822988423,-640483.8157307362,491297.98969398753,7.16578415450017e-7,-215853.68248788724,0.0,0.0,0.0,3.7909201837209913e-10,7435.301557457044,-111.45299448867297,-278960.6079142799
t107,1.8929459466036865e6,8.819185365203386e-7,-865164.3867015677,0.0,0.0,0.0,3.914970064208783e-10,10359.080078918865,-279.1495214505294,-1.0304322360602502e6,1.4523312452970436e6,2.0874998975168052e-7,-683578.0587104604,0.0,0.0,0.0,3.8715229835107657e-10,-17657.541568783316,-389.7429338428253,-679572.2773579779,486998.56096126535,7.169338052946784e-7,-197592.38944949728,0.0,0.0,0.0,3.8001331296156604e-10,7298.461489864451,-110.59341239229593,-292786.5376127447
t108,1.9978720899727417e6,4.2229582998945537e-7,-865164.3867242762,0.0,0.0,0.0,3.9274168784881214e-10,6148.986771379902,-266.81428819052655,-1.117039314745474e6,1.4781918430424475e6,2.107765220755656e-7,-683578.0587104165,0.0,0.0,0.0,3.8769980175978803e-10,-12079.484505632214,-370.316313329406,-711050.9704389544,518074.2351301926,7.119122375558206e-7,-217536.89426971503,0.0,0.0,0.0,3.806705015155321e-10,5930.497734252312,-103.50202513887945,-302560.6680542342
t109,2.0463341179902405e6,1.6040796771749336e-6,-858325.3382263728,0.0,0.0,0.0,3.934056133149965e-10,4333.515470069984,-263.34634764338034,-1.1846648074876068e6,1.5009943316553673e6,2.1045884442383637e-7,-683578.0587104096,0.0,0.0,0.0,3.8771374635321437e-10,-8911.156427436612,-360.81260482541114,-737041.442836842,539451.8876559706,7.458902639867556e-7,-231101.90107932285,0.0,0.0,0.0,3.8094642492679396e-10,4577.640957366628,-97.46625718203079,-309030.1826099745
t110,2.0902783113544842e6,1.2475210293067615e-6,-836214.3557904562,0.0,0.0,0.0,3.9240702680239965e-10,-13769.58214963039,-291.0560847953034,-1.232561407753456e6,1.5042665457800028e6,2.316163429853583e-7,-683578.0587102959,0.0,0.0,0.0,3.8622568991449744e-10,10279.637437813017,-383.9012852370861,-759459.7363539968,528481.3846235708,7.084447983397971e-7,-214121.62844140705,0.0,0.0,0.0,3.81306385846507e-10,3489.944711817374,-92.84520044178274,-313962.80779237935
