Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_4,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
Zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0
AnnualSum,3.7341813316454007e6,0.0,0.022894282695275252,2.3244853129852302e7,0.0062588964384661504,1.1933115450753853e7,0.007214429668055573,0.008141675502169099,1.6668737711628843e7,1.2135397257224728e8,1.056378832172171e7,380153.95095787535,5.578811419425643e6,1.9249035997201193e7,0.0,0.013650836641420777,6.730273272534833e6,0.0028357543128896276,2.4015747911593067e6,0.00727600218019635,0.008967288101773096,2.292658160929995e7,1.4209732469246846e7,9.711000612459563e6,3.4577918902981556e6,2.3729469046570403e6,1.3504596523339415e7,0.0,0.023884683680145978,0.016315584923772976,0.04749702097064526,0.008561800464540617,0.006902630888875581,0.007398957261218376,2.1129498618303433e8,1.4057088564983765e7,337833.7338700068,1.4005202749875546e7,3.7803502297064066e7,7.639491805633565e6,0.006871974595603858,2.32842150753909e9,0.05769755588540258,2.0263625911298016e8,3.1056725604294445e6,0.007251329689396254,1.8486148269113743e9,0.09394420790334618,9.198102679649783e6,0.23397400328395027,0.007133428590679254,6.455833491110936e8,0.09148600294579648,1.4373078674137297e8,0.05301442081648445,0.043626188582448835,0.01474178373504037,1.3191452550006113e9,2.8293816905989876e9,0.019966133723575613,0.0324380962031913,2.9023360022314353e9,5.6314719093065575e7,6.843660853611212e8,2.6319854366643083e8,2.418869701576117e9,2.0185624062655363e9,0.1006088760394273,7.761788230175151e7,0.1226551028943167,0.021364473567224363,0.004825780676190827,0.008891664618059318,1.7026473575346038e9,0.03213235403272211,2.2906859601117247e8,1.9109103342283174e8,4.166389701014195e7,2.6291443889074656e8,2.925858510972869e8,2.3152644172333324e8,4.0332944513612455e8,1.8753238573278826e8,2.898607698041997e8,4.507291559244354e6,6.903661196819334e7,2.7911850779251873e7,2.2773308770950335e8,0.04241623350446264,2.5957568693188623e8,1.0770405323523375e8,1.8490125324415464e7,3.378294784684728e7,1.973572401123488e8,4.758657432270974e7,0.09723825077028408,3.3916898978291187e6,3.113749625833117e7,2.3184676917633038e10
t1,306.74743905603566,0.0,1.950869912491249e-6,2.211117915107231e-6,7.800378970105731e-7,1.9976326038671935e-6,9.271226369072557e-7,1.0354040080434617e-6,2439.9999982761287,17770.207998127462,2243.2545845015484,49.168890765323994,0.0,3197.1280219917808,0.0,1.4332237798488959e-6,1.6641904348885802e-6,3.494190286440654e-7,295.9999991538159,8.933741118217527e-7,1.0827155932756274e-6,3395.6999982602283,2104.699998257666,1709.6356107578417,414.381423542954,0.0,3535.648305660772,0.0,1.1773575769832137e-5,6.047104466649815e-6,3.0489886501102807e-5,2.008011416425754e-6,1.4796656218974764e-6,1.554696681487258e-6,33632.28799881208,2227.999998828937,38.615373978315006,0.0,13950.039995814377,6104.616720024314,1.6020465482654736e-6,448788.4793240386,9.793617586008208e-6,61535.70333152453,3.0817026591155866e-6,9.024670461643407e-7,305667.63373073505,1.4353397102711675e-5,3353.657219616604,2.723655808967503e-6,8.54042536350208e-7,102227.38848775909,1.3737439199573607e-5,6448.016404279552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36991.48172900012,5431.766183904387,34639.89119702113,43776.00129856762,35755.39733842266,50797.99412718422,21366.61537643684,43235.648837949746,960.7204928439937,15623.782325659618,5943.584386761044,43698.266123502064,9.992074145611987e-6,48897.247227423744,9027.816382153713,3200.3330728115266,7255.040652974316,31857.62221265171,9780.730370396655,3.0038183649178387e-5,629.1543533984416,7188.870614431131,1.4774949753120143e6
t2,306.747439054179,0.0,1.8988170626454374e-6,2.1498666849366522e-6,7.69757083989573e-7,1.9418977254844127e-6,9.104194179506855e-7,1.0154265202985837e-6,2439.999998243077,17770.207998091475,2238.1684500525766,49.10505327741599,0.0,2804.581182248042,0.0,1.3943376817729143e-6,1.6212621548889795e-6,3.454292606882459e-7,295.99999910496376,8.813869321940949e-7,1.0643517890212718e-6,3395.6999982410916,2104.6999982444336,1697.4453389634878,414.15778833038803,0.0,3474.0742175976648,0.0,1.1686753821710558e-5,5.986632274082579e-6,3.037291234114706e-5,1.9824056097318824e-6,1.464574942136941e-6,1.5436915024036652e-6,33632.28799880078,2227.9999988167765,38.623497065185,0.0,13950.039999395516,6104.616719984662,1.588011049992147e-6,390991.180031574,9.784294058129016e-6,61535.70291956168,2.9661226831403204e-6,8.842276492372094e-7,280677.0425280708,1.4326301656144562e-5,3353.6572150961406,2.6418632439044684e-6,8.356237871998841e-7,91547.45000124897,1.3719592846009877e-5,9900.206583107753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38923.647070603314,5527.780797620849,31843.496254323407,48912.86597358901,39717.199815861226,47541.66564074034,21964.186382250948,44065.615069942665,958.542249845191,15344.862406514056,5854.14627076358,49626.07163604383,9.792390769475892e-6,47474.48036461523,8842.81754552368,3177.5136312040745,7134.508951696309,29695.37318550391,9886.4720459526,2.7917601534186642e-5,688.0675548026434,7901.246163561325,1.3960302541166153e6
t3,306.74743905088707,0.0,1.8271394850548232e-6,2.064996174412242e-6,7.556614872076266e-7,1.865054201597991e-6,8.853811478792246e-7,9.86605015566618e-7,2439.9999981984365,17770.20799804356,2290.173147555078,49.035515510771994,0.0,2412.0343424367147,0.0,1.337567375518167e-6,1.5581992375903073e-6,3.3942382243854464e-7,295.99999901358564,8.615061238759291e-7,1.0357455394598229e-6,3395.6999982122015,2104.6999982171806,1827.5348714685465,413.91780788384403,0.0,3298.060269709601,0.0,1.149377990578249e-5,5.855304563908301e-6,3.0113381557413016e-5,1.93025717555696e-6,1.4353832948987164e-6,1.520284230263787e-6,33632.287998780994,2227.9999988000773,38.6161044214,0.0,13950.0400793319,6104.616719837575,1.5682358649336407e-6,359769.05967119115,9.76747810315896e-6,61535.70146342061,2.8103500852243963e-6,8.655088721549192e-7,269477.711152958,1.4292640038414232e-5,3353.6572165895627,2.5154642868082593e-6,8.147383508154123e-7,82617.15262818163,1.3698532463488552e-5,16007.759887924556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9184729916948364e-11,0.0,0.0,0.0,0.0,39257.45500599432,5428.508506374836,27248.48051876945,52336.742272102536,41956.33771203133,43370.75327262896,21165.319849366635,44318.01402391813,980.814344580992,14986.27837268198,5451.599443937193,51951.398314414924,9.831972779592088e-6,46073.56904169439,8834.26071149717,3421.033262303651,6664.697964350458,27692.278572095118,9639.051103447578,2.518463954814922e-5,681.4261901194243,8336.950529316566,1.3451136834655786e6
t4,306.7474390466987,0.0,1.723391546382133e-6,1.9383234428964817e-6,7.363336188116257e-7,1.7525235071829638e-6,8.458749547133172e-7,9.437214379024162e-7,2439.999998135013,17770.207997973113,2364.1503595248,48.971227834584,19.929688935731054,2019.4875025861986,0.0,1.2527606542466885e-6,1.4614022516060499e-6,3.304138154128381e-7,295.99999881324663,8.276387126800311e-7,9.909894066791762e-7,3395.699998107733,2104.6999981545546,1647.0592637439247,413.687790461166,46.76302421967561,3021.0012223053554,0.0,1.1144489994911137e-5,5.635309701786493e-6,2.9658110543692323e-5,1.8490548525922104e-6,1.389151388474981e-6,1.4822953106347442e-6,33632.28799875414,2227.999998777216,38.6254255049,0.0,13950.039951412042,6104.616719495198,1.5265126989858894e-6,354228.61493716337,9.745502791849388e-6,61535.7037746452,2.5853287578738933e-6,8.283088267363639e-7,260978.04106426513,1.4247268646464828e-5,3353.657218254948,2.3147946448768573e-6,7.785198320616786e-7,75681.42397100595,1.3646083911065143e-5,15708.90579179994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.44492132437483,989.3727262022387,1122.2290451221877,0.0,4937.262879975246,1.3754043737690115e-8,4.578393797884009,1.272701956271437e-6,3.0348027105565313e-7,1.2132679337313636e-7,1.7680136291552081e-7,6681.757331387202,2.071135277895039e-7,3519.661044964505,37730.610867922434,5155.545644545059,21294.55748423939,51929.59697858602,41710.66766431837,39277.962199846916,17775.78323549656,45209.0204174669,1012.4966262295997,14550.653714418964,5158.3546445305465,55268.45483991001,9.15112187727626e-6,44232.6567939503,9748.049984457242,3083.193986764113,6452.238419155902,24740.200980386722,9618.934320519254,2.5990338222949322e-5,691.7173642298636,8348.474114402945,1.3237577991319413e6
t5,306.7474387496065,0.0,1.462228429191962e-6,1.5657045581587822e-6,6.7335574447554e-7,1.4410955389523286e-6,7.573495248995566e-7,8.366355446089543e-7,2439.999997484192,17770.207997285226,2330.2263539685273,48.893694882047996,582.1074752467316,1626.940662710373,0.0,1.0443332554008187e-6,1.171310974857289e-6,3.0775302425205344e-7,295.99999561673485,7.220983714183224e-7,8.5831125983235e-7,2546.775380283536,1578.5251998441504,1507.3300465210236,413.46884677386805,408.4544962452268,2640.559325347816,0.0,1.0381512923660327e-5,5.257809613129627e-6,2.869586833944809e-5,1.7303871324232574e-6,1.3188580456592954e-6,1.4241389004399459e-6,33632.28799870804,2227.9999987425917,38.618032861115,22.863640004555702,13950.039994464423,6104.616718913081,1.4668496595589008e-6,361551.9429761745,9.718718825647129e-6,61535.70535210827,1.8753077265807098e-6,7.110685301570328e-7,1.2955060273290925e-5,1.3690684618145386e-5,5.687519806108741e-6,1.5644711925513313e-6,6.343128118229264e-7,3.100437591611418e-7,1.1209950717182704e-5,17142.201229943697,5.755422669703334e-8,3.620989526737315e-7,9.882276085634781e-8,4864.030590255705,42.03957987872007,7.593795283086411e-7,7.449782574464686e-7,8994.743425286675,5241.2373156453295,46801.53066458418,22882.76321690624,50590.59211520665,147262.91542498354,6.82387553354019e-6,3315.7629554693176,1.3066089081107304e-5,2.7334575606151775e-6,7.704267573291994e-7,1.5827755814227844e-6,110394.40007546861,3.856367027056767e-6,32389.163267623837,35010.789283711965,4231.388231419702,16310.767087053922,50130.54222593607,40176.87337156648,33690.774250152186,12339.390083620294,46366.66253496734,997.9679642614725,13760.03471693841,4446.906369287963,55478.647567601096,8.757127985167312e-6,42550.1029960217,10502.559884027512,2821.6294579353953,6037.271445144615,19979.548032821745,9581.721138723073,2.5666093669751593e-5,645.5293802269224,7974.208389491553,1.3765150060798493e6
t6,204.54732739301204,0.0,1.2878995706700292e-6,1.3404788418859367e-6,6.26428911504553e-7,1.2445852379428142e-6,6.819930713341409e-7,7.595549775975997e-7,1829.9999989722803,13327.65599902068,959.9591498538482,48.829406942591994,871.472176133315,1234.3938228861377,0.0,9.59534515955168e-7,1.071701609594639e-6,2.9679701461010135e-7,250.11997324667252,6.806817313319316e-7,8.052200944973199e-7,1697.8503817776725,1052.350201167328,588.7139115557839,413.2254482399,502.6313391968874,2142.6128698792495,0.0,7.77337278129148e-6,4.373958509521561e-6,1.9405481760827203e-5,1.5393419985957677e-6,1.1994415998877085e-6,1.3223664672303818e-6,33632.28799864575,2227.9999986809944,38.617879925375,988.7840432226498,13950.039994553052,6104.616717180884,1.3767951485855982e-6,107585.16993427128,9.682998627364893e-6,5.4935219665222215e-6,1.5027596301841104e-6,6.364318362946321e-7,5.555439249832884e-7,1.0669668855032733e-5,4.274896623018837e-6,1.3683896840868257e-6,5.938315392678186e-7,1.7915396511433532e-6,8.573692949550302e-6,10012.955707373203,4.139555310988386e-6,8.619859918474123e-6,2.517412542643409e-6,54971.430159538584,96014.9248109844,4.532438880275314e-6,7.220848998878745e-6,165602.53767039475,8305.057188005328,108613.42139361893,40714.29067692556,283906.7014736603,420050.256548836,1.3652133863562688e-5,8234.731925666574,1.789287296883235e-5,4.6275821941907145e-6,1.0826695705659001e-6,2.3371650699154826e-6,272307.5773563405,6.745524410723995e-6,46046.63422133959,30724.041344723344,3455.1925074596747,11375.30995417378,47710.87434405609,37523.87879917937,25125.91038383271,8180.722307634274,44344.462364227475,412.66931518716393,5050.4369939752,1840.607753644629,26215.438516091406,3.912224703116543e-6,16312.474504034166,5464.042025588242,1117.134840733176,2645.8037318350766,7124.748388572184,4571.598538616164,1.1509040392805053e-5,294.3520520530114,4127.853984626605,1.988049950536351e6
t7,176.8681096025706,0.0,1.2114145398102396e-6,1.2502309528766208e-6,6.093157532409486e-7,1.163770691079494e-6,6.510160856791123e-7,7.253087498587321e-7,1220.0000024771277,8885.10400313501,600.4310891186472,48.755998083276,1176.6200414380353,841.846983248618,0.0,9.137519663850853e-7,1.0171602890489185e-6,2.9081696391646556e-7,250.11997023190986,6.601155565666756e-7,7.758618236387401e-7,1697.8500007877844,1052.3500007487778,316.17686797719045,412.994353485468,648.140569801402,1503.0704877321011,0.0,1.8872595996938765e-6,1.7155025925691077e-6,2.049438834443204e-6,1.063010765395671e-6,8.608506134848632e-7,9.366285843422993e-7,33632.28799781199,2227.9999979448944,38.617803457505005,2883.4099122236134,1.5116856801558498e-5,2.2987653005874786e-6,8.458491679814702e-7,1.93343826948954e-7,9.208994330068287e-6,4.67778741627142e-6,1.372931239898704e-6,6.042009309183192e-7,3.671213977089531e-5,8.045941842685111e-6,3.839979324838821e-6,1.2770499887894951e-6,5.691069690324078e-7,3.501495333967872e-5,6.593881441547521e-6,11694.236425658244,1.1969844319145013e-5,1.9637984612213026e-5,5.894363489665856e-6,124321.20519088267,434206.85301883833,6.818219155524272e-6,1.262932049383084e-5,439787.2182926571,10986.13662783655,119164.28903669906,48966.842383587566,476465.23344787204,512287.1998465699,1.8950951931354858e-5,12831.803780302,2.8119950634269904e-5,5.942614306426762e-6,1.2035612248494031e-6,2.8324362589152883e-6,380729.3285490782,8.954319808009227e-6,49686.90678170885,12152.97417262786,2192.0187459892973,2206.28655869041,25037.090954172087,18763.593119897578,14783.094292610767,2306.1240154738994,24172.119753213366,258.0580064652335,2721.9002592634743,926.7020608133247,9685.69898775107,2.217361426005893e-6,6850.58604941127,2314.765986957322,595.1504346095148,2355.726890956539,5698.797868358008,4363.168180081617,7.420858903168571e-6,194.69612920993924,3898.39696952455,2.8202168472838183e6
t8,171.17021534788637,0.0,1.161325474941092e-6,1.1910155842055246e-6,5.972505035946665e-7,1.1107871303979388e-6,6.339619012863428e-7,7.038190455468745e-7,1220.000000609554,8885.104000989835,575.1849178565336,48.68988016795199,1356.6599602766873,449.30038121310093,0.0,8.844260515793721e-7,9.808944918061118e-7,2.869770890205899e-7,250.1199687273224,6.481182521581922e-7,7.567691329589411e-7,1697.8500008466815,1052.350000801966,239.89188305826835,412.774556945302,700.1309026248235,1503.070487853452,0.0,1.4833222568805008e-6,1.358626535416334e-6,1.5196912663199124e-6,9.117039645984138e-7,7.471570318355149e-7,8.275571970797187e-7,29240.519314007728,2227.999981353401,38.618934732170004,3739.01609789139,7.4451500068514456e-6,1.7405552836688168e-6,7.365220385639996e-7,1.7293871402145313e-6,7.975162433360386e-6,4.2767370485299375e-6,1.298624318732897e-6,5.835438676308445e-7,3.61346298159855e-5,6.280634840049461e-6,3.5786689353932217e-6,1.2238853597999531e-6,5.518665852873326e-7,3.4222684368594786e-5,5.703107729517961e-6,14654.653254982617,1.529151910094319e-5,2.316848284499275e-5,7.171768583048499e-6,179516.10374552087,623322.861004534,7.717072160823257e-6,1.4653360780206498e-5,604079.1093820563,12581.910505553711,121721.25204910812,52682.450821907536,523990.9873725718,505160.8850901085,1.9633024550863695e-5,13737.981595936979,3.4834662134386476e-5,6.3457645015311246e-6,1.3715177613154188e-6,3.0489966190066798e-6,416056.8901819498,9.70159549556778e-6,49335.10035756396,4605.946929112008,1103.1411158182475,1101.9138893563315,10332.728465545693,5042.069709084563,14024.350060247785,1336.438975519554,8825.710578581195,247.81792216491,2081.9582784841546,811.6795793573086,8900.025184285887,1.890256775950589e-6,5750.687832504034,1496.5084016798266,452.55805342918063,2355.8752575474737,7107.563280198935,5457.781119858668,8.119815821886215e-6,212.06196735282666,3113.788771562202,3.255009242501022e6
