Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
Sum,516434.97,439252.75,270284.62,527608.4,447542.66,274730.4,649291.2,0.0,91843.86,0.0,182339.67,56735.19,41634.55,0.0,82241.55,0.0,17680.398,17680.398,25532.95,62054.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85634.86,3.788523e6
t1,977.5063115214977,713.1018471927047,190.37737398975216,840.3037650401303,713.200485898815,356.60128489498913,772.9656923703973,0.0,149.9352367030554,0.0,0.12231418217822587,89.99175519699087,34.386495797672445,0.0,100.60905416325195,0.0,37.49952754600557,37.49952754600557,37.49960374816049,89.99962980870235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.08095499566281,5224.680860595973
t2,884.5992485090937,667.3208420047714,211.0123565511569,733.123462690828,713.2000057030048,356.60130748562517,772.965692554626,0.0,106.70328238383416,0.0,160.18613924203606,89.99559627224758,35.78656227693381,0.0,104.99475680624121,0.0,37.49955316466999,37.49955316466999,37.499602408685995,89.99962314511689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.03358351059411,5117.021167874135
t3,786.4573025369643,619.5934847517412,224.43333244979718,211.12366605824155,713.1999615487616,356.6013119540657,772.9656925158171,0.0,109.48956845802667,0.0,57.36652295019164,89.99603209615469,36.49937282643689,0.0,104.99486149653924,0.0,37.49956236629842,37.49956236629842,37.49959991694286,89.99961858162088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.92720469218189,4354.146657566081
t4,663.0070600446578,532.688561933374,171.30663945438096,7.914086553723749,713.1999973904393,356.60130189749225,772.9656925095939,0.0,149.97037695012352,0.0,0.028100844847944766,89.99613816090378,34.62535492450369,0.0,104.99499743551078,0.0,37.49959146593631,37.49959146593631,37.49959934461676,89.99961724237507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84864514311577,3868.645352761532
t5,782.9168759371179,584.7387217920299,181.8993870493062,615.3965479010986,713.2003254051936,356.6012982308115,772.9656918799822,0.0,149.97210833403852,0.0,0.02741271129002004,89.9959755822345,34.831098052332905,0.0,104.99499987322595,0.0,37.49959357698012,37.49959357698012,37.49959911076524,89.99961125836398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6900607252747,4648.728900997025
t6,573.941496723491,296.360750737764,252.76929773537293,1011.0280101520582,713.20256158283,356.60087109719507,772.9656906529735,0.0,149.99836227197648,0.0,293.33774506798375,77.66257182112258,42.30311952875275,0.0,104.9995994163065,0.0,37.498931430116535,37.498931430116535,37.499560716157156,89.9995737538193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.937481363897657,4875.604555481934
t7,144.72494774436774,72.85758944622326,410.47316350695525,942.647332240074,672.1163179863019,311.1021935851449,772.9656891831066,0.0,102.95007110335958,0.0,230.29515826506966,89.99599939038274,54.49712549893168,0.0,104.99980017343034,0.0,0.0032467477175812877,0.0032467477175812877,1.7999221137109087,1.520296224235526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99962364029494,4053.9517235970243
t8,243.49197320977953,0.0003479320444014155,432.10768618824227,1011.0144930205213,713.2026533557868,356.60138057193575,772.9656749810025,0.0,149.99938881776396,0.0,299.99987783793705,89.9998297993287,58.42556232899476,0.0,104.99995864464604,0.0,0.0006626753553182418,0.0006626753553182418,13.437740639972944,21.769532174621062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9997358295808,4409.017160682868
t9,329.24985014200684,0.00041686966977629437,427.286718882093,1001.2639139403301,713.202654963682,356.6010530450201,772.9658292318738,0.0,149.99997276546088,0.0,299.99996778797356,89.99792892871002,56.24781177934712,0.0,104.99995361411766,0.0,5.815470207975851,5.815470207975851,13.402262568206325,21.627062003939393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99991577419217,4489.476252712575
t10,374.8762658026868,0.0004529649318621439,399.49045308328476,956.347306052045,713.2026687895035,351.4742167756598,772.9658595725806,0.0,149.99998473173977,0.0,299.9999880738983,46.41312890299543,49.24785224620302,0.0,104.99995351897505,0.0,9.305856659539375,9.305856659539375,0.000789442906575574,0.0006849672421354307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99992890672513,4378.631247150456
t11,373.26834219936217,0.00043317619898151314,354.64429881464366,771.2251248002374,713.2026488048815,335.3231138744929,772.9658618328203,0.0,149.9999836817995,0.0,299.999987329957,27.071907990976378,44.10912326844639,0.0,104.99995383518035,0.0,8.175990059885734,8.175990059885734,0.0008001546430599234,0.000742843448188087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99993096180515,4104.164233688664
t12,351.0680857791532,0.000504520056021943,418.9346934957145,661.005400122083,713.2026750420458,356.6006594138673,772.9658442339324,0.0,149.99998460916248,0.0,299.99998660039466,40.74812015539252,54.948554926742496,0.0,104.99995485064889,0.0,5.2330006396097755,5.2330006396097755,4.599358351417645,4.713750367839712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9999315550082,4085.253505302678
t13,324.97943663684254,0.000466214934650085,409.50155084878077,363.3420281564798,713.202677674888,356.6006608595495,772.965844649711,0.0,149.99998455267323,0.0,299.999987104978,31.419704808893954,52.26486127207673,0.0,104.9999559851707,0.0,2.7026138090591516,2.7026138090591516,2.2745009961930895,2.2391028988672748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99993194790196,3730.19592222606
t14,292.7716837412558,0.00044064197185521856,418.23170043361154,225.03823224263496,713.2026711986449,356.60066308608884,772.9658438493872,0.0,149.99997989643182,0.0,299.9999847630982,51.53525233630806,54.965361890793446,0.0,104.99995641299145,0.0,0.21505478481354978,0.21505478481354978,9.400648102323576,11.491380600008197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99993131707407,3602.633840082251
t15,282.0229349724286,0.0016916640804862937,440.6537576566211,21.498243394668865,713.2026646688176,356.6006649079134,772.9658432154433,0.0,149.99998095247895,0.0,299.99998512809015,72.51451209187496,64.00448928649952,0.0,104.99995750944531,0.0,0.0004983946785868117,0.0004983946785868117,8.246231776368905,9.506635402028602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9999309099814,3437.2185203260983
t16,551.0408601783569,257.0848809979745,434.7202085575884,96.17265994814437,713.2029442752639,356.60055205946236,772.9658244295788,0.0,149.99998176109145,0.0,299.99998610517963,88.78805784174827,59.19810023160961,0.0,104.99995932647941,0.0,1.5627537758860215,1.5627537758860215,11.348538067737511,15.219164087891366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9999055486559,4055.467130968534
t17,280.6300302082849,0.00032305327985055355,293.6860623033857,56.7285461782768,713.2026542330301,277.1490205811958,772.9658602526943,0.0,149.99998197056658,0.0,299.99998578957974,21.596507141530825,43.0960875626605,0.0,104.99995907887612,0.0,0.0001308804818000972,0.0001308804818000972,0.0007078239700179518,0.0007310585896112954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99993185617862,3155.0566508530633
t18,289.56075885330284,0.04505083094328427,308.91057920172176,677.4399243849367,713.078013124443,268.2847517731159,772.9658756118545,0.0,149.99999496541622,0.0,299.9999946935994,3.8143070167258384,41.826502075351065,0.0,104.99995802225237,0.0,2.7953901993411776,2.7953901993411776,0.0005396705182314394,0.0005138411693957376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99994450610043,3777.5174889701334
t19,348.05807824777133,0.00035208414494912504,427.2878673124952,730.8281008107646,713.2026337152735,338.9756196938899,772.9658585506204,0.0,149.99999850188536,0.0,299.9999979108037,51.086525704186364,57.83412179315834,0.0,104.99996046561515,0.0,0.27566603721318406,0.27566603721318406,0.0008128832178935251,0.0007407870827807177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9999316103791,4136.791932145716
t20,282.9198234380074,0.00035465049963812805,474.943873227302,568.2592287104083,713.2026326977941,356.6013810712377,772.9656785273066,0.0,149.99999501193952,0.0,299.999994766256,89.99982975930006,88.80671373044565,0.0,104.999963443569,0.0,3.315133189107677,3.315133189107677,4.160242183637841,4.4036645101128435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99974784410432,4058.8933899501358
t21,609.4625460741353,362.51183433054456,476.1271659385632,666.2027351273312,713.2028114026011,342.1213720592085,772.9656893190223,0.0,149.9999111008495,0.0,299.999951569983,89.99692803640284,89.99989979827723,0.0,104.99996366648881,0.0,0.000796326118923388,0.000796326118923388,10.101317554563941,12.041376358764545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99961355725551,4840.73470854623
t22,344.4140845966076,106.39179286403807,476.12711370729096,819.2219632924066,713.2028129499101,312.0675012230973,772.965689982879,0.0,0.0004041621592461425,0.0,299.99965356654883,89.99756999831867,89.99985232904169,0.0,104.99996213383479,0.0,0.0005677240775311498,0.0005677240775311498,14.555374236054433,38.4773962836084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99962561946873,4323.421932393419
t23,452.6817633569353,247.87585827587827,476.1271100863133,906.0895407475833,713.2028033054478,331.54165055727555,772.9656906101499,0.0,79.62986658450662,0.0,93.51265652352171,89.99744455325842,89.99984257007985,0.0,104.99996328509386,0.0,37.498572150952775,37.498572150952775,18.250336912482748,46.380015574427595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99961589812125,4639.251303142981
t24,525.9400777994134,386.9925767312178,476.1271101003933,784.4578730963152,713.2028071335891,305.6292257659735,772.9656906875549,0.0,149.99994821319524,0.0,299.9999019207371,89.99757651949976,89.99985647495329,0.0,104.99996488423844,0.0,37.49995125918596,37.49995125918596,20.17828584127911,60.2754045761996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.99963033746576,4996.7658326003975
t25,278.195124722277,280.34540229628317,212.63932224766026,452.42934743542554,713.1985884205487,356.60095054531735,772.9656907823787,0.0,149.99859481960942,0.0,299.9970470921462,81.66733600739396,41.82719668859566,0.0,64.88823028168144,0.0,37.49994801998985,37.49994801998985,37.49959643585852,89.99961261498208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008389421533989316,3907.2603258516724
t26,601.5978875055441,625.4906801549348,224.54872558187535,574.6188232103435,713.1982929940144,356.60089434474884,772.965691296105,0.0,149.9978850337737,0.0,299.9926205660582,89.9885933890729,43.631492104823906,0.0,11.461529369958969,0.0,37.49995451413557,37.49995451413557,37.49965888565787,89.9995675920839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.273323390223217,4671.865574447489
t27,626.8047055957617,713.1949205732908,214.8343829526766,438.3351185063973,713.2002432254276,356.6009639071103,772.9656911413865,0.0,149.997890161167,0.0,203.84689664462508,89.99266202432503,42.29852625988591,0.0,72.28570137666892,0.0,37.49992892873734,37.49992892873734,37.49957118290732,89.9994230152416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.852634946437869,4605.709189370784
