,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
AnnualSum,8.771968591344677e6,11610.01886311093,-79.8208817474759,0.0,0.0,0.0,754.4242483959417,0.004223884103596993,498394.3323368364,-477843.85568797,-8.737754670304481e6,6.463321604332527e7,78223.07156706728,-1.551718862784856e6,0.0,0.0,0.0,5266.565926432138,0.005316629637168587,-2.847496863388919e6,-643535.0983835774,-6.08352927189197e7,2.553285128909872e6,29010.118597049524,-93.42880437471543,0.0,0.0,0.0,38.79866454653765,0.005048573740080351,80188.70735534721,-114978.6096634933,-2.545290796015794e6,2.3909781528288107e6,10778.336388980604,-27.2870939654953,0.0,0.0,0.0,151.56218056383548,0.005253443949679652,-101510.77954757649,-321692.3874898868,-1.9438931209994191e6,5.333536507742006e7,2.6290512116353484,-955848.2589781429,0.0,0.0,0.0,3773.668250033014,0.005282224595752868,-5.918482363059315e6,-613191.5007188715,-4.6629420127442345e7,482884.28615654306,296720.30007064185,-17.47042376343514,0.0,0.0,0.0,53.12669171796007,0.005305870092788222,223436.69974636115,-17680.39913542657,-983494.0009897754,3.981265640532621e7,922694.7404882923,-378534.9470131356,0.0,0.0,0.0,2163.102649582659,0.005298805666541409,-190474.1447525088,-154772.16123935446,-4.00621999845318e7,7.906320735742905e6,1.9019771973525563e6,-184199.8254078297,0.0,0.0,0.0,1358.767392155748,0.004809564076256559,6.489028341002967e6,-530440.3992002017,-1.560555346585587e7,9.0163536396295e6,1.1429443861910398,-4.413669052258922,0.0,0.0,0.0,0.03662634427055522,0.004424903692385531,4.0142625687850146e6,-408583.79989776213,-1.21203600411668e7,7.7688330258475505e6,8.028386480512264,-3.675169470999447,0.0,0.0,0.0,0.03842208297095451,0.004560794713477428,6.409866617012654e6,-505804.3837461888,-1.3663444201717414e7
t1,9812.424815371525,0.0022800044122975563,-0.024184747453261202,0,0,-0.0,4.1650601419121206e-5,4.88187237026904e-6,1762.6903907737633,-845.3040793571012,-10727.66830490192,79784.83664396692,0.001784946751028967,-0.05469354849910173,0,0,-0.0,4.990053961392283e-5,6.266718716442942e-6,-11854.999598406732,-889.134060363185,-67055.2561721752,3606.4329877425,0.0010386937298648817,-0.04011334278836601,0,0,-0.0,3.3806586635997695e-5,6.188697283467691e-6,-803.908895246004,-150.28597187475825,-2649.3156928541316,3921.907518412182,0.0009533368531095255,-0.01444538998577898,0,0,-0.0,3.298117594592141e-5,6.233431869110411e-6,-1478.9030411528533,-335.6784549397023,-2023.3391642044444,68658.05087791676,0.0014149931154843485,-0.03916450696544684,0,0,-0.0,4.9907326290866405e-5,6.261968394574627e-6,-915.5012506107003,-908.966195371903,-67288.4227520813,391.46913746391607,306.33795790795443,-0.00416597763750581,0,0,-0.0,2.9746298044277717e-5,6.271989153017798e-6,499.9880812317716,-37.49952754600557,-1158.5068217917676,45760.86215458775,0.002919053136476734,-0.044966124000468524,0,0,-0.0,4.9800330798352514e-5,6.2528327411555506e-6,-1498.7349635829612,-112.52830298862239,-47191.27106791893,7220.337048475796,0.003726117694792386,-0.01958628461513888,0,0,-0.0,4.427346250675415e-5,5.4389314059371725e-6,9837.505775514324,-838.4233119789136,-16036.522658080828,10393.299761218475,0.0008250024308905145,-0.004771215395655436,0,0,-0.0,4.436535362857438e-5,5.35725171063126e-6,6377.635304256039,-478.327850764656,-15716.387537123128,9716.184780136444,0.00043146561763223877,-0.00416685574169314,0,0,-0.0,4.582091580197591e-5,5.472284681174556e-6,8380.433891085659,-628.5331054111247,-17462.8236524797
t2,9812.75789180921,0.002465590292260027,-0.08172605094906285,0,0,-0.0,4.140648054690553e-5,4.853104846893028e-6,1448.5171418245873,-775.9600452569325,-10357.97001069068,78180.59364456977,0.0018400675110413478,-46.86119642039435,0,0,-0.0,4.987903471095823e-5,6.265297731453288e-6,-11287.341993805276,-846.5611936109618,-65702.33007023195,3534.1684064339006,0.0010290937873246352,-0.04609239401609447,0,0,-0.0,3.376399530917706e-5,6.193966456904507e-6,-770.2289271311141,-147.7642026683223,-2614.62562011247,3759.6685576912505,0.0008776103694852345,-0.03176950483357046,0,0,-0.0,3.294215516842525e-5,6.233518091294236e-6,-1332.0432951967364,-346.69791129298176,-1996.8456109389117,68491.8863903998,0.0014579083034231117,-24.463329877653035,0,0,-0.0,4.988181219658792e-5,6.260135837461352e-6,-2077.749935161257,-888.9544252209789,-65470.76977481857,339.73639258757976,349.274031803875,-0.005880084033007961,0,0,-0.0,2.9736927161917494e-5,6.270522315595588e-6,499.98872100720814,-37.49955316466999,-1149.6883018277617,47327.61311868806,0.0028114067923643007,-0.12298551156155467,0,0,-0.0,4.977650662143065e-5,6.251504502564088e-6,-143.42545821635576,-170.9442639776051,-46832.05246999379,7479.717764496261,0.0034375994731790697,-0.17870888305322583,0,0,-0.0,4.4053675137283434e-5,5.41972180223826e-6,9214.820287357568,-796.1094434489258,-15608.527599363533,10370.160243792987,0.0008365359887923088,-0.004978330473041132,0,0,-0.0,4.436116287974976e-5,5.35212469994078e-6,6373.235098614039,-477.99701643573064,-15689.215077777762,9627.173330345406,0.0004350075664485076,-0.004269450978323321,0,0,-0.0,4.5780309186308025e-5,5.472662674022164e-6,8380.434057376076,-628.533112797027,-17373.812100117146
t3,9812.757954301584,0.0026424451124497745,-0.09452196602335625,0,0,-0.0,4.123677475909063e-5,4.827815222181451e-6,1112.4219188209754,-703.0253936443528,-10094.777600422807,74203.52997822074,0.0019212509454552603,-54.69629655439177,0,0,-0.0,4.9876883080786035e-5,6.264921013444716e-6,-7901.568938278053,-592.6281664416186,-65357.122518709104,3507.668462319878,0.0010359916433667856,-0.052020939636041374,0,0,-0.0,3.3821891685927285e-5,6.189010038532434e-6,-709.5141601872509,-143.21122764345014,-2653.349422403796,3702.1026627462734,0.0008603192806981435,-0.04037280474338918,0,0,-0.0,3.298728147712411e-5,6.232714860933026e-6,-1237.8218268807025,-353.7650246632272,-2026.4198087592765,68484.38029355333,0.0014696163242730108,-23.761948358351276,0,0,-0.0,4.987218813902502e-5,6.2582671502793256e-6,-4218.003571715836,-527.4737457726987,-63685.141651650585,294.802684899415,373.8521841218856,-0.012121618251795795,0,0,-0.0,2.9701598570236443e-5,6.269876419090846e-6,499.98900343841876,-37.49956236629842,-1129.31802820636,47151.82044807356,0.0024670145516912114,-0.12185419857170365,0,0,-0.0,4.976330385401975e-5,6.250001761716127e-6,-847.469755585139,-120.92760807040757,-46002.27825198503,7677.38907518676,0.003456788257820498,-0.2316659932249849,0,0,-0.0,4.4016667509468123e-5,5.418788427194833e-6,8915.213773504149,-773.6389381275344,-15548.77505184343,10406.910320940262,0.0008428591991520137,-0.005104158112356894,0,0,-0.0,4.4351424123686024e-5,5.351488891639792e-6,6312.525214746507,-473.4438793522691,-15669.806191111524,9669.233980237404,0.0004423839220230166,-0.004361613412022396,0,0,-0.0,4.5801079024898723e-5,5.476452558508122e-6,8380.434038527936,-628.5331114842231,-17415.87250214427
t4,9836.410514832713,0.0026405894380150782,-0.12439669245999213,0,0,-0.0,4.116163029223336e-5,4.817441551116929e-6,868.7878517238878,-597.8478109890159,-9979.409847023622,72320.58474606599,0.0018528145860824926,-72.61593642215175,0,0,-0.0,4.987682543902628e-5,6.264866279439783e-6,-6180.167248583976,-463.5230391615238,-65306.81359324628,3522.7195020684185,0.001046935591013749,-0.0708995890437212,0,0,-0.0,3.384595246266844e-5,6.1868965102210725e-6,-708.989242448411,-143.1719999455057,-2668.2011074150814,4053.3882290927954,0.000878723532459076,-0.051249606607221505,0,0,-0.0,3.29988240274057e-5,6.23253923884384e-6,-1604.4927637522824,-326.2647172186403,-2037.7623599769656,68480.63025230459,0.001429160110825093,-421.6564022320881,0,0,-0.0,4.987004225223777e-5,6.257879844799353e-6,-4367.469287331457,-335.47462372161476,-63325.769149687614,228.39265065259823,391.15261632335745,-0.01862432060947704,0,0,-0.0,2.960699122981664e-5,6.269651702997462e-6,499.98957566794877,-37.49959146593631,-1080.19609973375,47098.40643373461,0.002252922673147596,-1236.0322692520854,0,0,-0.0,4.972561232972627e-5,6.2462407944282725e-6,-1499.6105853277677,-112.49883036342204,-44001.317886993274,7903.027748123546,0.00321208322430712,-0.31942753878301117,0,0,-0.0,4.39648300745939e-5,5.4154496372052516e-6,8605.721255828706,-750.4269668547238,-15445.82425208183,10530.444639569963,0.0008498329034619463,-0.005263420189929557,0,0,-0.0,4.441261514871288e-5,5.362475672978381e-6,6312.002226335086,-473.40466754411017,-15792.85126227862,9860.965312770011,0.00046472589668254607,-0.0045297015156380615,0,0,-0.0,4.589820893984942e-5,5.487517972336568e-6,8380.433914219644,-628.533105497039,-17607.603354966595
t5,9836.409910899005,0.002466885485262791,-0.2161124796320594,0,0,-0.0,4.140814794058172e-5,4.85282568991793e-6,1321.1816799575354,-683.8277988645739,-10346.390826796265,79286.58045884842,0.0024699645160605422,-184.7736788698813,0,0,-0.0,4.9887702832144946e-5,6.2671153996898805e-6,-10302.041399323629,-772.6636792039657,-67728.09238335704,3576.009588683854,0.0010813155168207587,-0.13079776344315894,0,0,-0.0,3.402667564899594e-5,6.163257291084633e-6,-641.264525652818,-138.0926233383192,-2793.576979514183,4082.5732953344786,0.000891372781396198,-0.07372026564258224,0,0,-0.0,3.3137631744776356e-5,6.229843521475236e-6,-1532.501027549794,-331.66387945734255,-2133.514599508089,68321.93607268747,0.0014532070960601435,-80.9181462318976,0,0,-0.0,4.988544145749389e-5,6.261062514787802e-6,-1116.9818203116074,-699.1704182747533,-66394.46639307351,169.86962132081976,411.0993883605682,-0.026987123488757283,0,0,-0.0,2.954982924212998e-5,6.269085546833749e-6,499.98958872264745,-37.49959357698012,-1041.6057460905984,46922.614673699834,0.002177789172684114,-2564.344760209983,0,0,-0.0,4.969901285675629e-5,6.243333279124137e-6,-1499.6310799883654,-112.49935409964439,-42429.35662098801,7943.528032661052,0.003595118983330852,-0.5429316005007118,0,0,-0.0,4.422249482213678e-5,5.4412483433932836e-6,8952.743661410801,-776.4530777022438,-15876.477683454528,11037.998825333949,0.0008771847751617378,-0.005654733413823801,0,0,-0.0,4.464197677644586e-5,5.389940594212891e-6,6244.276851022261,-468.32537623924145,-16230.320421525797,10584.635265050067,0.0006151549066500106,-0.004874090350539583,0,0,-0.0,4.6255541018253895e-5,5.526308552111993e-6,8380.433760368926,-628.5331002399614,-18321.6657024307
t6,9836.44282947355,0.018279631127922958,-0.016454084010017835,0,0,-0.0,4.2246182431240106e-5,4.941545124609117e-6,1850.5392065853302,-435.15112373062755,-11238.732549323073,90812.82349414096,0.002339709287707002,-0.08691806489535232,0,0,-0.0,5.001519507982089e-5,6.276693639003514e-6,-13461.941732727177,-1009.651494499507,-76062.28874814523,3606.7319621336173,0.0012118774968177142,-0.0367964893692244,0,0,-0.0,3.4714357977316884e-5,5.996708082407087e-6,-146.02526864162007,-116.54959382749836,-3273.1142969694038,3876.825274341241,0.0010880820221984343,-0.02687677314956072,0,0,-0.0,3.371725649484059e-5,6.216193850433817e-6,-927.986475172899,-364.66793009122165,-2499.747523580549,68314.58602897683,0.003341834660577212,-0.031208405559778794,0,0,-0.0,5.025486703056999e-5,6.277435475551233e-6,4869.483421007643,-939.1536259717664,-72223.23673612658,120.11788775775955,473.02421964710203,-0.0383417623227899,0,0,-0.0,2.957153529347911e-5,6.268031415928926e-6,499.9765513462853,-37.498931430116535,-1053.3725263230192,46976.061246483296,0.003369128949263259,-0.04010561627263251,0,0,-0.0,4.997468843967532e-5,6.2534273630356435e-6,-3455.5333940778382,-259.16698510009667,-42908.67128423308,7932.939199411365,2132.2268760020843,-0.013548325058811381,0,0,-0.0,4.5461179494732693e-5,5.545862656705398e-6,8430.391383249682,-632.2806370044384,-17737.023679123573,14191.025464990666,0.0008925282269137847,-0.004905859991726753,0,0,-0.0,4.522629571251965e-5,5.443070537763763e-6,4266.87237751082,-452.95138571658885,-17413.091046909532,12353.416629970365,0.002354019156927508,-0.004509294989672965,0,0,-0.0,4.708123627100489e-5,5.664340863010173e-6,8380.42960392207,-628.5328481100726,-20081.369210467477
t7,9887.15998970714,571.780724266084,-0.009653727682656805,0,0,-0.0,4.2720164304379277e-5,4.991017776183725e-6,1450.5417050507249,-108.79126859529549,-11799.957020373895,91093.44797357274,0.028084341376612202,-0.02554789322494161,0,0,-0.0,5.07927526275444e-5,6.305777743363617e-6,-7665.291072032853,-1039.8669696161314,-82019.0511082384,3609.1557514355345,0.0034639784755255195,-0.012015013663358533,0,0,-0.0,3.5617410108371804e-5,5.548648435115573e-6,317.9204391427188,-117.15792068431205,-3795.9776488337093,3758.1728034998296,0.005512023595263129,-0.011199570350417538,0,0,-0.0,3.443269367550748e-5,6.1814198937609234e-6,-425.81143832718567,-433.0342409907073,-2899.0694704875996,68314.59349006988,0.021772583342449782,-0.022468482713077442,0,0,-0.0,5.089358540948892e-5,6.300482551952231e-6,6854.774508917393,-658.8337191247557,-74444.37030322322,103.46098808966364,1077.7128729404455,-0.010465596454977402,0,0,-0.0,2.9814485183489955e-5,6.278241196340842e-6,0.028053824828134566,-0.0032467477175812877,-1178.9593569794613,46907.09340015933,3804.589373029642,-0.021830916433657928,0,0,-0.0,5.056642650454062e-5,6.279958268327023e-6,-2221.6514204250807,-166.6258614319322,-48024.39616729313,7984.048911849434,7825.644331987521,-0.009628962085662395,0,0,-0.0,4.6836043903678677e-5,5.824608575456498e-6,5381.3836575518535,-476.46188935465756,-20574.394088640183,16415.434031901994,0.001033242888916446,-0.005056463602163441,0,0,-0.0,4.583949698744403e-5,5.513621129219921e-6,3513.109735594917,-509.482556498416,-18656.413782556836,18747.25487582879,0.004451587179482643,-0.005281383685286889,0,0,-0.0,4.7637222243048385e-5,5.786390737365505e-6,3101.2014859667042,-543.694050553099,-21279.133023389568
t8,9937.88561656319,397.5877317792319,-0.0011890100916492948,0,0,-0.0,4.5797056448651114e-5,5.087073738409363e-6,1623.2779850453207,-121.74616057091197,-11796.884730820593,90428.77900649827,124.21741501489888,-0.003120519826772183,0,0,-0.0,5.343113597964661e-5,6.389148623666396e-6,-8224.560455423241,-1107.3751974467725,-84981.29921529561,3600.7319952871057,0.0035732262723361073,-0.012827763615122256,0,0,-0.0,3.590736382259933e-5,5.424973086408621e-6,574.70112003121,-133.10341922175175,-3968.6212684133748,3803.9104566324277,0.023895849112097894,-0.001609723255658745,0,0,-0.0,3.5971328948366225e-5,6.221194235483803e-6,-292.87745614752885,-468.56722944425076,-3030.9211025604263,68175.89793017642,0.008836299532175318,-0.0029474799108185597,0,0,-0.0,5.4045234638573153e-5,6.397230980205803e-6,3116.817140900383,-777.2531720341188,-75104.22246246072,96.89743936587702,1240.5123171909756,-0.001120879068506823,0,0,-0.0,3.522495758999058e-5,6.552502817515082e-6,0.0073741882770264056,-0.0006626753553182418,-1336.5775576646574,46784.720920235515,5058.97030492542,-0.0022509345504308047,0,0,-0.0,5.9362287688069e-5,6.5353706313920806e-6,2999.9872916328204,-225.00029600320585,-54444.90495246687,8013.960550191996,9782.356934056155,-0.0010377993985440277,0,0,-0.0,5.1556293925542575e-5,6.104969598185743e-6,4454.687856192645,-484.1011743751206,-22486.475890124642,17034.572034252273,0.0009374270245892124,-0.005104000962393529,0,0,-0.0,4.616585052376613e-5,5.57112203672308e-6,3513.106361978553,-509.4826847276147,-19336.695476360084,19799.38852634802,0.0007213116508624316,-0.009955059207815678,0,0,-0.0,4.773456231662204e-5,5.827022515691992e-6,2541.0582156225823,-582.387164183766,-21730.05965564641
