Segment,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,Total
Zone,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,0
AnnualSum,0.004223884,0.0059780176,636.8868,117.531494,0.0053166295,0.0059433193,4441.0986,825.4615,0.005048574,0.0059086815,0.009635708,38.78312,0.005253444,0.0058969166,121.934074,29.622213,0.0052822246,0.005933522,3146.3481,627.3143,0.00530587,0.005778143,38.8796,14.241313,0.005298806,0.0059656203,1583.4337,579.6629,0.004809564,0.0059905737,1138.1166,220.64484,0.0044249035,0.0059192944,0.009674274,0.021032777,0.0045607947,0.00595638,0.009781988,0.022683715,13560.141
t1,4.88187237026904e-6,7.042174133706751e-6,1.1491747805567893e-5,2.3116679479846558e-5,6.266718716442942e-6,7.001818873090225e-6,1.1518666388432688e-5,3.1380054352399915e-5,6.188697283467691e-6,6.970405960974614e-6,1.1162881623262126e-5,1.567329905176096e-5,6.233431869110411e-6,6.946685837620563e-6,1.0770199170838032e-5,1.5264290937462816e-5,6.261968394574627e-6,7.003019577792732e-6,1.1520357741306123e-5,3.138394897176755e-5,6.271989153017798e-6,6.813496208103417e-6,9.261603142414251e-6,1.3671198693760047e-5,6.2528327411555506e-6,7.0067086357437265e-6,1.154702152860656e-5,3.124660063400223e-5,5.4389314059371725e-6,7.047145920987577e-6,1.1524214269947288e-5,2.570210231581928e-5,5.35725171063126e-6,7.048530948098054e-6,1.1526303984478858e-5,2.5790518695997465e-5,5.472284681174556e-6,7.0712475322293945e-6,1.1592319047017145e-5,2.7157349222729372e-5,0.00011585883536419831
t2,4.853104846893028e-6,7.040688664140237e-6,1.1485894417569076e-5,2.2879897465196217e-5,6.265297731453288e-6,7.001548850391451e-6,1.1518738092055997e-5,3.135874776851078e-5,6.193966456904507e-6,6.96942889262254e-6,1.1150854612089751e-5,1.5643711804464772e-5,6.233518091294236e-6,6.94487192083292e-6,1.0741020695886573e-5,1.5256262551705758e-5,6.260135837461352e-6,7.002785902076892e-6,1.1520943275971467e-5,3.135808301853956e-5,6.270522315595588e-6,6.809328270236637e-6,9.255866448694202e-6,1.3671732442986653e-5,6.251504502564088e-6,7.006018744263259e-6,1.1545139442813135e-5,3.122534843435426e-5,5.41972180223826e-6,7.045987806614926e-6,1.1520021442731698e-5,2.5487665887936813e-5,5.35212469994078e-6,7.048559322459843e-6,1.1526257233342917e-5,2.5786346323946995e-5,5.472662674022164e-6,7.0712777572074325e-6,1.1592107873597008e-5,2.7116923555503588e-5,0.00011556731318573712
t3,4.827815222181451e-6,7.040194083469369e-6,1.1483068548198222e-5,2.271351212742304e-5,6.264921013444716e-6,7.001588605429224e-6,1.1519189416219e-5,3.135610505913781e-5,6.189010038532434e-6,6.970600092689818e-6,1.1164744071573392e-5,1.568654752166407e-5,6.232714860933026e-6,6.946089142566734e-6,1.0773629174962649e-5,1.526756315959472e-5,6.2582671502793256e-6,7.003073390347826e-6,1.1523492874674208e-5,3.134562187400299e-5,6.269876419090846e-6,6.803017033381644e-6,9.24053987112354e-6,1.3658041665731256e-5,6.250001761716127e-6,7.006200740279556e-6,1.1545499676707305e-5,3.121160343703289e-5,5.418788427194833e-6,7.045910460242744e-6,1.1519707031192788e-5,2.545105001803259e-5,5.351488891639792e-6,7.048560614857975e-6,1.1526201823469213e-5,2.5776661685358834e-5,5.476452558508122e-6,7.071267126084147e-6,1.1592214477394033e-5,2.7137597421420542e-5,0.00011536600420672509
t4,4.817441551116929e-6,7.039953800051087e-6,1.1481721438254818e-5,2.2639955053927454e-5,6.264866279439783e-6,7.0016068771005634e-6,1.1519295451245896e-5,3.135592311067982e-5,6.1868965102210725e-6,6.971055264608205e-6,1.1170473516392583e-5,1.5704423681667648e-5,6.23253923884384e-6,6.946540828796055e-6,1.0785223710732052e-5,1.5267059487877594e-5,6.257879844799353e-6,7.003134853955235e-6,1.1524015164833482e-5,3.134289223344905e-5,6.269651702997462e-6,6.788961224488788e-6,9.199950956518666e-6,1.3618079048809186e-5,6.2462407944282725e-6,7.006576273755614e-6,1.1545615378519601e-5,3.117342067745105e-5,5.4154496372052516e-6,7.045866730914761e-6,1.1519356786924813e-5,2.539960655675433e-5,5.362475672978381e-6,7.048575988987154e-6,1.1526572308974986e-5,2.5837466850750742e-5,5.487517972336568e-6,7.071212486503306e-6,1.1592697800571395e-5,2.723429865277471e-5,0.00011527871533664563
t5,4.85282568991793e-6,7.040729301185006e-6,1.1485958846657298e-5,2.2881459792739415e-5,6.2671153996898805e-6,7.000903324743092e-6,1.151590724098095e-5,3.1370892266420905e-5,6.163257291084633e-6,6.974682107713937e-6,1.1212952386432905e-5,1.5839041154849096e-5,6.229843521475236e-6,6.950477969011049e-6,1.0874023563256199e-5,1.5313130212509107e-5,6.261062514787802e-6,7.002587022700004e-6,1.1519725546283175e-5,3.1363128888510715e-5,6.269085546833749e-6,6.777626993203972e-6,9.175772129355336e-6,1.3596430119570674e-5,6.243333279124137e-6,7.007392796263869e-6,1.1546392659223703e-5,3.1145227401268715e-5,5.4412483433932836e-6,7.046088736157229e-6,1.1521039119093619e-5,2.5655366966885933e-5,5.389940594212891e-6,7.04863586691742e-6,1.1527875946150134e-5,2.6065464963378308e-5,5.526308552111993e-6,7.070951026756307e-6,1.1594439429916325e-5,2.7590150561581264e-5,0.00011555373126113305
t6,4.941545124609117e-6,7.059176985236693e-6,1.1540019074286307e-5,2.3646986371717103e-5,6.276693639003514e-6,7.001922647902406e-6,1.152134409149031e-5,3.149192834042817e-5,5.996708082407087e-6,6.989299575719534e-6,1.1318378298008872e-5,1.6406680103588476e-5,6.216193850433817e-6,6.9683868616555e-6,1.1120750081754433e-5,1.562811955143066e-5,6.277435475551233e-6,7.015292177771602e-6,1.1551952627195294e-5,3.168762222560309e-5,6.268031415928926e-6,6.780711445066697e-6,9.182641184501772e-6,1.3608182663910642e-5,6.2534273630356435e-6,7.018462999644357e-6,1.1576711922163186e-5,3.137951351786778e-5,5.545862656705398e-6,7.065441450224878e-6,1.1578445200883991e-5,2.6817292843623822e-5,5.443070537763763e-6,7.04851855224457e-6,1.1531032734505917e-5,2.6646744425769155e-5,5.664340863010173e-6,7.069605902367593e-6,1.1598185383647902e-5,2.8413444984989395e-5,0.00011646562393280023
t7,4.991017776183725e-6,7.090972300505387e-6,1.1626734708656568e-5,2.4002457295217323e-5,6.305777743363617e-6,7.0292925643011375e-6,1.1605458803379088e-5,3.2158001259864174e-5,5.548648435115573e-6,7.016420367964344e-6,1.1403713873284199e-5,1.719727586712326e-5,6.1814198937609234e-6,7.003778468013417e-6,1.1310680914295033e-5,1.6118234293199036e-5,6.300482551952231e-6,7.040451141284483e-6,1.162281206923014e-5,3.2230322198974296e-5,6.278241196340842e-6,6.831354273684455e-6,9.287563868648548e-6,1.3695567041156953e-5,6.279958268327023e-6,7.039298433920571e-6,1.1636262485885974e-5,3.189086558473407e-5,5.824608575456498e-6,7.08337283078515e-6,1.1638485944836436e-5,2.8114185128057092e-5,5.513621129219921e-6,7.048061341306211e-6,1.153404703666891e-5,2.7257388609468908e-5,5.786390737365505e-6,7.068159218940184e-6,1.160054375338538e-5,2.896851927072282e-5,0.00011737478125455094
